"Date","CANPRMNTO01GYSAM"
1962-01-01,10.0388915896937
1962-02-01,11.827171763274
1962-03-01,13.0113326465063
1962-04-01,12.1830291807294
1962-05-01,13.9870374242108
1962-06-01,13.8200667720963
1962-07-01,13.569381314959
1962-08-01,10.9190704192456
1962-09-01,11.7829501479626
1962-10-01,10.3490076680199
1962-11-01,9.53101785664227
1962-12-01,8.45942419278716
1963-01-01,8.09034680804062
1963-02-01,6.69623421854592
1963-03-01,6.67095667095669
1963-04-01,6.08626198083066
1963-05-01,5.50256786500365
1963-06-01,6.03885243792615
1963-07-01,3.04629346385236
1963-08-01,5.38534428300695
1963-09-01,6.65903016418483
1963-10-01,7.02807653986664
1963-11-01,8.65815268855732
1963-12-01,9.40203757743307
1964-01-01,10.6524293669851
1964-02-01,12.7049702904649
1964-03-01,10.2453247536698
1964-04-01,10.2544797470261
1964-05-01,10.597556129545
1964-06-01,7.75987576434048
1964-07-01,8.71038765059496
1964-08-01,11.3092562066037
1964-09-01,9.22889668504332
1964-10-01,8.37590108368741
1964-11-01,9.11296400979837
1964-12-01,8.20562015957321
1965-01-01,8.68039523501709
1965-02-01,5.89433193800203
1965-03-01,9.33652530779753
1965-04-01,8.9843394336702
1965-05-01,9.21156048595362
1965-06-01,9.71628011709074
1965-07-01,14.0838339705079
1965-08-01,8.42346183188976
1965-09-01,8.42947037231253
1965-10-01,12.2679118119948
1965-11-01,10.1241230437129
1965-12-01,12.2713315746227
1966-01-01,10.2982411419832
1966-02-01,11.707264957265
1966-03-01,8.52465853404232
1966-04-01,9.2942626203555
1966-05-01,7.3077951185409
1966-06-01,6.7542329399692
1966-07-01,4.8211756727106
1966-08-01,5.61879139072847
1966-09-01,5.89811792205697
1966-10-01,4.35917054126695
1966-11-01,3.4342840341076
1966-12-01,1.98185705205985
1967-01-01,2.43625298513212
1967-02-01,0.927714761185174
1967-03-01,1.56985569625119
1967-04-01,1.70077777140782
1967-05-01,0.846954222315902
1967-06-01,1.76099661642572
1967-07-01,1.47478591817317
1967-08-01,5.2963652395415
1967-09-01,2.11215344509352
1967-10-01,-0.39665382084781
1967-11-01,2.57168305948792
1967-12-01,3.39754485363551
1968-01-01,2.62836300738876
1968-02-01,2.202259116064
1968-03-01,2.74498675747256
1968-04-01,5.11283564140626
