"Date","LRIN25MACAM156N"
1976-01-01,6.38307710091319
1976-02-01,6.20459001268596
1976-03-01,6.21792659072604
1976-04-01,5.72150154976467
1976-05-01,5.03745447048313
1976-06-01,4.58493326019382
1976-07-01,4.57447778892639
1976-08-01,4.67100473243538
1976-09-01,4.96468397265563
1976-10-01,5.18046612859345
1976-11-01,5.6716080117687
1976-12-01,6.24110270025986
1977-01-01,7.0760141610481
1977-02-01,6.69952290935278
1977-03-01,6.35348565523129
1977-04-01,6.09288453344695
1977-05-01,5.24678927820289
1977-06-01,5.12620058074604
1977-07-01,5.11281215827178
1977-08-01,4.98608172809264
1977-09-01,5.02000889284126
1977-10-01,5.27355454444568
1977-11-01,5.66363837801906
1977-12-01,6.11463840895516
1978-01-01,6.82400211939244
1978-02-01,6.57456981073876
1978-03-01,6.0095466443765
1978-04-01,5.8253919458961
1978-05-01,5.07186048549645
1978-06-01,4.41819772528434
1978-07-01,4.7103825136612
1978-08-01,4.426168713597
1978-09-01,4.66306573158514
1978-10-01,4.84463676096458
1978-11-01,5.26018713501075
1978-12-01,5.99722571416186
1979-01-01,6.3309757099907
1979-02-01,6.64839078722991
1979-03-01,5.91974829756056
1979-04-01,5.94774755402645
1979-05-01,4.97155736825158
1979-06-01,4.59415445272992
1979-07-01,4.4431127471963
1979-08-01,4.42250993462377
1979-09-01,4.49553219167857
1979-10-01,4.8273514456524
1979-11-01,5.24482948995626
1979-12-01,6.17344127495444
1980-01-01,6.56292286874154
1980-02-01,6.38571760187393
1980-03-01,6.33359310824189
1980-04-01,6.10225052007817
1980-05-01,5.45069418229101
1980-06-01,4.85355648535565
1980-07-01,5.01243703099852
1980-08-01,4.7631963279783
1980-09-01,4.81235559811003
1980-10-01,5.25419151102154
1980-11-01,5.16165156259721
1980-12-01,5.92046701306229
1981-01-01,6.38864791176106
1981-02-01,6.24098272805969
1981-03-01,5.74220759181154
1981-04-01,5.52224093317452
1981-05-01,4.95019062845898
1981-06-01,4.26219449841497
1981-07-01,4.45284561152549
1981-08-01,4.51161557445593
1981-09-01,4.74301062141375
1981-10-01,5.13158963528552
1981-11-01,5.88545255563212
1981-12-01,6.55717810768173
1982-01-01,7.39447986441772
1982-02-01,7.41717322168995
1982-03-01,6.60693839014885
1982-04-01,6.71798881337583
1982-05-01,5.97002981013545
1982-06-01,5.47838582205724
1982-07-01,5.41802150451834
1982-08-01,5.71855095541401
1982-09-01,6.06421872516293
1982-10-01,6.0711239810389
1982-11-01,6.74915858245892
1982-12-01,7.37168718749382
1983-01-01,8.00039439952672
1983-02-01,7.79614325068871
1983-03-01,6.89282627484875
1983-04-01,7.00223538177968
1983-05-01,5.97926041870476
1983-06-01,5.35784045628565
1983-07-01,5.43800749531543
1983-08-01,5.46216031947015
1983-09-01,5.86748089227717
1983-10-01,6.24211241627026
1983-11-01,6.8303839668172
1983-12-01,7.53482972136223
1984-01-01,8.39448478294454
1984-02-01,8.12071224851615
1984-03-01,7.54535485484523
1984-04-01,7.38749808017202
1984-05-01,6.40679200444623
1984-06-01,5.89090630799548
1984-07-01,5.82941648515419
1984-08-01,5.56975546484569
1984-09-01,5.66526383943024
1984-10-01,6.12671506214131
1984-11-01,6.62884896317517
1984-12-01,7.40600435647315
1985-01-01,7.5535896563457
1985-02-01,7.49414961878161
1985-03-01,6.87894488930758
1985-04-01,6.71229270860753
1985-05-01,6.04377041180224
1985-06-01,5.71878279118573
1985-07-01,5.6352784897753
1985-08-01,5.7246918192006
1985-09-01,6.2175006989097
1985-10-01,6.39267707306182
1985-11-01,6.67310513901528
1985-12-01,7.34429755437302
1986-01-01,7.39342806394316
1986-02-01,7.53430983209886
1986-03-01,6.96070658086405
1986-04-01,6.64556962025316
1986-05-01,6.20936639118457
1986-06-01,5.61653625552033
1986-07-01,5.54711663402939
1986-08-01,5.38066614291195
1986-09-01,5.70850350058343
1986-10-01,6.10097921444432
1986-11-01,6.35572433090466
1986-12-01,6.89555108185066
1987-01-01,7.57175431611712
1987-02-01,7.52396944910893
1987-03-01,6.78176870257898
1987-04-01,6.54926790660863
1987-05-01,5.82564360346128
1987-06-01,5.20057306590258
1987-07-01,5.51216286260702
1987-08-01,5.28747524840787
1987-09-01,5.58966419304896
1987-10-01,5.80649745110926
1987-11-01,6.42284782300383
1987-12-01,6.84480622898602
1988-01-01,7.41564701520208
1988-02-01,7.32128386710355
1988-03-01,6.96087912087912
1988-04-01,6.90683840174075
1988-05-01,5.90582881148258
1988-06-01,5.68453784742239
1988-07-01,5.78656484823125
1988-08-01,5.69719314110814
1988-09-01,6.09595223217385
1988-10-01,6.24545234052874
1988-11-01,6.95116890302946
1988-12-01,7.25565661621304
1989-01-01,7.75029689678319
1989-02-01,7.59478449090378
1989-03-01,7.04672096013716
1989-04-01,6.9937369519833
1989-05-01,5.86357584240893
1989-06-01,5.33256099223116
1989-07-01,5.39175678432973
1989-08-01,5.16343527895103
1989-09-01,5.73116841338909
1989-10-01,6.22149396939086
1989-11-01,6.71916099008565
1989-12-01,7.65450383735021
1990-01-01,8.16230559940882
1990-02-01,8.22742362764495
1990-03-01,8.05242191945904
1990-04-01,7.47445060450204
1990-05-01,6.59399273260659
1990-06-01,5.97817044357925
1990-07-01,5.62657723469252
1990-08-01,5.54312331128682
1990-09-01,6.02178303042341
1990-10-01,6.2548543288219
1990-11-01,7.08615938082743
1990-12-01,7.84481764095127
1991-01-01,8.35637177461822
1991-02-01,8.07790286794314
1991-03-01,7.87335663991334
1991-04-01,7.83777140516182
1991-05-01,7.02222367688934
1991-06-01,6.47402056126702
1991-07-01,6.65263364010182
1991-08-01,6.59985333659252
1991-09-01,7.15749747860884
1991-10-01,7.43815077727782
1991-11-01,8.08847376272946
1991-12-01,9.10621216535561
1992-01-01,9.66835209925206
1992-02-01,9.63058557831908
