"Date","LRAC55MACAM156N"
1976-01-01,74.72647702407
1976-02-01,74.5170795590964
1976-03-01,75.8275261324042
1976-04-01,76.3849663263089
1976-05-01,75.6068487212831
1976-06-01,76.3542004541031
1976-07-01,76.5828928918132
1976-08-01,76.2401807812332
1976-09-01,76.8288752819852
1976-10-01,76.5330188679245
1976-11-01,75.8668664383562
1976-12-01,75.4086101912189
1977-01-01,74.6216158601578
1977-02-01,74.452244203361
1977-03-01,74.899129326821
1977-04-01,74.5602881966518
1977-05-01,75.4070628039755
1977-06-01,75.0422119037569
1977-07-01,75.1448740912444
1977-08-01,75.068349106204
1977-09-01,74.7874462055212
1977-10-01,75.0655067602977
1977-11-01,74.8979805378257
1977-12-01,74.3024349461804
1978-01-01,72.9160146061554
1978-02-01,74.0702156474633
1978-03-01,75.2496878901373
1978-04-01,74.6935383336796
1978-05-01,75.6092502333299
1978-06-01,75.4400496997308
1978-07-01,75.1965246172942
1978-08-01,75.485336637753
1978-09-01,76.3019490564092
1978-10-01,75.7697456492637
1978-11-01,74.6914849856026
1978-12-01,74.42218798151
1979-01-01,74.2769230769231
1979-02-01,74.2421138877509
1979-03-01,75.1150659711568
1979-04-01,75.8603083835393
1979-05-01,76.1394921994494
1979-06-01,75.9902250280012
1979-07-01,74.8525523693309
1979-08-01,75.182778229082
1979-09-01,74.6070378257783
1979-10-01,74.3646856332895
1979-11-01,74.0066727327874
1979-12-01,73.2606280924972
1980-01-01,73.9288234701079
1980-02-01,74.2500503321925
1980-03-01,74.585302101136
1980-04-01,74.2874347651546
1980-05-01,74.939879759519
1980-06-01,74.3851229754049
1980-07-01,74.8702076677316
1980-08-01,75.3214392504734
1980-09-01,74.8458325044758
1980-10-01,74.9652432969216
1980-11-01,73.9664915237435
1980-12-01,73.4237355241018
1981-01-01,72.8862109838008
1981-02-01,73.8170347003155
1981-03-01,73.7624249581734
1981-04-01,73.2881422536595
1981-05-01,73.747180543297
1981-06-01,73.6620682907739
1981-07-01,73.6836963954284
1981-08-01,74.1564267602887
1981-09-01,74.9148584217185
1981-10-01,74.7766122766124
1981-11-01,74.1200426645981
1981-12-01,73.4269119070669
1982-01-01,72.0633693972179
1982-02-01,71.6764677528198
1982-03-01,72.238260200154
1982-04-01,71.9719527422918
1982-05-01,72.5625539257981
1982-06-01,73.2428038634408
1982-07-01,72.7394251885802
1982-08-01,72.3375881120214
1982-09-01,72.8940863281993
1982-10-01,72.3761624596698
1982-11-01,71.5949990528509
1982-12-01,71.4906891010492
1983-01-01,70.7008772757287
1983-02-01,71.1623529411765
1983-03-01,71.3856270549554
1983-04-01,72.3607725482843
1983-05-01,72.6805087916199
1983-06-01,72.0780433159074
1983-07-01,71.3832960477256
1983-08-01,71.3289314609876
1983-09-01,71.3887857408095
1983-10-01,71.0962839403206
1983-11-01,69.8334875115634
1983-12-01,70.0498707055781
1984-01-01,69.4193548387097
1984-02-01,70.4167049949407
1984-03-01,70.8761939750184
1984-04-01,70.6205885049042
1984-05-01,71.395881006865
1984-06-01,72.0369185780864
1984-07-01,70.2710101286614
1984-08-01,69.6682464454976
1984-09-01,70.5288067716392
1984-10-01,70.5379861868412
1984-11-01,69.574294272488
1984-12-01,68.3442147261516
1985-01-01,68.6288715812353
1985-02-01,68.3224755700326
1985-03-01,69.2759649281388
1985-04-01,68.8306997742664
1985-05-01,69.0267881302426
1985-06-01,68.988197134877
1985-07-01,69.2494600431965
1985-08-01,68.9084696996943
1985-09-01,68.7825462381038
1985-10-01,69.459144317876
1985-11-01,69.489247311828
