"Date","CANPRINTO01GYSAM"
1962-01-01,9.45065775378156
1962-02-01,10.3957535155498
1962-03-01,12.3700042973786
1962-04-01,10.4575300951258
1962-05-01,11.7304631878717
1962-06-01,11.1960283454186
1962-07-01,11.4257155096795
1962-08-01,9.78341127245879
1962-09-01,9.76479544817086
1962-10-01,8.08841051711813
1962-11-01,7.73886043154087
1962-12-01,6.98574938574942
1963-01-01,6.64382891259664
1963-02-01,6.50471131102408
1963-03-01,6.20112052316576
1963-04-01,5.9864723254263
1963-05-01,5.67862363656807
1963-06-01,5.90414790937218
1963-07-01,2.62348504265683
1963-08-01,4.76590815678363
1963-09-01,6.58355844345477
1963-10-01,7.21306656378032
1963-11-01,8.95073059696011
1963-12-01,10.1930955924231
1964-01-01,10.9510086455331
1964-02-01,11.8944896510294
1964-03-01,9.98919697515305
1964-04-01,10.6081579089291
1964-05-01,10.3692274952118
1964-06-01,8.9668684182906
1964-07-01,10.3327089465703
1964-08-01,11.2381190149259
1964-09-01,9.18400547992122
1964-10-01,9.06691800188503
1964-11-01,9.1285887585928
1964-12-01,8.0164062890775
1965-01-01,8.7335594341964
1965-02-01,6.33022597491338
1965-03-01,9.22767155578837
1965-04-01,8.32954102197374
1965-05-01,7.78661524865428
1965-06-01,7.8645732999422
1965-07-01,11.4718579720924
1965-08-01,8.05078632232002
1965-09-01,8.01781737193766
1965-10-01,10.6306759262169
1965-11-01,9.21259842519686
1965-12-01,10.8188623909855
1966-01-01,9.16864463514089
1966-02-01,10.3659842712445
1966-03-01,7.77070063694266
1966-04-01,8.57875864552232
1966-05-01,7.92772916325041
1966-06-01,7.83289428643718
1966-07-01,4.64738475820256
1966-08-01,5.32336315484935
1966-09-01,5.71511543487729
1966-10-01,4.56456285860365
1966-11-01,3.65296803652965
1966-12-01,2.2522773490821
1967-01-01,3.07038327526133
1967-02-01,1.59982255001179
1967-03-01,2.06369072451677
1967-04-01,2.42224095286788
1967-05-01,2.03179601928203
1967-06-01,2.44154912082148
1967-07-01,3.26560031048151
1967-08-01,6.72498556114326
1967-09-01,3.72908826195642
1967-10-01,1.87841251731723
1967-11-01,3.8556484499666
1967-12-01,4.89163749301876
1968-01-01,3.58065257663651
1968-02-01,4.11259841445277
1968-03-01,4.54805569937596
1968-04-01,6.20042091630241
1968-05-01,7.91525653174497
1968-06-01,8.24676986917801
1968-07-01,7.41322380607233
1968-08-01,7.04433562556923
1968-09-01,8.55391215688352
1968-10-01,9.99213427722007
1968-11-01,9.67458107895152
1968-12-01,8.3036804238851
1969-01-01,9.26880850119449
1969-02-01,11.2108622429588
1969-03-01,12.4863160089663
1969-04-01,8.61026422764225
1969-05-01,7.16032966619413
1969-06-01,6.48586079856617
1969-07-01,7.82630427991254
1969-08-01,4.45129469790379
1969-09-01,3.65084592771495
1969-10-01,2.18656065160478
1969-11-01,2.17326228821169
1969-12-01,3.24595903880281
1970-01-01,2.21861148612324
1970-02-01,1.75711507866358
1970-03-01,-1.62547936000371
1970-04-01,-2.12051743900441
1970-05-01,-1.82616330114133
1970-06-01,-2.26871603062358
1970-07-01,-3.06415724086778
1970-08-01,-0.484004249793381
1970-09-01,-2.11711817732481
1970-10-01,-1.37827964131518
1970-11-01,-1.42271182468064
1970-12-01,-1.65615599921023
1971-01-01,-0.0981790130671683
1971-02-01,-0.376392652815399
1971-03-01,1.69355788481922
1971-04-01,3.35066021389735
1971-05-01,4.58594169200501
1971-06-01,5.59116894299997
1971-07-01,5.88804935201567
