"Date","M0584AUSM391NNBR"
1873-12-01,2.13
1874-01-01,2.64
1874-02-01,2.69
1874-03-01,2.36
1874-04-01,2.02
1874-05-01,1.92
1874-06-01,1.58
1874-07-01,0.61
1874-08-01,1.97
1874-09-01,2.3
1874-10-01,2.87
1874-11-01,2.07
1874-12-01,2.59
1875-01-01,2.58
1875-02-01,2.2
1875-03-01,2.23
1875-04-01,2.25
1875-05-01,2.25
1875-06-01,2.25
1875-07-01,1.51
1875-08-01,2.17
1875-09-01,2.53
1875-10-01,3.19
1875-11-01,3.53
1875-12-01,3.42
1876-01-01,3.09
1876-02-01,3.26
1876-03-01,3.2
1876-04-01,2.89
1876-05-01,3.12
1876-06-01,3.78
1876-07-01,3.58
1876-08-01,2.5
1876-09-01,2.57
1876-10-01,3.31
1876-11-01,2.77
1876-12-01,3.36
1877-01-01,3.22
1877-02-01,2.9
1877-03-01,2.77
1877-04-01,1.92
1877-05-01,2.34
1877-06-01,2.44
1877-07-01,1.53
1877-08-01,2.63
1877-09-01,3.8
1877-10-01,3.54
1877-11-01,4.05
1877-12-01,3.35
1878-01-01,3.25
1878-02-01,2.85
1878-03-01,2.53
1878-04-01,2.06
1878-05-01,2.49
1878-06-01,1.78
1878-07-01,1.36
1878-08-01,3.56
1878-09-01,4.25
1878-10-01,3.48
1878-11-01,2.46
1878-12-01,2.7
1879-01-01,2.37
1879-02-01,2.2
1879-03-01,2.43
1879-04-01,2.03
1879-05-01,1.63
1879-06-01,2.03
1879-07-01,1.76
1879-08-01,2.49
1879-09-01,2.54
1879-10-01,3.36
1879-11-01,3.03
1879-12-01,3.07
1880-01-01,3.08
1880-02-01,2.91
1880-03-01,2.77
1880-04-01,2.14
1880-05-01,2.73
1880-06-01,2.82
1880-07-01,1.52
1880-08-01,1.63
1880-09-01,2.75
1880-10-01,5.05
1880-11-01,3.59
1880-12-01,3.75
1881-01-01,3.47
1881-02-01,3.43
1881-03-01,3.2
1881-04-01,3.16
1881-05-01,5.21
1881-06-01,8.33
1881-07-01,7.37
1881-08-01,7.07
1881-09-01,6.47
1881-10-01,4.37
1881-11-01,2.82
1881-12-01,2.75
1882-01-01,3.18
1882-02-01,2.28
1882-03-01,1.68
1882-04-01,2.17
1882-05-01,2.05
1882-06-01,1.85
1882-07-01,1.27
1882-08-01,5.9
1882-09-01,5.52
1882-10-01,4.18
1882-11-01,3.31
1882-12-01,4.42
1883-01-01,4.35
1883-02-01,4.66
1883-03-01,4.32
1883-04-01,4.45
1883-05-01,3.99
1883-06-01,4
1883-07-01,3.5
1883-08-01,4.2
1883-09-01,5.79
1883-10-01,5.51
1883-11-01,5.91
1883-12-01,6.23
1884-01-01,5.52
1884-02-01,5.49
1884-03-01,5.02
1884-04-01,3.68
1884-05-01,2.97
1884-06-01,3.92
1884-07-01,1.77
1884-08-01,2.39
1884-09-01,3.82
1884-10-01,4.03
1884-11-01,3.23
1884-12-01,2.35
1885-01-01,2.53
1885-02-01,2.51
1885-03-01,3.09
1885-04-01,2.24
1885-05-01,2.57
1885-06-01,3.65
1885-07-01,2.45
1885-08-01,4.59
1885-09-01,5.62
1885-10-01,3.99
1885-11-01,3.01
1885-12-01,3.42
