"Date","MABMM301CAM189N"
1994-02-01,4.80732e+11
1994-03-01,4.81193e+11
1994-04-01,4.85185e+11
1994-05-01,4.85635e+11
1994-06-01,4.91871e+11
1994-07-01,4.95885e+11
1994-08-01,4.9901e+11
1994-09-01,5.00772e+11
1994-10-01,5.02256e+11
1994-11-01,5.05146e+11
1994-12-01,5.08474e+11
1995-01-01,5.05e+11
1995-02-01,5.03576e+11
1995-03-01,5.067e+11
1995-04-01,5.1025e+11
1995-05-01,5.12098e+11
1995-06-01,5.16485e+11
1995-07-01,5.20456e+11
1995-08-01,5.23072e+11
1995-09-01,5.2576e+11
1995-10-01,5.26363e+11
1995-11-01,5.33129e+11
1995-12-01,5.35355e+11
1996-01-01,5.33917e+11
1996-02-01,5.37021e+11
1996-03-01,5.37154e+11
1996-04-01,5.40117e+11
1996-05-01,5.4401e+11
1996-06-01,5.47082e+11
1996-07-01,5.47324e+11
1996-08-01,5.48531e+11
1996-09-01,5.49219e+11
1996-10-01,5.55987e+11
1996-11-01,5.58766e+11
1996-12-01,5.62012e+11
1997-01-01,5.58744e+11
1997-02-01,5.61118e+11
1997-03-01,5.661e+11
1997-04-01,5.67732e+11
1997-05-01,5.67189e+11
1997-06-01,5.69635e+11
1997-07-01,5.69086e+11
1997-08-01,5.72815e+11
1997-09-01,5.76397e+11
1997-10-01,5.8246e+11
1997-11-01,5.8586e+11
1997-12-01,5.93853e+11
1998-01-01,5.87061e+11
1998-02-01,5.8338e+11
1998-03-01,5.81887e+11
1998-04-01,5.85527e+11
1998-05-01,5.88037e+11
1998-06-01,5.94216e+11
1998-07-01,5.93704e+11
1998-08-01,5.93494e+11
1998-09-01,5.96258e+11
1998-10-01,6.02419e+11
1998-11-01,6.00494e+11
1998-12-01,6.12272e+11
1999-01-01,5.9764e+11
1999-02-01,5.95777e+11
1999-03-01,5.98793e+11
1999-04-01,6.06502e+11
1999-05-01,6.08041e+11
1999-06-01,6.14094e+11
1999-07-01,6.15278e+11
1999-08-01,6.17854e+11
1999-09-01,6.20074e+11
1999-10-01,6.2933e+11
1999-11-01,6.34869e+11
1999-12-01,6.41056e+11
2000-01-01,6.37494e+11
2000-02-01,6.41446e+11
2000-03-01,6.48285e+11
2000-04-01,6.54787e+11
2000-05-01,6.50842e+11
2000-06-01,6.53215e+11
2000-07-01,6.61289e+11
2000-08-01,6.70652e+11
2000-09-01,6.75246e+11
2000-10-01,6.76483e+11
2000-11-01,6.80644e+11
2000-12-01,6.91557e+11
2001-01-01,6.87772e+11
2001-02-01,6.82979e+11
2001-03-01,6.85492e+11
2001-04-01,6.85636e+11
2001-05-01,6.91124e+11
2001-06-01,6.95824e+11
2001-07-01,6.96043e+11
2001-08-01,6.97389e+11
2001-09-01,7.09142e+11
2001-10-01,7.07358e+11
2001-11-01,7.14487e+11
2001-12-01,7.27306e+11
2002-01-01,7.21246e+11
2002-02-01,7.21401e+11
2002-03-01,7.24253e+11
2002-04-01,7.26278e+11
2002-05-01,7.2923e+11
2002-06-01,7.36551e+11
2002-07-01,7.44016e+11
2002-08-01,7.4689e+11
2002-09-01,7.52639e+11
2002-10-01,7.51104e+11
2002-11-01,7.58208e+11
2002-12-01,7.66925e+11
2003-01-01,7.5721e+11
2003-02-01,7.49573e+11
2003-03-01,7.5846e+11
2003-04-01,7.68201e+11
2003-05-01,7.77923e+11
2003-06-01,7.90773e+11
2003-07-01,7.96528e+11
2003-08-01,7.91179e+11
2003-09-01,7.94604e+11
2003-10-01,7.97118e+11
2003-11-01,8.08243e+11
2003-12-01,8.19113e+11
2004-01-01,8.20649e+11
2004-02-01,8.23457e+11
2004-03-01,8.2814e+11
2004-04-01,8.38281e+11
2004-05-01,8.49598e+11
2004-06-01,8.53025e+11
2004-07-01,8.56288e+11
2004-08-01,8.62237e+11
2004-09-01,8.66487e+11
2004-10-01,8.74544e+11
2004-11-01,8.83645e+11
2004-12-01,9.04092e+11
2005-01-01,8.97593e+11
2005-02-01,9.10017e+11
2005-03-01,9.15573e+11
2005-04-01,9.2381e+11
2005-05-01,9.31307e+11
2005-06-01,9.44691e+11
2005-07-01,9.49514e+11
2005-08-01,9.50234e+11
2005-09-01,9.53196e+11
2005-10-01,9.58022e+11
2005-11-01,9.62123e+11
2005-12-01,9.73207e+11
2006-01-01,9.62587e+11
2006-02-01,9.73632e+11
2006-03-01,9.81889e+11
2006-04-01,9.82853e+11
2006-05-01,9.91309e+11
2006-06-01,1.005069e+12
2006-07-01,1.009021e+12
2006-08-01,1.017302e+12
2006-09-01,1.030393e+12
2006-10-01,1.038307e+12
2006-11-01,1.049928e+12
2006-12-01,1.068655e+12
2007-01-01,1.058918e+12
2007-02-01,1.063539e+12
2007-03-01,1.072995e+12
2007-04-01,1.080881e+12
2007-05-01,1.092014e+12
2007-06-01,1.106652e+12
2007-07-01,1.116316e+12
2007-08-01,1.137942e+12
2007-09-01,1.161082e+12
2007-10-01,1.164368e+12
2007-11-01,1.182885e+12
2007-12-01,1.198111e+12
2008-01-01,1.194348e+12
2008-02-01,1.19244e+12
2008-03-01,1.209129e+12
2008-04-01,1.217881e+12
2008-05-01,1.236942e+12
2008-06-01,1.259405e+12
2008-07-01,1.260626e+12
2008-08-01,1.269501e+12
2008-09-01,1.279652e+12
2008-10-01,1.291239e+12
2008-11-01,1.301345e+12
2008-12-01,1.307964e+12
2009-01-01,1.288314e+12
2009-02-01,1.274361e+12
2009-03-01,1.272144e+12
2009-04-01,1.277651e+12
2009-05-01,1.276801e+12
2009-06-01,1.288171e+12
2009-07-01,1.291972e+12
2009-08-01,1.293555e+12
2009-09-01,1.300589e+12
2009-10-01,1.306974e+12
2009-11-01,1.311185e+12
2009-12-01,1.321095e+12
2010-01-01,1.309503e+12
2010-02-01,1.314931e+12
2010-03-01,1.312815e+12
2010-04-01,1.329412e+12
2010-05-01,1.347123e+12
2010-06-01,1.366985e+12
2010-07-01,1.375553e+12
2010-08-01,1.386577e+12
2010-09-01,1.385052e+12
2010-10-01,1.397989e+12
2010-11-01,1.403154e+12
2010-12-01,1.415529e+12
2011-01-01,1.414355e+12
2011-02-01,1.415353e+12
2011-03-01,1.424234e+12
2011-04-01,1.435621e+12
2011-05-01,1.440047e+12
2011-06-01,1.456527e+12
2011-07-01,1.459473e+12
2011-08-01,1.476222e+12
2011-09-01,1.494939e+12
2011-10-01,1.497375e+12
2011-11-01,1.507756e+12
2011-12-01,1.523548e+12
2012-01-01,1.527584e+12
2012-02-01,1.52264e+12
2012-03-01,1.52965e+12
2012-04-01,1.538493e+12
2012-05-01,1.546183e+12
2012-06-01,1.560734e+12
2012-07-01,1.568871e+12
2012-08-01,1.571341e+12
2012-09-01,1.572033e+12
2012-10-01,1.585306e+12
2012-11-01,1.593049e+12
2012-12-01,1.608449e+12
2013-01-01,1.608352e+12
2013-02-01,1.614027e+12
2013-03-01,1.618009e+12
2013-04-01,1.625837e+12
2013-05-01,1.63632e+12
2013-06-01,1.653429e+12
2013-07-01,1.653451e+12
2013-08-01,1.671269e+12
2013-09-01,1.686295e+12
2013-10-01,1.704773e+12
2013-11-01,1.727227e+12
2013-12-01,1.752331e+12
2014-01-01,1.769328e+12
2014-02-01,1.752461e+12
2014-03-01,1.754603e+12
2014-04-01,1.763132e+12
2014-05-01,1.768821e+12
2014-06-01,1.785314e+12
2014-07-01,1.801923e+12
2014-08-01,1.814954e+12
2014-09-01,1.829994e+12
2014-10-01,1.842428e+12
2014-11-01,1.85061e+12
2014-12-01,1.869118e+12
2015-01-01,1.876994e+12
2015-02-01,1.876358e+12
2015-03-01,1.883614e+12
2015-04-01,1.885856e+12
2015-05-01,1.890261e+12
2015-06-01,1.904738e+12
2015-07-01,1.94063e+12
2015-08-01,1.962962e+12
2015-09-01,1.978465e+12
2015-10-01,1.980906e+12
2015-11-01,1.998761e+12
2015-12-01,2.032096e+12
2016-01-01,2.041267e+12
2016-02-01,2.041711e+12
2016-03-01,2.027371e+12
2016-04-01,2.041201e+12
2016-05-01,2.068387e+12
2016-06-01,2.090518e+12
2016-07-01,2.115961e+12
2016-08-01,2.122557e+12
2016-09-01,2.138666e+12
2016-10-01,2.160705e+12
2016-11-01,2.170024e+12
2016-12-01,2.197608e+12
2017-01-01,2.193666e+12
2017-02-01,2.182611e+12
2017-03-01,2.194939e+12
2017-04-01,2.221194e+12
2017-05-01,2.233809e+12
2017-06-01,2.231943e+12
2017-07-01,2.223055e+12
2017-08-01,2.227626e+12
2017-09-01,2.236872e+12
2017-10-01,2.260049e+12
2017-11-01,2.275805e+12
2017-12-01,2.304114e+12
2018-01-01,2.284259e+12
2018-02-01,2.298899e+12
2018-03-01,2.299342e+12
2018-04-01,2.303923e+12
2018-05-01,2.312192e+12
2018-06-01,2.329478e+12
2018-07-01,2.335301e+12
2018-08-01,2.349442e+12
2018-09-01,2.363913e+12
2018-10-01,2.383893e+12
2018-11-01,2.404072e+12
2018-12-01,2.450158e+12
2019-01-01,2.427843e+12
2019-02-01,2.442533e+12
2019-03-01,2.467755e+12
2019-04-01,2.490364e+12
2019-05-01,2.494134e+12
2019-06-01,2.504529e+12
2019-07-01,2.521291e+12
2019-08-01,2.54377e+12
2019-09-01,2.561374e+12
2019-10-01,2.586541e+12
2019-11-01,2.60687e+12
2019-12-01,2.639529e+12
2020-01-01,2.63297e+12
2020-02-01,2.653481e+12
2020-03-01,2.71986e+12
2020-04-01,2.816242e+12
2020-05-01,2.86569e+12
2020-06-01,2.912989e+12
2020-07-01,2.924785e+12
2020-08-01,2.936578e+12
2020-09-01,2.961648e+12
2020-10-01,2.902323e+12
2020-11-01,2.921182e+12
2020-12-01,2.942892e+12
2021-01-01,2.9468e+12
2021-02-01,2.971326e+12
2021-03-01,2.967436e+12
2021-04-01,2.967466e+12
2021-05-01,3.005372e+12
2021-06-01,3.020859e+12
2021-07-01,3.065627e+12
2021-08-01,3.094988e+12
2021-09-01,3.108616e+12
2021-10-01,3.115821e+12
2021-11-01,3.158636e+12
2021-12-01,3.174379e+12
2022-01-01,3.191463e+12
2022-02-01,3.217312e+12
2022-03-01,3.219347e+12
2022-04-01,3.248384e+12
2022-05-01,3.279303e+12
2022-06-01,3.298545e+12
2022-07-01,3.319907e+12
2022-08-01,3.337285e+12
2022-09-01,3.368152e+12
2022-10-01,3.376711e+12
2022-11-01,3.417938e+12
2022-12-01,3.429754e+12
2023-01-01,3.452842e+12
2023-02-01,3.455448e+12
2023-03-01,3.437938e+12
2023-04-01,3.46001e+12
2023-05-01,3.461115e+12
2023-06-01,3.470763e+12
2023-07-01,3.498614e+12
2023-08-01,3.531434e+12
2023-09-01,3.530816e+12
