"Date","MABMM203CAM189N"
1968-01-01,3.0194e+10
1968-02-01,3.0361e+10
1968-03-01,3.0514e+10
1968-04-01,3.118e+10
1968-05-01,3.1563e+10
1968-06-01,3.1912e+10
1968-07-01,3.2511e+10
1968-08-01,3.3033e+10
1968-09-01,3.3283e+10
1968-10-01,3.3698e+10
1968-11-01,3.376e+10
1968-12-01,3.4001e+10
1969-01-01,3.414e+10
1969-02-01,3.3904e+10
1969-03-01,3.4319e+10
1969-04-01,3.5009e+10
1969-05-01,3.5298e+10
1969-06-01,3.5566e+10
1969-07-01,3.5997e+10
1969-08-01,3.6175e+10
1969-09-01,3.6485e+10
1969-10-01,3.6937e+10
1969-11-01,3.6839e+10
1969-12-01,3.7121e+10
1970-01-01,3.6921e+10
1970-02-01,3.6978e+10
1970-03-01,3.7395e+10
1970-04-01,3.8034e+10
1970-05-01,3.8268e+10
1970-06-01,3.8651e+10
1970-07-01,3.9281e+10
1970-08-01,3.9511e+10
1970-09-01,3.9822e+10
1970-10-01,4.0217e+10
1970-11-01,4.0356e+10
1970-12-01,4.0899e+10
1971-01-01,4.0932e+10
1971-02-01,4.112e+10
1971-03-01,4.1721e+10
1971-04-01,4.2437e+10
1971-05-01,4.3033e+10
1971-06-01,4.3883e+10
1971-07-01,4.446e+10
1971-08-01,4.5037e+10
1971-09-01,4.5648e+10
1971-10-01,4.5896e+10
1971-11-01,4.5599e+10
1971-12-01,4.6161e+10
1972-01-01,4.6358e+10
1972-02-01,4.6649e+10
1972-03-01,4.7352e+10
1972-04-01,4.8083e+10
1972-05-01,4.857e+10
1972-06-01,4.9351e+10
1972-07-01,5.0384e+10
1972-08-01,5.0963e+10
1972-09-01,5.1752e+10
1972-10-01,5.2377e+10
1972-11-01,5.2623e+10
1972-12-01,5.3318e+10
1973-01-01,5.3607e+10
1973-02-01,5.385e+10
1973-03-01,5.4509e+10
1973-04-01,5.5599e+10
1973-05-01,5.6419e+10
1973-06-01,5.7317e+10
1973-07-01,5.8582e+10
1973-08-01,5.9419e+10
1973-09-01,6.0264e+10
1973-10-01,6.1235e+10
1973-11-01,6.2115e+10
1973-12-01,6.3495e+10
1974-01-01,6.4227e+10
1974-02-01,6.5072e+10
1974-03-01,6.6221e+10
1974-04-01,6.7657e+10
1974-05-01,6.9139e+10
1974-06-01,7.0033e+10
1974-07-01,7.146e+10
1974-08-01,7.2331e+10
1974-09-01,7.313e+10
1974-10-01,7.3956e+10
1974-11-01,7.3486e+10
1974-12-01,7.3741e+10
1975-01-01,7.4828e+10
1975-02-01,7.6123e+10
1975-03-01,7.7424e+10
1975-04-01,7.8898e+10
1975-05-01,7.9784e+10
1975-06-01,8.1035e+10
1975-07-01,8.261e+10
1975-08-01,8.3658e+10
1975-09-01,8.4684e+10
1975-10-01,8.5912e+10
1975-11-01,8.6116e+10
1975-12-01,8.7298e+10
1976-01-01,8.721e+10
1976-02-01,8.8043e+10
1976-03-01,8.9219e+10
1976-04-01,9.0888e+10
1976-05-01,9.2314e+10
1976-06-01,9.4416e+10
1976-07-01,9.5891e+10
1976-08-01,9.6917e+10
1976-09-01,9.8194e+10
1976-10-01,9.9198e+10
1976-11-01,1.00113e+11
1976-12-01,1.01993e+11
1977-01-01,1.02846e+11
1977-02-01,1.03759e+11
1977-03-01,1.05311e+11
1977-04-01,1.07242e+11
1977-05-01,1.08794e+11
1977-06-01,1.10983e+11
1977-07-01,1.12263e+11
1977-08-01,1.13399e+11
1977-09-01,1.14534e+11
1977-10-01,1.15512e+11
1977-11-01,1.16019e+11
1977-12-01,1.17813e+11
1978-01-01,1.18232e+11
1978-02-01,1.19375e+11
1978-03-01,1.20705e+11
1978-04-01,1.22564e+11
1978-05-01,1.24413e+11
1978-06-01,1.26403e+11
1978-07-01,1.28487e+11
1978-08-01,1.30144e+11
1978-09-01,1.31814e+11
1978-10-01,1.33131e+11
1978-11-01,1.35418e+11
1978-12-01,1.36673e+11
1979-01-01,1.37517e+11
1979-02-01,1.38862e+11
1979-03-01,1.39946e+11
1979-04-01,1.42427e+11
1979-05-01,1.45412e+11
1979-06-01,1.48083e+11
1979-07-01,1.50657e+11
1979-08-01,1.53119e+11
1979-09-01,1.54913e+11
1979-10-01,1.5686e+11
1979-11-01,1.59209e+11
1979-12-01,1.60917e+11
1980-01-01,1.62228e+11
1980-02-01,1.63873e+11
1980-03-01,1.66122e+11
1980-04-01,1.69062e+11
1980-05-01,1.7153e+11
1980-06-01,1.73736e+11
1980-07-01,1.76647e+11
1980-08-01,1.78391e+11
1980-09-01,1.80309e+11
1980-10-01,1.83132e+11
1980-11-01,1.85501e+11
1980-12-01,1.87512e+11
1981-01-01,1.88001e+11
1981-02-01,1.90073e+11
1981-03-01,1.92315e+11
1981-04-01,1.95845e+11
1981-05-01,1.97959e+11
1981-06-01,2.00529e+11
1981-07-01,2.04904e+11
1981-08-01,2.06806e+11
1981-09-01,2.08991e+11
1981-10-01,2.10677e+11
1981-11-01,2.06664e+11
1981-12-01,2.09552e+11
1982-01-01,2.10116e+11
1982-02-01,2.109e+11
1982-03-01,2.12436e+11
1982-04-01,2.14758e+11
1982-05-01,2.17996e+11
1982-06-01,2.19521e+11
1982-07-01,2.20791e+11
1982-08-01,2.2111e+11
1982-09-01,2.22593e+11
1982-10-01,2.23603e+11
1982-11-01,2.23421e+11
1982-12-01,2.26273e+11
1983-01-01,2.26669e+11
1983-02-01,2.28414e+11
1983-03-01,2.29773e+11
1983-04-01,2.3168e+11
1983-05-01,2.33115e+11
1983-06-01,2.35273e+11
1983-07-01,2.37751e+11
1983-08-01,2.38995e+11
1983-09-01,2.40496e+11
1983-10-01,2.41061e+11
1983-11-01,2.40421e+11
1983-12-01,2.41619e+11
1984-01-01,2.41595e+11
1984-02-01,2.42889e+11
1984-03-01,2.44086e+11
1984-04-01,2.46404e+11
1984-05-01,2.49727e+11
1984-06-01,2.52169e+11
1984-07-01,2.54393e+11
1984-08-01,2.55359e+11
1984-09-01,2.57252e+11
1984-10-01,2.59331e+11
1984-11-01,2.58695e+11
1984-12-01,2.62649e+11
1985-01-01,2.64399e+11
1985-02-01,2.65269e+11
1985-03-01,2.67768e+11
1985-04-01,2.70511e+11
1985-05-01,2.74955e+11
1985-06-01,2.77207e+11
1985-07-01,2.79902e+11
1985-08-01,2.8154e+11
1985-09-01,2.84312e+11
1985-10-01,2.86943e+11
1985-11-01,2.88085e+11
1985-12-01,2.91202e+11
1986-01-01,2.91631e+11
1986-02-01,2.91618e+11
1986-03-01,2.94261e+11
1986-04-01,2.98e+11
1986-05-01,3.02447e+11
1986-06-01,3.05441e+11
1986-07-01,3.09179e+11
1986-08-01,3.10001e+11
1986-09-01,3.12303e+11
1986-10-01,3.1551e+11
1986-11-01,3.19679e+11
1986-12-01,3.2456e+11
1987-01-01,3.25035e+11
1987-02-01,3.27557e+11
1987-03-01,3.30959e+11
1987-04-01,3.36276e+11
1987-05-01,3.4014e+11
1987-06-01,3.43988e+11
1987-07-01,3.46867e+11
1987-08-01,3.47254e+11
1987-09-01,3.49692e+11
1987-10-01,3.51459e+11
1987-11-01,3.47915e+11
1987-12-01,3.51912e+11
1988-01-01,3.52052e+11
1988-02-01,3.53709e+11
1988-03-01,3.58854e+11
1988-04-01,3.62245e+11
1988-05-01,3.66311e+11
1988-06-01,3.72976e+11
1988-07-01,3.77907e+11
1988-08-01,3.8135e+11
1988-09-01,3.85092e+11
1988-10-01,3.87756e+11
1988-11-01,3.93349e+11
1988-12-01,3.98845e+11
1989-01-01,3.99866e+11
1989-02-01,4.02745e+11
1989-03-01,4.08904e+11
1989-04-01,4.13418e+11
1989-05-01,4.20211e+11
1989-06-01,4.25514e+11
1989-07-01,4.29943e+11
1989-08-01,4.33645e+11
1989-09-01,4.38314e+11
1989-10-01,4.42765e+11
1989-11-01,4.48747e+11
1989-12-01,4.56026e+11
1990-01-01,4.576e+11
1990-02-01,4.60785e+11
1990-03-01,4.63766e+11
1990-04-01,4.69359e+11
1990-05-01,4.7251e+11
1990-06-01,4.75851e+11
1990-07-01,4.77707e+11
1990-08-01,4.80467e+11
1990-09-01,4.8366e+11
1990-10-01,4.88374e+11
1990-11-01,4.93639e+11
1990-12-01,4.99678e+11
1991-01-01,5.00473e+11
1991-02-01,5.01903e+11
1991-03-01,5.07965e+11
1991-04-01,5.12302e+11
1991-05-01,5.15329e+11
1991-06-01,5.18493e+11
1991-07-01,5.22853e+11
1991-08-01,5.22516e+11
1991-09-01,5.24347e+11
1991-10-01,5.24812e+11
1991-11-01,5.30233e+11
1991-12-01,5.34824e+11
1992-01-01,5.34196e+11
1992-02-01,5.35213e+11
1992-03-01,5.37174e+11
1992-04-01,5.4176e+11
1992-05-01,5.43862e+11
1992-06-01,5.46889e+11
1992-07-01,5.5142e+11
1992-08-01,5.53864e+11
1992-09-01,5.56971e+11
1992-10-01,5.55133e+11
1992-11-01,5.61163e+11
1992-12-01,5.62111e+11
1993-01-01,5.5849e+11
1993-02-01,5.59873e+11
1993-03-01,5.60305e+11
1993-04-01,5.66568e+11
1993-05-01,5.69654e+11
1993-06-01,5.75062e+11
1993-07-01,5.75583e+11
1993-08-01,5.74611e+11
1993-09-01,5.75337e+11
1993-10-01,5.77595e+11
1993-11-01,5.80607e+11
1993-12-01,5.82495e+11
1994-01-01,5.79077e+11
1994-02-01,5.76973e+11
1994-03-01,5.74364e+11
1994-04-01,5.76655e+11
1994-05-01,5.75058e+11
1994-06-01,5.79833e+11
1994-07-01,5.83154e+11
1994-08-01,5.82643e+11
1994-09-01,5.85601e+11
1994-10-01,5.88054e+11
1994-11-01,5.90716e+11
1994-12-01,5.93083e+11
1995-01-01,5.89421e+11
1995-02-01,5.87891e+11
1995-03-01,5.90249e+11
1995-04-01,5.95218e+11
1995-05-01,5.96864e+11
1995-06-01,6.02976e+11
1995-07-01,6.05768e+11
1995-08-01,6.07393e+11
1995-09-01,6.10011e+11
1995-10-01,6.1181e+11
1995-11-01,6.14534e+11
1995-12-01,6.18068e+11
1996-01-01,6.16784e+11
1996-02-01,6.19207e+11
1996-03-01,6.21357e+11
1996-04-01,6.2441e+11
1996-05-01,6.27095e+11
1996-06-01,6.31217e+11
1996-07-01,6.30086e+11
1996-08-01,6.3115e+11
1996-09-01,6.32092e+11
1996-10-01,6.3512e+11
1996-11-01,6.36318e+11
1996-12-01,6.39607e+11
1997-01-01,6.37331e+11
1997-02-01,6.35893e+11
1997-03-01,6.35522e+11
1997-04-01,6.36084e+11
1997-05-01,6.35848e+11
1997-06-01,6.36432e+11
1997-07-01,6.33488e+11
1997-08-01,6.32655e+11
1997-09-01,6.30468e+11
1997-10-01,6.3023e+11
1997-11-01,6.31332e+11
1997-12-01,6.32429e+11
1998-01-01,6.27241e+11
1998-02-01,6.22095e+11
1998-03-01,6.18343e+11
1998-04-01,6.20615e+11
1998-05-01,6.21005e+11
1998-06-01,6.21809e+11
1998-07-01,6.23097e+11
1998-08-01,6.26339e+11
1998-09-01,6.27681e+11
1998-10-01,6.31473e+11
1998-11-01,6.33593e+11
1998-12-01,6.38952e+11
1999-01-01,6.3849e+11
1999-02-01,6.37974e+11
1999-03-01,6.39678e+11
1999-04-01,6.44567e+11
1999-05-01,6.4777e+11
1999-06-01,6.50053e+11
1999-07-01,6.5307e+11
1999-08-01,6.56297e+11
1999-09-01,6.58077e+11
1999-10-01,6.61351e+11
1999-11-01,6.66001e+11
1999-12-01,6.73749e+11
2000-01-01,6.72077e+11
2000-02-01,6.74138e+11
2000-03-01,6.79111e+11
2000-04-01,6.85875e+11
2000-05-01,6.85997e+11
2000-06-01,6.91219e+11
2000-07-01,6.93613e+11
2000-08-01,6.94728e+11
2000-09-01,6.96564e+11
2000-10-01,6.98712e+11
2000-11-01,7.02278e+11
2000-12-01,7.12755e+11
2001-01-01,7.0931e+11
2001-02-01,7.13465e+11
2001-03-01,7.18725e+11
2001-04-01,7.24072e+11
2001-05-01,7.28964e+11
2001-06-01,7.30869e+11
2001-07-01,7.34433e+11
2001-08-01,7.36822e+11
2001-09-01,7.4675e+11
2001-10-01,7.53108e+11
2001-11-01,7.63808e+11
2001-12-01,7.76214e+11
2002-01-01,7.73501e+11
2002-02-01,7.74048e+11
2002-03-01,7.75249e+11
2002-04-01,7.78602e+11
2002-05-01,7.80402e+11
2002-06-01,7.86614e+11
2002-07-01,7.89834e+11
2002-08-01,7.94913e+11
2002-09-01,7.9763e+11
2002-10-01,8.02527e+11
2002-11-01,8.06916e+11
