"Date","CANCP040000CTGYM"
2015-12-01,0.180197037885862
2016-01-01,0.18520806578373
2016-02-01,0.224153786294371
2016-03-01,0.207118780105772
2016-04-01,0.278436946960412
2016-05-01,0.300459618174394
2016-06-01,0.351436249634445
2016-07-01,0.368018820961812
2016-08-01,0.399608988633145
2016-09-01,0.406921706513912
2016-10-01,0.48315549439542
2016-11-01,0.496840544914516
2016-12-01,0.51149045769431
2017-01-01,0.582223435806003
2017-02-01,0.512767287351961
2017-03-01,0.514107844467152
2017-04-01,0.543938512628036
2017-05-01,0.418616981654621
2017-06-01,0.364758287687656
2017-07-01,0.271477634727989
2017-08-01,0.279475655103403
2017-09-01,0.281710248132766
2017-10-01,0.268035982739247
2017-11-01,0.282632037118275
2017-12-01,0.314985704821259
2018-01-01,0.312310150571812
2018-02-01,0.407775811923288
2018-03-01,0.383198100304856
2018-04-01,0.381728782435588
2018-05-01,0.452955570575865
2018-06-01,0.477160978044479
2018-07-01,0.572593173653375
2018-08-01,0.548314638065515
2018-09-01,0.404346504636471
2018-10-01,0.570406033952631
2018-11-01,0.568668315646606
2018-12-01,0.523271947176606
2019-01-01,0.564486448564926
2019-02-01,0.561078228498109
2019-03-01,0.629313193645596
2019-04-01,0.627424781961738
2019-05-01,0.650174983673159
2019-06-01,0.55645857242515
2019-07-01,0.530493267978404
2019-08-01,0.577052791821911
2019-09-01,0.648716101884812
2019-10-01,0.623681755671144
2019-11-01,0.603281678269669
2019-12-01,0.673395518804351
2020-01-01,0.556458572425145
2020-02-01,0.529704430405208
2020-03-01,0.411795782548006
2020-04-01,0.273319357632353
2020-05-01,0.158735986131042
2020-06-01,0.340897217883348
2020-07-01,0.292275461914021
2020-08-01,0.29436441538377
2020-09-01,0.432120178733478
2020-10-01,0.362825111156662
2020-11-01,0.40877675188416
2020-12-01,0.340647293236801
2021-01-01,0.24907758224781
2021-02-01,0.293078981255456
2021-03-01,0.521561097287699
2021-04-01,0.730462935652174
2021-05-01,1.00143462899338
2021-06-01,1.01016937279471
2021-07-01,1.10586256167033
2021-08-01,1.08222389162825
2021-09-01,1.08301441309767
2021-10-01,1.07828853202233
2021-11-01,1.10012939884979
2021-12-01,1.19636389007129
2022-01-01,1.37601706978404
2022-02-01,1.46190165095993
2022-03-01,1.47765963027851
2022-04-01,1.63109978522234
2022-05-01,1.6484595842599
2022-06-01,1.64203882295673
2022-07-01,1.69695176501827
2022-08-01,1.64831459142937
2022-09-01,1.73236455595508
2022-10-01,1.78351655448469
2022-11-01,1.91006057443851
2022-12-01,1.88936347245251
2023-01-01,1.82798155094834
2023-02-01,1.70093659822026
2023-03-01,1.59044594527853
2023-04-01,1.49400440522893
2023-05-01,1.38825950324267
2023-06-01,1.35730826172298
2023-07-01,1.41457667750082
2023-08-01,1.62356515647357
2023-09-01,1.62043217367422
2023-10-01,1.64616523860105
