"Date","LRIN64TTCAM156N"
1976-01-01,34.0472432554825
1976-02-01,33.883979001927
1976-03-01,33.5112590510039
1976-04-01,33.191075469451
1976-05-01,31.9302763196989
1976-06-01,30.3526249209361
1976-07-01,28.7170114005444
1976-08-01,29.4301347574497
1976-09-01,32.1621798650684
1976-10-01,32.2579801322338
1976-11-01,32.4648696651518
1976-12-01,32.7330225279562
1977-01-01,33.4793447061657
1977-02-01,33.0695410924637
1977-03-01,32.7171867903718
1977-04-01,32.5862638537126
1977-05-01,31.0742754443015
1977-06-01,30.0585497479198
1977-07-01,28.5261244537263
1977-08-01,28.9352968803279
1977-09-01,31.6052856417866
1977-10-01,31.6139254716558
1977-11-01,31.9306898981487
1977-12-01,32.316608985472
1978-01-01,33.2400932400932
1978-02-01,32.596304655522
1978-03-01,31.7542787286064
1978-04-01,31.8106101065588
1978-05-01,30.1408897632798
1978-06-01,28.8551853518484
1978-07-01,27.1828988846548
1978-08-01,27.5079944891743
1978-09-01,30.1948359326184
1978-10-01,30.2182806068743
1978-11-01,30.4103138731162
1978-12-01,30.836262126461
1979-01-01,31.4160347511676
1979-02-01,31.1687172126781
1979-03-01,30.4743543197666
1979-04-01,30.3332729238403
1979-05-01,28.96916288562
1979-06-01,27.8347367043323
1979-07-01,26.3487362015108
1979-08-01,26.5460330085504
1979-09-01,29.3354762244575
1979-10-01,28.9823474759988
1979-11-01,29.3483168304585
1979-12-01,29.9990736452061
1980-01-01,30.2390816502676
1980-02-01,30.142206353115
1980-03-01,29.5737330021885
1980-04-01,29.4306089133824
1980-05-01,28.2493596264385
1980-06-01,26.4864732615251
1980-07-01,25.7887567422285
1980-08-01,25.9106076411129
1980-09-01,28.4418028244493
1980-10-01,28.4311161656399
1980-11-01,28.8180272108844
1980-12-01,29.3859649122807
1981-01-01,29.6685989811433
1981-02-01,29.1154783723786
1981-03-01,28.529223407726
1981-04-01,28.666340809935
1981-05-01,26.9845287817696
1981-06-01,25.2339485704313
1981-07-01,24.6324015629696
1981-08-01,24.9630706042009
1981-09-01,27.1531717380093
1981-10-01,27.4000994363278
1981-11-01,27.9747729203815
1981-12-01,28.7460475903002
1982-01-01,29.6977041273177
1982-02-01,29.5669594147423
1982-03-01,28.7416839885884
1982-04-01,28.9819546993342
1982-05-01,27.5656721740164
1982-06-01,26.2299460479692
1982-07-01,25.1357922201138
1982-08-01,26.0124850451902
1982-09-01,28.4360946745562
1982-10-01,28.2776273631194
1982-11-01,28.770035789797
1982-12-01,29.1195855484815
1983-01-01,29.7907579865614
1983-02-01,29.4361818631434
1983-03-01,28.4243593665435
1983-04-01,28.4894792523804
1983-05-01,26.8476116669015
1983-06-01,25.5129934885904
1983-07-01,24.6291009912133
1983-08-01,25.0275227208845
1983-09-01,27.5124628455075
1983-10-01,27.7997334144003
1983-11-01,28.2511682242991
1983-12-01,28.6128651967364
1984-01-01,29.5277908963169
1984-02-01,28.9157468619856
1984-03-01,28.1883100632628
1984-04-01,28.2293089915404
1984-05-01,26.3356627919811
1984-06-01,25.3626174625194
1984-07-01,24.3080562949046
1984-08-01,24.7231702582585
1984-09-01,26.6915638932314
1984-10-01,26.9395853579527
1984-11-01,27.3027323541482
1984-12-01,27.9334804357621
1985-01-01,28.3802268201887
1985-02-01,28.0518611652613
1985-03-01,27.0285691232155
1985-04-01,27.0695135433941
1985-05-01,25.5998342903831
1985-06-01,24.6523046495449
1985-07-01,23.5385013068329
1985-08-01,23.8081024922798
1985-09-01,26.3346522162968
1985-10-01,26.2328896630359
1985-11-01,26.3266369345799
1985-12-01,26.7869197588073
1986-01-01,27.159922267947
1986-02-01,26.910204128257
1986-03-01,26.2503067624717
1986-04-01,25.9885394988169
1986-05-01,24.8884786955853
1986-06-01,23.4158807492444
1986-07-01,22.7296513281383
1986-08-01,23.0946764062189
1986-09-01,25.6538138192725
1986-10-01,25.7083330967965
1986-11-01,26.0278791110909
1986-12-01,26.4751072985707
1987-01-01,26.9043815221456
1987-02-01,26.5044350479166
1987-03-01,25.6579803270528
1987-04-01,25.671459576777
1987-05-01,24.2203648274694
1987-06-01,22.9585792140093
1987-07-01,22.2076911802839
1987-08-01,22.49433924005
1987-09-01,24.8437104352474
1987-10-01,24.6977790272702
1987-11-01,25.0851190543076
1987-12-01,25.2753916119252
1988-01-01,25.9805901492202
1988-02-01,25.6423478767768
1988-03-01,25.0519476882579
1988-04-01,25.1502568636888
1988-05-01,23.3366501570833
1988-06-01,22.5960679177837
1988-07-01,21.4874464962359
1988-08-01,21.7659126130244
1988-09-01,24.1789764498808
1988-10-01,24.102943713788
1988-11-01,24.5682919097487
1988-12-01,24.9590147991308
1989-01-01,25.0267854664557
1989-02-01,24.8916944479884
1989-03-01,24.230600832442
1989-04-01,24.3371946222508
1989-05-01,22.7744839944251
1989-06-01,21.9791695444374
