"Date","CANPIEAMP01GYM"
1960-01-01,0.724637681159416
1960-02-01,0
1960-03-01,0
1960-04-01,0.724637681159416
1960-05-01,0
1960-06-01,0.724637681159416
1960-07-01,0.724637681159416
1960-08-01,0.724637681159416
1960-09-01,0
1960-10-01,0.724637681159416
1960-11-01,0
1960-12-01,0.724637681159416
1961-01-01,0
1961-02-01,0.724637681159416
1961-03-01,0
1961-04-01,0
1961-05-01,0
1961-06-01,0.71942446043165
1961-07-01,0
1961-08-01,0
1961-09-01,0
1961-10-01,0
1961-11-01,0.724637681159416
1961-12-01,0.71942446043165
1962-01-01,0.71942446043165
1962-02-01,0.71942446043165
1962-03-01,1.44927536231883
1962-04-01,0.71942446043165
1962-05-01,2.17391304347825
1962-06-01,0.71428571428571
1962-07-01,2.15827338129495
1962-08-01,2.15827338129495
1962-09-01,2.15827338129495
1962-10-01,2.15827338129495
1962-11-01,2.15827338129495
1962-12-01,1.42857142857142
1963-01-01,1.42857142857142
1963-02-01,1.42857142857142
1963-03-01,1.42857142857142
1963-04-01,1.42857142857142
1963-05-01,0.709219858156024
1963-06-01,1.41843971631207
1963-07-01,0.70422535211269
1963-08-01,0.70422535211269
1963-09-01,0.70422535211269
1963-10-01,0.70422535211269
1963-11-01,1.40845070422536
1963-12-01,0.70422535211269
1964-01-01,1.40845070422536
1964-02-01,1.40845070422536
1964-03-01,1.40845070422536
1964-04-01,1.40845070422536
1964-05-01,1.40845070422536
1964-06-01,0.699300699300695
1964-07-01,0.699300699300695
1964-08-01,0.699300699300695
1964-09-01,0.699300699300695
1964-10-01,0.699300699300695
1964-11-01,0
1964-12-01,0.699300699300695
1965-01-01,0
1965-02-01,0.69444444444444
1965-03-01,0.69444444444444
1965-04-01,0.69444444444444
1965-05-01,0.69444444444444
1965-06-01,2.08333333333332
1965-07-01,2.08333333333332
1965-08-01,2.08333333333332
1965-09-01,2.08333333333332
1965-10-01,2.08333333333332
1965-11-01,2.08333333333332
1965-12-01,2.08333333333332
1966-01-01,2.77777777777778
1966-02-01,2.75862068965517
1966-03-01,3.44827586206896
1966-04-01,2.75862068965517
1966-05-01,3.44827586206896
1966-06-01,2.04081632653062
1966-07-01,2.04081632653062
1966-08-01,2.04081632653062
1966-09-01,2.72108843537415
1966-10-01,2.04081632653062
1966-11-01,2.72108843537415
1966-12-01,2.72108843537415
