"Date","XTIMVA01CAM667S"
1967-12-01,872546440.079258
1968-01-01,879960894.577016
1968-02-01,974341278.612448
1968-03-01,882319107.343198
1968-04-01,924917091.988809
1968-05-01,912608202.704181
1968-06-01,897237315.241685
1968-07-01,902367070.732013
1968-08-01,937863944.777012
1968-09-01,999344517.272802
1968-10-01,1029991050.24974
1968-11-01,1040489292.55635
1968-12-01,1046422732.26828
1969-01-01,1065528358.00391
1969-02-01,1094836297.17149
1969-03-01,1060492796.62906
1969-04-01,1057599660.67457
1969-05-01,1073796807.66928
1969-06-01,1105948392.79536
1969-07-01,1066858437.12457
1969-08-01,1064213187.33913
1969-09-01,1136377351.63426
1969-10-01,1107265130.06937
1969-11-01,1124993991.19579
1969-12-01,1164862765.61252
1970-01-01,1048175521.39779
1970-02-01,1118673308.04025
1970-03-01,1127533827.70245
1970-04-01,1135264889.22345
1970-05-01,1106681153.67302
1970-06-01,1137725434.4071
1970-07-01,1160794700.16921
1970-08-01,1144596691.54516
1970-09-01,1177542979.52852
1970-10-01,1038460750.59769
1970-11-01,1121361016.41067
1970-12-01,1052319339.08771
1971-01-01,1109707199.35509
1971-02-01,1163129719.66361
1971-03-01,1297121419.60439
1971-04-01,1206657908.83054
1971-05-01,1248818250.69194
1971-06-01,1276070959.51446
1971-07-01,1290292510.52576
1971-08-01,1350202090.70422
1971-09-01,1317297699.2345
1971-10-01,1410562646.45038
1971-11-01,1399982157.88322
1971-12-01,1394260444.4266
1972-01-01,1479630677.87199
1972-02-01,1408208642.04296
1972-03-01,1466310123.10127
1972-04-01,1567175718.15496
1972-05-01,1545664212.45004
1972-06-01,1567133931.27656
1972-07-01,1549027338.57745
1972-08-01,1600086398.29112
1972-09-01,1628872081.23218
1972-10-01,1676694999.09403
1972-11-01,1678220045.8742
1972-12-01,1710659550.30146
1973-01-01,1752892935.49182
1973-02-01,1821389388.45363
1973-03-01,1857074883.22906
1973-04-01,1811321612.38544
1973-05-01,1906681557.80397
1973-06-01,1873853558.26568
1973-07-01,1969751163.3237
1973-08-01,1891412059.67912
1973-09-01,1968515517.22731
1973-10-01,2106887163.28802
1973-11-01,2142264950.80755
1973-12-01,2200118051.67029
1974-01-01,2226455489.37165
1974-02-01,2409302004.17378
1974-03-01,2610532387.96483
1974-04-01,2418123963.39566
1974-05-01,2656184027.41394
1974-06-01,2700969722.79894
1974-07-01,2806833105.86592
1974-08-01,2869706766.44446
1974-09-01,2895972550.38855
1974-10-01,2895256421.73662
1974-11-01,2971965013.07977
1974-12-01,2999644459.14558
1975-01-01,2934232946.89972
1975-02-01,2794232347.44784
1975-03-01,2866929087.88519
1975-04-01,2766810625.86969
1975-05-01,2737849818.21969
1975-06-01,2971105607.67794
1975-07-01,2674379342.97011
1975-08-01,2867702662.72507
1975-09-01,2888041465.1924
1975-10-01,2833905770.47794
1975-11-01,2949147174.7033
1975-12-01,2883541992.62467
1976-01-01,3045797854.99654
1976-02-01,3180953380.95133
1976-03-01,3035446066.71486
1976-04-01,3118784550.14369
1976-05-01,3126370754.67505
1976-06-01,3304042539.76823
1976-07-01,3182884162.62656
1976-08-01,3203312345.57334
1976-09-01,3196246225.04736
1976-10-01,3053043380.53091
1976-11-01,3321486269.93487
1976-12-01,3171394364.51679
1977-01-01,3243753669.89332
1977-02-01,3320818355.86678
1977-03-01,3261464945.10015
1977-04-01,3363028271.22461
1977-05-01,3462730962.31676
1977-06-01,3379201790.50895
1977-07-01,3382264672.10702
1977-08-01,3334548715.40493
1977-09-01,3297589314.8908
1977-10-01,3329805151.71379
1977-11-01,3097543454.2846
1977-12-01,3463489913.75146
1978-01-01,3050576721.62718
1978-02-01,3748066564.83404
1978-03-01,2917675454.80751
1978-04-01,4182618853.13782
1978-05-01,3507461373.25808
1978-06-01,3675282765.52867
1978-07-01,3735962927.66879
1978-08-01,3512967936.16316
1978-09-01,3796749794.19234
1978-10-01,3830230420.30584
1978-11-01,3998402417.76658
1978-12-01,4128620590.92833
1979-01-01,4078099653.34743
1979-02-01,4001895824.01369
1979-03-01,4425598075.73378
1979-04-01,4172156906.28169
1979-05-01,4423970338.12154
1979-06-01,4205268619.77346
1979-07-01,4445483206.59945
1979-08-01,5192693871.15521
1979-09-01,4641665765.21025
1979-10-01,4746051586.34336
1979-11-01,4755640551.99187
1979-12-01,4611118197.88858
1980-01-01,4785218258.5916
1980-02-01,4846876156.90065
1980-03-01,4941538697.26544
1980-04-01,5070638302.81528
1980-05-01,4567760690.14544
1980-06-01,4800068578.40791
1980-07-01,4818240035.30244
1980-08-01,4784861768.70274
1980-09-01,4760811532.31414
1980-10-01,5375110155.01383
1980-11-01,5148994546.69727
1980-12-01,5089502495.79642
1981-01-01,5328073710.17298
1981-02-01,5327038507.29304
1981-03-01,5346443444.20669
1981-04-01,5584810455.92917
1981-05-01,5776994983.9321
1981-06-01,5826848643.40334
1981-07-01,5625102928.97317
1981-08-01,5300691975.13002
1981-09-01,5683880757.65231
1981-10-01,5482547355.4559
1981-11-01,5468776348.64672
1981-12-01,5513148476.85444
1982-01-01,4610946716.4772
1982-02-01,5104890927.0053
1982-03-01,4936940308.85894
1982-04-01,4721587891.30493
1982-05-01,4639063551.69489
1982-06-01,4453083493.30974
1982-07-01,4572507543.36294
1982-08-01,4623951686.54509
1982-09-01,4508595211.93253
1982-10-01,4231303174.07837
1982-11-01,4321720466.52095
1982-12-01,4302129391.36798
1983-01-01,4699192150.87197
1983-02-01,4653611581.17676
1983-03-01,4503324454.59654
1983-04-01,4844450600.247
1983-05-01,4905676828.43955
1983-06-01,4877354832.80875
1983-07-01,5003264684.87303
1983-08-01,5138256087.36429
1983-09-01,5412189631.25105
1983-10-01,6003117159.68027
1983-11-01,5738835240.88721
1983-12-01,5734214811.82209
1984-01-01,5808315917.75199
1984-02-01,5940443305.31747
1984-03-01,6174576612.0117
1984-04-01,6019379945.88523
1984-05-01,6236635298.81882
1984-06-01,6102831299.84259
1984-07-01,6090501914.72684
1984-08-01,6498872311.65005
1984-09-01,6383733511.12911
1984-10-01,6144756747.02864
1984-11-01,5985790153.89012
1984-12-01,6245687107.53017
1985-01-01,6022821123.1124
1985-02-01,5894216634.95434
1985-03-01,5986332440.7706
1985-04-01,6223392858.63293
1985-05-01,6221489425.00719
1985-06-01,6444036994.44541
1985-07-01,6540632067.49855
1985-08-01,6546604570.1323
1985-09-01,6602186213.85856
1985-10-01,6606799793.78706
1985-11-01,6811288222.20719
1985-12-01,6511346127.74345
1986-01-01,6748621419.04795
1986-02-01,6881224283.80944
1986-03-01,6085405685.37822
1986-04-01,6896839145.53265
1986-05-01,6604720377.40859
1986-06-01,6632699819.08526
1986-07-01,7683326109.70497
1986-08-01,6698406822.71023
1986-09-01,6476423995.80123
1986-10-01,6668047538.76382
1986-11-01,6894019717.29714
1986-12-01,6715237228.65246
1987-01-01,6614783515.36404
1987-02-01,6776596905.02694
1987-03-01,6956129222.56033
1987-04-01,6855622905.99604
1987-05-01,6926156191.64287
1987-06-01,7367672623.29232
1987-07-01,7863171792.80088
1987-08-01,6978216598.59795
1987-09-01,7497692811.01052
1987-10-01,7428748938.81497
1987-11-01,7949126873.13056
1987-12-01,8476125640.99646
1988-01-01,10438472546.5667
1988-02-01,8279575445.08224
1988-03-01,8751745876.19484
1988-04-01,8512142036.62109
1988-05-01,8873458741.47471
1988-06-01,8622760871.32522
1988-07-01,8489252044.90384
1988-08-01,8820502544.04966
1988-09-01,8825595129.9451
1988-10-01,8666389951.02405
1988-11-01,8926921971.45865
1988-12-01,9366479189.26769
1989-01-01,9441712848.08379
1989-02-01,9581435897.94957
1989-03-01,9306804140.83719
1989-04-01,9804957917.65849
1989-05-01,9744970035.91764
1989-06-01,9329825921.01493
1989-07-01,9085572508.61504
1989-08-01,9373246316.97563
1989-09-01,9300646061.35088
1989-10-01,9783460853.90858
1989-11-01,9507152354.70262
1989-12-01,9924638418.4783
1990-01-01,9559592843.82693
1990-02-01,9909057326.59108
1990-03-01,10080415127.2208
1990-04-01,9812306460.69247
1990-05-01,9743414324.06722
1990-06-01,9770858304.3123
1990-07-01,9735650041.90438
1990-08-01,9596552591.22108
1990-09-01,9188149373.17896
1990-10-01,9718308668.61411
1990-11-01,9665447019.16688
1990-12-01,9930232743.08407
1991-01-01,9992837479.49424
1991-02-01,9427471520.13889
1991-03-01,9291251530.16595
1991-04-01,9619920167.34033
1991-05-01,9500998374.45546
1991-06-01,9573282400.21096
1991-07-01,10228289823.6222
1991-08-01,9944730314.48445
1991-09-01,10038828648.5524
1991-10-01,10414754803.0233
1991-11-01,10484661162.3584
1991-12-01,9697713549.89826
1992-01-01,10172862428.1032
1992-02-01,9897196666.79143
1992-03-01,10094019053.7625
1992-04-01,10047482657.016
1992-05-01,9990622447.87163
1992-06-01,10380945966.4319
1992-07-01,10655722337.9201
1992-08-01,10096659143.4226
1992-09-01,10373823203.6704
1992-10-01,10242388628.5275
1992-11-01,10099100017.7825
1992-12-01,10377941520.1385
1993-01-01,10140824083.8695
1993-02-01,10603831913.0178
1993-03-01,11002967141.5986
1993-04-01,11052298033.4777
1993-05-01,10933052611.1207
1993-06-01,10946102030.6839
1993-07-01,11017546132.3623
1993-08-01,10977606404.8032
1993-09-01,10839351383.5675
1993-10-01,11294132296.2438
1993-11-01,11486923992.0814
1993-12-01,11386779443.7076
1994-01-01,11144545150.4657
1994-02-01,10954256045.1625
1994-03-01,11764777757.2133
1994-04-01,11648749144.0437
1994-05-01,12118818485.5744
1994-06-01,12353466852.1285
1994-07-01,11940162146.0555
1994-08-01,12967012681.0861
1994-09-01,12869135220.4867
1994-10-01,13283186943.2602
1994-11-01,13329533487.9674
1994-12-01,13984386867.3232
1995-01-01,14005441870.4746
1995-02-01,13348836814.5327
1995-03-01,13357270820.7302
1995-04-01,13443087648.833
1995-05-01,14384115134.9081
1995-06-01,13856497456.4245
1995-07-01,13297110145.8925
1995-08-01,13851611222.4839
1995-09-01,13570635202.5282
1995-10-01,13797705665.8715
1995-11-01,13740546327.672
1995-12-01,13696938744.1321
1996-01-01,13853783815.1252
1996-02-01,14126264360.2981
1996-03-01,13646203304.3602
1996-04-01,14045548208.1928
1996-05-01,13511258907.831
1996-06-01,14022807686.5846
1996-07-01,14335105192.9146
1996-08-01,14047828377.022
1996-09-01,14607571088.49
1996-10-01,14475442138.1035
1996-11-01,15401464216.3454
1996-12-01,14484751943.9961
1997-01-01,15948784301.0405
1997-02-01,15718320244.8107
1997-03-01,15425488448.2382
1997-04-01,16089419554.9878
1997-05-01,16206042164.7468
1997-06-01,16376808253.7214
1997-07-01,16717356960.3799
1997-08-01,16559226732.1525
1997-09-01,17056077293.2927
1997-10-01,17062310854.3037
1997-11-01,16788861467.8467
1997-12-01,17062815418.5532
1998-01-01,16726595338.9096
1998-02-01,17160127817.5628
1998-03-01,17035807847.9279
1998-04-01,17157715578.0418
1998-05-01,16965929163.2523
1998-06-01,16769802325.8457
1998-07-01,15751523039.602
1998-08-01,16114766026.6751
1998-09-01,16605212321.9692
1998-10-01,17088856397.2534
1998-11-01,16851008838.2936
1998-12-01,16958795195.6031
1999-01-01,16917635868.074
1999-02-01,17363432085.8222
1999-03-01,17088898057.1815
1999-04-01,17381972105.1755
1999-05-01,17790502105.7813
1999-06-01,17835926502.3003
1999-07-01,17752767020.2526
1999-08-01,17965403592.8144
1999-09-01,18324850032.9647
1999-10-01,18679098448.7428
1999-11-01,19098516153.0971
1999-12-01,19564265232.0431
2000-01-01,19688225589.7523
2000-02-01,19713919194.6146
2000-03-01,19969056187.6843
2000-04-01,19887082977.2156
2000-05-01,20351482563.5922
2000-06-01,20370540970.8582
2000-07-01,20070558199.7477
2000-08-01,19921262941.585
2000-09-01,20424726946.704
2000-10-01,19999804894.4413
2000-11-01,19878057381.7525
2000-12-01,20092897260.1194
2001-01-01,19906386073.3333
2001-02-01,18676477165.2485
2001-03-01,18953937778.3647
2001-04-01,19056361504.1281
2001-05-01,18883280346.4595
2001-06-01,19487297343.609
2001-07-01,18698342770.5037
2001-08-01,18650315234.6766
2001-09-01,17304144846.9004
2001-10-01,17711722619.4375
2001-11-01,17302493056.8221
2001-12-01,17100979814.6663
2002-01-01,17251159316.7693
2002-02-01,17581666996.5239
2002-03-01,17959754752.415
2002-04-01,18060636373.2491
2002-05-01,18523316056.8937
2002-06-01,19182776759.8077
2002-07-01,18975654226.8115
2002-08-01,19179601527.4853
2002-09-01,18741072541.5605
2002-10-01,18844046740.0962
2002-11-01,18889340723.1663
2002-12-01,19145483730.1751
2003-01-01,19195171384.6251
2003-02-01,19410023984.7336
2003-03-01,19681900223.7905
2003-04-01,20022270215.647
2003-05-01,20415647968.0142
2003-06-01,20394467470.4723
2003-07-01,19741100725.3462
2003-08-01,18607886917.0966
2003-09-01,20381126048.9801
2003-10-01,20432130007.9401
2003-11-01,20823292940.6513
2003-12-01,21252383540.5788
2004-01-01,20326771840.1362
2004-02-01,21224686904.6004
2004-03-01,21583066431.7903
2004-04-01,21823817291.14
2004-05-01,22800398078.9886
2004-06-01,22259079732.8375
2004-07-01,23525865867.7145
2004-08-01,23161071526.2212
2004-09-01,23328874272.2232
2004-10-01,24372331762.1233
2004-11-01,24550070079.6578
2004-12-01,25013166224.5875
2005-01-01,25313052778.2315
2005-02-01,25131385081.4793
2005-03-01,25565875477.9344
2005-04-01,25142792783.7285
2005-05-01,25660301800.5412
2005-06-01,25984861668.262
2005-07-01,25333521003.6167
2005-08-01,26459936263.2579
2005-09-01,27358383212.2537
2005-10-01,27149292636.6898
2005-11-01,27100466100.5751
2005-12-01,28378639645.0183
2006-01-01,28513778424.0606
2006-02-01,27341275792.0181
2006-03-01,28131414088.2217
2006-04-01,28568221746.4209
2006-05-01,29726255265.7824
2006-06-01,29889071885.8436
2006-07-01,29553243397.3691
2006-08-01,30342281921.2925
2006-09-01,29997622297.8325
2006-10-01,28947508249.5062
2006-11-01,29364193613.397
2006-12-01,29761897013.0633
2007-01-01,28854582688.3399
2007-02-01,29401054203.4137
2007-03-01,30234574066.663
2007-04-01,30771140305.2732
2007-05-01,30921396749.2632
2007-06-01,31847830628.0349
2007-07-01,32539296667.2568
2007-08-01,31963355224.4087
2007-09-01,32843946233.5866
2007-10-01,33309362049.6201
2007-11-01,34474212996.8596
2007-12-01,33235998595.5195
2008-01-01,33707808722.2859
2008-02-01,34145118240.3861
2008-03-01,34443745057.7879
2008-04-01,34007703792.8514
2008-05-01,37001228110.075
2008-06-01,37126827211.3944
2008-07-01,37604926108.3744
2008-08-01,34367001084.5986
2008-09-01,35407711133.0556
2008-10-01,32493090748.3796
2008-11-01,30169811320.7547
2008-12-01,28234338371.999
2009-01-01,25779487805.8711
2009-02-01,25593618132.8618
2009-03-01,23890144187.5518
2009-04-01,24887448941.7007
2009-05-01,24873286991.0626
2009-06-01,25593587290.824
2009-07-01,27587001625.7644
2009-08-01,27557338063.3295
2009-09-01,27887171509.0612
2009-10-01,28104006209.841
2009-11-01,29464225960.2412
2009-12-01,30179985984.0054
2010-01-01,29834251267.2968
2010-02-01,30329089962.6142
2010-03-01,32102154696.1326
2010-04-01,32236166365.2801
2010-05-01,32911023117.418
2010-06-01,32876696733.5143
2010-07-01,32781303362.9551
2010-08-01,33109534000.0873
2010-09-01,33782678343.5285
2010-10-01,34093794392.5233
2010-11-01,33699995512.2738
2010-12-01,34231962721.6638
2011-01-01,36532614632.744
2011-02-01,35605993116.0154
2011-03-01,37364044693.7322
2011-04-01,37928418017.3014
2011-05-01,38151368094.9923
2011-06-01,37711595888.1808
2011-07-01,38708339976.0861
2011-08-01,38454353795.7304
2011-09-01,37723811252.2687
2011-10-01,37979319677.1032
2011-11-01,37426155620.6194
2011-12-01,38034589071.5237
2012-01-01,38291371651.6357
2012-02-01,38872985374.2472
2012-03-01,38829154465.593
2012-04-01,38874880084.4206
2012-05-01,38168929739.969
2012-06-01,38518940833.0632
2012-07-01,38698004931.6295
2012-08-01,38380752551.5792
2012-09-01,38883675764.0806
2012-10-01,38074331173.6965
2012-11-01,38711011809.767
2012-12-01,38126909195.9001
2013-01-01,39053417210.9947
2013-02-01,38735346534.6535
2013-03-01,38510578443.2251
2013-04-01,38700758589.9154
2013-05-01,37848014558.35
2013-06-01,38235764671.6602
2013-07-01,37685293466.1313
2013-08-01,38626792774.2951
2013-09-01,38926365129.2336
2013-10-01,38486740621.1336
2013-11-01,38654231148.1139
2013-12-01,38316532680.2832
2014-01-01,36668475797.4091
2014-02-01,37591787821.9187
2014-03-01,37608838812.5741
2014-04-01,38721699537.2341
2014-05-01,40065248250.6388
2014-06-01,39288516860.0611
2014-07-01,39339602930.0409
2014-08-01,39791733699.5617
2014-09-01,39373092663.0243
2014-10-01,39497461082.8579
2014-11-01,38033643177.6171
2014-12-01,37774991054.7824
2015-01-01,35954731072.5167
2015-02-01,34874909477.9126
2015-03-01,36053152649.8836
2015-04-01,35813384405.731
2015-05-01,36442145027.5109
2015-06-01,35620484941.2214
2015-07-01,35229140722.2914
2015-08-01,34459698344.5916
2015-09-01,33982142184.1219
2015-10-01,34309811809.2481
2015-11-01,34020712638.1531
2015-12-01,33097511188.8732
2016-01-01,32155515334.3388
2016-02-01,32884838880.0846
2016-03-01,32773991423.936
2016-04-01,33957866775.6438
2016-05-01,33546183625.4068
2016-06-01,33996585706.526
2016-07-01,33382263577.6682
2016-08-01,34239188108.676
2016-09-01,35877822856.3297
2016-10-01,33484145631.6959
2016-11-01,33006360725.143
2016-12-01,33223794433.3063
2017-01-01,34411658211.2054
2017-02-01,35008810807.9244
2017-03-01,34540049379.5074
2017-04-01,35134173748.6791
2017-05-01,35673047852.5019
2017-06-01,36379857600.3991
2017-07-01,35990463051.8234
2017-08-01,36342939819.206
2017-09-01,37410934484.5492
2017-10-01,35994582428.6013
2017-11-01,37935035199.3563
2017-12-01,38417067549.7281
2018-01-01,37625271028.299
2018-02-01,38285110339.4019
2018-03-01,39143542150.0387
2018-04-01,38833396912.306
2018-05-01,39258126408.1663
2018-06-01,38847203576.1713
2018-07-01,38648341986.8466
2018-08-01,38293375215.4965
2018-09-01,38333723235.7555
2018-10-01,38060492201.1324
2018-11-01,37217599702.4936
2018-12-01,37234185485.6702
2019-01-01,38375388553.6662
2019-02-01,38261889980.7701
2019-03-01,38739498881.4954
2019-04-01,38167773194.6152
2019-05-01,38402132656.2586
2019-06-01,37626756376.3895
2019-07-01,38068354850.4862
2019-08-01,37946783449.5227
2019-09-01,37270743064.6699
2019-10-01,37342238762.1839
2019-11-01,36785484839.8736
2019-12-01,36625564283.4464
2020-01-01,37340679171.541
2020-02-01,36788919000.3011
2020-03-01,33265866332.1985
2020-04-01,25295777835.9834
2020-05-01,24702948672.5182
2020-06-01,31119121657.6598
2020-07-01,34610003380.6082
2020-08-01,35399298169.8429
2020-09-01,36316007687.0452
2020-10-01,36895993394.0029
2020-11-01,37431494892.1391
2020-12-01,37466490401.5858
2021-01-01,38603619584.3764
2021-02-01,38215399395.2375
2021-03-01,40385520546.6188
2021-04-01,39052502191.0763
2021-05-01,41384822656.0353
2021-06-01,41053189985.4915
2021-07-01,41151808173.5324
2021-08-01,40589602676.0102
2021-09-01,39728581475.7935
2021-10-01,42574885440.9518
2021-11-01,43728360671.1576
2021-12-01,45165584448.6803
2022-01-01,42593336302.0212
2022-02-01,44529223268.5238
2022-03-01,48117417932.1336
2022-04-01,49808999060.9478
2022-05-01,48469300774.245
2022-06-01,50397871585.6685
2022-07-01,49398672221.1593
2022-08-01,49272244119.0033
2022-09-01,48049454466.0793
2022-10-01,47013395805.3821
2022-11-01,46759241103.7263
2022-12-01,45392564304.9183
2023-01-01,47384019580.2964
2023-02-01,47064473204.9271
2023-03-01,45210503068.1085
2023-04-01,45698977359.526
2023-05-01,47146871160.9091
2023-06-01,47903048588.591
2023-07-01,46094338670.8561
2023-08-01,46731989820.4385
2023-09-01,46778737714.4908
