"Date","MAM1A2CAM189N"
1975-03-01,2.9442e+10
1975-04-01,3.0315e+10
1975-05-01,3.0834e+10
1975-06-01,3.1329e+10
1975-07-01,3.2552e+10
1975-08-01,3.2335e+10
1975-09-01,3.2838e+10
1975-10-01,3.3047e+10
1975-11-01,3.3526e+10
1975-12-01,3.4913e+10
1976-01-01,3.306e+10
1976-02-01,3.2552e+10
1976-03-01,3.2396e+10
1976-04-01,3.2811e+10
1976-05-01,3.3535e+10
1976-06-01,3.4334e+10
1976-07-01,3.4534e+10
1976-08-01,3.4504e+10
1976-09-01,3.4828e+10
1976-10-01,3.4778e+10
1976-11-01,3.5051e+10
1976-12-01,3.5719e+10
1977-01-01,3.5016e+10
1977-02-01,3.4427e+10
1977-03-01,3.4506e+10
1977-04-01,3.5327e+10
1977-05-01,3.6311e+10
1977-06-01,3.7238e+10
1977-07-01,3.7687e+10
1977-08-01,3.7798e+10
1977-09-01,3.7887e+10
1977-10-01,3.8232e+10
1977-11-01,3.8898e+10
1977-12-01,3.9682e+10
1978-01-01,3.8863e+10
1978-02-01,3.8214e+10
1978-03-01,3.8251e+10
1978-04-01,3.8648e+10
1978-05-01,3.9775e+10
1978-06-01,4.0226e+10
1978-07-01,4.1291e+10
1978-08-01,4.1325e+10
1978-09-01,4.169e+10
1978-10-01,4.2007e+10
1978-11-01,4.3454e+10
1978-12-01,4.2886e+10
1979-01-01,4.174e+10
1979-02-01,4.0668e+10
1979-03-01,3.9844e+10
1979-04-01,4.1153e+10
1979-05-01,4.2602e+10
1979-06-01,4.3211e+10
1979-07-01,4.4619e+10
1979-08-01,4.4322e+10
1979-09-01,4.4421e+10
1979-10-01,4.4719e+10
1979-11-01,4.4397e+10
1979-12-01,4.4782e+10
1980-01-01,4.3975e+10
1980-02-01,4.3026e+10
1980-03-01,4.3476e+10
1980-04-01,4.4158e+10
1980-05-01,4.4534e+10
1980-06-01,4.523e+10
1980-07-01,4.7089e+10
1980-08-01,4.7129e+10
1980-09-01,4.8014e+10
1980-10-01,4.9144e+10
