"Date","XTEXVA01CAM667S"
1996-01-01,16210861361.1705
1996-02-01,16203337620.2753
1996-03-01,16111235086.9648
1996-04-01,16882517858.2162
1996-05-01,16957908765.5503
1996-06-01,17093471443.6295
1996-07-01,17169333984.5461
1996-08-01,17118650019.3791
1996-09-01,17406785354.3836
1996-10-01,16459070230.1726
1996-11-01,17525026146.7205
1996-12-01,17118389889.1241
1997-01-01,18157353496.1454
1997-02-01,17864100578.8445
1997-03-01,17783546239.9978
1997-04-01,17495946139.7082
1997-05-01,17934941679.3451
1997-06-01,17474991485.5116
1997-07-01,18377477331.1024
1997-08-01,17748986873.8199
1997-09-01,18077689853.4528
1997-10-01,17802104706.9399
1997-11-01,18038055865.5705
1997-12-01,18449026257.5534
1998-01-01,17452065666.7424
1998-02-01,18126592216.4827
1998-03-01,18038018034.558
1998-04-01,18424709434.4902
1998-05-01,18076001092.5976
1998-06-01,17386235877.518
1998-07-01,17193427557.0872
1998-08-01,17446522834.4511
1998-09-01,17972657852.1401
1998-10-01,18130869315.7631
1998-11-01,18111618362.3506
1998-12-01,18281872356.1922
1999-01-01,18736568679.4592
1999-02-01,19111594875.5104
1999-03-01,18666606499.7464
1999-04-01,18994310249.8751
1999-05-01,19387956024.7224
1999-06-01,19818384325.2759
1999-07-01,20105739988.0397
1999-08-01,20405930538.9221
1999-09-01,20434538981.5318
1999-10-01,20744119644.6914
1999-11-01,21438809462.5344
1999-12-01,21498866460.0569
2000-01-01,22724077749.3954
2000-02-01,22204782148.1946
2000-03-01,22934500645.226
2000-04-01,22471219405.2814
2000-05-01,23066730658.0287
2000-06-01,23844094315.004
2000-07-01,23396425069.8829
2000-08-01,23216162990.0266
2000-09-01,23501696874.6658
2000-10-01,23691028516.7792
2000-11-01,23065430682.4264
2000-12-01,24055934419.5762
2001-01-01,25265385656.8771
2001-02-01,22837011233.1334
2001-03-01,22767530788.3586
2001-04-01,22739445612.1408
2001-05-01,22688852142.451
2001-06-01,22241772118.6858
2001-07-01,21472424711.3618
2001-08-01,20880030214.5115
2001-09-01,20106723901.2032
2001-10-01,19866816303.1242
2001-11-01,20560942993.9539
2001-12-01,19769322136.0541
2002-01-01,19839258446.2193
2002-02-01,20552069316.4962
2002-03-01,20280860148.8454
2002-04-01,20974768650.4648
2002-05-01,21437362118.0755
2002-06-01,20880283229.2314
2002-07-01,21346793962.1443
2002-08-01,21368915210.436
2002-09-01,21494945996.445
2002-10-01,21622765888.2174
2002-11-01,21505270516.0979
2002-12-01,21204541450.9423
2003-01-01,21724115733.6583
2003-02-01,21896083825.7332
2003-03-01,23202747124.5092
2003-04-01,21866521498.4451
2003-05-01,22479293036.8268
2003-06-01,22247938311.5782
2003-07-01,22681286249.478
2003-08-01,21760050458.867
2003-09-01,23515301665.1517
2003-10-01,23505783541.3867
2003-11-01,23688440360.0062
2003-12-01,23984217726.9973
2004-01-01,23636138279.3113
2004-02-01,24770890780.9878
2004-03-01,25487797702.485
2004-04-01,25849794409.4975
2004-05-01,25886020491.8371
2004-06-01,27425539019.4642
2004-07-01,27150028707.075
2004-08-01,27207313563.2713
2004-09-01,26469801527.5284
2004-10-01,27251481945.0588
2004-11-01,28231451718.1909
2004-12-01,27812723509.9605
2005-01-01,28078567927.2289
2005-02-01,28155097118.5603
2005-03-01,28222472106.5659
2005-04-01,28345420766.5912
2005-05-01,28693868234.998
2005-06-01,28550026571.1611
2005-07-01,28863661242.5986
2005-08-01,30511231474.1459
2005-09-01,32172461019.8034
2005-10-01,33350955103.4279
2005-11-01,32027161710.0136
2005-12-01,33694385266.7496
2006-01-01,32871102819.8678
2006-02-01,31815935723.9568
2006-03-01,31396193045.5286
2006-04-01,31482507855.6543
2006-05-01,32564642494.084
2006-06-01,32837749032.8077
2006-07-01,32298734119.6811
2006-08-01,32709997366.4029
2006-09-01,32658466865.0041
2006-10-01,31626142403.5628
2006-11-01,32380752417.649
2006-12-01,33599612573.2124
2007-01-01,32905977128.648
2007-02-01,32539416006.1087
2007-03-01,33946950938.2828
2007-04-01,34764174934.6098
2007-05-01,35247226340.0738
2007-06-01,36058600819.3406
2007-07-01,35351375755.5423
2007-08-01,34949520636.3505
2007-09-01,35177651966.0733
2007-10-01,36276341772.1571
2007-11-01,37588521605.6927
2007-12-01,35299886336.7674
2008-01-01,36369992102.2236
2008-02-01,38280012216.7917
2008-03-01,38753749617.1194
2008-04-01,39746145856.4082
2008-05-01,41676315669.7748
2008-06-01,41507074587.7062
2008-07-01,44290738916.2562
2008-08-01,39963964208.2428
2008-09-01,39519617019.4495
2008-10-01,36137326900.4126
2008-11-01,31880393765.3815
2008-12-01,28200388004.2034
2009-01-01,24813810512.6013
2009-02-01,25487039344.1305
2009-03-01,24421257775.7003
2009-04-01,24243215744.5228
2009-05-01,23919302383.3168
2009-06-01,25297806730.7614
2009-07-01,27696508477.2005
2009-08-01,26622073314.939
2009-09-01,27146314594.4583
2009-10-01,28346974858.7694
2009-11-01,28578474408.5636
2009-12-01,29836000494.6823
2010-01-01,30288162762.0221
2010-02-01,30506932942.1229
2010-03-01,31858274543.1364
2010-04-01,32172513562.3868
2010-05-01,32501213092.2406
2010-06-01,32035344601.1034
2010-07-01,31239980832.8976
2010-08-01,32153417478.2722
2010-09-01,31797711569.775
2010-10-01,32708971962.6168
2010-11-01,33401534802.3155
2010-12-01,36687763731.2854
2011-01-01,36419117435.6763
2011-02-01,35124519133.4278
2011-03-01,36981530448.718
2011-04-01,36888023267.376
2011-05-01,37270831182.2406
2011-06-01,36632420112.5634
2011-07-01,38730624750.8968
2011-08-01,39082478518.9122
2011-09-01,39258321234.1199
2011-10-01,37239699500.7232
2011-11-01,38411383195.8124
2011-12-01,39478125277.6543
2012-01-01,38392156862.7453
2012-02-01,38913435618.0098
2012-03-01,38536136530.0147
2012-04-01,39144531849.5779
2012-05-01,37635022386.7746
2012-06-01,36683009776.2129
2012-07-01,37310934767.9891
2012-08-01,37405602523.1066
2012-09-01,37413063477.4609
2012-10-01,38178641632.5092
2012-11-01,38175231407.5966
2012-12-01,37773422838.1695
2013-01-01,38998263995.4408
2013-02-01,38722673267.3267
2013-03-01,38053394401.5623
2013-04-01,38584721106.649
2013-05-01,38776459334.6087
2013-06-01,36938307517.0291
2013-07-01,36874250295.7023
2013-08-01,37645320110.9632
2013-09-01,38447628072.1445
2013-10-01,38864004865.0575
2013-11-01,38609806476.2146
2013-12-01,37702169852.85
2014-01-01,36875977129.4065
2014-02-01,38097813552.8071
2014-03-01,39287981684.4165
2014-04-01,39579474539.6121
2014-05-01,41422727500.4593
2014-06-01,40971901364.4642
2014-07-01,41602731627.5169
2014-08-01,40419724020.6656
2014-09-01,40977142927.935
2014-10-01,40290118767.0554
2014-11-01,38504012387.8892
2014-12-01,38965770889.4372
2015-01-01,35779515904.2327
2015-02-01,34406075082.3201
2015-03-01,34287063233.2005
2015-04-01,34316872306.7291
2015-05-01,34106101667.0773
2015-06-01,36110789059.3964
2015-07-01,35466220423.4122
2015-08-01,34607945815.0928
2015-09-01,33692387814.7474
2015-10-01,32729983853.4562
2015-11-01,32397539880.976
2015-12-01,32462170197.6595
2016-01-01,31959627953.7455
2016-02-01,31652517531.0484
2016-03-01,30954542911.5836
2016-04-01,31892116506.2972
2016-05-01,31017840283.3106
2016-06-01,31793357647.2414
2016-07-01,32457926758.0123
2016-08-01,33708253737.7847
2016-09-01,33369047577.7315
2016-10-01,33062253454.3339
2016-11-01,34445818863.0501
2016-12-01,33574781386.2614
2017-01-01,34846899931.8516
2017-02-01,35296401681.3005
2017-03-01,34754418166.4608
2017-04-01,35106192978.0172
2017-05-01,35162253634.5594
2017-06-01,34359485501.9704
2017-07-01,34228129498.5604
2017-08-01,34193682896.2935
2017-09-01,35006456213.2332
2017-10-01,34998636589.8877
2017-11-01,36229192854.0145
2017-12-01,36516747589.1078
2018-01-01,36523483290.6683
2018-02-01,36910814612.3221
2018-03-01,37139211136.891
2018-04-01,38005834305.7177
2018-05-01,37859438388.6014
2018-06-01,39100024673.2606
2018-07-01,39018511595.7078
2018-08-01,38409108036.6404
2018-09-01,38144115605.429
2018-10-01,38133994771.7836
2018-11-01,36694746121.0547
2018-12-01,34874443574.8612
2019-01-01,34803773868.2967
2019-02-01,35210544645.1554
2019-03-01,37295174757.4198
2019-04-01,37657603783.714
2019-05-01,39230102045.7607
2019-06-01,37848396589.2243
2019-07-01,38163160864.2262
2019-08-01,37629648144.8509
2019-09-01,37215922043.8325
2019-10-01,36996374100.5297
2019-11-01,36463307421.9692
2019-12-01,37660311719.1492
2020-01-01,36666110549.8245
2020-02-01,36755495332.7311
2020-03-01,32592653646.2999
2020-04-01,23356997112.3593
2020-05-01,24059470915.3356
2020-06-01,29119463816.6832
2020-07-01,32510793798.9987
2020-08-01,33762803001.6736
2020-09-01,34824982209.0973
2020-10-01,35079874073.182
2020-11-01,35662214220.3724
2020-12-01,36521844198.8651
2021-01-01,40105376609.6708
2021-02-01,39518946075.3433
2021-03-01,39679763897.1493
2021-04-01,39420530295.0406
2021-05-01,40096068188.0672
2021-06-01,43155306722.22
2021-07-01,41832093764.4057
2021-08-01,42610755280.0321
2021-09-01,41208752565.63
2021-10-01,44099123723.772
2021-11-01,46855356742.3252
2021-12-01,45251472122.2684
2022-01-01,45666845291.1075
2022-02-01,46950832563.3515
2022-03-01,49629757737.9255
2022-04-01,51581114869.8337
2022-05-01,52997039546.9834
2022-06-01,54094558354.0261
2022-07-01,52823270722.624
2022-08-01,51026617210.9821
2022-09-01,49515250734.1429
2022-10-01,48832945200.2421
2022-11-01,47778254078.7971
2022-12-01,47782928264.7369
2023-01-01,50024102992.901
2023-02-01,47792166278.871
2023-03-01,46376476457.7091
2023-04-01,47605211832.6696
2023-05-01,46264804821.416
2023-06-01,44951698753.472
2023-07-01,46253995935.6039
2023-08-01,47147948766.7442
2023-09-01,47927806583.6963
