"Date","LRHUADFECAM156N"
1976-01-01,7.0033722845267
1976-02-01,6.70892968263846
1976-03-01,6.22035401642821
1976-04-01,6.68609109032357
1976-05-01,6.12580250687863
1976-06-01,5.74417535254445
1976-07-01,6.50789361948508
1976-08-01,7.47713414634146
1976-09-01,7.11762299654159
1976-10-01,6.24837860875366
1976-11-01,6.2372755876365
1976-12-01,5.96260362068325
1977-01-01,7.49794423263811
1977-02-01,7.20457902511078
1977-03-01,7.2913616398243
1977-04-01,7.33928179624077
1977-05-01,6.50385791235988
1977-06-01,6.61392058920042
1977-07-01,6.67808219178082
1977-08-01,8.03843191902894
1977-09-01,7.66896354743118
1977-10-01,7.44953085015638
1977-11-01,7.72164985205518
1977-12-01,7.40978691508727
1978-01-01,8.16649293699004
1978-02-01,8.13287109098628
1978-03-01,8.35334655946539
1978-04-01,7.87308640261048
1978-05-01,7.53516525088558
1978-06-01,7.29693466818041
1978-07-01,7.56798002219756
1978-08-01,8.53917208347588
1978-09-01,7.98200299950008
1978-10-01,7.24647324993346
1978-11-01,7.32242617717478
1978-12-01,7.02994730874408
1979-01-01,7.81328425631588
1979-02-01,7.51387787470262
1979-03-01,7.72754040437087
1979-04-01,7.33470736415088
1979-05-01,6.61844129488397
1979-06-01,6.48136036625245
1979-07-01,6.56445763270689
1979-08-01,7.1810766721044
1979-09-01,6.8177447272261
1979-10-01,6.95283585866574
1979-11-01,6.31032627614798
1979-12-01,6.06426980591791
1980-01-01,7.03312681754963
1980-02-01,7.05349845979757
1980-03-01,7.15284466954603
1980-04-01,6.86480474542758
1980-05-01,6.57026577048776
1980-06-01,6.22616352981303
1980-07-01,6.13278791692889
1980-08-01,7.11707225991162
1980-09-01,6.63677945051949
1980-10-01,6.00884183934318
1980-11-01,5.97581933849911
1980-12-01,5.8736082036346
1981-01-01,6.84148443879866
1981-02-01,6.59138187221397
1981-03-01,6.6656852642426
1981-04-01,6.42285512533836
1981-05-01,5.88526355618942
1981-06-01,6.01172169674462
1981-07-01,6.18211949927496
1981-08-01,6.80841107829088
1981-09-01,7.57754551584626
1981-10-01,7.4142620790219
1981-11-01,7.27487551692126
1981-12-01,7.06250889933077
1982-01-01,7.21350956162734
1982-02-01,7.55478498138306
1982-03-01,8.0276388966912
1982-04-01,8.35441614662394
1982-05-01,8.26954658056615
1982-06-01,8.44999580853382
1982-07-01,8.8044249042689
1982-08-01,9.79804487269264
1982-09-01,9.44393951912749
1982-10-01,9.45690057356129
1982-11-01,9.89179564443227
1982-12-01,9.96611850260309
1983-01-01,10.6741728067997
1983-02-01,10.5624180148666
1983-03-01,10.7413783827406
1983-04-01,10.2215925797225
1983-05-01,9.54245232768723
1983-06-01,9.36269815937866
1983-07-01,9.16241727243138
1983-08-01,10.0334537668942
1983-09-01,9.27584040213635
1983-10-01,8.88731730315889
1983-11-01,8.81287409429802
1983-12-01,8.9450566792036
1984-01-01,9.68287973762861
1984-02-01,9.68070918647525
1984-03-01,10.0820179510987
1984-04-01,9.91400459675128
1984-05-01,9.66602687140115
1984-06-01,9.48039642500448
1984-07-01,9.47901779914252
1984-08-01,10.3288916275129
1984-09-01,10.2546850079745
1984-10-01,9.93934553078901
1984-11-01,9.7427203829278
1984-12-01,9.25623980935658
1985-01-01,9.38197877198705
1985-02-01,9.513637041085
1985-03-01,10.1438267218778
1985-04-01,9.76830489025611
1985-05-01,9.21616358325219
1985-06-01,9.03328050713154
1985-07-01,9.26553113643668
1985-08-01,9.99877645907256
1985-09-01,9.36193593081866
1985-10-01,8.97809173786454
1985-11-01,9.15878073137096
1985-12-01,8.62196548349366
1986-01-01,8.98444035469299
1986-02-01,8.74009771832456
1986-03-01,9.13419811873988
