"Date","LRHUADTTCAM156S"
1990-09-01,7.41220681612025
1990-10-01,7.65921792535135
1990-11-01,8.04280289955126
1990-12-01,8.25357096621068
1991-01-01,8.51034494644411
1991-02-01,8.95608462875932
1991-03-01,9.17965728821133
1991-04-01,8.98365828146167
1991-05-01,8.92301627430648
1991-06-01,9.11249679678825
1991-07-01,9.10504772566077
1991-08-01,9.24531680323326
1991-09-01,8.98784178936028
1991-10-01,9.16861646713234
1991-11-01,9.18378688006019
1991-12-01,9.1713747645951
1992-01-01,9.17838828152422
1992-02-01,9.24755641830356
1992-03-01,9.6264674493063
1992-04-01,9.44593646829402
1992-05-01,9.59660985155311
1992-06-01,9.95853443001835
1992-07-01,9.94844311783461
1992-08-01,10.1885608668374
1992-09-01,10.3065812088833
1992-10-01,10.2911306702776
1992-11-01,10.8754986353139
1992-12-01,10.3693528950761
1993-01-01,10.0204240091824
1993-02-01,9.87613668026039
1993-03-01,9.9264891841311
1993-04-01,10.3091830474574
1993-05-01,10.3694515220598
1993-06-01,10.2980054882538
1993-07-01,10.3751431126265
1993-08-01,10.0340976684567
1993-09-01,10.3997002248314
1993-10-01,10.083015968464
1993-11-01,9.990163223795
1993-12-01,10.2298017053837
1994-01-01,10.1118542147301
1994-02-01,9.75652463937297
1994-03-01,9.42195421402978
1994-04-01,9.7427690062359
1994-05-01,9.47746792668483
1994-06-01,9.23312756349174
1994-07-01,9.01367437935855
1994-08-01,9.0904589790563
1994-09-01,9.19339994740994
1994-10-01,8.74676853666167
1994-11-01,8.66031850270891
1994-12-01,8.53877644780993
1995-01-01,8.63328822733424
1995-02-01,8.60103117289769
1995-03-01,8.66921643620673
1995-04-01,8.39149928558524
1995-05-01,8.49530089061654
1995-06-01,8.4473874228699
1995-07-01,8.51730371267085
1995-08-01,8.45230409662578
1995-09-01,8.04320161842921
1995-10-01,8.18578477347796
1995-11-01,8.15113563999151
1995-12-01,8.17151971874542
1996-01-01,8.29293993677555
1996-02-01,8.33758472414547
1996-03-01,8.43162670123137
1996-04-01,8.29875854915562
1996-05-01,8.17771011159521
1996-06-01,8.57617576603244
1996-07-01,8.64291738624041
1996-08-01,8.37013974368257
1996-09-01,8.71013306367474
1996-10-01,8.74115778836437
1996-11-01,8.54458287235237
1996-12-01,8.55836045386578
1997-01-01,8.18718124990008
1997-02-01,8.25577593288194
1997-03-01,7.98167330677291
1997-04-01,8.14253812592881
1997-05-01,8.06135357368754
1997-06-01,7.63832850746032
1997-07-01,7.45141412545426
1997-08-01,7.41944879596319
1997-09-01,7.46273345585348
1997-10-01,7.53239021791919
1997-11-01,7.50050853557402
1997-12-01,7.08299031714297
1998-01-01,7.36169447247186
1998-02-01,7.25571011506096
1998-03-01,7.05772157826952
1998-04-01,6.94462876369058
1998-05-01,7.00712959640556
1998-06-01,6.92951294755539
1998-07-01,6.98619703422762
1998-08-01,6.81578047795146
1998-09-01,6.93902514554688
1998-10-01,6.79501961664358
1998-11-01,6.76730668150759
1998-12-01,6.86967470819525
1999-01-01,6.64656296033503
1999-02-01,6.66594691302806
1999-03-01,6.65139913792439
1999-04-01,6.78089654854898
1999-05-01,6.57248534331932
1999-06-01,6.3677288510586
1999-07-01,6.28107785073438
1999-08-01,6.29609229168579
1999-09-01,6.15983898246715
1999-10-01,5.90292391395842
1999-11-01,5.75348545368287
1999-12-01,5.55627687443196
2000-01-01,5.65908572297863
2000-02-01,5.65289708127321
2000-03-01,5.61114187533662
2000-04-01,5.54455745936393
2000-05-01,5.47779007870911
2000-06-01,5.6115576140096
2000-07-01,5.61172748876141
2000-08-01,5.82541119661989
2000-09-01,5.81413772549966
2000-10-01,5.8377067819199
2000-11-01,5.83076807568136
2000-12-01,5.6510152760575
2001-01-01,5.86004541741301
2001-02-01,5.83153509560631
2001-03-01,5.99318141037143
2001-04-01,5.99065615857663
2001-05-01,6.03961870717903
2001-06-01,6.10855853507786
2001-07-01,5.90734281370182
2001-08-01,6.12472491524416
2001-09-01,6.11555397147164
2001-10-01,6.20859823056062
2001-11-01,6.19421212345496
2001-12-01,6.84562374838026
2002-01-01,6.83211550053663
2002-02-01,6.71270109454198
2002-03-01,6.59353526187532
2002-04-01,6.55415812025081
2002-05-01,6.50016010246558
2002-06-01,6.3978635083747
2002-07-01,6.46742041489932
2002-08-01,6.19508670520231
2002-09-01,6.37141643813925
2002-10-01,6.33975683321696
2002-11-01,6.21143000826179
2002-12-01,6.39850742000972
2003-01-01,6.25799764091933
2003-02-01,6.29045595825373
2003-03-01,6.28412963200593
2003-04-01,6.45202604148138
2003-05-01,6.63972614414363
2003-06-01,6.41228524592491
2003-07-01,6.42647870578744
2003-08-01,6.61352103916663
2003-09-01,6.56723361363492
2003-10-01,6.33631709051982
2003-11-01,6.20618368222314
2003-12-01,6.03056008089433
2004-01-01,6.0378789474793
2004-02-01,5.97783389450056
2004-03-01,6.0307071329965
2004-04-01,5.92625785943342
2004-05-01,5.76093351637576
2004-06-01,6.08017988449963
2004-07-01,5.84011522219426
2004-08-01,5.71786106275735
2004-09-01,5.74916666084319
2004-10-01,5.82244775620025
2004-11-01,6.0431354843191
2004-12-01,6.00466543551007
2005-01-01,5.77262432436188
2005-02-01,5.91227571677074
2005-03-01,5.75148273377307
2005-04-01,5.68474735996009
2005-05-01,5.79790362196008
2005-06-01,5.59986166349646
2005-07-01,5.5062682810458
2005-08-01,5.62026329037108
2005-09-01,5.61241743907573
2005-10-01,5.6192391948306
2005-11-01,5.38365995031742
2005-12-01,5.50410635847717
2006-01-01,5.684662138005
2006-02-01,5.58233566904822
2006-03-01,5.45608200956412
2006-04-01,5.46395351224821
2006-05-01,5.34298988794753
2006-06-01,5.33764520076848
2006-07-01,5.50543793256282
2006-08-01,5.41256468724825
2006-09-01,5.3751209078648
2006-10-01,5.37325844534722
2006-11-01,5.51893050311256
2006-12-01,5.3921302578019
2007-01-01,5.33503794796867
2007-02-01,5.33399093322884
2007-03-01,5.34292423547194
2007-04-01,5.31676649937942
2007-05-01,5.21504904508908
2007-06-01,5.20159199423542
2007-07-01,5.10043668122271
2007-08-01,5.07140892594804
2007-09-01,5.01108291088804
2007-10-01,5.01182159411191
2007-11-01,5.07111152579876
2007-12-01,5.12791464804313
2008-01-01,5.08593988860383
2008-02-01,5.04596594869072
2008-03-01,5.24300149080669
2008-04-01,5.08644433383109
2008-05-01,5.12426779627362
2008-06-01,5.09395982042352
2008-07-01,5.2640282582668
2008-08-01,5.30039771150721
2008-09-01,5.33808533808534
2008-10-01,5.29336734693878
2008-11-01,5.56148394066345
2008-12-01,5.93093683630929
2009-01-01,6.43635480971718
2009-02-01,6.87104285490032
2009-03-01,7.09850142022266
2009-04-01,7.2228823629265
2009-05-01,7.37493486190724
2009-06-01,7.54008781915759
2009-07-01,7.42003043981632
2009-08-01,7.47719416794449
2009-09-01,7.35342785762954
2009-10-01,7.3450903153912
2009-11-01,7.22907136026466
2009-12-01,7.22681026225179
2010-01-01,7.08962961043
2010-02-01,7.14998121834644
2010-03-01,6.97111964717598
2010-04-01,6.93635278557373
2010-05-01,6.92064923354373
2010-06-01,6.89082207423945
2010-07-01,7.10837132863108
2010-08-01,7.00692262497765
2010-09-01,6.99279750143413
2010-10-01,6.87360568656154
2010-11-01,6.75824105649003
2010-12-01,6.7486895283579
2011-01-01,6.66246803313104
2011-02-01,6.74378084143053
2011-03-01,6.6385213537726
2011-04-01,6.62493578644951
2011-05-01,6.51036534586117
2011-06-01,6.48141685016086
2011-07-01,6.19451016306698
2011-08-01,6.27548622314816
2011-09-01,6.28068103158122
2011-10-01,6.30657508855231
2011-11-01,6.45791322654694
2011-12-01,6.3551839591891
2012-01-01,6.47886968429156
2012-02-01,6.29542397817755
2012-03-01,6.18617748407784
2012-04-01,6.3144362222501
2012-05-01,6.327767068072
2012-06-01,6.11578227965565
2012-07-01,6.09548995155944
2012-08-01,6.06263199330193
2012-09-01,6.08569950962982
2012-10-01,6.21766490896428
2012-11-01,6.16623483139784
2012-12-01,6.02842824940852
2013-01-01,6.0227774564137
2013-02-01,5.97532457059914
2013-03-01,6.11175279754586
2013-04-01,6.01218316936094
2013-05-01,5.94392824201606
2013-06-01,6.01327340490076
2013-07-01,6.13063029674104
2013-08-01,6.02704888181083
2013-09-01,6.08008794357777
2013-10-01,6.03965956711453
2013-11-01,5.9853618532609
2013-12-01,6.27189714729045
2014-01-01,6.09373748821968
2014-02-01,6.11006370682538
2014-03-01,6.00110994635259
2014-04-01,6.03400987383434
2014-05-01,6.14137232069694
2014-06-01,6.08268612994941
2014-07-01,6.07480941352811
2014-08-01,5.90362930556411
2014-09-01,5.73407082647329
2014-10-01,5.75724352025229
2014-11-01,5.64970010048021
2014-12-01,5.48654563388096
2015-01-01,5.71353052543582
2015-02-01,5.78289304163241
2015-03-01,5.85230678884716
2015-04-01,5.79272586976624
2015-05-01,5.8248265472961
2015-06-01,5.90507152940314
2015-07-01,5.88881698636158
2015-08-01,6.04019085177341
2015-09-01,6.06720521679887
2015-10-01,5.97296294719687
2015-11-01,6.23027816884315
2015-12-01,6.25208574774436
2016-01-01,6.32112785421368
2016-02-01,6.31211730290532
2016-03-01,6.2260014293155
2016-04-01,6.30454636176145
2016-05-01,6.01140082849241
2016-06-01,5.94557346131992
2016-07-01,5.91501251950502
2016-08-01,5.97562890233446
2016-09-01,6.03128313891834
2016-10-01,5.98879585567134
2016-11-01,5.91320791077494
2016-12-01,6.08499291325342
2017-01-01,5.79010784143293
2017-02-01,5.69431048220416
2017-03-01,5.75754312923217
2017-04-01,5.65042061051347
2017-05-01,5.80366465593881
2017-06-01,5.67700147640139
2017-07-01,5.57742157958572
2017-08-01,5.39181342104951
2017-09-01,5.57170657616821
2017-10-01,5.59293399330152
2017-11-01,5.36826448435861
2017-12-01,5.27282607411608
2018-01-01,5.11367337632728
2018-02-01,5.12342500695394
2018-03-01,5.00375444177068
2018-04-01,4.94504195721546
2018-05-01,4.9926457123617
2018-06-01,5.03736947188014
2018-07-01,5.05128144949305
2018-08-01,5.18642096420788
2018-09-01,5.06668383260866
2018-10-01,4.899673082209
2018-11-01,4.89944260977442
2018-12-01,4.86149479769458
2019-01-01,4.9369082423235
2019-02-01,4.96909894136336
2019-03-01,5.03343831746971
2019-04-01,5.01621209231356
2019-05-01,4.62910483152696
2019-06-01,4.69474620418017
2019-07-01,4.79744996772111
2019-08-01,4.8118129576687
2019-09-01,4.58965830753473
2019-10-01,4.70040935706184
2019-11-01,4.97870871216481
2019-12-01,4.74250382135592
2020-01-01,4.80604424266396
2020-02-01,4.92710768807592
2020-03-01,6.88897096325999
2020-04-01,11.6892461149615
2020-05-01,11.6846517005492
2020-06-01,9.90578451497447
2020-07-01,8.80636913063691
2020-08-01,8.12462316219099
2020-09-01,7.70459882022794
2020-10-01,7.53044203026791
2020-11-01,7.24792496158394
2020-12-01,7.41550457511117
2021-01-01,7.70322388674624
2021-02-01,7.00258043890297
2021-03-01,6.59991129610044
2021-04-01,6.91567667499743
2021-05-01,6.94758092109765
2021-06-01,6.81539300565819
2021-07-01,6.72238413299616
2021-08-01,6.44069336847127
2021-09-01,6.42055569326453
2021-10-01,6.04842579472386
2021-11-01,5.50772975165638
2021-12-01,5.17468502651519
2022-01-01,5.51667399217861
2022-02-01,4.61231823030711
2022-03-01,4.64272495822164
2022-04-01,4.4709572620848
2022-05-01,4.41933030621603
2022-06-01,4.18957857074653
2022-07-01,4.19865723668725
2022-08-01,4.6200343011011
2022-09-01,4.33660789580971
2022-10-01,4.26849663292155
2022-11-01,4.26694440886027
2022-12-01,4.2095181883481
2023-01-01,4.21125873894172
2023-02-01,4.23876578087755
2023-03-01,4.28463602355806
2023-04-01,4.2279017304465
2023-05-01,4.2517967075437
2023-06-01,4.36151546126893
2023-07-01,4.69712259648166
2023-08-01,4.57228505245946
2023-09-01,4.73539567331407
2023-10-01,4.77532953832168
2023-11-01,4.79581095306216
