"Date","LRHUADTTCAM156S"
1976-01-01,5.09554140127388
1976-02-01,5.06996256272734
1976-03-01,4.67277313155449
1976-04-01,4.88748613385452
1976-05-01,4.90770757525637
1976-06-01,4.83824073584606
1976-07-01,5.16996981231133
1976-08-01,5.07794048181389
1976-09-01,5.10234818025852
1976-10-01,5.45535224870142
1976-11-01,5.33824026632682
1976-12-01,5.35422449350178
1977-01-01,5.58463092986502
1977-02-01,5.70255297718204
1977-03-01,5.76890805117018
1977-04-01,5.7439134355275
1977-05-01,5.65865569978152
1977-06-01,5.72008321989058
1977-07-01,5.67418687964663
1977-08-01,5.79968
1977-09-01,5.91553609944737
1977-10-01,6.03082165653689
1977-11-01,6.23067173637516
1977-12-01,6.32492869942707
1978-01-01,6.12340194606055
1978-02-01,6.22864750803858
1978-03-01,6.38340414896276
1978-04-01,6.21554884892625
1978-05-01,6.38519806283373
1978-06-01,6.26916608962311
1978-07-01,6.19834710743802
1978-08-01,6.31038758547874
1978-09-01,6.25045923240834
1978-10-01,6.19296276414035
1978-11-01,6.19331117523162
1978-12-01,6.07418199477934
1979-01-01,6.09057971014493
1979-02-01,5.85056220529561
1979-03-01,5.89901181007472
1979-04-01,5.80493028068191
1979-05-01,5.58245719435266
1979-06-01,5.44045491080533
1979-07-01,5.33215425245874
1979-08-01,5.29015327727083
1979-09-01,5.19514641952897
1979-10-01,5.37064963130959
1979-11-01,5.24670896865233
1979-12-01,5.3572271804316
1980-01-01,5.53599098464572
1980-02-01,5.76066757827566
1980-03-01,5.57953973769494
1980-04-01,5.64728348198691
1980-05-01,5.7949410723436
1980-06-01,5.53782354448664
1980-07-01,5.51779427655199
1980-08-01,5.61360874848117
1980-09-01,5.39607788820019
1980-10-01,5.35459688175505
1980-11-01,5.33411220305592
1980-12-01,5.35610257581815
1981-01-01,5.49420586230402
1981-02-01,5.48037889039242
1981-03-01,5.45077860223166
1981-04-01,5.29405810304687
1981-05-01,5.32234892700009
1981-06-01,5.41489599642138
1981-07-01,5.46400985111385
1981-08-01,5.37597214938463
1981-09-01,6.08869763377103
1981-10-01,6.34195839675292
1981-11-01,6.16185915119949
1981-12-01,6.73378790716119
1982-01-01,6.44904898053805
1982-02-01,6.73744790633062
1982-03-01,7.06380172555916
1982-04-01,7.51989623180759
1982-05-01,7.97162530514839
1982-06-01,8.611050447696
1982-07-01,9.04352557127312
1982-08-01,9.25665587776942
1982-09-01,9.71989466124012
1982-10-01,10.2701005025126
1982-11-01,10.468993590854
1982-12-01,10.5637681002926
1983-01-01,10.2350117830195
1983-02-01,10.2188207394632
1983-03-01,9.98840928116079
1983-04-01,9.80647363816758
1983-05-01,9.87939004303703
1983-06-01,9.97714672648017
1983-07-01,9.58298052497883
1983-08-01,9.2997441698205
1983-09-01,9.14564703897419
1983-10-01,9.09953006132384
1983-11-01,8.99186580688667
1983-12-01,9.11857292759706
1984-01-01,9.13673597983617
1984-02-01,9.21263387108594
1984-03-01,9.28128069552133
1984-04-01,9.43833357684039
1984-05-01,9.65635204478308
1984-06-01,9.39738858046708
1984-07-01,9.25463402551294
1984-08-01,9.43751349905892
1984-09-01,10.0559627322861
1984-10-01,9.60777699408139
1984-11-01,9.58215167404566
1984-12-01,9.38541677285192
1985-01-01,9.06029685544828
1985-02-01,9.1740143914057
1985-03-01,9.26127982865571
1985-04-01,9.11508168321818
1985-05-01,8.96884422110553
1985-06-01,8.86621337966636
1985-07-01,8.84440800655882
1985-08-01,8.78193476219963
1985-09-01,8.52766551913386
1985-10-01,8.77815197846194
1985-11-01,8.67572692793932
1985-12-01,8.44955123779466
1986-01-01,8.1735312647661
1986-02-01,8.09172455125119
1986-03-01,8.09233244388636
1986-04-01,8.13020068526676
1986-05-01,7.97369220665928
1986-06-01,8.2036788937893
1986-07-01,8.13661868748475
1986-08-01,8.24265056257354
1986-09-01,8.08304444509181
1986-10-01,8.0629701704958
1986-11-01,8.09318311273303
1986-12-01,8.1165452653486
1987-01-01,8.18600447995078
1987-02-01,8.08219441031941
1987-03-01,7.97523740374878
1987-04-01,7.93935177684808
1987-05-01,7.64696374751614
1987-06-01,7.68939214478609
1987-07-01,7.50707277148561
1987-08-01,7.4281776040634
1987-09-01,7.44725877296113
1987-10-01,7.16015317040207
1987-11-01,6.9751756440281
1987-12-01,6.99746495675514
1988-01-01,7.0339943869301
1988-02-01,6.87821373975078
1988-03-01,6.79200244256729
1988-04-01,6.68225119424912
1988-05-01,6.69262998578785
1988-06-01,6.71513524940487
1988-07-01,6.80850282693296
1988-08-01,6.82107499702356
1988-09-01,6.81311247623226
1988-10-01,6.71456052221321
1988-11-01,6.78224977953142
1988-12-01,6.48340390037807
1989-01-01,6.58811845431564
1989-02-01,6.65162154629072
1989-03-01,6.75230507564229
1989-04-01,6.8870523415978
1989-05-01,6.80632481686618
1989-06-01,6.61052217945398
1989-07-01,6.7080301745302
1989-08-01,6.53440473220967
1989-09-01,6.5817636035844
1989-10-01,6.30304753948292
1989-11-01,6.60585006231934
1989-12-01,6.74125627698
1990-01-01,6.87399717675116
1990-02-01,6.764092954836
1990-03-01,6.46591847129283
1990-04-01,6.62085105268213
1990-05-01,6.8143962186816
1990-06-01,6.73195040991105
1990-07-01,6.88453651246046
1990-08-01,7.11276761723152
