"Date","CANCP050000IXNBM"
2014-12-01,100
2015-01-01,100.0656704
2015-02-01,100.9703157
2015-03-01,101.7427673
2015-04-01,102.1528812
2015-05-01,102.1284827
2015-06-01,102.4993352
2015-07-01,102.6225704
2015-08-01,102.764418
2015-09-01,102.8812209
2015-10-01,102.9111495
2015-11-01,102.8377124
2015-12-01,102.2470661
2016-01-01,102.8144441
2016-02-01,103.7672577
2016-03-01,104.2902593
2016-04-01,104.3925879
2016-05-01,104.65368
2016-06-01,105.0870599
2016-07-01,104.7874575
2016-08-01,105.4239481
2016-09-01,104.7252579
2016-10-01,104.7101473
2016-11-01,104.9202571
2016-12-01,104.7
2017-01-01,104
2017-02-01,104.8
2017-03-01,104.6
2017-04-01,104.4
2017-05-01,104.5
2017-06-01,104.5
2017-07-01,104.3
2017-08-01,104.7
2017-09-01,104.5
2017-10-01,104.7
2017-11-01,105.3
2017-12-01,105.3
2018-01-01,105
2018-02-01,105.9
2018-03-01,105.8
2018-04-01,106
2018-05-01,105.7
2018-06-01,105.7
2018-07-01,105.8
2018-08-01,105.9
2018-09-01,105.7
2018-10-01,106.5
2018-11-01,106.2
2018-12-01,105.5
2019-01-01,105.2
2019-02-01,106.9
2019-03-01,107
2019-04-01,107.3
2019-05-01,107.1
2019-06-01,107.4
2019-07-01,107.3
2019-08-01,107.3
2019-09-01,107.1
2019-10-01,107.8
2019-11-01,107.8
2019-12-01,106.9
2020-01-01,106.3
2020-02-01,107.3
2020-03-01,107.9
2020-04-01,109.3
2020-05-01,108.3
2020-06-01,108.6
2020-07-01,109.372639531766
2020-08-01,109.8
2020-09-01,110.3
2020-10-01,110.9
2020-11-01,111.2
2020-12-01,110.6
2021-01-01,110.3
2021-02-01,111.6
2021-03-01,112.6
2021-04-01,112.6
2021-05-01,112.5
2021-06-01,113.1
2021-07-01,114
2021-08-01,114.6
2021-09-01,114.5
2021-10-01,114.5
2021-11-01,115.7
2021-12-01,115.5
2022-01-01,115.5
2022-02-01,117
2022-03-01,120.2
2022-04-01,120.3
2022-05-01,121.8
2022-06-01,122.4
2022-07-01,122.4
2022-08-01,123.3
2022-09-01,123.4
2022-10-01,123.2
2022-11-01,123.6
2022-12-01,121.6
2023-01-01,121.7
2023-02-01,122.2
2023-03-01,123.1
2023-04-01,122.9
2023-05-01,122.1
2023-06-01,122.8
2023-07-01,122
2023-08-01,123.4
2023-09-01,122.1
2023-10-01,121.6
