"Date","CANLOCOSIORSTM"
1967-11-01,-0.134
1967-12-01,-0.0949999999999998
1968-01-01,-0.0880000000000001
1968-02-01,-0.109999999999999
1968-03-01,-0.2575
1968-04-01,-0.6475
1968-05-01,-0.54
1968-06-01,-0.5875
1968-07-01,-0.518000000000001
1968-08-01,-0.2725
1968-09-01,0.295
1968-10-01,0.482
1968-11-01,0.4825
1968-12-01,0.64
1969-01-01,0.372000000000001
1969-02-01,0.275
1969-03-01,0.287500000000001
1969-04-01,0.166
1969-05-01,0.2475
1969-06-01,-0.0475000000000003
1969-07-01,-0.542000000000001
1969-08-01,-0.845000000000001
1969-09-01,-0.71
1969-10-01,-0.710000000000001
1969-11-01,-0.5725
1969-12-01,-0.76
1970-01-01,-0.725
1970-02-01,-0.364999999999998
1970-03-01,-0.1875
1970-04-01,0.141999999999999
1970-05-01,0.324999999999999
1970-06-01,0.732500000000001
1970-07-01,0.346
1970-08-01,0.3625
1970-09-01,1.06
1970-10-01,1.095
1970-11-01,1.68
1970-12-01,1.678
1971-01-01,0.915
1971-02-01,1.3375
1971-03-01,2.708
1971-04-01,3.085
1971-05-01,3.2875
1971-06-01,3.34
1971-07-01,2.9725
1971-08-01,2.795
1971-09-01,2.204
1971-10-01,1.665
1971-11-01,2.055
1971-12-01,2.144
1972-01-01,2.5975
1972-02-01,2.3725
1972-03-01,1.814
1972-04-01,1.5675
1972-05-01,1.312
1972-06-01,1.875
1972-07-01,2.5
1972-08-01,2.624
1972-09-01,2.455
1972-10-01,2.315
1972-11-01,2.056
1972-12-01,2.035
1973-01-01,2.004
1973-02-01,2.2425
1973-03-01,2.1975
1973-04-01,1.7575
1973-05-01,1.23
1973-06-01,0.675
1973-07-01,0.0449999999999999
1973-08-01,-0.510000000000001
1973-09-01,-0.9825
1973-10-01,-1.72
1973-11-01,-1.98
1973-12-01,-2.235
1974-01-01,-1.728
1974-02-01,-1.015
1974-03-01,-0.987500000000001
1974-04-01,-1.8275
1974-05-01,-2.912
1974-06-01,-2.115
1974-07-01,-1.988
1974-08-01,-2.075
1974-09-01,-1.78
1974-10-01,-1.332
1974-11-01,-0.875
1974-12-01,-1.5775
1975-01-01,-0.0560000000000009
1975-02-01,1.305
1975-03-01,1.49
1975-04-01,1.636
1975-05-01,1.3
1975-06-01,1.5175
1975-07-01,1.576
1975-08-01,1.055
1975-09-01,0.76
1975-10-01,0.651999999999999
1975-11-01,0.2775
1975-12-01,0.122
1976-01-01,0.350000000000001
1976-02-01,0.382499999999998
1976-03-01,-0.335999999999998
1976-04-01,-0.4
1976-05-01,-0.105
1976-06-01,-0.0700000000000003
1976-07-01,0.00999999999999979
1976-08-01,-0.0199999999999996
1976-09-01,-0.33
1976-10-01,-0.139999999999999
1976-11-01,-0.0299999999999994
1976-12-01,0.119999999999999
1977-01-01,0.3725
1977-02-01,0.735
1977-03-01,0.99
1977-04-01,1.16
1977-05-01,1.43
1977-06-01,1.698
1977-07-01,1.535
1977-08-01,1.16
1977-09-01,1.255
1977-10-01,1.31
1977-11-01,1.272
1977-12-01,1.4875
1978-01-01,1.8125
1978-02-01,1.8525
1978-03-01,1.58
1978-04-01,0.8725
1978-05-01,0.988
1978-06-01,0.8725
1978-07-01,0.7425
1978-08-01,0.188000000000001
1978-09-01,-0.109999999999999
1978-10-01,-0.479999999999999
1978-11-01,-1.076
1978-12-01,-0.977499999999999
1979-01-01,-1.14
1979-02-01,-1.095
1979-03-01,-1.19
1979-04-01,-1.48
1979-05-01,-1.526
1979-06-01,-1.45
1979-07-01,-1.5025
1979-08-01,-1.78
1979-09-01,-1.71
1979-10-01,-2.62
1979-11-01,-3.0425
1979-12-01,-2.85
1980-01-01,-2.22
1980-02-01,-1.4275
1980-03-01,-1.505
1980-04-01,-3.57
1980-05-01,-1.575
1980-06-01,-0.3575
1980-07-01,0.57
1980-08-01,1.8175
1980-09-01,1.8275
1980-10-01,1.09
1980-11-01,-0.057500000000001
1980-12-01,-4.08
1981-01-01,-4.1925
1981-02-01,-4.175
1981-03-01,-3.5925
1981-04-01,-2.97
1981-05-01,-3.635
1981-06-01,-4.49
1981-07-01,-3.77
1981-08-01,-5.5625
1981-09-01,-3.54
1981-10-01,-2.0275
1981-11-01,-1.6825
1981-12-01,-1
1982-01-01,0.795
1982-02-01,0.335000000000001
1982-03-01,-0.790000000000001
1982-04-01,-0.807500000000001
1982-05-01,-0.8375
1982-06-01,-0.919999999999998
1982-07-01,-0.0999999999999979
1982-08-01,0.200000000000001
1982-09-01,0.316000000000001
1982-10-01,0.7225
1982-11-01,0.719999999999999
1982-12-01,1.088
1983-01-01,1.4775
1983-02-01,1.6825
1983-03-01,1.816
1983-04-01,1.705
1983-05-01,1.485
1983-06-01,1.696
1983-07-01,2.2175
1983-08-01,2.35
1983-09-01,2.445
1983-10-01,2.2475
1983-11-01,2.136
1983-12-01,1.935
1984-01-01,1.88
1984-02-01,2.042
1984-03-01,2.4925
1984-04-01,2.535
1984-05-01,2.21
1984-06-01,1.8925
1984-07-01,0.817500000000001
1984-08-01,0.532
1984-09-01,0.592499999999999
1984-10-01,0.594000000000001
1984-11-01,0.942499999999999
1984-12-01,1.325
1985-01-01,1.736
1985-02-01,1.28
1985-03-01,0.859999999999999
1985-04-01,1.3825
1985-05-01,1.324
1985-06-01,1.0275
1985-07-01,1.334
1985-08-01,1.4825
1985-09-01,1.73
1985-10-01,1.958
1985-11-01,1.1925
1985-12-01,0.4825
1986-01-01,-0.118
1986-02-01,-1.7575
1986-03-01,-1.6225
1986-04-01,-0.702
1986-05-01,0.3575
1986-06-01,0.42
1986-07-01,0.401999999999999
1986-08-01,0.3125
1986-09-01,0.6525
1986-10-01,0.726000000000001
1986-11-01,0.515000000000001
1986-12-01,0.306000000000001
1987-01-01,0.405
1987-02-01,1.02
1987-03-01,1.1075
1987-04-01,1.208
1987-05-01,1.3425
1987-06-01,0.869999999999999
1987-07-01,0.933999999999999
1987-08-01,0.957500000000001
1987-09-01,1.362
1987-10-01,1.275
1987-11-01,1.1
1987-12-01,1.152
1988-01-01,1.0025
1988-02-01,0.649999999999999
1988-03-01,0.832000000000001
1988-04-01,0.83
1988-05-01,0.905000000000001
1988-06-01,0.352
1988-07-01,0.487500000000001
1988-08-01,0.332000000000001
1988-09-01,-0.324999999999999
1988-10-01,-0.59
1988-11-01,-0.83
1988-12-01,-0.995000000000001
1989-01-01,-1.1603571428571
1989-02-01,-1.307
1989-03-01,-1.6468181818182
1989-04-01,-2.149
1989-05-01,-2.50154545454545
1989-06-01,-2.87977272727273
1989-07-01,-2.9005
1989-08-01,-2.94109090909091
1989-09-01,-2.781
1989-10-01,-2.8395
1989-11-01,-2.86342857142857
1989-12-01,-2.76394736842105
1990-01-01,-2.40627272727273
1990-02-01,-2.5595
1990-03-01,-2.5515909090909
1990-04-01,-1.9965
1990-05-01,-2.615
1990-06-01,-3.0775
1990-07-01,-3.0207142857143
1990-08-01,-2.551
1990-09-01,-1.7755263157895
1990-10-01,-1.3952727272727
1990-11-01,-1.7864285714286
1990-12-01,-1.7952631578947
1991-01-01,-1.2496363636364
1991-02-01,-0.968999999999999
1991-03-01,-0.336499999999999
1991-04-01,-0.18704545454546
1991-05-01,0.38381818181818
1991-06-01,1.094
1991-07-01,1.21772727272727
1991-08-01,1.01892857142857
1991-09-01,0.851000000000001
1991-10-01,0.64081818181818
1991-11-01,0.725999999999999
1991-12-01,0.958500000000001
1992-01-01,0.83045454545455
1992-02-01,1.1345
1992-03-01,1.205
1992-04-01,1.67057142857143
1992-05-01,1.9275
1992-06-01,2.20613636363636
1992-07-01,2.15281818181818
1992-08-01,2.121
1992-09-01,2.43628571428571
1992-10-01,0.0405952380952401
1992-11-01,0.9235
1992-12-01,-0.03857142857143
1993-01-01,0.976500000000001
1993-02-01,1.2635
1993-03-01,1.83391304347826
1993-04-01,2.19357142857143
1993-05-01,2.241
1993-06-01,2.57545454545455
1993-07-01,2.73130952380952
1993-08-01,2.64678571428571
1993-09-01,2.09542857142857
1993-10-01,2.06
1993-11-01,2.48654761904762
1993-12-01,2.60133333333333
1994-01-01,2.5915
1994-02-01,2.9015
1994-03-01,3.25965217391304
1994-04-01,2.1925
1994-05-01,2.15547619047619
1994-06-01,2.60463636363636
1994-07-01,2.783
1994-08-01,3.21636363636364
1994-09-01,3.26035714285714
1994-10-01,3.622
1994-11-01,3.47142857142857
1994-12-01,2.4675
1995-01-01,1.51152380952381
1995-02-01,0.7835
1995-03-01,0.327391304043481
1995-04-01,0.268421052263161
1995-05-01,0.499090909454551
1995-06-01,0.810454545181821
1995-07-01,1.41
1995-08-01,1.67727272709091
1995-09-01,1.241
1995-10-01,1.02333333295238
1995-11-01,1.46571428580952
1995-12-01,1.35421052621053
1996-01-01,1.54499999981818
1996-02-01,2.01761904747619
1996-03-01,2.40714285690476
1996-04-01,2.69095238052381
1996-05-01,2.95909090918182
1996-06-01,2.9605
1996-07-01,2.97909090881818
1996-08-01,3.03809523771429
1996-09-01,3.26
1996-10-01,3.12772727254545
1996-11-01,3.1155
1996-12-01,3.2695
1997-01-01,3.47999999972727
1997-02-01,3.1875
1997-03-01,3.322
1997-04-01,3.32409090954545
1997-05-01,3.25142857133333
1997-06-01,3.00619047642857
1997-07-01,2.43136363618182
1997-08-01,2.3565
1997-09-01,2.24952380919048
1997-10-01,1.80954545409091
1997-11-01,1.50842105273684
1997-12-01,1.09857142871429
1998-01-01,0.70857142847619
1998-02-01,0.4565
1998-03-01,0.55318181827273
1998-04-01,0.41428571438095
1998-05-01,0.367
1998-06-01,0.30181818163636
1998-07-01,0.29636363672727
1998-08-01,0.2595
1998-09-01,-0.35380952333333
1998-10-01,-0.36714285690476
1998-11-01,0.0219999999999994
1998-12-01,-0.13047619061905
1999-01-01,-0.0579999999999998
1999-02-01,0.0904999999999996
1999-03-01,0.163043478608699
1999-04-01,0.31285714252381
1999-05-01,0.744
1999-06-01,0.76545454590909
1999-07-01,0.69809523795238
1999-08-01,0.830952380714289
1999-09-01,0.89095238142857
1999-10-01,1.0755
1999-11-01,0.993809523761899
1999-12-01,1.004761905
2000-01-01,1.231
2000-02-01,1.02619047657143
2000-03-01,0.62260869556522
2000-04-01,0.40789473731579
2000-05-01,0.353181818
2000-06-01,-0.0218181815454503
2000-07-01,-0.0149999999999997
2000-08-01,-0.12636363663636
2000-09-01,-0.122
2000-10-01,-0.12142857166667
2000-11-01,-0.14952380985714
2000-12-01,-0.36157894784211
2001-01-01,-0.0377272723636395
2001-02-01,0.2225
2001-03-01,0.55318181836364
2001-04-01,0.989
2001-05-01,1.40545454536364
2001-06-01,1.29857142809524
2001-07-01,1.49619047647619
2001-08-01,1.46818181790909
2001-09-01,1.80473684194737
2001-10-01,2.33636363672727
2001-11-01,2.89238095214286
2001-12-01,3.29105263163158
2002-01-01,3.32954545463636
2002-02-01,3.205
2002-03-01,3.4265
2002-04-01,3.25590909063636
2002-05-01,2.98499999990909
2002-06-01,2.635
2002-07-01,2.41454545445455
2002-08-01,2.17476190447619
2002-09-01,1.97
2002-10-01,2.24636363627273
2002-11-01,2.2535
2002-12-01,2.1105
2003-01-01,2.09181818181818
2003-02-01,2.091
2003-03-01,1.79523809514286
2003-04-01,1.74999999990476
2003-05-01,1.34904761890476
2003-06-01,1.07238095209524
2003-07-01,1.67272727318182
2003-08-01,2.047789474
2003-09-01,2.04428571414286
2003-10-01,2.12045454545455
2003-11-01,2.09684210526316
2003-12-01,2.02190476204762
2004-01-01,2.07809523819048
2004-02-01,2.1285
2004-03-01,2.1008695656087
2004-04-01,2.54428571385714
2004-05-01,2.7055
2004-06-01,2.83090909072727
2004-07-01,2.644761905
2004-08-01,2.48571428595238
2004-09-01,2.18952380938095
2004-10-01,1.975
2004-11-01,1.78095238076191
2004-12-01,1.74857142847619
2005-01-01,1.6965
2005-02-01,1.6225
2005-03-01,1.73227272718182
2005-04-01,1.60904761880952
2005-05-01,1.48761904780952
2005-06-01,1.24500000018182
2005-07-01,1.2685
2005-08-01,1.15045454545455
2005-09-01,0.97857142857143
2005-10-01,0.948
2005-11-01,0.81142857114286
2005-12-01,0.572
2006-01-01,0.41047619004762
2006-02-01,0.407
2006-03-01,0.2586956523913
2006-04-01,0.29315789468421
2006-05-01,0.14090909054545
2006-06-01,0.0236363633636403
2006-07-01,0.0659999999999998
2006-08-01,-0.0913636362727299
2006-09-01,-0.25292857142857
2006-10-01,-0.22095238133333
2006-11-01,-0.31285714247619
2006-12-01,-0.35427244552632
2007-01-01,-0.21181818218182
2007-02-01,-0.2305
2007-03-01,-0.30000000009091
2007-04-01,-0.1785
2007-05-01,-0.07590909127273
2007-06-01,0.0833333328571406
2007-07-01,-0.0899999999999999
2007-08-01,-0.51863636336364
2007-09-01,-0.76315789452632
2007-10-01,-0.55227272727273
2007-11-01,-0.64619047657143
2007-12-01,-0.78052631531579
2008-01-01,-0.39818181781818
2008-02-01,0.00800000000000001
2008-03-01,-0.0740000000000003
2008-04-01,0.17163636363636
2008-05-01,0.47092857142857
2008-06-01,0.582352941
2008-07-01,0.48345454545455
2008-08-01,0.3615
2008-09-01,-0.17571428604762
2008-10-01,0.34954545418182
2008-11-01,0.79526315836842
2008-12-01,0.60142857171429
2009-01-01,1.22333333338095
2009-02-01,1.72947368378947
2009-03-01,1.82318181790909
2009-04-01,2.05619047628571
2009-05-01,2.5655
2009-06-01,2.89909090909091
2009-07-01,3.04545454509091
2009-08-01,3.044
2009-09-01,2.96761904771429
2009-10-01,3.0385714282381
2009-11-01,3.012
2009-12-01,3.03714285719048
2010-01-01,3.105
2010-02-01,3.04789473652632
2010-03-01,3.1047826086087
2010-04-01,3.182380952
2010-05-01,2.842
2010-06-01,2.57363636372727
2010-07-01,2.3523809522381
2010-08-01,2.04666666652381
2010-09-01,1.76714285742857
2010-10-01,1.609
2010-11-01,1.85523809538095
2010-12-01,2.0252380947619
2011-01-01,2.073
2011-02-01,2.22894736805263
2011-03-01,2.08260869613043
2011-04-01,2.144
2011-05-01,1.96476190490476
2011-06-01,1.81818181772727
2011-07-01,1.7685
2011-08-01,1.29454545436364
2011-09-01,1.04666666666667
2011-10-01,1.1445
2011-11-01,0.96285714238095
2011-12-01,0.836
2012-01-01,0.821428571
2012-02-01,0.861
2012-03-01,0.95454545481818
2012-04-01,0.9175
2012-05-01,0.74272727227273
2012-06-01,0.58666666661905
2012-07-01,0.49619047619048
2012-08-01,0.66681818181818
2012-09-01,0.67789473684211
2012-10-01,0.65181818181818
2012-11-01,0.57809523809524
2012-12-01,0.60789473684211
2013-01-01,0.77136363636364
2013-02-01,0.80789473684211
2013-03-01,0.6915
2013-04-01,0.58863636363636
2013-05-01,0.74181818181818
2013-06-01,1.0825
2013-07-01,1.27090909118182
2013-08-01,1.44142857142857
2013-09-01,1.53
2013-10-01,1.35136363618182
2013-11-01,1.3885
2013-12-01,1.5045
2014-01-01,1.36409090909091
2014-02-01,1.25
2014-03-01,1.28428571428571
2014-04-01,1.2747619047619
2014-05-01,1.1376190472381
2014-06-01,1.12428571457143
2014-07-01,1.02454545454545
2014-08-01,0.892
2014-09-01,1.01095238095238
2014-10-01,0.84045454545455
2014-11-01,0.82789473673684
2014-12-01,0.66333333290476
2015-01-01,0.40285714271429
2015-02-01,0.49315789521053
2015-03-01,0.52772727236364
2015-04-01,0.51476190495238
2015-05-01,0.854
2015-06-01,0.89
2015-07-01,0.82909090954545
2015-08-01,0.7815
2015-09-01,0.82952380942857
2015-10-01,0.74857142833333
2015-11-01,0.875
2015-12-01,0.64238095252381
2016-01-01,0.4615
2016-02-01,0.3255
2016-03-01,0.46818181818182
2016-04-01,0.50000000019048
2016-05-01,0.513333333
2016-06-01,0.34045454518182
2016-07-01,0.2405
2016-08-01,0.22272727272727
2016-09-01,0.27523809519048
2016-10-01,0.3505
2016-11-01,0.61761904761905
2016-12-01,0.909
2017-01-01,0.85000000038095
2017-02-01,0.82526315815789
2017-03-01,0.86869565208696
2017-04-01,0.67999999973684
2017-05-01,0.71545454518182
2017-06-01,0.67409090872727
2017-07-01,0.785
2017-08-01,0.68499999963636
2017-09-01,0.7285
2017-10-01,0.72190476195238
2017-11-01,0.59047619057143
2017-12-01,0.54315789489474
2018-01-01,0.64545454518182
2018-02-01,0.77631578931579
2018-03-01,0.59238095257143
2018-04-01,0.61000000004762
2018-05-01,0.72545454545455
2018-06-01,0.55904761904762
2018-07-01,0.39095238114286
2018-08-01,0.45272727245455
2018-09-01,0.47894736852632
2018-10-01,0.47545454563636
2018-11-01,0.27571428561905
2018-12-01,-0.13473684215789
2019-01-01,-0.18934772736364
2019-02-01,-0.08139421094737
2019-03-01,-0.14985666661905
2019-04-01,-0.13920857171429
2019-05-01,-0.20756409
2019-06-01,-0.3796995
2019-07-01,-0.320804546
2019-08-01,-0.634790953
2019-09-01,-0.4687845
2019-10-01,-0.395249545
2019-11-01,-0.345625
2019-12-01,-0.3048095
2020-01-01,-0.420200909
2020-02-01,-0.507561579
2020-03-01,-0.449461472
2020-04-01,0.174296667
2020-05-01,0.205079474
2020-06-01,0.255799545
2020-07-01,0.233365
2020-08-01,0.30785
2020-09-01,0.30810762
2020-10-01,0.357639048
2020-11-01,0.451078
2020-12-01,0.495851429
2021-01-01,0.6076045
2021-02-01,0.921098947
2021-03-01,1.30921
2021-04-01,1.334377976
2021-05-01,1.341309
2021-06-01,1.239424091
2021-07-01,1.047641904
2021-08-01,0.980054762
2021-09-01,1.0414195
2021-10-01,1.3668595
2021-11-01,1.426369048
2021-12-01,1.179417619
2022-01-01,1.3018045
2022-02-01,1.25849
2022-03-01,1.25643913
2022-04-01,1.35736
2022-05-01,1.136677143
2022-06-01,1.06810909
2022-07-01,-0.00861842099999999
2022-08-01,-0.523121818
2022-09-01,-0.646427
2022-10-01,-0.8503335
2022-11-01,-1.211867419
2022-12-01,-1.6115185
2023-01-01,-1.824856666
2023-02-01,-1.514618948
2023-03-01,-1.783504348
2023-04-01,-1.889612632
2023-05-01,-1.743065455
2023-06-01,-1.683620909
2023-07-01,-1.7673255
2023-08-01,-1.573377727
2023-09-01,-1.4115005
2023-10-01,-1.2586925
2023-11-01,-1.524987143
