"Date","CANSLRTTO02IXOBSAM"
1960-01-01,3.11484138377375
1960-02-01,3.12172450409736
1960-03-01,3.10818770079427
1960-04-01,3.12975481114156
1960-05-01,3.16600591151252
1960-06-01,3.16072885259776
1960-07-01,3.12860762442096
1960-08-01,3.1405383663152
1960-09-01,3.20661632142177
1960-10-01,3.21281112971302
1960-11-01,3.15981110322128
1960-12-01,3.155451793683
1961-01-01,2.91477201970107
1961-02-01,2.97006641963401
1961-03-01,3.02673744363166
1961-04-01,2.99736946358429
1961-05-01,3.00539977062849
1961-06-01,3.13686736880928
1961-07-01,3.10497557797659
1961-08-01,3.18596696045097
1961-09-01,3.17220071980377
1961-10-01,3.06643010416442
1961-11-01,3.09029158795291
1961-12-01,3.16852972229785
1962-01-01,3.12631325097976
1962-02-01,3.16049941525364
1962-03-01,3.36217484073516
1962-04-01,3.20822238283061
1962-05-01,3.23391936537206
1962-06-01,3.31468131050232
1962-07-01,3.22152974878958
1962-08-01,3.30320944329631
1962-09-01,3.25663366243994
1962-10-01,3.3213349934818
1962-11-01,3.38603632452365
1962-12-01,3.36561640089697
1963-01-01,3.36859908637053
1963-02-01,3.38511857514717
1963-03-01,3.39521381828845
1963-04-01,3.42412292364758
1963-05-01,3.46932208043923
1963-06-01,3.41953417676518
1963-07-01,3.4335298547565
1963-08-01,3.62901047194678
1963-09-01,3.37777658013533
1963-10-01,3.58128750436981
1963-11-01,3.66044338809123
1963-12-01,3.56614463965789
1964-01-01,3.71642610005652
1964-02-01,3.8134780966193
1964-03-01,3.60056024127589
1964-04-01,3.62717497319382
1964-05-01,3.7184910361536
1964-06-01,3.65585464120882
1964-07-01,3.78525730329253
1964-08-01,3.69577673908571
1964-09-01,3.76208413153641
1964-10-01,3.98463835533285
1964-11-01,3.63222259476446
1964-12-01,3.73730489837144
1965-01-01,3.79810579456325
1965-02-01,3.83802789244014
1965-03-01,3.90640022098792
1965-04-01,4.06953017265727
1965-05-01,3.94769894292952
1965-06-01,4.0080409644331
1965-07-01,4.14822718169044
1965-08-01,3.97201930140625
1965-09-01,4.05461674528947
1965-10-01,4.20627482975282
1965-11-01,4.18516659409377
1965-12-01,4.27671209439767
1966-01-01,4.1443267468404
1966-02-01,4.23403674839134
1966-03-01,4.39074245442533
1966-04-01,4.14042631199036
1966-05-01,4.06723579921607
1966-06-01,4.2404609940267
1966-07-01,4.25835710686807
1966-08-01,4.38615370754293
1966-09-01,4.36963421876629
1966-10-01,4.38844808098413
1966-11-01,4.39923163615778
1966-12-01,4.33728355324536
1967-01-01,4.49972519288236
1967-02-01,4.35793291421617
1967-03-01,4.41070350336378
1967-04-01,4.48825332567635
1967-05-01,4.55066028327701
1967-06-01,4.58645250895973
1967-07-01,4.51808018041196
1967-08-01,4.5928767545951
1967-09-01,4.74109327889665
