"Date","LRIN24TTCAM156S"
1995-01-01,36.2289762619422
1995-02-01,36.628514796076
1995-03-01,36.3165346173458
1995-04-01,36.5602354501416
1995-05-01,36.5512363075063
1995-06-01,36.5374372824892
1995-07-01,36.3750411997529
1995-08-01,37.0655993158741
1995-09-01,37.6381088868017
1995-10-01,37.0409641325588
1995-11-01,37.9478134479948
1995-12-01,37.1769835641757
1996-01-01,37.5656330458914
1996-02-01,36.8801169918141
1996-03-01,37.4845061851185
1996-04-01,37.4329703820033
1996-05-01,37.6061100880044
1996-06-01,37.9156973260828
1996-07-01,38.1227923723208
1996-08-01,38.1130784775298
1996-09-01,37.9745178336249
1996-10-01,38.0422769582146
1996-11-01,37.803924867919
1996-12-01,38.3501660566648
1997-01-01,37.8114712505302
1997-02-01,38.1005578900208
1997-03-01,38.5998226424223
1997-04-01,38.7302318788685
1997-05-01,39.1830082791699
1997-06-01,37.6312816019087
1997-07-01,39.2114262443241
1997-08-01,38.2713314342788
1997-09-01,38.6080096729405
1997-10-01,38.7027711851038
1997-11-01,38.6629749328925
1997-12-01,39.0508395888428
1998-01-01,38.8598894391684
1998-02-01,39.0391955626428
1998-03-01,39.0021326980248
1998-04-01,38.578098173447
1998-05-01,38.7890438864916
1998-06-01,38.0927259940726
1998-07-01,38.444570864836
1998-08-01,37.8924155270024
1998-09-01,37.57492184142
1998-10-01,37.9005295651315
1998-11-01,37.3123577706139
1998-12-01,37.0638390761016
1999-01-01,36.7788567784111
1999-02-01,36.9840334898312
1999-03-01,36.8827564448729
1999-04-01,36.1774313541422
1999-05-01,36.4277225379305
1999-06-01,36.6586483461747
1999-07-01,36.3998183354858
1999-08-01,37.6367347204818
1999-09-01,36.0763192835464
1999-10-01,36.1428606829692
1999-11-01,36.4308697307714
1999-12-01,36.1110730077059
2000-01-01,36.5608075293026
2000-02-01,36.168729175973
2000-03-01,36.074579740557
2000-04-01,35.9631868020898
2000-05-01,35.8460814314131
2000-06-01,36.5115438359983
2000-07-01,35.9014253881383
2000-08-01,35.579274644926
2000-09-01,34.8011076904315
2000-10-01,34.533305962566
2000-11-01,34.9306389921999
2000-12-01,34.4925672151477
2001-01-01,35.1227390924421
2001-02-01,35.2211410611577
2001-03-01,35.1968182282105
2001-04-01,34.8164518898592
2001-05-01,35.5964439197603
2001-06-01,36.1000827652328
2001-07-01,35.859559280883
2001-08-01,35.7169675299914
2001-09-01,35.2634489175085
2001-10-01,35.3998588325365
2001-11-01,35.0032120893955
2001-12-01,34.9460318900227
2002-01-01,34.0887852292041
2002-02-01,34.3119765736124
2002-03-01,33.8557078084604
2002-04-01,33.9665102598042
2002-05-01,33.5447226560398
2002-06-01,34.070923992633
2002-07-01,33.0353426735907
2002-08-01,32.1263841518501
2002-09-01,33.2103464987632
2002-10-01,33.0789879364628
2002-11-01,32.86137499373
2002-12-01,32.9135182134145
2003-01-01,32.8152188096228
2003-02-01,32.4264145923364
2003-03-01,32.6078057239794
2003-04-01,32.5653255309184
2003-05-01,32.7690127121493
2003-06-01,32.264348554733
2003-07-01,32.453533494073
2003-08-01,32.0792701384172
2003-09-01,32.6950574923165
2003-10-01,33.0347773656188
2003-11-01,32.9511425068124
2003-12-01,32.8993970345453
2004-01-01,33.001032166892
2004-02-01,33.3692634683016
2004-03-01,33.4355294313376
2004-04-01,33.1560442183245
2004-05-01,33.2486403272045
2004-06-01,32.8005945616912
2004-07-01,32.6503615374205
2004-08-01,33.600308881882
2004-09-01,32.78173371538
2004-10-01,32.9098727462819
2004-11-01,33.0842974034267
2004-12-01,33.332193906716
2005-01-01,33.9041152571013
2005-02-01,33.8628219150598
2005-03-01,34.5253136466396
2005-04-01,34.6885836217417
2005-05-01,33.8828593094788
2005-06-01,34.51868306679
2005-07-01,34.1606634448516
2005-08-01,34.2764930998689
2005-09-01,34.1009520850492
2005-10-01,33.7487167579862
2005-11-01,34.0111173323952
2005-12-01,33.6219146474084
2006-01-01,33.0899186139106
2006-02-01,33.1639189238961
2006-03-01,32.6566169035566
2006-04-01,33.3495878353619
2006-05-01,32.8326330109186
2006-06-01,33.0739054163755
2006-07-01,32.2946259722715
2006-08-01,32.4644882759107
2006-09-01,32.7957257709777
2006-10-01,32.6578907336005
2006-11-01,32.5099902596913
2006-12-01,32.787952969826
2007-01-01,32.2346571738219
2007-02-01,32.5345181016381
2007-03-01,32.2423199216695
2007-04-01,32.3481235326498
2007-05-01,32.0526472872467
2007-06-01,32.1975503818684
2007-07-01,31.3789824122329
2007-08-01,31.6497464195148
2007-09-01,32.2082386162492
2007-10-01,31.7881036983897
2007-11-01,31.6475455472437
2007-12-01,31.4916838310858
2008-01-01,31.8189479336879
2008-02-01,31.6334110578932
2008-03-01,31.9352511739106
2008-04-01,31.3290005050506
2008-05-01,31.9187447228978
2008-06-01,31.2490559845682
2008-07-01,32.1380608724892
2008-08-01,31.6679956240777
2008-09-01,31.4220562793109
2008-10-01,31.5020505558226
2008-11-01,31.6612198047086
2008-12-01,32.3014252662876
2009-01-01,33.0464705596367
2009-02-01,32.6483953946634
2009-03-01,32.8578902245177
2009-04-01,33.1369680053375
2009-05-01,32.8072627931673
2009-06-01,33.1338803600791
2009-07-01,33.5457617830746
2009-08-01,33.6513088005681
2009-09-01,34.5119250095088
2009-10-01,34.7900475644433
2009-11-01,33.9591273004317
2009-12-01,34.0785310576237
2010-01-01,33.9420596030689
2010-02-01,34.0845246755494
2010-03-01,33.979192994716
2010-04-01,33.8037621393666
2010-05-01,34.2735163024239
2010-06-01,34.1234013908295
2010-07-01,34.5655533445957
2010-08-01,34.8030693365897
2010-09-01,34.8799103421545
2010-10-01,34.9069847427164
2010-11-01,35.0579799916105
2010-12-01,34.5567443741534
2011-01-01,34.3036110031176
2011-02-01,34.4250628943644
2011-03-01,34.5046845912999
2011-04-01,34.6843465529194
2011-05-01,34.3543650552248
2011-06-01,34.3584974215643
2011-07-01,33.6209255644774
2011-08-01,34.5887427231552
2011-09-01,34.0803554645136
2011-10-01,34.3028625043597
2011-11-01,34.3079678512147
2011-12-01,34.9962898659929
2012-01-01,35.2013742489487
2012-02-01,35.5496256237337
2012-03-01,35.4001739453119
2012-04-01,34.4504520685501
2012-05-01,34.9708986554887
2012-06-01,35.4280013988419
2012-07-01,35.3537394455253
2012-08-01,34.6956993741588
2012-09-01,34.6096701150011
2012-10-01,34.7457337424308
2012-11-01,34.7434292984892
2012-12-01,34.4523644977135
2013-01-01,34.3673118985956
