"Date","CPALCY01CAM661N"
1961-01-01,13.4288044541763
1961-02-01,13.4288044541763
1961-03-01,13.3778734638318
1961-04-01,13.3439194702687
1961-05-01,13.2590344863612
1961-06-01,13.3099654767057
1961-07-01,13.3269424734872
1961-08-01,13.3608964670502
1961-09-01,13.4288044541763
1961-10-01,13.5306664348654
1961-11-01,13.5646204284284
1961-12-01,13.5646204284284
1962-01-01,13.4967124413023
1962-02-01,13.4967124413023
1962-03-01,13.4967124413023
1962-04-01,13.5306664348654
1962-05-01,13.4967124413023
1962-06-01,13.5306664348654
1962-07-01,13.5985744219914
1962-08-01,13.649505412336
1962-09-01,13.5646204284284
1962-10-01,13.6155514187729
1962-11-01,13.683459405899
1962-12-01,13.717413399462
1963-01-01,13.7343903962435
1963-02-01,13.7343903962435
1963-03-01,13.683459405899
1963-04-01,13.7004364026805
1963-05-01,13.7004364026805
1963-06-01,13.7683443898065
1963-07-01,13.8362523769326
1963-08-01,13.8702063704956
1963-09-01,13.8532293737141
1963-10-01,13.8362523769326
1963-11-01,13.8871833672771
1963-12-01,13.9381143576217
1964-01-01,13.8871833672771
1964-02-01,13.9720683511847
1964-03-01,13.9381143576217
1964-04-01,13.9720683511847
1964-05-01,13.9381143576217
1964-06-01,14.0229993415292
1964-07-01,14.0739303318738
1964-08-01,14.0569533350922
1964-09-01,14.0229993415292
1964-10-01,14.0229993415292
1964-11-01,14.0909073286553
1964-12-01,14.1248613222183
1965-01-01,14.1418383189998
1965-02-01,14.1418383189998
1965-03-01,14.1418383189998
1965-04-01,14.1927693093443
1965-05-01,14.2606772964704
1965-06-01,14.345562280378
1965-07-01,14.413470267504
1965-08-01,14.3964932707225
1965-09-01,14.3285852835964
1965-10-01,14.3625392771595
1965-11-01,14.4644012578485
1965-12-01,14.5323092449746
1966-01-01,14.5323092449746
1966-02-01,14.6511482224452
1966-03-01,14.6341712256637
1966-04-01,14.6851022160082
1966-05-01,14.6851022160082
1966-06-01,14.7530102031343
1966-07-01,14.7530102031343
1966-08-01,14.7869641966973
1966-09-01,14.8209181902603
1966-10-01,14.7869641966973
1966-11-01,14.9058031741679
1966-12-01,14.9227801709494
1967-01-01,14.9397571677309
1967-02-01,15.0246421516385
1967-03-01,15.075573141983
1967-04-01,15.2453431097981
1967-05-01,15.2623201065796
1967-06-01,15.3132510969242
1967-07-01,15.4490670711763
1967-08-01,15.5339520550838
1967-09-01,15.4660440679578
1967-10-01,15.4320900743948
1967-11-01,15.5169750583023
1967-12-01,15.5679060486469
1968-01-01,15.6697680293359
1968-02-01,15.6697680293359
1968-03-01,15.6527910325544
1968-04-01,15.771630010025
1968-05-01,15.771630010025
1968-06-01,15.7886070068065
1968-07-01,15.8734919907141
1968-08-01,15.9413999778401
1968-09-01,15.9074459842771
1968-10-01,15.9074459842771
1968-11-01,16.0093079649662
1968-12-01,16.0941929488737
1969-01-01,16.1111699456552
1969-02-01,16.1451239392183
1969-03-01,16.0941929488737
1969-04-01,16.2300089231258
1969-05-01,16.2809399134704
1969-06-01,16.433732884504
1969-07-01,16.4507098812855
1969-08-01,16.5186178684115
1969-09-01,16.3658248973779
