"Date","CANSLRTTO02MLM"
1960-01-01,1177300000
1960-02-01,1.137e+09
1960-03-01,1286900000
1960-04-01,1.436e+09
1960-05-01,1426100000
1960-06-01,1436300000
1960-07-01,1376300000
1960-08-01,1334200000
1960-09-01,1369500000
1960-10-01,1404300000
1960-11-01,1400200000
1960-12-01,1718100000
1961-01-01,1140100000
1961-02-01,1085800000
1961-03-01,1286400000
1961-04-01,1304900000
1961-05-01,1398600000
1961-06-01,1429700000
1961-07-01,1318600000
1961-08-01,1343800000
1961-09-01,1298800000
1961-10-01,1.331e+09
1961-11-01,1425300000
1961-12-01,1709900000
1962-01-01,1220800000
1962-02-01,1.151e+09
1962-03-01,1420900000
1962-04-01,1395500000
1962-05-01,1500600000
1962-06-01,1502500000
1962-07-01,1371600000
1962-08-01,1385900000
1962-09-01,1332100000
1962-10-01,1442400000
1962-11-01,1554800000
1962-12-01,1815600000
1963-01-01,1313100000
1963-02-01,1228200000
1963-03-01,1424800000
1963-04-01,1490100000
1963-05-01,1606800000
1963-06-01,1537800000
1963-07-01,1466600000
1963-08-01,1510800000
1963-09-01,1381200000
1963-10-01,1559300000
1963-11-01,1.673e+09
1963-12-01,1924100000
1964-01-01,1445300000
1964-02-01,1.379e+09
1964-03-01,1499700000
1964-04-01,1581400000
1964-05-01,1719500000
1964-06-01,1630100000
1964-07-01,1621800000
1964-08-01,1526400000
1964-09-01,1536600000
1964-10-01,1739900000
1964-11-01,1653400000
1964-12-01,2017900000
1965-01-01,1472800000
1965-02-01,1382600000
1965-03-01,1613700000
1965-04-01,1773500000
1965-05-01,1821600000
1965-06-01,1774200000
1965-07-01,1780700000
1965-08-01,1629300000
1965-09-01,1659300000
1965-10-01,1840200000
1965-11-01,1892100000
1965-12-01,2.314e+09
1966-01-01,1614100000
1966-02-01,1.556e+09
1966-03-01,1904500000
1966-04-01,1874100000
1966-05-01,1852900000
1966-06-01,1915700000
1966-07-01,1835600000
1966-08-01,1804400000
1966-09-01,1854800000
1966-10-01,1953400000
1966-11-01,2.038e+09
1966-12-01,2482800000
1967-01-01,1714400000
1967-02-01,1601200000
1967-03-01,1935600000
1967-04-01,1.947e+09
1967-05-01,2119100000
1967-06-01,2139500000
1967-07-01,1931300000
1967-08-01,1919700000
1967-09-01,2.032e+09
1967-10-01,2030400000
1967-11-01,2193100000
1967-12-01,2591600000
1968-01-01,1847600000
1968-02-01,1770300000
1968-03-01,2014500000
1968-04-01,2.035e+09
1968-05-01,2256500000
1968-06-01,2163100000
1968-07-01,2114100000
1968-08-01,2141300000
1968-09-01,1997500000
1968-10-01,2229100000
1968-11-01,2443100000
1968-12-01,2698700000
1969-01-01,2020300000
1969-02-01,1885900000
1969-03-01,2147600000
1969-04-01,2205200000
1969-05-01,2463500000
1969-06-01,2281300000
1969-07-01,2221400000
1969-08-01,2177400000
1969-09-01,2215900000
1969-10-01,2433300000
1969-11-01,2.429e+09
1969-12-01,2920500000
1970-01-01,2151100000
1970-02-01,1895200000
1970-03-01,2146100000
1970-04-01,2259100000
1970-05-01,2.457e+09
1970-06-01,2390300000
1970-07-01,2370900000
1970-08-01,2156800000
1970-09-01,2286600000
1970-10-01,2482400000
1970-11-01,2415700000
1970-12-01,3022700000
1971-01-01,2097900000
1971-02-01,1991200000
1971-03-01,2298700000
1971-04-01,2547800000
1971-05-01,2636100000
1971-06-01,2641100000
1971-07-01,2.606e+09
1971-08-01,2332200000
1971-09-01,2551600000
1971-10-01,2707700000
1971-11-01,2836700000
1971-12-01,3399100000
1972-01-01,2165898000
1972-02-01,2176236000
1972-03-01,2599191000
1972-04-01,2796581000
1972-05-01,3038643000
1972-06-01,3067492000
1972-07-01,2771016000
1972-08-01,2772995000
1972-09-01,2929528000
1972-10-01,2994047000
1972-11-01,3105839000
1972-12-01,3668770000
1973-01-01,2469295000
1973-02-01,2418325000
1973-03-01,3008769000
1973-04-01,3157147000
1973-05-01,3332337000
1973-06-01,3388698000
1973-07-01,3127659000
1973-08-01,3169669000
1973-09-01,3135457000
1973-10-01,3395983000
1973-11-01,3631575000
1973-12-01,4078261000
1974-01-01,2916241000
1974-02-01,2882745000
1974-03-01,3352446000
1974-04-01,3588752000
1974-05-01,4064345000
1974-06-01,3893108000
1974-07-01,3769105000
1974-08-01,3928697000
1974-09-01,3657012000
1974-10-01,3964565000
1974-11-01,4099869000
1974-12-01,4621737000
1975-01-01,3395177000
1975-02-01,3275494000
1975-03-01,3694528000
1975-04-01,4014138000
1975-05-01,4605073000
1975-06-01,4355474000
1975-07-01,4384943000
1975-08-01,4324414000
1975-09-01,4176409000
1975-10-01,4652099000
1975-11-01,4708297000
1975-12-01,5775438000
1976-01-01,3864548000
1976-02-01,3662547000
1976-03-01,4239434000
1976-04-01,4853045000
1976-05-01,4889914000
1976-06-01,5056133000
1976-07-01,4931160000
1976-08-01,4593320000
1976-09-01,4687343000
1976-10-01,5035963000
1976-11-01,5011330000
1976-12-01,6302854000
1977-01-01,4105393000
1977-02-01,4039405000
1977-03-01,4717277000
1977-04-01,5104203000
1977-05-01,5202736000
1977-06-01,5352637000
1977-07-01,5113541000
1977-08-01,5134520000
1977-09-01,5180992000
1977-10-01,5298643000
1977-11-01,5598095000
1977-12-01,6775221000
1978-01-01,4366589000
1978-02-01,4463173000
1978-03-01,5283872000
1978-04-01,5479366000
1978-05-01,5991851000
1978-06-01,6203674000
1978-07-01,5620357000
1978-08-01,5797288000
1978-09-01,6043589000
1978-10-01,5898724000
1978-11-01,6215365000
1978-12-01,7414705000
1979-01-01,5007516000
1979-02-01,4982934000
1979-03-01,6172593000
1979-04-01,6033161000
1979-05-01,6771242000
1979-06-01,6978212000
1979-07-01,6374357000
1979-08-01,6697520000
1979-09-01,6295803000
1979-10-01,6705923000
1979-11-01,7000878000
1979-12-01,8004991000
1980-01-01,5651446000
1980-02-01,5761119000
1980-03-01,6127963000
1980-04-01,6584991000
1980-05-01,7362407000
1980-06-01,6951997000
1980-07-01,7069743000
1980-08-01,7148155000
1980-09-01,7047731000
1980-10-01,7614265000
1980-11-01,7625369000
1980-12-01,9081300000
1981-01-01,7330668000
1981-02-01,6868207000
1981-03-01,7793732000
1981-04-01,8558313000
1981-05-01,9054375000
1981-06-01,9057899000
1981-07-01,8894281000
1981-08-01,8398506000
1981-09-01,8497576000
1981-10-01,9049654000
1981-11-01,9002526000
1981-12-01,10924975000
1982-01-01,7306593000
1982-02-01,7161877000
1982-03-01,8178929000
1982-04-01,8849857000
1982-05-01,9352990000
1982-06-01,9303268000
1982-07-01,9238168000
1982-08-01,8724770000
1982-09-01,8893407000
1982-10-01,9055201000
1982-11-01,9363077000
1982-12-01,11654579000
1983-01-01,7595143000
1983-02-01,7500345000
1983-03-01,9078154000
1983-04-01,9228212000
1983-05-01,9855423000
1983-06-01,10582979000
