"Date","LRHUADMACAM156S"
1986-09-01,7.85174104545832
1986-10-01,7.65943294254594
1986-11-01,7.7309336780352
1986-12-01,7.78538133492016
1987-01-01,7.69752402375085
1987-02-01,7.5832356679487
1987-03-01,7.34785900009874
1987-04-01,7.31939788338921
1987-05-01,7.08642056258606
1987-06-01,7.13151129087723
1987-07-01,6.91428384265173
1987-08-01,6.90967288880179
1987-09-01,6.83225764391421
1987-10-01,6.5741298227914
1987-11-01,6.39838903504498
1987-12-01,6.44691725431843
1988-01-01,6.41025641025641
1988-02-01,6.34180950384572
1988-03-01,6.2915666918952
1988-04-01,6.2020625201418
1988-05-01,6.19937845192664
1988-06-01,6.12418942185464
1988-07-01,6.22993965849275
1988-08-01,6.05472197705207
1988-09-01,6.20835468990261
1988-10-01,6.22801969435386
1988-11-01,6.11571038905106
1988-12-01,6.09083832430457
1989-01-01,6.12729575680811
1989-02-01,6.19265331861895
1989-03-01,6.29495837914245
1989-04-01,6.33287249418714
1989-05-01,6.27906976744186
1989-06-01,6.26655175115568
1989-07-01,6.27001569858713
1989-08-01,6.07319175613196
1989-09-01,6.08677963980034
1989-10-01,5.84270015206384
1989-11-01,6.19721827633037
1989-12-01,6.38430492574759
1990-01-01,6.57714995343061
1990-02-01,6.39066278132556
1990-03-01,6.34264582491687
1990-04-01,6.43220588007857
1990-05-01,6.58220407153023
1990-06-01,6.55167079207921
1990-07-01,6.80114740446007
1990-08-01,6.96360389210494
1990-09-01,7.28603880157171
1990-10-01,7.54006668817898
1990-11-01,8.03269620797738
1990-12-01,8.3488140016888
1991-01-01,8.50623043398195
1991-02-01,8.98581832119586
1991-03-01,9.3634912840658
1991-04-01,9.13824524863317
1991-05-01,9.12039161694967
1991-06-01,9.20652389905382
1991-07-01,9.12330610871494
1991-08-01,9.39260254316201
1991-09-01,9.17041250038223
1991-10-01,9.32724049394792
1991-11-01,9.36438993056618
1991-12-01,9.37873540319368
1992-01-01,9.56655159186805
1992-02-01,9.70161847050702
1992-03-01,10.0542606037447
1992-04-01,9.96063534853799
1992-05-01,10.1827994694394
1992-06-01,10.6389766650462
1992-07-01,10.5341403844112
1992-08-01,10.9666752620322
1992-09-01,11.1072460261044
1992-10-01,11.0461771385314
1992-11-01,11.3580507516246
1992-12-01,10.743263699667
1993-01-01,10.3092158141369
1993-02-01,10.0760138979502
1993-03-01,10.1324924961344
1993-04-01,10.3047368182025
1993-05-01,10.492848188258
1993-06-01,10.5706747078779
1993-07-01,10.601408705075
1993-08-01,10.394524595601
1993-09-01,10.9586373237854
1993-10-01,10.3849570179004
1993-11-01,10.305527154628
1993-12-01,10.4690645752577
1994-01-01,10.5534645893626
1994-02-01,10.155617522713
1994-03-01,9.64384550595596
1994-04-01,10.0104430851857
1994-05-01,9.53262654920114
1994-06-01,9.40242498542318
1994-07-01,9.19785298941404
1994-08-01,9.19908262345863
1994-09-01,9.48333308652579
1994-10-01,8.87557247368108
1994-11-01,8.9973950624593
1994-12-01,8.85434418577081
1995-01-01,8.72434452485467
1995-02-01,8.65421726093281
1995-03-01,8.8004144157478
1995-04-01,8.58943933550875
1995-05-01,8.79106224718102
1995-06-01,8.61546685673557
1995-07-01,8.70510299140876
1995-08-01,8.53979422894986
1995-09-01,8.06789977544026
1995-10-01,8.32238347629664
1995-11-01,8.15925542916236
1995-12-01,8.31370008245966
1996-01-01,8.50851877353101
1996-02-01,8.49331944912955
1996-03-01,8.54927985200628
1996-04-01,8.42556439538502
1996-05-01,8.37062577947326
1996-06-01,8.717663584221
1996-07-01,8.73488277327434
1996-08-01,8.41384745614291
1996-09-01,8.71151320589523
1996-10-01,8.81046360895466
1996-11-01,8.62267254807762
1996-12-01,8.6538322041521
1997-01-01,8.26680626445055
1997-02-01,8.50934464438236
1997-03-01,8.19183277601656
1997-04-01,8.37000579038796
1997-05-01,8.17075276243094
1997-06-01,7.55070832972677
1997-07-01,7.53737033680061
1997-08-01,7.54298312169842
1997-09-01,7.5540646634787
1997-10-01,7.40841093507123
1997-11-01,7.35954815797356
1997-12-01,7.08209636903403
1998-01-01,7.27547557254086
1998-02-01,7.16320948256212
1998-03-01,6.98384175473124
1998-04-01,6.96775665616132
1998-05-01,7.12730687687645
1998-06-01,7.01032981417717
1998-07-01,7.19838837816366
1998-08-01,6.90585762172604
1998-09-01,6.98359633963226
1998-10-01,7.07927087749046
1998-11-01,7.00906173572529
1998-12-01,7.06660822599573
1999-01-01,6.65696771095229
1999-02-01,6.73438250501512
1999-03-01,6.72799728675598
1999-04-01,6.81910811912358
1999-05-01,6.52094410217459
1999-06-01,6.4649282222504
1999-07-01,6.35092556124458
1999-08-01,6.4989753235451
1999-09-01,6.43311744750049
1999-10-01,6.14584647297089
1999-11-01,5.89240923167468
1999-12-01,5.5497338307415
2000-01-01,5.71082086951673
2000-02-01,5.5720436400117
2000-03-01,5.56660869565217
2000-04-01,5.53798129851308
2000-05-01,5.47506269155754
2000-06-01,5.75612605345868
2000-07-01,5.48511461537391
2000-08-01,5.80311312116756
2000-09-01,5.71476128387938
2000-10-01,5.62627538625984
2000-11-01,5.82284079443838
2000-12-01,5.59627835065778
2001-01-01,5.8560609195878
2001-02-01,5.8688131434951
2001-03-01,6.11716771280696
2001-04-01,6.12615338072909
2001-05-01,6.15147808639006
2001-06-01,6.26131563065782
2001-07-01,5.88105878308697
2001-08-01,6.15667292846467
2001-09-01,6.16515371746702
2001-10-01,6.2978560490046
2001-11-01,6.43552178428907
2001-12-01,7.35984797068006
2002-01-01,7.44520389721569
2002-02-01,7.1239712003905
2002-03-01,6.84312983290975
2002-04-01,6.7071279250118
2002-05-01,6.77838650768074
2002-06-01,6.46126193797618
2002-07-01,6.65801410278711
2002-08-01,6.36767222935387
2002-09-01,6.59909309149106
2002-10-01,6.52397283123607
2002-11-01,6.3033206894257
2002-12-01,6.62127073287054
2003-01-01,6.36738372632444
2003-02-01,6.43911853741722
2003-03-01,6.37835833741608
2003-04-01,6.45161290322581
2003-05-01,6.71877883525349
2003-06-01,6.60700635263727
2003-07-01,6.73562191147093
2003-08-01,7.01676036357905
2003-09-01,6.72958448027264
2003-10-01,6.58558641206768
2003-11-01,6.34330799324846
2003-12-01,6.08142593537749
2004-01-01,6.10800842303517
2004-02-01,6.25824915384917
2004-03-01,6.29454455432644
2004-04-01,6.15418737850144
2004-05-01,5.95855260580577
2004-06-01,6.29020915271013
2004-07-01,5.81948517432388
2004-08-01,5.61658652279865
2004-09-01,5.77604166666667
2004-10-01,5.76476540102998
2004-11-01,5.99427513049335
2004-12-01,6.12513891401546
2005-01-01,5.84953900983962
2005-02-01,5.88288451111513
2005-03-01,5.81163099364715
2005-04-01,5.89810951424303
2005-05-01,5.8248178940053
2005-06-01,5.57522237812649
2005-07-01,5.65191694932676
2005-08-01,5.69714373621866
2005-09-01,5.53179465443944
2005-10-01,5.53902201241726
2005-11-01,5.5504934484927
2005-12-01,5.43045677459111
2006-01-01,5.75226911440439
2006-02-01,5.6850621503642
2006-03-01,5.52632589577173
2006-04-01,5.37779934118128
2006-05-01,5.40206605780376
2006-06-01,5.2860458591578
2006-07-01,5.56552733753421
2006-08-01,5.57293256026854
2006-09-01,5.71334339680083
2006-10-01,5.56671157316794
2006-11-01,5.76015228426396
2006-12-01,5.68808036788832
2007-01-01,5.52461713707126
2007-02-01,5.54713549560473
2007-03-01,5.55632884963367
2007-04-01,5.58267158970209
2007-05-01,5.43894456168729
2007-06-01,5.44860885241355
2007-07-01,5.20334626820541
2007-08-01,5.23524595326573
2007-09-01,5.05155935613682
2007-10-01,5.36888376811231
2007-11-01,5.27473351411469
2007-12-01,5.46479435312898
2008-01-01,5.42264356976225
2008-02-01,5.24001738806434
2008-03-01,5.48645404027278
2008-04-01,5.38004883066665
2008-05-01,5.25062330219923
2008-06-01,5.47468315224798
2008-07-01,5.57125505069284
2008-08-01,5.44961489883355
2008-09-01,5.70145127850726
2008-10-01,5.72022433216904
2008-11-01,6.06919673121248
2008-12-01,6.30013286747699
2009-01-01,7.09736123748863
2009-02-01,7.83967207883853
2009-03-01,8.02410792099869
2009-04-01,8.20835943353354
2009-05-01,8.33159834911148
2009-06-01,8.47884260560368
2009-07-01,8.36987769819227
2009-08-01,8.44159009481099
2009-09-01,8.39129267637943
2009-10-01,8.1974990268587
2009-11-01,8.03669056007776
2009-12-01,8.09252772913018
2010-01-01,7.81349148240348
2010-02-01,7.82054096241555
2010-03-01,7.58849180247996
2010-04-01,7.46500588799456
2010-05-01,7.71884380749492
2010-06-01,7.43630938719302
2010-07-01,7.60105024810907
2010-08-01,7.50033043749925
2010-09-01,7.35235949130398
2010-10-01,7.07553991515619
2010-11-01,7.02405845170284
2010-12-01,7.03875336150596
2011-01-01,6.90536164087801
2011-02-01,7.04792493079108
2011-03-01,6.95961513208944
2011-04-01,6.95161655794206
2011-05-01,6.78616239469439
2011-06-01,6.697456828136
2011-07-01,6.42764857881137
2011-08-01,6.42330013613241
2011-09-01,6.41163407120854
2011-10-01,6.34289602807922
2011-11-01,6.49902687729102
2011-12-01,6.70448316133184
2012-01-01,6.7032993173006
2012-02-01,6.43645061104038
2012-03-01,6.42819006940737
2012-04-01,6.47506679592368
2012-05-01,6.42043981426922
2012-06-01,6.31842499970475
2012-07-01,6.41875162119461
2012-08-01,6.42756349952963
2012-09-01,6.33506993335211
2012-10-01,6.57373784701886
2012-11-01,6.46645307420578
2012-12-01,6.13404901145007
2013-01-01,6.21273299215926
2013-02-01,5.99252253202536
2013-03-01,6.21556352723266
2013-04-01,6.2262407448563
2013-05-01,6.24912428191117
2013-06-01,6.30293825573924
2013-07-01,6.34448488241881
2013-08-01,6.27906976744186
2013-09-01,6.29306116729336
2013-10-01,6.38297872340426
2013-11-01,6.35509023089348
2013-12-01,6.62681429103089
2014-01-01,6.39357392424752
2014-02-01,6.48009386726147
2014-03-01,6.33918291874542
2014-04-01,6.32649743363448
2014-05-01,6.36110142906936
2014-06-01,6.42948197937189
2014-07-01,6.46490365140906
2014-08-01,6.17099424148678
2014-09-01,6.08773292825752
2014-10-01,6.03657193214364
2014-11-01,5.86609372278033
2014-12-01,5.69774845169879
2015-01-01,6.00171213067722
2015-02-01,6.14631555858279
2015-03-01,6.12016434308928
2015-04-01,6.09299963058737
2015-05-01,6.29928511402489
2015-06-01,6.26916407317661
2015-07-01,6.31321819307782
2015-08-01,6.477575424998
2015-09-01,6.46975446938869
2015-10-01,6.27997259648322
2015-11-01,6.7230342655667
2015-12-01,6.74611327991234
2016-01-01,6.89757590989056
2016-02-01,6.95197499289571
2016-03-01,6.79065103187355
2016-04-01,6.77882970229269
2016-05-01,6.42343092416656
2016-06-01,6.36443491255889
2016-07-01,6.37975260787779
2016-08-01,6.55571734085635
2016-09-01,6.56503118361412
2016-10-01,6.63364424398723
2016-11-01,6.45172272912978
2016-12-01,6.56650413879125
2017-01-01,6.15253853127833
2017-02-01,6.03791963031758
2017-03-01,6.19492023319926
2017-04-01,6.03710101728596
2017-05-01,6.19770964000586
2017-06-01,6.0335698997409
2017-07-01,5.67923466516601
2017-08-01,5.50415450258253
2017-09-01,5.91160035386734
2017-10-01,5.85124225685981
2017-11-01,5.53342880157523
2017-12-01,5.46356692869488
2018-01-01,5.22051098643181
2018-02-01,5.23249312249782
2018-03-01,5.17647321378756
2018-04-01,5.18821074246432
2018-05-01,5.15503053716378
2018-06-01,5.09747629857124
2018-07-01,5.23636444474085
2018-08-01,5.35580900141588
2018-09-01,5.19927596584158
2018-10-01,4.97422336785032
2018-11-01,5.05189929328622
2018-12-01,4.99977945392793
2019-01-01,5.24847313150841
2019-02-01,5.31754999945146
2019-03-01,5.251849821869
2019-04-01,5.26310040090449
2019-05-01,5.02551465457083
2019-06-01,5.06810504522175
2019-07-01,5.00940554764209
2019-08-01,5.08070631567544
2019-09-01,4.57905566502999
2019-10-01,4.74789412315974
2019-11-01,5.16271529447606
2019-12-01,4.91107298746987
2020-01-01,4.89867248472218
2020-02-01,5.02312282715822
2020-03-01,6.38108036658442
2020-04-01,11.466230785282
2020-05-01,11.6441132100961
2020-06-01,9.71476270497655
2020-07-01,9.19044350753342
2020-08-01,8.4857828395236
2020-09-01,8.17977189260213
2020-10-01,7.9087722316609
2020-11-01,7.48418985128748
2020-12-01,7.49060038998955
2021-01-01,7.4626381469386
2021-02-01,6.9134470105763
2021-03-01,6.71174124754114
2021-04-01,6.66789066128109
2021-05-01,6.96231074841619
2021-06-01,7.19036856931695
2021-07-01,6.95110464120569
2021-08-01,6.66466815841033
2021-09-01,6.61925194041928
2021-10-01,6.1902783547985
2021-11-01,5.63698338304218
2021-12-01,5.06762157495924
2022-01-01,5.31993214045645
2022-02-01,4.79438934059853
2022-03-01,4.51969592259848
2022-04-01,4.41466884675005
2022-05-01,4.52607970067073
2022-06-01,4.17841579082287
2022-07-01,4.19775921083402
2022-08-01,4.57334489981592
2022-09-01,4.40794426712757
2022-10-01,4.25184667069384
2022-11-01,4.32852855391639
2022-12-01,4.29181374310414
2023-01-01,4.33944473546359
2023-02-01,4.26694118512138
2023-03-01,4.42740254161821
2023-04-01,4.42542532094771
2023-05-01,4.32301861646745
2023-06-01,4.35459271018147
2023-07-01,4.58285346696963
2023-08-01,4.53601430032754
2023-09-01,4.93149279006517
2023-10-01,4.99119682266716
2023-11-01,4.98803852209295
