"Date","LRHUADMACAM156S"
1976-01-01,4.31759379042691
1976-02-01,4.34975677694124
1976-03-01,4.02908209633444
1976-04-01,4.0917682068605
1976-05-01,4.04980023406917
1976-06-01,4.10831752693813
1976-07-01,4.31734169077467
1976-08-01,4.16675053845689
1976-09-01,4.16432415067063
1976-10-01,4.89104310206698
1976-11-01,4.68937395058767
1976-12-01,4.74376869391824
1977-01-01,4.77064220183486
1977-02-01,5.03658633579893
1977-03-01,5.15369626595618
1977-04-01,5.04793854338289
1977-05-01,5.00307606818949
1977-06-01,4.96567868904496
1977-07-01,4.97435592784016
1977-08-01,4.9662783568363
1977-09-01,5.09451087170988
1977-10-01,5.05002757425353
1977-11-01,5.21090837747695
1977-12-01,5.39445879314393
1978-01-01,5.20988331114418
1978-02-01,5.34749975631153
1978-03-01,5.55404460331028
1978-04-01,5.4848549612388
1978-05-01,5.51770984958758
1978-06-01,5.42023218528463
1978-07-01,5.22792353533008
1978-08-01,5.43658282941108
1978-09-01,5.39818073424489
1978-10-01,5.36919184174206
1978-11-01,5.34133159569167
1978-12-01,5.20127159217128
1979-01-01,5.27969231940901
1979-02-01,5.04219328725801
1979-03-01,5.10900347822781
1979-04-01,5.03455083909181
1979-05-01,4.80113636363636
1979-06-01,4.6253837116762
1979-07-01,4.42137566538483
1979-08-01,4.48885356345331
1979-09-01,4.35267857142857
1979-10-01,4.38165747525874
1979-11-01,4.49222427231992
1979-12-01,4.64399774563216
1980-01-01,4.84626043968391
1980-02-01,5.12868297955609
1980-03-01,4.91843103544933
1980-04-01,5.03758136411959
1980-05-01,5.14929409351163
1980-06-01,4.8669017105975
1980-07-01,4.96332427300145
1980-08-01,4.96260416086706
1980-09-01,4.82309159245339
1980-10-01,4.86365486365486
1980-11-01,4.81630700737716
1980-12-01,4.78829812615853
1981-01-01,4.84269026160399
1981-02-01,4.90576345260858
1981-03-01,4.87356740040022
1981-04-01,4.71308868168021
1981-05-01,4.82738549965441
1981-06-01,4.82762382718743
1981-07-01,4.82993321079546
1981-08-01,4.7055401007291
1981-09-01,5.30862855900891
1981-10-01,5.50664376751333
1981-11-01,5.29067979083359
1981-12-01,6.23378495243586
1982-01-01,6.11821201617562
1982-02-01,6.31928646228289
1982-03-01,6.66726683471372
1982-04-01,7.12844532516664
1982-05-01,7.61123280784286
1982-06-01,8.47630645796769
1982-07-01,8.97204608377244
1982-08-01,9.39168129545373
1982-09-01,10.0458822059165
1982-10-01,10.5875861086883
1982-11-01,10.6459330143541
1982-12-01,10.6116262482168
1983-01-01,10.1380593011195
1983-02-01,10.0835237007424
1983-03-01,9.78707508404931
1983-04-01,9.71169511935964
1983-05-01,9.93479027141346
1983-06-01,10.1509301509302
1983-07-01,9.67317047470188
1983-08-01,9.30510200498613
1983-09-01,9.12852884446782
1983-10-01,9.00349190194599
1983-11-01,8.9264703299791
1983-12-01,8.95807418049302
1984-01-01,8.92089612462939
1984-02-01,8.94767248472541
1984-03-01,9.08041554444017
1984-04-01,9.20278597238466
1984-05-01,9.45594055968336
1984-06-01,9.13419089004692
1984-07-01,8.95121613193819
1984-08-01,9.32316031140495
1984-09-01,9.9053530400192
1984-10-01,9.32360833964082
1984-11-01,9.27510285586408
1984-12-01,9.13830482810833
1985-01-01,9.04207852828116
1985-02-01,8.9740509370495
1985-03-01,9.02263356885019
1985-04-01,8.75046981241672
1985-05-01,8.57449820085609
1985-06-01,8.54009993008305
1985-07-01,8.46438639991848
1985-08-01,8.4455844133784
1985-09-01,8.03586619933984
1985-10-01,8.5157862678082
1985-11-01,8.11576126346306
1985-12-01,8.0090261522658
1986-01-01,7.80809031044214
1986-02-01,7.66852091491185
1986-03-01,7.75334239176019
1986-04-01,7.73455684120632
1986-05-01,7.66911247361544
1986-06-01,7.81430170958739
1986-07-01,7.71800310657558
1986-08-01,7.8992520531059
