"Date","LFACTTTTCAM657S"
1960-01-01,0.528358094019833
1960-02-01,0.392279957435618
1960-03-01,0.240861038693803
1960-04-01,-0.0174901017224512
1960-05-01,0.551007271715258
1960-06-01,-0.240532435710558
1960-07-01,-0.103803939076644
1960-08-01,0.827633676175292
1960-09-01,0.265134098185476
1960-10-01,0.422829825378064
1960-11-01,0.100059927580521
1960-12-01,0.0751833525490625
1961-01-01,0.537304477965712
1961-02-01,-0.32730963388532
1961-03-01,-0.193703810665188
1961-04-01,0.875905188816531
1961-05-01,0.0704153716982867
1961-06-01,-0.64527702495008
1961-07-01,-0.0295855965590607
1961-08-01,-0.1452434632976
1961-09-01,0.289969854490489
1961-10-01,-0.00137187987828983
1961-11-01,0.190278836811595
1961-12-01,0.381041303316213
1962-01-01,-0.0730033656088946
1962-02-01,0.426626715903583
1962-03-01,0.348450441430845
1962-04-01,0.113563664061613
1962-05-01,0.0204101214668506
1962-06-01,0.742623363900554
1962-07-01,-0.487699760372308
1962-08-01,0.235580057163575
1962-09-01,-0.205710921213599
1962-10-01,-0.449237779162178
1962-11-01,0.657403953815275
1962-12-01,-0.0154619978903548
1963-01-01,0.183463046593882
1963-02-01,0.243036873495404
1963-03-01,0.0350481671575719
1963-04-01,0.23981468283497
1963-05-01,-0.0391626462001937
1963-06-01,0.734601891118808
1963-07-01,0.462097543679062
1963-08-01,0.266363249864283
1963-09-01,0.324922091159978
1963-10-01,0.525460854677174
1963-11-01,-0.0567380934735495
1963-12-01,0.167035131862327
1964-01-01,0.257514351144184
1964-02-01,0.198665314283794
1964-03-01,0.279937924858115
1964-04-01,0.0497134925142544
1964-05-01,0.32184441939354
1964-06-01,-0.0211234563355077
1964-07-01,0.276896955275296
1964-08-01,0.185964904743756
1964-09-01,0.179619621656758
1964-10-01,0.0738809663512143
1964-11-01,0.342374592011894
1964-12-01,-0.282593894947736
1965-01-01,1.16247624988033
1965-02-01,0.0850219640073686
1965-03-01,0.467223559394025
1965-04-01,0.155016910935738
1965-05-01,0.140706345856198
1965-06-01,0.323169874947309
1965-07-01,0.112044817927171
1965-08-01,0.321768326804701
1965-09-01,-0.585692372054107
1965-10-01,0.308598681441998
1965-11-01,0.671234792336736
1965-12-01,1.04181136268926
1966-01-01,1.48474017047017
1966-02-01,0.514765646166351
