"Date","LFEM24MACAM647S"
1992-01-01,1108100
1992-02-01,1090100
1992-03-01,1090900
1992-04-01,1082900
1992-05-01,1082200
1992-06-01,1074200
1992-07-01,1072600
1992-08-01,1065300
1992-09-01,1071300
1992-10-01,1071600
1992-11-01,1060700
1992-12-01,1057400
1993-01-01,1065800
1993-02-01,1065700
1993-03-01,1063900
1993-04-01,1061900
1993-05-01,1061000
1993-06-01,1053400
1993-07-01,1060900
1993-08-01,1061400
1993-09-01,1058800
1993-10-01,1045900
1993-11-01,1052700
1993-12-01,1054500
1994-01-01,1046300
1994-02-01,1049700
1994-03-01,1053600
1994-04-01,1051700
1994-05-01,1067900
1994-06-01,1075900
1994-07-01,1081600
1994-08-01,1084000
1994-09-01,1089100
1994-10-01,1074700
1994-11-01,1105800
1994-12-01,1069600
1995-01-01,1096400
1995-02-01,1095000
1995-03-01,1100400
1995-04-01,1091200
1995-05-01,1083600
1995-06-01,1090100
1995-07-01,1074500
1995-08-01,1074400
1995-09-01,1049300
1995-10-01,1069600
1995-11-01,1059200
1995-12-01,1072000
1996-01-01,1064000
1996-02-01,1070700
1996-03-01,1065800
1996-04-01,1077100
1996-05-01,1067700
1996-06-01,1068900
1996-07-01,1070000
1996-08-01,1073800
1996-09-01,1054200
1996-10-01,1050500
1996-11-01,1048200
1996-12-01,1046700
1997-01-01,1066800
1997-02-01,1056100
1997-03-01,1041700
1997-04-01,1036800
1997-05-01,1049400
1997-06-01,1057300
1997-07-01,1058400
1997-08-01,1064800
1997-09-01,1071200
1997-10-01,1074700
1997-11-01,1080700
1997-12-01,1067900
1998-01-01,1060600
1998-02-01,1060400
1998-03-01,1062300
1998-04-01,1064000
1998-05-01,1079300
1998-06-01,1073000
1998-07-01,1081400
1998-08-01,1085900
1998-09-01,1080600
1998-10-01,1066300
1998-11-01,1088600
1998-12-01,1091300
1999-01-01,1103200
1999-02-01,1106500
1999-03-01,1125200
1999-04-01,1122300
1999-05-01,1121900
1999-06-01,1135300
1999-07-01,1139200
1999-08-01,1136000
1999-09-01,1150700
1999-10-01,1163800
1999-11-01,1171200
1999-12-01,1173700
2000-01-01,1170300
2000-02-01,1158000
2000-03-01,1166100
2000-04-01,1191100
2000-05-01,1171900
2000-06-01,1163800
2000-07-01,1170600
2000-08-01,1173400
2000-09-01,1190100
2000-10-01,1199200
2000-11-01,1200800
2000-12-01,1219100
2001-01-01,1202400
2001-02-01,1192500
2001-03-01,1184600
2001-04-01,1201400
2001-05-01,1196100
2001-06-01,1192600
2001-07-01,1189100
2001-08-01,1194100
2001-09-01,1197100
2001-10-01,1187600
2001-11-01,1179300
2001-12-01,1176300
2002-01-01,1202500
2002-02-01,1205000
2002-03-01,1209900
2002-04-01,1203700
2002-05-01,1214700
2002-06-01,1217000
2002-07-01,1226500
2002-08-01,1229700
2002-09-01,1222400
2002-10-01,1215900
2002-11-01,1214400
2002-12-01,1234600
2003-01-01,1233900
2003-02-01,1246000
2003-03-01,1252800
2003-04-01,1242400
2003-05-01,1228900
2003-06-01,1238800
2003-07-01,1233300
2003-08-01,1232000
2003-09-01,1228300
2003-10-01,1231800
2003-11-01,1237800
2003-12-01,1220900
2004-01-01,1237500
2004-02-01,1227000
2004-03-01,1222600
2004-04-01,1253300
2004-05-01,1236600
2004-06-01,1250400
2004-07-01,1248700
2004-08-01,1248900
2004-09-01,1268600
2004-10-01,1259700
2004-11-01,1266700
2004-12-01,1262600
2005-01-01,1240300
2005-02-01,1240000
2005-03-01,1228700
2005-04-01,1223100
2005-05-01,1237400
2005-06-01,1231000
2005-07-01,1245100
2005-08-01,1254100
2005-09-01,1251600
2005-10-01,1270000
2005-11-01,1269500
2005-12-01,1274400
2006-01-01,1273900
2006-02-01,1294800
2006-03-01,1314300
2006-04-01,1290400
2006-05-01,1307300
2006-06-01,1294600
2006-07-01,1298600
2006-08-01,1301300
2006-09-01,1298900
2006-10-01,1311300
2006-11-01,1307500
2006-12-01,1313600
2007-01-01,1333700
2007-02-01,1326100
2007-03-01,1328500
2007-04-01,1338400
2007-05-01,1345900
2007-06-01,1354000
2007-07-01,1350500
2007-08-01,1344600
2007-09-01,1329500
2007-10-01,1336100
2007-11-01,1341300
2007-12-01,1345600
2008-01-01,1343600
2008-02-01,1340300
2008-03-01,1337900
2008-04-01,1337400
2008-05-01,1319000
2008-06-01,1328000
2008-07-01,1331900
2008-08-01,1337500
2008-09-01,1359200
2008-10-01,1347400
2008-11-01,1332700
2008-12-01,1311300
2009-01-01,1273600
2009-02-01,1258500
2009-03-01,1253800
2009-04-01,1235000
2009-05-01,1240900
2009-06-01,1222900
2009-07-01,1207100
2009-08-01,1196800
2009-09-01,1201600
2009-10-01,1210900
2009-11-01,1205600
2009-12-01,1197700
2010-01-01,1204900
2010-02-01,1204100
2010-03-01,1209500
2010-04-01,1223200
2010-05-01,1228200
2010-06-01,1230700
2010-07-01,1235900
2010-08-01,1241600
2010-09-01,1217600
2010-10-01,1216000
2010-11-01,1226600
2010-12-01,1238800
2011-01-01,1245400
2011-02-01,1245400
2011-03-01,1235800
2011-04-01,1243800
2011-05-01,1228600
2011-06-01,1250700
2011-07-01,1265800
2011-08-01,1266700
2011-09-01,1278200
2011-10-01,1265000
2011-11-01,1260800
2011-12-01,1248600
2012-01-01,1233300
2012-02-01,1213100
2012-03-01,1239400
2012-04-01,1262900
2012-05-01,1244900
2012-06-01,1251000
2012-07-01,1247200
2012-08-01,1246000
2012-09-01,1244200
2012-10-01,1235700
2012-11-01,1245400
2012-12-01,1243300
2013-01-01,1263200
2013-02-01,1270700
2013-03-01,1250900
2013-04-01,1258000
2013-05-01,1287400
2013-06-01,1281500
2013-07-01,1264500
2013-08-01,1263600
2013-09-01,1267600
2013-10-01,1268700
2013-11-01,1254600
2013-12-01,1261900
2014-01-01,1251000
2014-02-01,1259000
2014-03-01,1268000
2014-04-01,1243500
2014-05-01,1241200
2014-06-01,1236200
2014-07-01,1257200
2014-08-01,1248500
2014-09-01,1253700
2014-10-01,1281200
2014-11-01,1277900
2014-12-01,1285500
2015-01-01,1279000
2015-02-01,1273200
2015-03-01,1285400
2015-04-01,1262000
2015-05-01,1277800
2015-06-01,1267500
2015-07-01,1262000
2015-08-01,1258500
2015-09-01,1256100
2015-10-01,1239500
2015-11-01,1233500
2015-12-01,1218700
2016-01-01,1233100
2016-02-01,1225200
2016-03-01,1209800
2016-04-01,1230700
2016-05-01,1224400
2016-06-01,1218100
2016-07-01,1226100
2016-08-01,1252200
2016-09-01,1255300
2016-10-01,1265300
2016-11-01,1258800
2016-12-01,1279300
2017-01-01,1268300
2017-02-01,1284100
2017-03-01,1287100
2017-04-01,1289800
2017-05-01,1284200
2017-06-01,1298400
2017-07-01,1291000
2017-08-01,1292600
2017-09-01,1292300
2017-10-01,1307000
2017-11-01,1328800
2017-12-01,1325700
2018-01-01,1318700
2018-02-01,1306400
2018-03-01,1319700
2018-04-01,1311700
2018-05-01,1312800
2018-06-01,1316600
2018-07-01,1320000
2018-08-01,1314400
2018-09-01,1331700
2018-10-01,1311100
2018-11-01,1324100
2018-12-01,1320900
2019-01-01,1344100
2019-02-01,1344300
2019-03-01,1337400
2019-04-01,1382400
2019-05-01,1337700
2019-06-01,1334700
2019-07-01,1322200
2019-08-01,1317300
2019-09-01,1303100
2019-10-01,1324500
2019-11-01,1322900
2019-12-01,1319400
2020-01-01,1320300
2020-02-01,1331900
2020-03-01,1155600
2020-04-01,927300
2020-05-01,941700
2020-06-01,1066000
2020-07-01,1114000
2020-08-01,1124600
2020-09-01,1215900
2020-10-01,1202100
2020-11-01,1204100
2020-12-01,1185000
2021-01-01,1157000
2021-02-01,1219400
2021-03-01,1287800
2021-04-01,1230300
2021-05-01,1198400
2021-06-01,1256600
2021-07-01,1287500
2021-08-01,1285500
2021-09-01,1299300
2021-10-01,1304100
2021-11-01,1303900
2021-12-01,1311600
2022-01-01,1250500
2022-02-01,1327500
2022-03-01,1330800
2022-04-01,1339200
2022-05-01,1320600
2022-06-01,1320900
2022-07-01,1314400
2022-08-01,1322000
2022-09-01,1319000
2022-10-01,1339400
2022-11-01,1319700
2022-12-01,1354300
2023-01-01,1352500
2023-02-01,1362900
2023-03-01,1375400
2023-04-01,1378900
2023-05-01,1344300
2023-06-01,1375700
2023-07-01,1388200
2023-08-01,1359400
2023-09-01,1371700
2023-10-01,1385200
2023-11-01,1379900
