"Date","LRUN55MACAM156N"
1976-01-01,4.93411420204978
1976-02-01,5.08201523140012
1976-03-01,5.54279149913843
1976-04-01,4.7070534698521
1976-05-01,3.78386125842052
1976-06-01,2.690455961484
1976-07-01,3.47887323943662
1976-08-01,3.14749470712773
1976-09-01,3.35570469798658
1976-10-01,3.4598683288976
1976-11-01,3.69586683594301
1976-12-01,4.66071681541294
1977-01-01,5.913440937009
1977-02-01,6.07142857142857
1977-03-01,6.05330309044514
1977-04-01,6.30950689214154
1977-05-01,4.73920358945597
1977-06-01,4.24694135845873
1977-07-01,4.34660684240045
1977-08-01,4.28631460988934
1977-09-01,4.11228070175439
1977-10-01,4.18877408545099
1977-11-01,4.95948588991338
1977-12-01,5.76652601969058
1978-01-01,6.02375160967234
1978-02-01,6.79324894514768
1978-03-01,7.70081570579289
1978-04-01,7.2739916550765
1978-05-01,5.44506926347552
1978-06-01,5.06450727422454
1978-07-01,5.00687757909216
1978-08-01,4.44596443228454
1978-09-01,4.93309906744155
1978-10-01,4.58004892633868
1978-11-01,4.61241911056037
1978-12-01,5.63146997929607
1979-01-01,5.71665285832643
1979-02-01,5.79390260725617
1979-03-01,6.94444444444444
1979-04-01,6.54193027325347
1979-05-01,4.91495915360921
1979-06-01,4.28781991156371
1979-07-01,3.35552234750713
1979-08-01,3.16045380875203
1979-09-01,3.5612341987223
1979-10-01,3.43090537780803
1979-11-01,3.81147540983606
1979-12-01,4.67263955892488
1980-01-01,5.45479339969999
1980-02-01,5.47722342733189
1980-03-01,5.90376061463809
1980-04-01,6.01188867873548
1980-05-01,4.85359005214601
1980-06-01,3.36021505376344
1980-07-01,3.50713428457128
1980-08-01,3.58607913193066
1980-09-01,3.34883720930233
1980-10-01,3.9210491455822
1980-11-01,3.72604208551132
1980-12-01,4.25990833108655
1981-01-01,5.38013280932376
1981-02-01,5.62232905982906
1981-03-01,5.83055370246831
1981-04-01,5.71045576407507
1981-05-01,4.4813829787234
1981-06-01,4.18382255279586
