"Date","COCANZ3211"
2012-06-01,100
2012-07-01,100
2012-08-01,101.1
2012-09-01,101.4
2012-10-01,98.5
2012-11-01,102.6
2012-12-01,109.6
2013-01-01,117.1
2013-02-01,116
2013-03-01,117.8
2013-04-01,124
2013-05-01,114.2
2013-06-01,102
2013-07-01,95.6
2013-08-01,99.8
2013-09-01,103
2013-10-01,108.3
2013-11-01,109.8
2013-12-01,110.3
2014-01-01,110.4
2014-02-01,112
2014-03-01,111.7
2014-04-01,108.9
2014-05-01,107.8
2014-06-01,107.3
2014-07-01,110.3
2014-08-01,110.1
2014-09-01,112.3
2014-10-01,109.2
2014-11-01,106.4
2014-12-01,107.1
2015-01-01,107.5
2015-02-01,103.9
2015-03-01,99
2015-04-01,95.3
2015-05-01,89.8
2015-06-01,93.8
2015-07-01,97.3
2015-08-01,91.1
2015-09-01,83.6
2015-10-01,82.6
2015-11-01,86.9
2015-12-01,84.9
2016-01-01,85.6
2016-02-01,84.5
2016-03-01,87.5
2016-04-01,91.9
2016-05-01,93.8
2016-06-01,96
2016-07-01,96.3
2016-08-01,96.8
2016-09-01,93.9
2016-10-01,95.1
2016-11-01,93.9
2016-12-01,96.5
2017-01-01,98.8
2017-02-01,104.8
2017-03-01,108.8
2017-04-01,119.4
2017-05-01,121.3
2017-06-01,118.3
2017-07-01,121.5
2017-08-01,130.2
2017-09-01,125
2017-10-01,132
2017-11-01,135.9
2017-12-01,134
2018-01-01,135
2018-02-01,138.3
2018-03-01,144.4
2018-04-01,147
2018-05-01,156.8
2018-06-01,162.5
2018-07-01,154.1
2018-08-01,142.6
2018-09-01,134.2
2018-10-01,113.4
2018-11-01,107
2018-12-01,112.5
2019-01-01,111.4
2019-02-01,122.4
2019-03-01,121.1
2019-04-01,115.1
2019-05-01,108.3
2019-06-01,108.3
2019-07-01,113
2019-08-01,108.7
2019-09-01,117.3
2019-10-01,118.9
2019-11-01,113.7
2019-12-01,115.7
2020-01-01,116.3
2020-02-01,123.9
2020-03-01,131.4
2020-04-01,97.5
2020-05-01,106.1
2020-06-01,121.9
2020-07-01,148.4
2020-08-01,204.1
2020-09-01,275.9
2020-10-01,271.1
2020-11-01,172.3
2020-12-01,195.2
