"Date","CANCPISXHMINMEI"
1961-01-01,8.02242961038256
1961-02-01,8.02242961038256
1961-03-01,8.02242961038256
1961-04-01,7.96838866176469
1961-05-01,8.12706471176937
1961-06-01,8.12706471176937
1961-07-01,8.10263942425696
1961-08-01,8.12706471176937
1961-09-01,8.23169981315619
1961-10-01,8.20727452564378
1961-11-01,8.20727452564378
1961-12-01,8.20727452564378
1962-01-01,8.20727452564378
1962-02-01,8.20727452564378
1962-03-01,8.20727452564378
1962-04-01,8.15323357702591
1962-05-01,8.04515167979018
1962-06-01,8.17940244228245
1962-07-01,8.31365320477471
1962-08-01,8.25961225615684
1962-09-01,8.25961225615684
1962-10-01,8.25961225615684
1962-11-01,8.25961225615684
1962-12-01,8.25961225615684
1963-01-01,8.36424735754366
1963-02-01,8.36424735754366
1963-03-01,8.36424735754366
1963-04-01,8.36424735754366
1963-05-01,8.52292340754835
1963-06-01,8.52292340754835
1963-07-01,8.52292340754835
1963-08-01,8.46888245893048
1963-09-01,8.41484151031262
1963-10-01,8.36080056169475
1963-11-01,8.51947661169944
1963-12-01,8.51947661169944
1964-01-01,8.51947661169944
1964-02-01,8.62411171308626
1964-03-01,8.57007076446839
1964-04-01,8.72874681447307
1964-05-01,8.83338191585989
1964-06-01,8.78453134083505
1964-07-01,8.73049039221718
1964-08-01,8.73049039221718
1964-09-01,8.70606510470477
1964-10-01,8.6520241560869
1964-11-01,8.59798320746904
1964-12-01,8.75665925747373
1965-01-01,9.07401135748309
1965-02-01,8.96592946024736
1965-03-01,8.96592946024736
1965-04-01,9.12460551025205
1965-05-01,9.22924061163887
1965-06-01,9.22924061163887
1965-07-01,9.22924061163887
1965-08-01,9.175199663021
1965-09-01,9.175199663021
1965-10-01,9.33387571302569
1965-11-01,9.49255176303037
1965-12-01,9.41408552690008
1966-01-01,9.3356192907698
1966-02-01,9.44025439215662
1966-03-01,9.5989304421613
1966-04-01,9.57450515464889
1966-05-01,9.49603891851861
1966-06-01,9.47161363100619
1966-07-01,9.63028968101088
1966-08-01,9.55182344488059
1966-09-01,9.52739815736818
1966-10-01,9.63203325875499
1966-11-01,9.73666836014181
1966-12-01,9.65820212401153
1967-01-01,9.73841193788593
1967-02-01,9.89708798789062
1967-03-01,9.81862175176034
1967-04-01,10.1621427170262
1967-05-01,10.1081017684084
1967-06-01,10.1935019558758
1967-07-01,10.3277527183681
1967-08-01,10.2492864822378
1967-09-01,10.1463949585951
1967-10-01,10.4637470586045
1967-11-01,10.439321771092
1967-12-01,10.4148964835796
1968-01-01,10.3870244002183
1968-02-01,10.3329834516004
1968-03-01,10.359152316857
1968-04-01,10.4393621307314
1968-05-01,10.6242070459926
1968-06-01,10.70960723346
1968-07-01,10.6851819459476
1968-08-01,10.6607566584352
1968-09-01,10.6869255236917
1968-10-01,10.6886691014359
1968-11-01,10.8473451514405
1968-12-01,10.8473451514405
1969-01-01,10.7950477805668
1969-02-01,10.8996828819536
1969-03-01,11.0845277972148
1969-04-01,11.2397570513706
1969-05-01,11.2659259166271
1969-06-01,11.3513261040946
1969-07-01,11.4855768665868
1969-08-01,11.436726291562
1969-09-01,11.5413613929488
1969-10-01,11.5675302582054
1969-11-01,11.5186796831805
1969-12-01,11.5152328873316
