"Date","CANLOCOMANOSTSAM"
1960-01-01,99.1393350358699
1960-02-01,99.1636999086614
1960-03-01,99.2254255138979
1960-04-01,99.3041853666014
1960-05-01,99.3836371324935
1960-06-01,99.453096755984
1960-07-01,99.4962619936967
1960-08-01,99.5361343199445
1960-09-01,99.5729748353119
1960-10-01,99.6011436267963
1960-11-01,99.6293325519493
1960-12-01,99.6674684370126
1961-01-01,99.7163298399752
1961-02-01,99.7599501348725
1961-03-01,99.7836530096024
1961-04-01,99.7920335722068
1961-05-01,99.8269562193226
1961-06-01,99.9098097135592
1961-07-01,100.029206159806
1961-08-01,100.15614432236
1961-09-01,100.258484623131
1961-10-01,100.336240847858
1961-11-01,100.382869819678
1961-12-01,100.372430403972
1962-01-01,100.302102646866
1962-02-01,100.188656468414
1962-03-01,100.036637273143
1962-04-01,99.8672530529553
1962-05-01,99.6956968669018
1962-06-01,99.5451240104726
1962-07-01,99.4497662469979
1962-08-01,99.4431242593874
1962-09-01,99.5316638788964
1962-10-01,99.6691329976374
1962-11-01,99.8150702977488
1962-12-01,99.9477183679766
1963-01-01,100.04670850993
1963-02-01,100.129605222836
1963-03-01,100.209097130326
1963-04-01,100.280553651625
1963-05-01,100.310164329661
1963-06-01,100.270171582929
1963-07-01,100.178597143251
1963-08-01,100.07273015391
1963-09-01,99.9935655141422
1963-10-01,99.9451915460657
1963-11-01,99.9353209136085
1963-12-01,99.9690080586976
1964-01-01,100.026118716714
1964-02-01,100.074784799529
1964-03-01,100.106028896594
1964-04-01,100.100787380136
1964-05-01,100.066791356423
1964-06-01,100.012587745237
1964-07-01,99.9445593194462
1964-08-01,99.8837509644331
1964-09-01,99.8451754942232
1964-10-01,99.8373317317657
1964-11-01,99.8544983440716
1964-12-01,99.8937139862488
1965-01-01,99.9459761588643
1965-02-01,100.012583196569
1965-03-01,100.096472443544
1965-04-01,100.187666229578
1965-05-01,100.2706954474
1965-06-01,100.338775939941
1965-07-01,100.382516384969
1965-08-01,100.38532926013
1965-09-01,100.335613715834
1965-10-01,100.262348061647
1965-11-01,100.185627873827
1965-12-01,100.116591844524
1966-01-01,100.057639560509
1966-02-01,100.004227562468
1966-03-01,99.944342594586
1966-04-01,99.8790472876936
1966-05-01,99.8223566144404
1966-06-01,99.7838771814563
1966-07-01,99.7856185959477
1966-08-01,99.8400155388001
1966-09-01,99.9656000511987
1966-10-01,100.156490657374
1966-11-01,100.386311710316
1966-12-01,100.629868509944
1967-01-01,100.876961017792
1967-02-01,101.091927088843
1967-03-01,101.22826981111
1967-04-01,101.265894691818
1967-05-01,101.216167571168
1967-06-01,101.118262080229
1967-07-01,101.014651281808
1967-08-01,100.934585246043
1967-09-01,100.8808273596
1967-10-01,100.809172327888
1967-11-01,100.68434641441
1967-12-01,100.514636199503
1968-01-01,100.314265361398
1968-02-01,100.094912381954
1968-03-01,99.8909097359316
1968-04-01,99.7494240111298
1968-05-01,99.6879876826036
1968-06-01,99.7137977531206
1968-07-01,99.8203750784199
1968-08-01,99.9662445947865
1968-09-01,100.098411921958
1968-10-01,100.209627102213
1968-11-01,100.304433482394
1968-12-01,100.381336561965
1969-01-01,100.425371472118
1969-02-01,100.411504603464
1969-03-01,100.343817433536
1969-04-01,100.215046418218
1969-05-01,100.024526056886
1969-06-01,99.7665613950848
1969-07-01,99.4696057763796
1969-08-01,99.1746355014483
1969-09-01,98.9148073286383
1969-10-01,98.684566058753
1969-11-01,98.4642785974179
1969-12-01,98.2596584863
1970-01-01,98.0790799619458
1970-02-01,97.9249173543842
1970-03-01,97.7855352184852
1970-04-01,97.6526577921724
1970-05-01,97.5374880417599
1970-06-01,97.4562152992982
1970-07-01,97.4153809966082
1970-08-01,97.4209981053552
1970-09-01,97.4759947083868
1970-10-01,97.5876867277913
1970-11-01,97.7485225940311
1970-12-01,97.9488029235591
1971-01-01,98.1696622835853
1971-02-01,98.3990693939172
1971-03-01,98.6246502047047
1971-04-01,98.8358279598717
1971-05-01,99.0394628853061
1971-06-01,99.2216041788154
1971-07-01,99.3818339601246
1971-08-01,99.5503256436844
1971-09-01,99.7244962790378
1971-10-01,99.8890279532983
1971-11-01,100.045319856189
1971-12-01,100.176750197517
1972-01-01,100.278020385385
1972-02-01,100.360991736069
1972-03-01,100.43857529595
1972-04-01,100.518085408504
1972-05-01,100.609560665835
1972-06-01,100.724852689969
1972-07-01,100.868720110346
1972-08-01,101.058531790504
1972-09-01,101.291307496079
1972-10-01,101.540153143626
1972-11-01,101.765226075762
1972-12-01,101.934296117335
1973-01-01,102.044637003556
1973-02-01,102.102142081109
1973-03-01,102.122138337598
1973-04-01,102.113988929293
1973-05-01,102.069337094971
1973-06-01,101.986010353188
1973-07-01,101.881616237859
1973-08-01,101.766393271651
1973-09-01,101.66083643724
1973-10-01,101.567686707467
1973-11-01,101.484910207783
1973-12-01,101.421626515441
1974-01-01,101.372357612683
1974-02-01,101.315669611118
1974-03-01,101.227003711871
1974-04-01,101.064444072502
1974-05-01,100.768046608315
1974-06-01,100.343653951073
1974-07-01,99.868906161487
1974-08-01,99.4162742809012
1974-09-01,99.0464360006914
1974-10-01,98.7968681638525
1974-11-01,98.7045394421031
1974-12-01,98.7784413796104
1975-01-01,99.0037656503266
1975-02-01,99.3104953640866
1975-03-01,99.6161922131537
1975-04-01,99.845859792165
1975-05-01,99.9809706215792
1975-06-01,100.048669084486
1975-07-01,100.082459548036
1975-08-01,100.095559227299
1975-09-01,100.106481015569
1975-10-01,100.112596944904
1975-11-01,100.111985630571
1975-12-01,100.104210616568
1976-01-01,100.089262224165
1976-02-01,100.070273287213
1976-03-01,100.047607124689
1976-04-01,100.007980222335
1976-05-01,99.9582731589548
1976-06-01,99.9023336577361
1976-07-01,99.8431256911949
1976-08-01,99.7993991502226
1976-09-01,99.769913257789
1976-10-01,99.7571084142141
1976-11-01,99.7702258961483
1976-12-01,99.8109790048573
1977-01-01,99.8709427085179
1977-02-01,99.9448766005717
1977-03-01,100.031999043096
1977-04-01,100.116001754923
1977-05-01,100.190822772646
1977-06-01,100.255786664298
1977-07-01,100.306518860062
1977-08-01,100.363801029382
1977-09-01,100.431670933992
1977-10-01,100.524527457332
1977-11-01,100.641146980944
