"Date","LFUN55FECAM647S"
1995-01-01,40974.2460563862
1995-02-01,32771.3516268252
1995-03-01,33367.0573314307
1995-04-01,37845.0718281592
1995-05-01,32746.0731824817
1995-06-01,39449.4269107366
1995-07-01,37908.6863437333
1995-08-01,37079.4884406007
1995-09-01,37233.8246811345
1995-10-01,34971.2429431763
1995-11-01,35695.8784149211
1995-12-01,36429.6208412918
1996-01-01,32864.6680436627
1996-02-01,31296.5943172975
1996-03-01,31259.1318452705
1996-04-01,37540.295891841
1996-05-01,33289.3659302147
1996-06-01,35651.3706927178
1996-07-01,37435.0552279113
1996-08-01,34584.4953094306
1996-09-01,37215.575248634
1996-10-01,38986.4595016729
1996-11-01,35459.5014776476
1996-12-01,33368.6026830239
1997-01-01,36691.5577241004
1997-02-01,36594.7610301999
1997-03-01,36132.2582647094
1997-04-01,35193.1022333213
1997-05-01,43131.652208748
1997-06-01,34974.0542200844
1997-07-01,38231.1131303407
1997-08-01,31784.2806973868
1997-09-01,38686.471346825
1997-10-01,37258.0676010313
1997-11-01,38721.5663303314
1997-12-01,30968.4662443754
1998-01-01,35303.0222380704
1998-02-01,36687.0217132221
1998-03-01,36982.6743507693
1998-04-01,34099.0648978963
1998-05-01,30438.5992286109
1998-06-01,33841.6693240976
1998-07-01,34653.3146344297
1998-08-01,34461.6668231251
1998-09-01,34265.4065249417
1998-10-01,35179.9666898607
1998-11-01,32454.6306314853
1998-12-01,34352.433348542
1999-01-01,34300.9900805481
1999-02-01,29828.7953888352
1999-03-01,32984.6128967746
1999-04-01,30340.1467495162
1999-05-01,27732.5499336382
1999-06-01,22337.393376367
1999-07-01,24653.2583381981
1999-08-01,30928.5728950738
1999-09-01,29891.8323857923
1999-10-01,25494.1789624381
1999-11-01,25852.6603513608
1999-12-01,26452.2080893708
2000-01-01,25663.5583662236
2000-02-01,30837.9545786814
2000-03-01,25614.5964807501
2000-04-01,27551.8678678194
2000-05-01,30265.2984495892
2000-06-01,34565.2279698887
2000-07-01,35252.5823426356
2000-08-01,39207.1941600759
2000-09-01,36854.378575313
2000-10-01,39753.089061868
2000-11-01,29312.0301454289
2000-12-01,27466.6749218838
2001-01-01,31753.0678042138
2001-02-01,32954.8579392319
2001-03-01,29659.9856358912
2001-04-01,29868.0041560156
2001-05-01,28022.4531036274
2001-06-01,34689.5699335581
2001-07-01,37572.7404166381
2001-08-01,33145.1779560958
2001-09-01,35341.4915536662
2001-10-01,36695.3811706404
2001-11-01,40914.2420964369
2001-12-01,41523.6844053433
2002-01-01,39088.6848924674
2002-02-01,37452.5273580605
2002-03-01,39555.3807908109
2002-04-01,35075.1981429674
2002-05-01,35601.9929081225
2002-06-01,37031.7728468629
2002-07-01,31774.8894045259
2002-08-01,38255.3142394411
2002-09-01,38600.5860301063
2002-10-01,41496.688627774
2002-11-01,48509.4882634908
2002-12-01,48619.2968650938
2003-01-01,38561.8318638592
2003-02-01,43671.2905667797
2003-03-01,47154.7470162516
2003-04-01,51747.024814157
2003-05-01,46691.5987567369
2003-06-01,40846.7178988902
2003-07-01,43547.3121221436
2003-08-01,45147.4826964784
2003-09-01,37651.7931228917
2003-10-01,39113.2769329645
2003-11-01,41393.6301603297
2003-12-01,39970.7176007719
2004-01-01,46295.445095621
2004-02-01,43181.7503347987
2004-03-01,45651.320588272
2004-04-01,44903.2933594447
2004-05-01,49408.9843142511
2004-06-01,53824.0641963075
2004-07-01,50766.4778977997
2004-08-01,48016.3769360802
2004-09-01,43480.5693658846
2004-10-01,44175.1006981566
2004-11-01,46342.5985157554
2004-12-01,49465.5648876122
2005-01-01,46302.8520257068
2005-02-01,49837.2863751232
2005-03-01,42476.0877695901
2005-04-01,39847.6018980778
2005-05-01,50516.6979815145
2005-06-01,51420.0432636714
2005-07-01,44322.0025491279
2005-08-01,45482.227602929
2005-09-01,53031.1836433289
2005-10-01,46546.3008161604
2005-11-01,45297.6548673348
2005-12-01,47136.5351495532
2006-01-01,48085.4333438281
2006-02-01,46798.8501897473
2006-03-01,46926.8403094095
2006-04-01,47794.1816796124
2006-05-01,50971.6939848809
2006-06-01,44913.0483155472
2006-07-01,56778.7147897981
2006-08-01,58311.1638063485
2006-09-01,48830.8480135968
2006-10-01,44993.1248015693
2006-11-01,43327.0416220747
2006-12-01,47025.7541454824
2007-01-01,45847.268596501
2007-02-01,42014.0231262314
2007-03-01,44977.2694576399
2007-04-01,43145.8417178678
2007-05-01,46880.0181519576
2007-06-01,54594.9189985407
2007-07-01,57597.3086473861
2007-08-01,59048.4587735556
2007-09-01,56164.6098834495
2007-10-01,55078.2746235
2007-11-01,48556.2720098573
2007-12-01,49735.3404713085
2008-01-01,47257.099681666
2008-02-01,47057.1663808735
2008-03-01,50755.9123153532
2008-04-01,47993.9750223753
2008-05-01,62091.0363570587
2008-06-01,53441.6669030977
2008-07-01,50021.4188421581
2008-08-01,57334.504184973
2008-09-01,57774.3970459355
2008-10-01,52464.6105650541
2008-11-01,58925.5593863673
2008-12-01,63270.3717245175
2009-01-01,66503.6210563779
2009-02-01,63179.4061542394
2009-03-01,67659.9872057321
2009-04-01,69925.670742913
2009-05-01,62338.9304794952
2009-06-01,63453.4681447413
2009-07-01,64311.1980257154
2009-08-01,70468.9266560896
2009-09-01,61531.1245887664
2009-10-01,69467.921241842
2009-11-01,70321.3809188232
2009-12-01,68735.3394160721
2010-01-01,63757.7308903033
2010-02-01,64926.6168483873
2010-03-01,63862.8224199789
2010-04-01,68056.212565085
2010-05-01,61597.1098145922
2010-06-01,64064.1321843585
2010-07-01,72439.1611995207
2010-08-01,77477.7008106188
2010-09-01,74911.5593108148
2010-10-01,77858.6313252698
2010-11-01,72996.7169132499
2010-12-01,73500.4815226494
2011-01-01,78935.0129837342
2011-02-01,82086.2795953504
2011-03-01,81168.8508832621
2011-04-01,89164.931970399
2011-05-01,86484.5487227844
2011-06-01,71728.639955041
2011-07-01,67478.8837744831
2011-08-01,74273.6817358754
2011-09-01,68581.0960421624
2011-10-01,78456.712193923
2011-11-01,81067.2948473534
2011-12-01,85217.2625663179
2012-01-01,88713.4900909339
2012-02-01,72952.1528310809
2012-03-01,76685.8784041668
2012-04-01,79245.5798161205
2012-05-01,79369.6837303804
2012-06-01,79147.8303797552
2012-07-01,77804.3294123047
2012-08-01,68143.8746652122
2012-09-01,74223.2237213348
2012-10-01,73249.2182276418
2012-11-01,74976.9829456609
2012-12-01,81705.5029681046
2013-01-01,79416.2837059106
2013-02-01,87256.0255232552
2013-03-01,74300.050400759
2013-04-01,77397.0761579193
2013-05-01,72576.5732273266
2013-06-01,87413.6619254552
2013-07-01,87073.6273612754
2013-08-01,79123.9757141316
2013-09-01,79974.9033499443
2013-10-01,79549.6867686632
2013-11-01,84776.8352040421
2013-12-01,79953.1661755428
2014-01-01,83606.054413752
2014-02-01,87380.5671763202
2014-03-01,78392.2023613428
2014-04-01,80616.2711457561
2014-05-01,84117.3570297948
2014-06-01,68955.1972866274
2014-07-01,78553.9159760264
2014-08-01,75521.2749180976
2014-09-01,70873.1847323327
2014-10-01,82241.4665155956
2014-11-01,85104.8169071693
2014-12-01,81292.3628300712
2015-01-01,78895.2664446108
2015-02-01,82725.0049109202
2015-03-01,77395.4208506059
2015-04-01,81309.9416581725
2015-05-01,74678.9427439519
2015-06-01,80071.8816411501
2015-07-01,81049.1281162997
2015-08-01,78935.4219949162
2015-09-01,76384.814128593
2015-10-01,78445.9602180617
2015-11-01,82077.3488611584
2015-12-01,85593.7790327622
2016-01-01,80817.6688751686
2016-02-01,86395.1448482287
2016-03-01,88517.2300032861
2016-04-01,91516.4993599839
2016-05-01,90181.7327694096
2016-06-01,83779.4598510588
2016-07-01,91721.681769638
2016-08-01,91336.5836174262
2016-09-01,85788.153798141
2016-10-01,80891.6374169843
2016-11-01,80408.782070381
2016-12-01,86443.6298681954
2017-01-01,81790.5291738791
2017-02-01,87005.950396217
2017-03-01,84953.86048875
2017-04-01,83654.7717585393
2017-05-01,81699.5826354438
2017-06-01,89492.6467935744
2017-07-01,89396.1189554062
2017-08-01,84213.3967558862
2017-09-01,80561.6503293552
2017-10-01,79743.0749380636
2017-11-01,72054.4406611147
2017-12-01,70872.9332446554
2018-01-01,74429.9334416266
2018-02-01,72682.6530570901
2018-03-01,78039.2154817146
2018-04-01,72116.9026903946
2018-05-01,70624.4910688879
2018-06-01,77596.9221410173
2018-07-01,80164.2539483607
2018-08-01,85753.5951360124
2018-09-01,83173.5757584656
2018-10-01,78585.5950333632
2018-11-01,83489.2070934422
2018-12-01,76040.7529705777
2019-01-01,74223.4379910794
2019-02-01,81002.7880676335
2019-03-01,86345.364434386
2019-04-01,74198.8163987177
2019-05-01,75263.2126733806
2019-06-01,74030.0587829037
2019-07-01,70405.31300586
2019-08-01,71430.5168321803
2019-09-01,86041.5781375323
2019-10-01,75469.9055566446
2019-11-01,79377.0442283952
2019-12-01,75527.7504719759
2020-01-01,71358.5994695744
2020-02-01,85459.442162497
2020-03-01,115007.748533578
2020-04-01,185967.946588855
2020-05-01,172986.859657538
2020-06-01,156058.173034179
2020-07-01,131500.973447899
2020-08-01,117976.843909619
2020-09-01,109609.32530399
2020-10-01,115249.899236719
2020-11-01,111068.664301515
2020-12-01,132178.44640391
2021-01-01,136018.176442466
2021-02-01,137398.846805613
2021-03-01,111764.758436267
2021-04-01,140272.57641062
2021-05-01,145090.028605674
2021-06-01,132585.18180155
2021-07-01,126883.228810219
2021-08-01,114458.51876643
2021-09-01,124018.511069738
2021-10-01,126313.300164302
2021-11-01,118633.355021161
2021-12-01,105749.79586007
2022-01-01,104069.135003036
2022-02-01,85543.9427028764
2022-03-01,81297.0229547585
2022-04-01,81411.1000363093
2022-05-01,73340.7546885271
2022-06-01,63060.0751723023
2022-07-01,72336.1814167872
2022-08-01,80115.1821635675
2022-09-01,72726.6532882731
2022-10-01,75197.0543479423
2022-11-01,69309.8527492888
2022-12-01,65712.5721542017
2023-01-01,76008.0406895423
2023-02-01,65866.8219781464
2023-03-01,69319.6709620554
2023-04-01,63012.1444298361
2023-05-01,62881.3802615044
2023-06-01,76710.6541572441
2023-07-01,73182.2203023177
2023-08-01,81005.8274942839
2023-09-01,79548.186384333
2023-10-01,77798.0554426348
2023-11-01,77188.5482311102
