"Date","LFEM55FECAM647S"
2003-06-01,729673.00075025
2003-07-01,730133.525487971
2003-08-01,734518.566361132
2003-09-01,748186.175091747
2003-10-01,746812.769783633
2003-11-01,768394.724914884
2003-12-01,782637.664836971
2004-01-01,775246.773009356
2004-02-01,770394.540404258
2004-03-01,756378.77512493
2004-04-01,772339.613095936
2004-05-01,780394.648443129
2004-06-01,766156.858375831
2004-07-01,772954.088165696
2004-08-01,783233.365128692
2004-09-01,800523.328457533
2004-10-01,804600.792577096
2004-11-01,814650.975216176
2004-12-01,807991.593301396
2005-01-01,800738.267321799
2005-02-01,812040.067498155
2005-03-01,817422.191975543
2005-04-01,823740.647089354
2005-05-01,830354.795444639
2005-06-01,827036.28364596
2005-07-01,831615.498712437
2005-08-01,838079.561238076
2005-09-01,831551.462024225
2005-10-01,842974.506622092
2005-11-01,842661.949053938
2005-12-01,848367.723318187
2006-01-01,848234.707123576
2006-02-01,863646.163209687
2006-03-01,869048.248222655
2006-04-01,864816.873854172
2006-05-01,880279.838916647
2006-06-01,879520.797004125
2006-07-01,890491.470183756
2006-08-01,879545.816423425
2006-09-01,894469.877925248
2006-10-01,885780.527000089
2006-11-01,896255.430915116
2006-12-01,901661.381587755
2007-01-01,911600.613038878
2007-02-01,923672.714267991
2007-03-01,933365.719831569
2007-04-01,946447.956066906
2007-05-01,935428.943332176
2007-06-01,931464.594421323
2007-07-01,935576.521891674
2007-08-01,946240.640755257
2007-09-01,952787.281214118
2007-10-01,966929.687604528
2007-11-01,968622.369622891
2007-12-01,968039.724108514
2008-01-01,985496.72757647
2008-02-01,982663.427266285
2008-03-01,1005628.85042943
2008-04-01,996299.412392808
2008-05-01,998234.912703061
2008-06-01,1001834.0225158
2008-07-01,996166.997589557
2008-08-01,979790.050178618
2008-09-01,993543.907706849
2008-10-01,1012136.56079986
2008-11-01,1012241.79073961
2008-12-01,1014395.37356641
2009-01-01,1029979.02291517
2009-02-01,1040639.7133552
2009-03-01,1051795.46868819
2009-04-01,1057128.60275562
2009-05-01,1067459.35074849
2009-06-01,1076851.7779347
2009-07-01,1070108.28468529
2009-08-01,1064956.1065417
2009-09-01,1079218.64312141
2009-10-01,1077608.43124913
2009-11-01,1071426.16351953
2009-12-01,1066749.65077499
2010-01-01,1070733.42864126
2010-02-01,1072518.31339818
2010-03-01,1072232.68753449
2010-04-01,1073835.71223755
2010-05-01,1092217.30013157
2010-06-01,1112609.17635628
2010-07-01,1123252.42748429
2010-08-01,1114153.05451806
2010-09-01,1130873.40152676
2010-10-01,1142394.09398642
2010-11-01,1152017.72981656
2010-12-01,1146395.02174232
2011-01-01,1159560.21461903
2011-02-01,1155966.37674074
2011-03-01,1135949.80717844
2011-04-01,1154249.25762625
2011-05-01,1156873.82662927
2011-06-01,1161587.51770876
2011-07-01,1151161.99926042
2011-08-01,1142344.99063471
2011-09-01,1139453.59915154
2011-10-01,1131414.26513147
2011-11-01,1141506.45382446
2011-12-01,1164852.19741236
2012-01-01,1171171.59927782
2012-02-01,1184612.24250721
2012-03-01,1200673.85921148
2012-04-01,1207921.64709512
2012-05-01,1201765.98701407
2012-06-01,1198549.78842694
2012-07-01,1188066.8039679
2012-08-01,1215926.48077861
2012-09-01,1211001.19777742
2012-10-01,1203592.18271768
2012-11-01,1208624.24520511
2012-12-01,1213980.39729667
2013-01-01,1234168.1904696
2013-02-01,1246138.97416077
2013-03-01,1244313.57876969
2013-04-01,1249213.91663194
2013-05-01,1270815.62911297
2013-06-01,1247543.8584987
2013-07-01,1255648.39782069
2013-08-01,1272849.91608374
2013-09-01,1272241.85981399
2013-10-01,1271942.30571093
2013-11-01,1275983.84816846
2013-12-01,1290227.34654885
2014-01-01,1294808.67134764
2014-02-01,1286364.84639682
2014-03-01,1280130.73387025
2014-04-01,1302248.54460886
2014-05-01,1297500.10020535
2014-06-01,1314748.44851558
2014-07-01,1306257.84784408
2014-08-01,1294646.22085469
2014-09-01,1297894.97193865
2014-10-01,1286459.28720252
2014-11-01,1288677.21541637
2014-12-01,1289668.94475837
2015-01-01,1305849.78228663
2015-02-01,1317427.87167931
2015-03-01,1342350.36688229
2015-04-01,1322543.41123171
2015-05-01,1330310.31437611
2015-06-01,1328889.72473354
2015-07-01,1317995.88688181
2015-08-01,1329646.08821745
2015-09-01,1328705.35098848
2015-10-01,1344402.42981853
2015-11-01,1345329.78056967
2015-12-01,1351270.11829916
2016-01-01,1362611.16207499
2016-02-01,1364761.22151813
2016-03-01,1368475.2370724
2016-04-01,1377027.72058325
2016-05-01,1395489.19898259
2016-06-01,1392087.14748095
2016-07-01,1385556.89562766
2016-08-01,1400142.16444488
2016-09-01,1415480.1371568
2016-10-01,1421449.92254396
2016-11-01,1402815.6782702
2016-12-01,1404875.81700228
2017-01-01,1418329.29010989
2017-02-01,1412998.52079337
2017-03-01,1406805.01926313
2017-04-01,1411677.94614053
2017-05-01,1415236.47185329
2017-06-01,1436612.42440374
2017-07-01,1438823.79638912
2017-08-01,1457899.99041779
2017-09-01,1448971.57796245
2017-10-01,1457313.31006114
2017-11-01,1480212.04917315
2017-12-01,1503956.72240792
2018-01-01,1488820.53186851
2018-02-01,1479955.30954761
2018-03-01,1462774.02940151
2018-04-01,1465761.36318253
2018-05-01,1474627.60302947
2018-06-01,1474028.2102646
2018-07-01,1488831.53332456
2018-08-01,1494423.83996765
2018-09-01,1507359.41146274
2018-10-01,1513181.91934624
2018-11-01,1515025.91492089
2018-12-01,1501072.02744181
2019-01-01,1477160.59698367
2019-02-01,1462317.87890458
2019-03-01,1472650.96828892
2019-04-01,1492795.1390837
2019-05-01,1493033.51138655
2019-06-01,1518690.17344999
2019-07-01,1524140.66165036
2019-08-01,1530063.711319
2019-09-01,1535990.61682892
2019-10-01,1551468.78096562
2019-11-01,1549270.78278475
2019-12-01,1541886.3841487
2020-01-01,1541074.66790033
2020-02-01,1537184.27731487
2020-03-01,1442976.15630331
2020-04-01,1305347.65880521
2020-05-01,1325453.92928365
2020-06-01,1387968.98121119
2020-07-01,1432688.58927388
2020-08-01,1463301.17258167
2020-09-01,1472501.43037034
2020-10-01,1496744.17186356
2020-11-01,1509395.8297359
2020-12-01,1505555.11329561
2021-01-01,1496666.25834051
2021-02-01,1503839.95843559
2021-03-01,1530197.63244094
2021-04-01,1512029.28785956
2021-05-01,1505496.61313479
2021-06-01,1520857.23005164
2021-07-01,1515199.63063222
2021-08-01,1531086.42600085
2021-09-01,1528877.0300873
2021-10-01,1512228.0557872
2021-11-01,1524243.62793071
2021-12-01,1524601.21224364
2022-01-01,1516079.72884578
2022-02-01,1530434.92898577
2022-03-01,1530738.63187199
2022-04-01,1524326.34350786
2022-05-01,1534812.26401597
2022-06-01,1523063.52401068
2022-07-01,1523274.95851401
2022-08-01,1516447.1137238
2022-09-01,1543992.65861572
2022-10-01,1546836.05282605
2022-11-01,1539721.21598068
2022-12-01,1541276.42543507
2023-01-01,1547866.58282207
2023-02-01,1580968.7010572
2023-03-01,1569799.26581455
2023-04-01,1577421.34886311
2023-05-01,1579983.01554179
2023-06-01,1571062.87270858
2023-07-01,1579520.11856315
2023-08-01,1529128.76176323
2023-09-01,1534806.06014554
2023-10-01,1533257.75958558
2023-11-01,1538068.82063838
