"Date","CANCP110000IXNBM"
2014-12-01,100
2015-01-01,100.4767969
2015-02-01,100.8513625
2015-03-01,100.9732555
2015-04-01,101.3822105
2015-05-01,104.1366479
2015-06-01,105.5962104
2015-07-01,106.5704083
2015-08-01,107.3417304
2015-09-01,107.1163625
2015-10-01,104.6050953
2015-11-01,103.0395611
2015-12-01,102.705196
2016-01-01,103.3328552
2016-02-01,103.8140379
2016-03-01,104.0199035
2016-04-01,104.5292699
2016-05-01,106.7326402
2016-06-01,107.5795176
2016-07-01,108.9551576
2016-08-01,109.4290249
2016-09-01,109.6741149
2016-10-01,107.3313461
2016-11-01,106.0438895
2016-12-01,104.9
2017-01-01,105.5
2017-02-01,106.8
2017-03-01,106.2
2017-04-01,107.6
2017-05-01,109.9
2017-06-01,111
2017-07-01,112.8
2017-08-01,112.8
2017-09-01,112.1
2017-10-01,110
2017-11-01,108.6
2017-12-01,107.5
2018-01-01,108.5
2018-02-01,109.4
2018-03-01,109.9
2018-04-01,111
2018-05-01,112.9
2018-06-01,114.9
2018-07-01,115.6
2018-08-01,116.1
2018-09-01,112.9
2018-10-01,112.9
2018-11-01,111.4
2018-12-01,110.1
2019-01-01,111.2
2019-02-01,111
2019-03-01,111.3
2019-04-01,111.6
2019-05-01,114
2019-06-01,115.8
2019-07-01,116.7
2019-08-01,116.7
2019-09-01,114
2019-10-01,114.4
2019-11-01,113.1
2019-12-01,112.1
2020-01-01,112.5
2020-02-01,112.8
2020-03-01,112.7
2020-04-01,112.3
2020-05-01,112.4
2020-06-01,112.9
2020-07-01,113.410970740075
2020-08-01,113.8
2020-09-01,113.6
2020-10-01,112.7
2020-11-01,112.2
2020-12-01,111.9
2021-01-01,112.5
2021-02-01,112.7
2021-03-01,112.6
2021-04-01,113.1
2021-05-01,114
2021-06-01,114.6
2021-07-01,116.3
2021-08-01,118.1
2021-09-01,117.8
2021-10-01,117.6
2021-11-01,117.8
2021-12-01,117.9
2022-01-01,118.4
2022-02-01,119.5
2022-03-01,120.3
2022-04-01,122.4
2022-05-01,124.6
2022-06-01,126.6
2022-07-01,129.2
2022-08-01,129.8
2022-09-01,128.7
2022-10-01,128.2
2022-11-01,127.3
2022-12-01,127.3
2023-01-01,128.3
2023-02-01,129.4
2023-03-01,129.4
2023-04-01,130.7
2023-05-01,133.1
2023-06-01,134.8
2023-07-01,135.7
2023-08-01,136.6
2023-09-01,136.5
2023-10-01,135.2
