"Date","CANLORSGPRTSTSAM"
1961-02-01,98.2957878427293
1961-03-01,98.5849133525187
1961-04-01,98.8696052746616
1961-05-01,99.1412540643151
1961-06-01,99.3898037326874
1961-07-01,99.606187033508
1961-08-01,99.7846766968077
1961-09-01,99.9271714952497
1961-10-01,100.049816835786
1961-11-01,100.169052824317
1961-12-01,100.288866839593
1962-01-01,100.388097640993
1962-02-01,100.437934305901
1962-03-01,100.420551883842
1962-04-01,100.350818588469
1962-05-01,100.258043294628
1962-06-01,100.171438216479
1962-07-01,100.107357277561
1962-08-01,100.070191180075
1962-09-01,100.051536016843
1962-10-01,100.027306595984
1962-11-01,99.970996210776
1962-12-01,99.8670842831088
1963-01-01,99.7264199106148
1963-02-01,99.5715652891735
1963-03-01,99.4248666114524
1963-04-01,99.2977198984221
1963-05-01,99.1997283308519
1963-06-01,99.1463073775869
1963-07-01,99.1641082262382
1963-08-01,99.2775556090677
1963-09-01,99.4903086031876
1963-10-01,99.7764539259329
1963-11-01,100.086436408156
1963-12-01,100.364088260049
1964-01-01,100.561834022791
1964-02-01,100.644655208792
1964-03-01,100.599531335891
1964-04-01,100.452546370442
1964-05-01,100.245187614296
1964-06-01,100.018003831131
1964-07-01,99.7989950228816
1964-08-01,99.6098956921122
1964-09-01,99.4719373373172
1964-10-01,99.4095315099099
1964-11-01,99.43873988804
1964-12-01,99.5504415748969
1965-01-01,99.7079128214547
1965-02-01,99.8579465017077
1965-03-01,99.9594552119434
1965-04-01,100.01241143932
1965-05-01,100.039948226161
1965-06-01,100.073837670909
1965-07-01,100.141882620059
1965-08-01,100.264862274013
1965-09-01,100.45106649343
1965-10-01,100.686806890988
1965-11-01,100.948960808043
1965-12-01,101.213800094705
1966-01-01,101.463856806811
1966-02-01,101.682783791468
1966-03-01,101.851206899476
1966-04-01,101.944785556889
1966-05-01,101.941795429223
1966-06-01,101.836030085745
1966-07-01,101.656330052825
1966-08-01,101.442050470267
1966-09-01,101.224194295379
1966-10-01,101.009595952669
1966-11-01,100.795905143034
1966-12-01,100.586280244718
1967-01-01,100.40395616276
1967-02-01,100.27229964121
1967-03-01,100.193384098961
1967-04-01,100.144870325077
1967-05-01,100.085390570107
1967-06-01,99.9792142972559
1967-07-01,99.8215184735048
1967-08-01,99.6261121356508
1967-09-01,99.4169746065213
1967-10-01,99.2227071675906
1967-11-01,99.0733814475386
1967-12-01,98.996597244793
1968-01-01,99.0105592714617
1968-02-01,99.1221430207377
1968-03-01,99.3183602665314
1968-04-01,99.5687860132195
1968-05-01,99.8302488856291
1968-06-01,100.065595743495
1968-07-01,100.261651164249
1968-08-01,100.418380435471
1968-09-01,100.540675041419
1968-10-01,100.63282928138
1968-11-01,100.696172944909
1968-12-01,100.728818947601
1969-01-01,100.727436435765
1969-02-01,100.68988245748
1969-03-01,100.620214488175
1969-04-01,100.536199721354
1969-05-01,100.459867209482
1969-06-01,100.409197243956
1969-07-01,100.389366973328
1969-08-01,100.396170139114
1969-09-01,100.417133922851
1969-10-01,100.43064907838
1969-11-01,100.412873533446
1969-12-01,100.345083435155
1970-01-01,100.223134952943
1970-02-01,100.051991771846
1970-03-01,99.8440634783686
1970-04-01,99.6210036649389
1970-05-01,99.4027240526125
1970-06-01,99.1976729370598
1970-07-01,98.9929217529322
1970-08-01,98.7678862569907
1970-09-01,98.5077796356237
1970-10-01,98.2182381207874
1970-11-01,97.9223218064438
1970-12-01,97.6596115453041
1971-01-01,97.4858699500816
1971-02-01,97.4531113591147
1971-03-01,97.5836651333788
1971-04-01,97.862871290315
1971-05-01,98.241774004631
1971-06-01,98.6572397357785
1971-07-01,99.0446627472894
1971-08-01,99.3471971681451
1971-09-01,99.5269971544676
1971-10-01,99.5822133448268
1971-11-01,99.5340553506559
1971-12-01,99.4221829834528
1972-01-01,99.3071919842546
1972-02-01,99.2433877371309
1972-03-01,99.2521646232242
1972-04-01,99.3190699827308
1972-05-01,99.4059712795393
1972-06-01,99.4857084736969
1972-07-01,99.5749398169358
1972-08-01,99.7084432821124
1972-09-01,99.9126984030779
1972-10-01,100.191252470965
1972-11-01,100.524399064604
1972-12-01,100.87815215904
1973-01-01,101.209081565015
1973-02-01,101.474750539194
1973-03-01,101.645790195487
1973-04-01,101.722497972147
1973-05-01,101.722387547271
1973-06-01,101.674237881415
1973-07-01,101.617593347066
1973-08-01,101.588544858159
1973-09-01,101.606393072823
1973-10-01,101.658490594426
1973-11-01,101.718271711584
1973-12-01,101.760676505714
1974-01-01,101.776981185859
1974-02-01,101.764270180547
1974-03-01,101.716852740382
1974-04-01,101.619875232593
1974-05-01,101.454269074433
1974-06-01,101.205318062788
1974-07-01,100.876078227942
1974-08-01,100.478330573258
1974-09-01,100.029466596204
1974-10-01,99.5544598537017
1974-11-01,99.0827051339528
1974-12-01,98.6470728433137
1975-01-01,98.2830883429098
1975-02-01,98.0221001262244
1975-03-01,97.8797325845906
1975-04-01,97.8545127463492
1975-05-01,97.9282193447671
1975-06-01,98.0748955592606
1975-07-01,98.2625957290548
1975-08-01,98.4637832212928
1975-09-01,98.6627771587513
1975-10-01,98.8622028455921
1975-11-01,99.07355410566
1975-12-01,99.3076046816176
1976-01-01,99.5638356838674
1976-02-01,99.831839945179
1976-03-01,100.091007263819
1976-04-01,100.309269571308
1976-05-01,100.453470020578
1976-06-01,100.502682044568
1976-07-01,100.466678492873
1976-08-01,100.370697539226
1976-09-01,100.246235800251
1976-10-01,100.126279120119
1976-11-01,100.037124307829
1976-12-01,99.9901359813685
1977-01-01,99.9714504088653
1977-02-01,99.9577344285792
1977-03-01,99.9298381022303
1977-04-01,99.8860861036192
1977-05-01,99.8359431399814
1977-06-01,99.794936684612
1977-07-01,99.7801887560241
1977-08-01,99.8053320036567
1977-09-01,99.8736887137185
1977-10-01,99.9686674215378
1977-11-01,100.066251114063
1977-12-01,100.145606090541
1978-01-01,100.199586267632
1978-02-01,100.229482711052
1978-03-01,100.241683488077
1978-04-01,100.24617427747
1978-05-01,100.252905474416
1978-06-01,100.268878999555
1978-07-01,100.295242887114
1978-08-01,100.330425545806
1978-09-01,100.372661248056
1978-10-01,100.422028231231
1978-11-01,100.480490183678
1978-12-01,100.551588069391
1979-01-01,100.639644471295
1979-02-01,100.747328455291
1979-03-01,100.872162971733
1979-04-01,101.001768825012
1979-05-01,101.120605953756
1979-06-01,101.216536052827
1979-07-01,101.288321393285
1979-08-01,101.339493864279
1979-09-01,101.374119358304
1979-10-01,101.394229320566
1979-11-01,101.398116785048
1979-12-01,101.379880190554
1980-01-01,101.330339778875
1980-02-01,101.240690495343
1980-03-01,101.108577543885
1980-04-01,100.947163564768
1980-05-01,100.779761262831
1980-06-01,100.63681403323
1980-07-01,100.55361212908
1980-08-01,100.564606973729
1980-09-01,100.69376074106
1980-10-01,100.938224351197
1980-11-01,101.279308032917
1980-12-01,101.684992509146
1981-01-01,102.105412564934
1981-02-01,102.484224348095
1981-03-01,102.769267807446
1981-04-01,102.92654805783
1981-05-01,102.935651781004
1981-06-01,102.794140761367
1981-07-01,102.53219562214
1981-08-01,102.18817911898
1981-09-01,101.792964088264
1981-10-01,101.360542460732
1981-11-01,100.893513520153
1981-12-01,100.391235064021
1982-01-01,99.8603025037562
1982-02-01,99.3101839282493
1982-03-01,98.7509804960173
1982-04-01,98.1925917420456
1982-05-01,97.6453020010655
1982-06-01,97.1202501999028
1982-07-01,96.6290376119724
1982-08-01,96.1884774002573
1982-09-01,95.8227524237543
1982-10-01,95.5618748550178
1982-11-01,95.4339173183473
1982-12-01,95.4496698961801
1983-01-01,95.5962007425718
1983-02-01,95.8409439330813
1983-03-01,96.1445197157584
1983-04-01,96.4660959543987
