"Date","LRHUTTMACAM156S"
1960-01-01,7.11589067336197
1960-02-01,7.4857069039596
1960-03-01,7.70767565979121
1960-04-01,7.97871599824189
1960-05-01,8.38853124589957
1960-06-01,7.78886681536837
1960-07-01,8.54696352790999
1960-08-01,8.94894350653935
1960-09-01,8.89490668996332
1960-10-01,9.11559680837656
1960-11-01,8.90936072857179
1960-12-01,8.97099010538094
1961-01-01,8.91734319902115
1961-02-01,8.95819953841834
1961-03-01,8.86333423871419
1961-04-01,8.93109476890556
1961-05-01,8.95061056467147
1961-06-01,8.9291837728829
1961-07-01,8.54069135346837
1961-08-01,8.01617316158786
1961-09-01,8.0807807109645
1961-10-01,7.69847363385699
1961-11-01,7.18854922101448
1961-12-01,6.91459822438272
1962-01-01,7.05395935423984
1962-02-01,7.17539802536325
1962-03-01,7.05964964486476
1962-04-01,6.99287350465742
1962-05-01,6.45400409638196
1962-06-01,6.72393583986623
1962-07-01,6.91465404051846
1962-08-01,6.75574235416822
1962-09-01,6.66271223102613
1962-10-01,6.61295154777236
1962-11-01,6.80102011940188
1962-12-01,6.98330750863584
1963-01-01,6.85515742106355
1963-02-01,6.72436049992018
1963-03-01,6.89386548641844
1963-04-01,6.63214538437322
1963-05-01,6.68172611324844
1963-06-01,6.38371573204203
1963-07-01,6.21239123590195
1963-08-01,6.06793577444127
1963-09-01,6.03797676492189
1963-10-01,5.84439868337889
1963-11-01,5.79736460183998
1963-12-01,5.75129489962388
1964-01-01,5.71450657119144
1964-02-01,5.74480764847743
1964-03-01,5.68257231238512
1964-04-01,5.71424296423692
1964-05-01,5.29545485154587
1964-06-01,5.35480197499517
1964-07-01,5.10155855813294
1964-08-01,5.00424137485358
1964-09-01,4.92879797090387
1964-10-01,5.35551228033692
1964-11-01,4.61461293322528
1964-12-01,4.5909773404603
1965-01-01,4.82030654219893
1965-02-01,4.85646671814508
1965-03-01,4.70947497697524
1965-04-01,5.20011427324864
1965-05-01,4.6561934176365
1965-06-01,4.5938342190886
1965-07-01,4.21723801513121
1965-08-01,4.11319715200184
1965-09-01,3.87486172730202
1965-10-01,3.28961302398748
1965-11-01,3.71846591980051
1965-12-01,3.89632928679692
1966-01-01,3.39607106141782
1966-02-01,3.27143898574922
1966-03-01,3.22136779831302
1966-04-01,3.14742807880312
1966-05-01,3.2655478952519
1966-06-01,3.26989159671757
1966-07-01,3.60802596908903
1966-08-01,3.57168657991101
1966-09-01,3.8057296531849
1966-10-01,3.06121578978276
1966-11-01,3.37759468482558
1966-12-01,3.36415599885764
1967-01-01,3.57511670176901
1967-02-01,3.61480188302239
1967-03-01,3.73611655666729
1967-04-01,3.82628015564437
1967-05-01,3.85368392136249
1967-06-01,3.78094177079438
1967-07-01,3.86821481248779
1967-08-01,3.81349675249794
1967-09-01,3.88448847075899
1967-10-01,4.11167615793474
1967-11-01,4.12217393789022
1967-12-01,4.42509866948447
1968-01-01,4.48584795775289
1968-02-01,4.61129432211638
1968-03-01,4.73630871724027
1968-04-01,4.56797728650862
1968-05-01,4.56083102909035
1968-06-01,4.82366360590382
1968-07-01,4.7317222891877
1968-08-01,4.5348614102686
1968-09-01,4.42413734496771
1968-10-01,4.31685997410869
1968-11-01,4.53851239276804
1968-12-01,4.42968297753578
1969-01-01,4.22402473713468
1969-02-01,4.27781321007194
1969-03-01,4.13374318924147
1969-04-01,4.22361498597816
1969-05-01,4.34152912813563
1969-06-01,4.34093425637932
1969-07-01,4.25436680741659
1969-08-01,4.32535861357129
1969-09-01,4.27681821626341
1969-10-01,4.49162536210074
1969-11-01,4.44041936754874
1969-12-01,4.39497397943914
1970-01-01,4.44531026180865
1970-02-01,4.81158820098321
1970-03-01,5.17811641575202
1970-04-01,5.49496674901586
1970-05-01,5.94204086113688
1970-06-01,5.98237526488107
1970-07-01,6.0512616344705
1970-08-01,6.04222874916355
1970-09-01,6.09109533766951
1970-10-01,5.86985125869694
1970-11-01,5.84609335530401
1970-12-01,6.04665372411113
1971-01-01,6.04807285097813
1971-02-01,6.07484388901402
1971-03-01,6.07868190544885
1971-04-01,6.3523967879762
1971-05-01,5.95160132688682
1971-06-01,5.93643166077787
1971-07-01,5.93850043155773
1971-08-01,5.81242051422592
1971-09-01,6.08412373775671
1971-10-01,5.74693094743765
1971-11-01,5.87505533625079
1971-12-01,5.68504290061628
1972-01-01,5.59228931032474
1972-02-01,5.37177243508958
1972-03-01,5.56667247700637
1972-04-01,5.56586078120647
1972-05-01,5.78361530359366
1972-06-01,5.91193380355851
1972-07-01,6.07357237348541
1972-08-01,6.20812388319422
1972-09-01,6.08968170843637
1972-10-01,6.19734654543617
1972-11-01,5.86209352545615
1972-12-01,6.04191939343375
1973-01-01,5.48706374166094
1973-02-01,5.25114141552392
1973-03-01,5.03329321964394
1973-04-01,4.8463162688828
1973-05-01,4.68373785245318
1973-06-01,4.78328736036138
1973-07-01,4.70789070099048
