"Date","LRAC55FECAM156S"
2016-04-01,59.5759344847158
2016-05-01,60.0016177303244
2016-06-01,59.5261160894486
2016-07-01,59.6614950634697
2016-08-01,59.4064184026381
2016-09-01,60.2826628121738
2016-10-01,60.1844056925236
2016-11-01,59.3227123528941
2016-12-01,59.2941928779825
2017-01-01,59.8604187437687
2017-02-01,59.6639324679462
2017-03-01,59.3424505048899
2017-04-01,59.507838856916
2017-05-01,59.387625762497
2017-06-01,60.3725086997786
2017-07-01,60.166614024005
2017-08-01,60.5627142688261
2017-09-01,59.9748170299835
2017-10-01,60.2381233054344
2017-11-01,60.882018283831
2017-12-01,61.6228499784508
2018-01-01,61.2903225806452
2018-02-01,60.4740150716489
2018-03-01,60.1723331253899
2018-04-01,60.0770517959295
2018-05-01,60.5960522225676
2018-06-01,60.273919453713
2018-07-01,60.7545415811287
2018-08-01,61.0376044568245
2018-09-01,61.2025658860808
2018-10-01,61.4057433997221
2018-11-01,61.7712831585441
2018-12-01,60.601625389978
2019-01-01,59.8607799400046
2019-02-01,58.9365298908867
2019-03-01,59.9900214921707
2019-04-01,60.284367454873
2019-05-01,60.731922061019
2019-06-01,61.0987918641994
2019-07-01,60.8081271005194
2019-08-01,60.6098771086177
2019-09-01,61.9441690183815
2019-10-01,62.2165478867335
2019-11-01,62.1605149887632
2019-12-01,61.7100654789097
2020-01-01,61.5530951565651
2020-02-01,61.0800532420612
2020-03-01,59.0224992398906
2020-04-01,55.2364672364672
2020-05-01,58.7484811664642
2020-06-01,58.8168329981406
2020-07-01,62.0167684661785
2020-08-01,64.1057743379619
2020-09-01,59.7829798535493
2020-10-01,60.5076450278863
2020-11-01,60.6678049705938
2020-12-01,60.3688384624142
2021-01-01,61.7883710338546
2021-02-01,60.5472901168969
2021-03-01,62.3135602869179
2021-04-01,62.3932597062507
2021-05-01,63.9327463185062
2021-06-01,62.570214057993
2021-07-01,62.8919596082302
2021-08-01,62.6571461126514
2021-09-01,62.6705171562108
2021-10-01,62.5879043600563
2021-11-01,62.7585944630362
2021-12-01,61.8984211527487
2022-01-01,61.7466783416454
2022-02-01,60.3466666666667
2022-03-01,61.517646162055
2022-04-01,61.4733470601693
2022-05-01,62.0244954023427
2022-06-01,60.5878984539034
2022-07-01,60.5118411000764
2022-08-01,59.4701024621502
2022-09-01,62.0858520162216
2022-10-01,62.6507407832778
2022-11-01,62.0934063828972
2022-12-01,61.7729381542119
2023-01-01,62.3176723476125
2023-02-01,61.4979834837718
2023-03-01,63.0634438765707
2023-04-01,63.4458628114426
2023-05-01,63.938589403209
2023-06-01,63.126082771896
2023-07-01,63.6685797927661
2023-08-01,61.6105157659394
2023-09-01,62.8698167791707
2023-10-01,62.8348645101521
2023-11-01,63.111746301518
