"Date","CANCPSDCTGYCTGYM"
2015-12-01,0.00600651455948054
2016-01-01,0.0224767153841758
2016-02-01,-0.0208529707177358
2016-03-01,-0.0300318640756954
2016-04-01,-0.026778374758331
2016-05-01,-0.0402243277374681
2016-06-01,0.0150751973232628
2016-07-01,0.0366638688468712
2016-08-01,-0.0461932122060644
2016-09-01,-0.0283487944911667
2016-10-01,0.00954038838409121
2016-11-01,-0.0302515621475501
2016-12-01,-0.00238204068004033
2017-01-01,-0.00909678299239358
2017-02-01,-0.0064413625816444
2017-03-01,-0.0551419805530133
2017-04-01,-0.0550297916969011
2017-05-01,0.0438782478061703
2017-06-01,-0.00310387176782467
2017-07-01,-0.0389440824056642
2017-08-01,0.00296856212705721
2017-09-01,0.030080671883634
2017-10-01,-0.00021964247497297
2017-11-01,-0.0303288424830988
2017-12-01,0.0198769909682419
2018-01-01,0.00538744975931493
2018-02-01,0.0181887098812159
2018-03-01,0.0577946857731568
2018-04-01,0.06196454248325
2018-05-01,-0.0227169458025602
2018-06-01,0.0459664844225332
2018-07-01,0.0251668086203489
2018-08-01,0.0160520938350888
2018-09-01,0.199888891654794
2018-10-01,0.022782265562229
2018-11-01,0.0260239011638888
2018-12-01,-0.0342411006453718
2019-01-01,0.00711950459658262
2019-02-01,-0.0581168875859799
2019-03-01,-0.0778425824593243
2019-04-01,-0.00518402695248543
2019-05-01,-0.0369892935672596
2019-06-01,-0.035078215416577
2019-07-01,-0.0341362606508908
2019-08-01,0.0181582408431655
2019-09-01,-0.568425260311562
2019-10-01,-0.0679902532140648
2019-11-01,-0.0571073017604564
2019-12-01,-0.013288001186428
2020-01-01,-0.0156752929142296
2020-02-01,-0.0438016715283389
2020-03-01,0.0157441076263349
2020-04-01,-0.121271540525094
2020-05-01,-0.0237293703365027
2020-06-01,-0.00159557901713847
2020-07-01,-0.0396295779583082
2020-08-01,-0.0660623324591714
2020-09-01,0.302120259515081
2020-10-01,0.0144636378116756
2020-11-01,-0.000588887101935387
2020-12-01,-0.0230513489132923
2021-01-01,-0.0758203302122018
2021-02-01,-0.018663950304209
2021-03-01,0.0239163907324502
2021-04-01,0.0917015456981165
2021-05-01,0.0117372634455646
2021-06-01,-0.00285258542139166
2021-07-01,0.0766355258545461
2021-08-01,0.0304425853127386
2021-09-01,-0.00595260069851378
2021-10-01,-0.0837403754598238
2021-11-01,0.0306854274619548
2021-12-01,0.0360543934864674
2022-01-01,0.0420990666405308
2022-02-01,0.081298641949898
2022-03-01,-0.0305782379616994
2022-04-01,-0.0365864788565347
2022-05-01,-0.0217614563930679
