"Date","CANSLRTCR03GPSAM"
1960-01-01,28.409612195208
1960-02-01,4.59466886507282
1960-03-01,-5.51994114865219
1960-04-01,2.76132476849919
1960-05-01,-1.06619039887426
1960-06-01,4.22592997811815
1960-07-01,-8.11179635218476
1960-08-01,0.305592048894744
1960-09-01,7.95250704706585
1960-10-01,2.32367990715831
1960-11-01,0.90733341925505
1960-12-01,-1.71660663652387
1961-01-01,-9.15399610136452
1961-02-01,0.0772465882756904
1961-03-01,-3.95940537449972
1961-04-01,0.473284714987362
1961-05-01,2.92113527285654
1961-06-01,2.59355210132413
1961-07-01,15.9114502960074
1961-08-01,-7.64910921766073
1961-09-01,-7.54088907527783
1961-10-01,-0.762579730687451
1961-11-01,26.0755299091584
1961-12-01,-11.7687044002356
1962-01-01,10.8448895737031
1962-02-01,-10.2078168801983
1962-03-01,12.3074541373171
1962-04-01,-1.96659544650448
1962-05-01,4.22066508870194
1962-06-01,-6.98641842057924
1962-07-01,-0.253837785567509
1962-08-01,-8.42462433349491
1962-09-01,-20.9612534406098
1962-10-01,42.8944548620412
1962-11-01,3.77044570464452
1962-12-01,1.05909717047173
1963-01-01,-6.67903110475509
1963-02-01,7.41565500562699
1963-03-01,-4.62995987516719
1963-04-01,10.1933010775308
1963-05-01,-4.0005090785678
1963-06-01,8.36979097618102
1963-07-01,-13.0836357705012
1963-08-01,-8.28778531046939
1963-09-01,3.7037037037037
1963-10-01,24.6226322020521
1963-11-01,9.02883606784491
1963-12-01,-6.50220552197354
1964-01-01,1.95895703496612
1964-02-01,-1.32721456318075
1964-03-01,1.91242594415176
1964-04-01,-1.68718045824654
1964-05-01,2.02623317090082
1964-06-01,-4.6478261690359
1964-07-01,6.57110613949989
1964-08-01,-5.33551311585048
1964-09-01,10.3736557029594
1964-10-01,-7.91934852956866
1964-11-01,-6.98038155557272
1964-12-01,-15.1350341477591
1965-01-01,34.1152585489947
1965-02-01,0.279049408159917
1965-03-01,-0.0709323051180428
1965-04-01,9.78104581111334
1965-05-01,-4.62556161612813
1965-06-01,3.86774905696456
1965-07-01,-0.122171642790195
1965-08-01,5.55304210861441
1965-09-01,-17.3892337243821
1965-10-01,19.5584081169892
1965-11-01,1.44976453380909
1965-12-01,1.26110996688794
1966-01-01,-8.10138465149026
1966-02-01,2.260925821884
1966-03-01,10.3521185382502
1966-04-01,-17.6515848709322
1966-05-01,-10.858692266823
1966-06-01,9.03896744491944
1966-07-01,11.7653711313002
1966-08-01,8.38673772261198
1966-09-01,-9.35754407256998
1966-10-01,-1.68397562440992
1966-11-01,2.4601040611796
1966-12-01,0.332293850007665
1967-01-01,-3.15907469683074
1967-02-01,-5.48598688133572
1967-03-01,7.84561143069215
1967-04-01,-0.944629890911583
1967-05-01,3.69643384460386
1967-06-01,4.76573362145501
1967-07-01,-14.2256403696716
1967-08-01,3.91089570323423
1967-09-01,-1.90875984428538
1967-10-01,-3.02858501435652
1967-11-01,1.21456726326311
1967-12-01,6.650269252986
1968-01-01,4.49542246138793
1968-02-01,-4.32042000367837
1968-03-01,7.34469200524247
1968-04-01,-10.039395715309
1968-05-01,10.9227122201915
1968-06-01,-1.28228135145278
1968-07-01,7.94235758787659
1968-08-01,0.918596996187817
1968-09-01,-12.4444377019585
1968-10-01,10.5502997539592
1968-11-01,1.71622024042757
1968-12-01,2.04474714166848
1969-01-01,-0.30804077010192
1969-02-01,6.43886036261188
1969-03-01,-8.97085610200364
1969-04-01,0.426775887943987
1969-05-01,-7.7660683986862
1969-06-01,3.56443664348883
1969-07-01,-4.52708428394499
1969-08-01,0.418188645751552
1969-09-01,25.8520167938672
1969-10-01,-17.2839005942734
1969-11-01,10.1611612755743
1969-12-01,-14.3627901461477
1970-01-01,-4.44648296870674
1970-02-01,-6.28362345354756
1970-03-01,4.43387838725889
1970-04-01,-2.90753627480012
1970-05-01,3.18903566458894
1970-06-01,1.84172608711715
1970-07-01,1.60526745388257
1970-08-01,-2.5457012282205
1970-09-01,3.1086279538377
1970-10-01,-2.7963828237426
1970-11-01,-9.28481348125674
