"Date","GEPUPPP"
1997-01-01,80.2320434915748
1997-02-01,82.6455844571429
1997-03-01,67.90893295043
1997-04-01,76.2112627478533
1997-05-01,73.1650713463277
1997-06-01,79.7866586610854
1997-07-01,61.8924519261288
1997-08-01,59.1931778970112
1997-09-01,64.5791258061003
1997-10-01,78.2065888584813
1997-11-01,90.7737274842084
1997-12-01,96.8757419678895
1998-01-01,95.1719099083995
1998-02-01,84.0250781187394
1998-03-01,83.3731302608025
1998-04-01,73.2011762401829
1998-05-01,79.7152837379233
1998-06-01,80.8070949951969
1998-07-01,96.8542098847677
1998-08-01,108.358378651423
1998-09-01,140.334232333625
1998-10-01,114.082435822985
1998-11-01,90.2301282071167
1998-12-01,88.2771715559319
1999-01-01,96.5743234680027
1999-02-01,79.4633976363376
1999-03-01,62.9224325644955
1999-04-01,58.6654848144147
1999-05-01,72.641625968374
1999-06-01,71.841429001221
1999-07-01,71.5609922228345
1999-08-01,60.9422832482717
1999-09-01,64.4493143497628
1999-10-01,66.469881976241
1999-11-01,64.8491618489304
1999-12-01,56.2290925569514
2000-01-01,61.9301684411822
2000-02-01,53.2310956074162
2000-03-01,58.1656542514877
2000-04-01,61.1710800595819
2000-05-01,84.5515170535005
2000-06-01,82.9133726610948
2000-07-01,58.5645425518276
2000-08-01,51.7168761237438
2000-09-01,62.4034805053047
2000-10-01,67.9552564826659
2000-11-01,105.108488611619
2000-12-01,99.52407310712
2001-01-01,95.4603767469074
2001-02-01,95.0936831243685
2001-03-01,106.887471529618
2001-04-01,102.910033547938
2001-05-01,80.7115572407969
2001-06-01,69.8514615167092
2001-07-01,95.437320908768
2001-08-01,84.4433987022295
2001-09-01,170.130863773735
2001-10-01,166.171506704857
2001-11-01,121.746221148243
2001-12-01,104.312247730894
2002-01-01,105.769786159622
2002-02-01,88.6658063921864
2002-03-01,78.9952699418374
2002-04-01,83.6230425275524
2002-05-01,76.1114422926747
2002-06-01,94.8384345383221
2002-07-01,95.6769625602086
2002-08-01,105.35061348701
2002-09-01,122.376319882197
2002-10-01,118.246965703891
2002-11-01,117.363905596251
2002-12-01,114.128196072694
2003-01-01,117.251950088932
2003-02-01,124.619232033874
2003-03-01,157.739865742745
2003-04-01,127.987394432392
2003-05-01,100.813747401549
2003-06-01,82.9030392256053
2003-07-01,79.831886696096
2003-08-01,70.373507233679
2003-09-01,78.6951282248283
2003-10-01,78.1677911913406
2003-11-01,73.4303417382135
2003-12-01,70.5061494587026
2004-01-01,76.882594720328
2004-02-01,76.3881852447891
2004-03-01,75.2835190378295
2004-04-01,75.7033240576329
2004-05-01,97.8910495746298
2004-06-01,76.0346161002218
2004-07-01,69.972052118484
2004-08-01,68.1284254719304
2004-09-01,75.9264687601245
2004-10-01,88.4976578522264
2004-11-01,81.2616993779893
2004-12-01,66.2770432122734
2005-01-01,63.181323712863
2005-02-01,55.560082360296
2005-03-01,57.9841179723686
2005-04-01,70.7640564223249
2005-05-01,68.0149340611616
2005-06-01,69.5442653173836
