"Date","OPCNRE01CAM661N"
1981-01-01,37.7325454147516
1981-02-01,38.2578244692493
1981-03-01,38.9581965419129
1981-04-01,39.9212081418253
1981-05-01,40.7091267235719
1981-06-01,40.9717662508207
1981-07-01,40.9717662508207
1981-08-01,40.7966732326548
1981-09-01,40.8842197417378
1981-10-01,40.6215802144889
1981-11-01,40.534033705406
1981-12-01,40.7091267235719
1982-01-01,40.8842197417378
1982-02-01,40.7091267235719
1982-03-01,40.446487196323
1982-04-01,40.2713941781572
1982-05-01,39.9212081418253
1982-06-01,39.8336616327424
1982-07-01,39.8336616327424
1982-08-01,39.5710221054936
1982-09-01,39.3083825782447
1982-10-01,39.1332895600788
1982-11-01,39.0457430509958
1982-12-01,38.8706500328299
1983-01-01,38.9581965419129
1983-02-01,38.9581965419129
1983-03-01,38.8706500328299
1983-04-01,38.695557014664
1983-05-01,38.6080105055811
1983-06-01,38.695557014664
1983-07-01,38.695557014664
1983-08-01,38.9581965419129
1983-09-01,38.8706500328299
1983-10-01,38.9581965419129
1983-11-01,38.9581965419129
1983-12-01,38.8706500328299
1984-01-01,38.8706500328299
1984-02-01,39.1332895600788
1984-03-01,39.2208360691617
1984-04-01,39.3083825782447
1984-05-01,39.3083825782447
1984-06-01,39.1332895600788
1984-07-01,39.1332895600788
1984-08-01,39.0457430509958
1984-09-01,38.9581965419129
1984-10-01,38.9581965419129
1984-11-01,38.8706500328299
1984-12-01,38.9581965419129
1985-01-01,39.1332895600788
1985-02-01,39.1332895600788
1985-03-01,39.3083825782447
1985-04-01,39.3083825782447
1985-05-01,39.1332895600788
1985-06-01,39.3083825782447
1985-07-01,39.3959290873276
1985-08-01,39.7461151236594
1985-09-01,39.9212081418253
1985-10-01,40.1838476690742
1985-11-01,40.446487196323
1985-12-01,40.534033705406
1986-01-01,41.2344057780696
1986-02-01,41.7596848325673
1986-03-01,42.1098708688991
1986-04-01,42.4600569052309
1986-05-01,42.8102429415627
1986-06-01,43.0728824688116
1986-07-01,43.3355219960604
1986-08-01,43.8608010505581
1986-09-01,44.9113591595535
1986-10-01,45.4366382140512
1986-11-01,46.1370102867148
1986-12-01,46.3996498139637
1987-01-01,46.9249288684614
1987-02-01,47.9754869774568
1987-03-01,49.4637776318669
1987-04-01,50.1641497045305
1987-05-01,50.5143357408623
1987-06-01,50.8645217771941
1987-07-01,51.03961479536
1987-08-01,51.3022543226089
1987-09-01,51.4773473407748
1987-10-01,51.5648938498577
1987-11-01,51.7399868680236
1987-12-01,51.8275333771066
1988-01-01,52.0026263952725
1988-02-01,52.4403589406872
1988-03-01,52.878091486102
1988-04-01,53.9286495950974
1988-05-01,54.541475158678
1988-06-01,54.8041146859269
1988-07-01,54.8916611950098
1988-08-01,55.5044867585905
1988-09-01,56.2924053403371
1988-10-01,56.6425913766689
1988-11-01,56.9052309039177
1988-12-01,57.1678704311666
1989-01-01,57.2554169402495
1989-02-01,58.218428540162
1989-03-01,58.6561610855767
1989-04-01,59.0063471219085
1989-05-01,59.0938936309915
1989-06-01,59.5316261764062
1989-07-01,59.6191726854892
1989-08-01,59.5316261764062
1989-09-01,59.7942657036551
1989-10-01,60.0569052309039
1989-11-01,60.3195447581528
1989-12-01,60.5821842854016
1990-01-01,61.1074633398993
1990-02-01,61.1074633398993
1990-03-01,61.2825563580652
1990-04-01,61.0199168308164
1990-05-01,60.5821842854016
1990-06-01,59.4440796673233
1990-07-01,58.9188006128256
1990-08-01,58.3059750492449
1990-09-01,57.5180564674984
1990-10-01,56.9052309039177
1990-11-01,56.1173123221711
1990-12-01,55.8546727949223
1991-01-01,55.0667542131758
1991-02-01,54.1037426132633
1991-03-01,54.3663821405121
1991-04-01,54.1912891223462
1991-05-01,54.8041146859269
1991-06-01,54.8041146859269
1991-07-01,54.8916611950098
1991-08-01,54.716568176844
1991-09-01,54.716568176844
1991-10-01,54.8041146859269
1991-11-01,54.541475158678
1991-12-01,54.4539286495951
1992-01-01,54.3663821405121
1992-02-01,54.2788356314292
1992-03-01,54.2788356314292
1992-04-01,54.3663821405121
1992-05-01,54.2788356314292
1992-06-01,54.4539286495951
1992-07-01,54.3663821405121
1992-08-01,54.2788356314292
1992-09-01,54.1912891223462
1992-10-01,54.1912891223462
1992-11-01,54.4539286495951
1992-12-01,54.2788356314292
1993-01-01,54.1912891223462
1993-02-01,54.4539286495951
1993-03-01,54.716568176844
1993-04-01,55.0667542131758
1993-05-01,54.629021667761
1993-06-01,54.8041146859269
1993-07-01,54.716568176844
1993-08-01,54.8916611950098
1993-09-01,55.0667542131758
1993-10-01,54.8916611950098
1993-11-01,54.8916611950098
1993-12-01,54.8916611950098
1994-01-01,54.8916611950098
1994-02-01,54.8041146859269
1994-03-01,54.716568176844
1994-04-01,54.8041146859269
1994-05-01,54.716568176844
1994-06-01,54.8916611950098
1994-07-01,54.716568176844
1994-08-01,54.8916611950098
1994-09-01,54.8916611950098
1994-10-01,54.8916611950098
1994-11-01,54.716568176844
1994-12-01,54.716568176844
1995-01-01,54.716568176844
1995-02-01,54.629021667761
1995-03-01,54.629021667761
1995-04-01,54.541475158678
1995-05-01,54.4539286495951
1995-06-01,54.2788356314292
1995-07-01,54.2788356314292
1995-08-01,54.1912891223462
1995-09-01,54.1912891223462
1995-10-01,53.8411030860144
1995-11-01,53.6660100678485
1995-12-01,53.7535565769315
1996-01-01,53.6660100678485
1996-02-01,53.3158240315168
1996-03-01,53.2282775224338
1996-04-01,52.878091486102
1996-05-01,52.878091486102
1996-06-01,52.878091486102
1996-07-01,52.878091486102
1996-08-01,52.878091486102
1996-09-01,52.878091486102
1996-10-01,52.878091486102
1996-11-01,53.1407310133508
1996-12-01,53.1407310133508
1997-01-01,53.3158240315168
