"Date","CANCP030000IXNBM"
2014-12-01,100
2015-01-01,99.96386459
2015-02-01,102.1453127
2015-03-01,105.8373644
2015-04-01,105.6170634
2015-05-01,104.3753957
2015-06-01,101.9434759
2015-07-01,102.0446411
2015-08-01,102.9826009
2015-09-01,106.181594
2015-10-01,107.2951173
2015-11-01,106.0262442
2015-12-01,100.0342796
2016-01-01,98.98261948
2016-02-01,100.5486178
2016-03-01,105.114703
2016-04-01,105.1883365
2016-05-01,105.0519404
2016-06-01,102.8632476
2016-07-01,101.0107037
2016-08-01,102.1559522
2016-09-01,105.9508815
2016-10-01,106.7663518
2016-11-01,104.8382559
2016-12-01,100.5
2017-01-01,99.6
2017-02-01,101.7
2017-03-01,104.3
2017-04-01,103
2017-05-01,103.7
2017-06-01,101.3
2017-07-01,101.2
2017-08-01,101.8
2017-09-01,103.5
2017-10-01,105.1
2017-11-01,104.3
2017-12-01,100.8
2018-01-01,100
2018-02-01,102
2018-03-01,104
2018-04-01,105.5
2018-05-01,104.7
2018-06-01,103.3
2018-07-01,101.9
2018-08-01,102.6
2018-09-01,104.7
2018-10-01,106.7
2018-11-01,105.1
2018-12-01,101.2
2019-01-01,100.8
2019-02-01,103.8
2019-03-01,105.6
2019-04-01,106.6
2019-05-01,106
2019-06-01,103.9
2019-07-01,102.8
2019-08-01,103.4
2019-09-01,106
2019-10-01,108.9
2019-11-01,108
2019-12-01,104.2
2020-01-01,104.8
2020-02-01,106.6
2020-03-01,108.6
2020-04-01,101.8
2020-05-01,99.9
2020-06-01,100.9
2020-07-01,100.624205325117
2020-08-01,101.6
2020-09-01,102.8
2020-10-01,103.9
2020-11-01,104.8
2020-12-01,100.1
2021-01-01,99.8
2021-02-01,100.8
2021-03-01,102.1
2021-04-01,103.4
2021-05-01,103.5
2021-06-01,101.5
2021-07-01,101
2021-08-01,101
2021-09-01,102.7
2021-10-01,104.2
2021-11-01,105.2
2021-12-01,100.6
2022-01-01,101
2022-02-01,101.9
2022-03-01,102.8
2022-04-01,103.5
2022-05-01,105.5
2022-06-01,104
2022-07-01,102
2022-08-01,102
2022-09-01,103.8
2022-10-01,105.7
2022-11-01,105.7
2022-12-01,102.7
2023-01-01,101.5
2023-02-01,103.8
2023-03-01,105.2
2023-04-01,106.1
2023-05-01,106.6
2023-06-01,104.6
2023-07-01,103.4
2023-08-01,103.6
2023-09-01,104.8
2023-10-01,104.9
