"Date","LRINTTMACAM156N"
1976-01-01,24.1640370979159
1976-02-01,24.1940311014809
1976-03-01,23.9583831047828
1976-04-01,23.4231227651967
1976-05-01,22.0660292088864
1976-06-01,20.1179569943514
1976-07-01,18.1783735139488
1976-08-01,19.2906175786004
1976-09-01,22.6536606079192
1976-10-01,22.8518269921456
1976-11-01,23.3302373702341
1976-12-01,23.7456270104013
1977-01-01,24.515743464148
1977-02-01,24.2864495601722
1977-03-01,23.9946271097354
1977-04-01,23.7193465256481
1977-05-01,21.7186881735447
1977-06-01,20.4950322468189
1977-07-01,18.6547855244991
1977-08-01,19.2202137637945
1977-09-01,22.6862289433827
1977-10-01,22.930928989506
1977-11-01,23.3025936599424
1977-12-01,23.8082630167263
1978-01-01,24.8391100487267
1978-02-01,24.3342473926363
1978-03-01,23.5170778097322
1978-04-01,23.4998684346006
1978-05-01,21.4853384488901
1978-06-01,19.9751422479162
1978-07-01,18.1620452086773
1978-08-01,18.5940501767668
1978-09-01,22.2117534877913
1978-10-01,22.2732322201818
1978-11-01,22.7167760923704
1978-12-01,23.3116281172986
1979-01-01,23.7788912964969
1979-02-01,23.8944035694568
1979-03-01,23.1363856289312
1979-04-01,22.729161752648
1979-05-01,20.8430072792938
1979-06-01,19.7128361351597
1979-07-01,17.9999776383904
1979-08-01,18.4477292010896
1979-09-01,21.8373762596986
1979-10-01,21.8849786935769
1979-11-01,22.391326082851
1979-12-01,23.1273501713753
1980-01-01,23.5938261216174
1980-02-01,23.4063018242123
1980-03-01,23.0815089590302
1980-04-01,22.895337175856
1980-05-01,21.4449982944355
1980-06-01,19.2949316347263
1980-07-01,18.3674588464955
1980-08-01,18.5761531385518
1980-09-01,21.8381758160075
1980-10-01,22.0866262061739
1980-11-01,22.3633291546302
1980-12-01,23.0781792646947
1981-01-01,23.4794708177974
1981-02-01,23.2214575689816
1981-03-01,22.5858910005529
1981-04-01,22.6872103599116
1981-05-01,20.9903109996107
1981-06-01,19.0898294104945
1981-07-01,18.0534886228836
1981-08-01,18.5644737408987
1981-09-01,21.6829244684398
1981-10-01,22.040925935872
1981-11-01,22.8305652117935
1981-12-01,23.4402126154703
1982-01-01,24.6152693649537
1982-02-01,24.5866421555529
1982-03-01,23.7914762779178
1982-04-01,23.9906583914518
1982-05-01,22.3680286310766
1982-06-01,20.7702698390751
1982-07-01,19.26943842197
1982-08-01,20.470610711329
1982-09-01,23.4178355969762
1982-10-01,23.3877373778027
1982-11-01,24.2040777459186
1982-12-01,24.5782419348019
1983-01-01,25.3935906235151
1983-02-01,25.114439405126
1983-03-01,24.1617315433413
1983-04-01,24.1406899746286
1983-05-01,22.2461726110363
1983-06-01,20.8517611959114
1983-07-01,19.5312171977999
1983-08-01,20.1834766198364
1983-09-01,23.2827066094061
1983-10-01,23.7560562142252
1983-11-01,24.2595941750212
1983-12-01,24.7360230607748
1984-01-01,25.6964006259781
1984-02-01,25.3089893495071
1984-03-01,24.6238742256234
1984-04-01,24.419414890851
1984-05-01,22.4555315435126
1984-06-01,21.1932490502584
1984-07-01,19.8079754474006
1984-08-01,20.4162177840391
1984-09-01,23.1467395241496
1984-10-01,23.5179806290894
1984-11-01,24.1733275502406
1984-12-01,24.9153941394965
1985-01-01,25.2210838778834
1985-02-01,25.2927183416232
1985-03-01,24.204136228007
1985-04-01,24.2384378211716
1985-05-01,22.5388122227698
1985-06-01,21.3864412690923
1985-07-01,19.934838068502
1985-08-01,20.4718526100307
1985-09-01,23.8333759263992
1985-10-01,23.7224786569176
1985-11-01,23.9035736510819
1985-12-01,24.5352250489237
1986-01-01,24.9966911352969
1986-02-01,24.9020904328366
1986-03-01,24.32361012298
1986-04-01,23.888127506218
1986-05-01,22.5419104895389
1986-06-01,21.0011851341633
1986-07-01,20.0340039671295
1986-08-01,20.4809043752591
1986-09-01,23.401547443486
1986-10-01,23.6617955756499
1986-11-01,23.9999596656281
1986-12-01,24.5589820570427
1987-01-01,25.1985145376045
1987-02-01,24.9341510003016
1987-03-01,24.3059740468442
1987-04-01,24.2426978918957
1987-05-01,22.5492161501143
1987-06-01,21.1191751338906
1987-07-01,20.1218048721949
1987-08-01,20.5033168158568
1987-09-01,23.3165377899726
1987-10-01,23.3209066804888
1987-11-01,23.9177844830162
1987-12-01,24.3134874835834
1988-01-01,25.000745430511
1988-02-01,24.8969865461947
1988-03-01,24.432077455707
1988-04-01,24.5381748989138
1988-05-01,22.469218892276
1988-06-01,21.7209467876846
1988-07-01,20.3247535705114
1988-08-01,20.8226474649832
1988-09-01,23.5881871840604
1988-10-01,23.7071893365885
1988-11-01,24.2847448292141
1988-12-01,24.7130841488818
1989-01-01,25.0507825916295
1989-02-01,24.8186274509804
1989-03-01,24.2086500039176
1989-04-01,24.2818847102102
1989-05-01,22.4026418117514
1989-06-01,21.3553102829093
1989-07-01,20.1865624360336
1989-08-01,20.5952485230712
1989-09-01,23.3595800524934
1989-10-01,23.6638257391912
1989-11-01,24.0977757092714
1989-12-01,24.8309861883269
1990-01-01,25.0565928219019
1990-02-01,25.159214124878
1990-03-01,25.1563766940808
1990-04-01,24.8337541681926
1990-05-01,23.2569778633301
1990-06-01,22.3682186935292
1990-07-01,20.9872752048826
1990-08-01,21.3635318023234
1990-09-01,23.8503738738307
1990-10-01,24.1086197829517
1990-11-01,24.8870593404074
1990-12-01,25.5622238972588
1991-01-01,26.2174319095813
1991-02-01,26.0274363831954
1991-03-01,25.80617552802
1991-04-01,25.7891737891738
1991-05-01,24.1697574487057
1991-06-01,23.1222581225898
1991-07-01,21.8765081618169
1991-08-01,22.4662481564119
1991-09-01,25.3432159380606
1991-10-01,25.4702031730461
1991-11-01,26.1912388130005
1991-12-01,27.0072443315458
1992-01-01,27.7550713607877
1992-02-01,27.7362670371344
1992-03-01,26.9249154115078
1992-04-01,27.4730624128214
1992-05-01,25.5724370062176
1992-06-01,24.0727082613688
1992-07-01,23.1509634576284
1992-08-01,23.7881809202557
1992-09-01,26.4252273383036
1992-10-01,26.615768036156
1992-11-01,26.6990652121392
1992-12-01,27.5219817460981
1993-01-01,28.3540969007709
1993-02-01,28.197642086531
1993-03-01,27.5147709803486
1993-04-01,27.6934180939955
1993-05-01,26.10347824479
1993-06-01,24.6195190425178
1993-07-01,23.51530136822
1993-08-01,24.4823296318481
1993-09-01,26.8889073015347
1993-10-01,27.3116934482473
1993-11-01,27.5141076778854
1993-12-01,28.0476046172071
1994-01-01,28.6609477498968
1994-02-01,28.2554697023859
1994-03-01,28.2305325617171
1994-04-01,27.9854739711492
1994-05-01,26.0553794432822
1994-06-01,25.2970595214193
1994-07-01,23.9741824911343
1994-08-01,24.5070191729939
1994-09-01,26.9172002328289
1994-10-01,27.308904899921
1994-11-01,27.4012889171281
1994-12-01,28.2480547040792
1995-01-01,28.7656344814469
1995-02-01,28.8749343998263
1995-03-01,28.2488633384856
1995-04-01,28.5900028893383
1995-05-01,26.8114765923682
1995-06-01,25.9279274410729
1995-07-01,24.6122287400583
1995-08-01,25.280777731855
1995-09-01,27.9556959752989
1995-10-01,27.961481906538
1995-11-01,28.7165339519719
1995-12-01,28.7193392216346
1996-01-01,29.0801319589104
1996-02-01,29.0087789020568
1996-03-01,28.9156519024042
1996-04-01,28.8751849145383
1996-05-01,27.3187619030668
