"Date","CANPRCNTO01IXOBM"
1961-01-01,22.6224670602585
1961-02-01,22.7503679340975
1961-03-01,22.3826529218106
1961-04-01,22.9901820725454
1961-05-01,24.7328314786007
1961-06-01,28.0262789799528
1961-07-01,29.9607796967664
1961-08-01,31.0319495151674
1961-09-01,30.8880610320986
1961-10-01,29.4331885921809
1961-11-01,27.6106011399763
1961-12-01,24.0933271094061
1962-01-01,22.8622811987065
1962-02-01,22.9901820725454
1962-03-01,22.9901820725454
1962-04-01,23.9174634078776
1962-05-01,25.6761004231627
1962-06-01,29.2093620629628
1962-07-01,30.8880610320986
1962-08-01,31.7993547582009
1962-09-01,31.4636149643737
1962-10-01,30.2965194905936
1962-11-01,28.0262789799528
1962-12-01,24.461042121693
1963-01-01,22.7663555433273
1963-02-01,23.3099342571427
1963-03-01,23.1180829463843
1963-04-01,23.9334510171074
1963-05-01,25.8199889062315
1963-06-01,28.4579444291592
1963-07-01,30.2165814444443
1963-08-01,30.7761477674895
1963-09-01,31.0479371243972
1963-10-01,30.9040486413284
1963-11-01,28.7297337860668
1963-12-01,25.4842491124043
1964-01-01,24.7008562601409
1964-02-01,25.8040012970016
1964-03-01,25.2284473647265
1964-04-01,25.4682615031744
1964-05-01,26.8112206784831
1964-06-01,29.4491762014108
1964-07-01,30.7601601582597
1964-08-01,31.4636149643737
1964-09-01,31.4636149643737
1964-10-01,31.6874414935918
1964-11-01,30.7601601582597
1964-12-01,28.4099816014696
1965-01-01,27.4827002661374
1965-02-01,27.6106011399763
1965-03-01,27.4827002661374
1965-04-01,27.9143657153437
1965-05-01,28.953560315285
1965-06-01,31.5275654012932
1965-07-01,33.1423139335095
1965-08-01,34.3573722349792
1965-09-01,34.4532978903584
1965-10-01,34.1655209242208
1965-11-01,33.1423139335095
1965-12-01,29.8648540413872
1966-01-01,28.5059072568487
1966-02-01,29.305287718342
1966-03-01,29.305287718342
1966-04-01,29.7209655583185
1966-05-01,30.7441725490298
1966-06-01,32.3908962997059
1966-07-01,33.669905038095
1966-08-01,34.3413846257494
1966-09-01,34.149533314991
1966-10-01,33.669905038095
1966-11-01,32.5667600012344
1966-12-01,29.417200982951
1967-01-01,28.1541798537917
1967-02-01,28.6338081306877
1967-03-01,27.7225144045854
1967-04-01,28.2660931184008
1967-05-01,30.2805318813637
1967-06-01,33.1583015427394
1967-07-01,34.8370005118752
1967-08-01,35.6044057549087
1967-09-01,36.036071204115
1967-10-01,34.8370005118752
1967-11-01,33.3661404627276
1967-12-01,29.8488664321574
1968-01-01,28.6338081306877
1968-02-01,30.1846062259845
1968-03-01,30.7441725490298
1968-04-01,31.6714538843619
1968-05-01,33.1263263242796
1968-06-01,35.5884181456788
1968-07-01,37.2990923332743
1968-08-01,37.7307577824807
1968-09-01,37.8586586563196
1968-10-01,37.2990923332743
1968-11-01,35.5084800995295
1968-12-01,29.4811514198705
1969-01-01,28.5218948660786
1969-02-01,30.2965194905936
1969-03-01,30.1046681798352
1969-04-01,30.8880610320986
1969-05-01,31.191825607466
1969-06-01,32.7106484843032
1969-07-01,34.5971863734272
1969-08-01,36.4197738256318
1969-09-01,36.7235384009992
1969-10-01,36.1959472964136
1969-11-01,34.6931120288064
1969-12-01,30.3924451459728
1970-01-01,28.5218948660786
1970-02-01,30.2965194905936
1970-03-01,29.7369531675483
1970-04-01,30.2965194905936
1970-05-01,31.8473175858905
1970-06-01,34.3094094072896
1970-07-01,35.5244677087593
1970-08-01,36.8354516656082
1970-09-01,37.9865595301585
1970-10-01,37.0752658040562
1970-11-01,35.3965668349204
1970-12-01,30.3924451459728
1971-01-01,25.6121499862432
1971-02-01,26.827208287713
1971-03-01,27.1309728630804
1971-04-01,29.5770770752497
1971-05-01,31.7513919305113
1971-06-01,37.0752658040562
1971-07-01,38.2583488870662
1971-08-01,39.9050726377423
1971-09-01,39.8411222008228
1971-10-01,38.5301382439739
1971-11-01,34.7090996380362
1971-12-01,29.0974487983537
1972-01-01,27.1149852538505
1972-02-01,27.8664028876542
1972-03-01,27.7385020138152
1972-04-01,30.5363336290416
1972-05-01,31.9752184597294
1972-06-01,36.2918729517928
1972-07-01,37.6348321271015
1972-08-01,39.6172956716047
1972-09-01,39.0417417393296
1972-10-01,37.0273029763666
1972-11-01,33.9257067857729
1972-12-01,28.6497957399175
1973-01-01,27.3707870015283
1973-02-01,28.0422665891827
1973-03-01,28.2980683368605
1973-04-01,30.1846062259845
1973-05-01,32.726636093533
1973-06-01,36.3718109979422
1973-07-01,38.3862497609051
1973-08-01,39.4734071885359
1973-09-01,40.3367380869486
1973-10-01,39.6332832808346
1973-11-01,36.0680464225747
1973-12-01,31.079912342857
1974-01-01,29.7529407767782
1974-02-01,30.6162716751909
1974-03-01,30.7761477674895
1974-04-01,32.1830573797176
1974-05-01,32.9184874042914
1974-06-01,36.1319968594942
1974-07-01,38.1464356224572
1974-08-01,39.697233717754
1974-09-01,40.9922300653731
1974-10-01,40.4326637423278
1974-11-01,37.331067551734
1974-12-01,32.0551565058787
1975-01-01,30.5523212382714
1975-02-01,31.8153423674307
1975-03-01,30.7761477674895
1975-04-01,33.5899669919457
1975-05-01,36.5476746994707
1975-06-01,40.288775259259
1975-07-01,42.9267307821867
1975-08-01,45.6446243512637
1975-09-01,47.4831994126981
1975-10-01,47.0035711358022
1975-11-01,44.0938262559668
1975-12-01,38.1464356224572
1976-01-01,35.684343801058
1976-02-01,37.219154287125
1976-03-01,37.8266834378599
1976-04-01,40.8003787546147
1976-05-01,43.8540121175188
1976-06-01,49.2418364279832
1976-07-01,48.9220842433859
1976-08-01,49.9932540617869
1976-09-01,49.3537496925923
1976-10-01,48.4584435757199
1976-11-01,46.0283269727804
1976-12-01,39.4734071885359
1977-01-01,36.979340148677
1977-02-01,38.6900143362726
1977-03-01,38.8179152101115
1977-04-01,42.0793874930039
1977-05-01,45.5007358681949
1977-06-01,50.5528203848322
1977-07-01,51.5440521570838
1977-08-01,53.4146024369779
1977-09-01,53.4785528738974
1977-10-01,52.5992343662548
1977-11-01,48.2186294372719
1977-12-01,40.4326637423278
1978-01-01,36.6755755733096
1978-02-01,38.6260638993531
1978-03-01,38.2583488870662
1978-04-01,41.1521061576717
1978-05-01,43.3104334037034
1978-06-01,47.5791250680773
1978-07-01,47.6750507234565
1978-08-01,49.6575142679597
1978-09-01,49.9932540617869
1978-10-01,48.3465303111108
1978-11-01,45.2289465112872
1978-12-01,38.0664975763078
1979-01-01,36.0680464225747
1979-02-01,36.9153897117576
1979-03-01,36.3078605610227
1979-04-01,38.4981630255142
1979-05-01,42.2072883668428
1979-06-01,47.6270878957669
1979-07-01,49.3537496925923
1979-08-01,50.8246097417398
1979-09-01,51.8638043416811
1979-10-01,51.1923247540267
1979-11-01,48.0267781265135
1979-12-01,42.4471025052907
1980-01-01,40.3687133054083
1980-02-01,40.4966141792473
1980-03-01,40.1288991669604
1980-04-01,43.0706192652555
1980-05-01,46.5719056865958
1980-06-01,49.4976381756611
1980-07-01,52.0396680432096
1980-08-01,53.2547263446793
1980-09-01,54.7895368307463
1980-10-01,54.581697910758
1980-11-01,51.7359034678421
1980-12-01,45.724562397413
1981-01-01,42.7372731771673
1981-02-01,44.0380998915202
1981-03-01,41.2756701273326
1981-04-01,45.2219983618863
1981-05-01,48.9344701084665
1981-06-01,55.1608991007624
1981-07-01,56.3886456626236
1981-08-01,57.2656074925244
1981-09-01,58.8002906948509
1981-10-01,55.2778273447492
1981-11-01,53.2023510139839
1981-12-01,47.5313311806252
1982-01-01,44.2134922575004
1982-02-01,46.4935930152425
1982-03-01,43.9942518000251
1982-04-01,47.3705548451434
1982-05-01,49.9283601823541
1982-06-01,54.9855067347823
1982-07-01,55.0001227652806
1982-08-01,55.3070594057459
1982-09-01,54.678570094317
1982-10-01,51.8138281166409
1982-11-01,48.3352128580343
1982-12-01,44.6373571419524
1983-01-01,42.4888006586954
1983-02-01,43.0149777566359
1983-03-01,41.421830432316
1983-04-01,44.0527159220185
1983-05-01,48.8467739254764
1983-06-01,55.5409158937195
1983-07-01,55.9355487171748
1983-08-01,54.678570094317
1983-09-01,54.6347220028219
1983-10-01,51.7699800251459
1983-11-01,49.6068075113905
1983-12-01,44.9442937824177
1984-01-01,40.2379319619499
1984-02-01,40.4717884499235
1984-03-01,39.7263708945078
1984-04-01,41.4364464628144
1984-05-01,44.5642769894607
1984-06-01,50.2645288838161
1984-07-01,53.4508235324558
1984-08-01,53.8016082644161
1984-09-01,53.7285281119244
1984-10-01,50.3522250668062
1984-11-01,47.9990441565723
1984-12-01,43.8334754645433
1985-01-01,40.705644937897
1985-02-01,42.2549441707218
1985-03-01,39.7556029555044
1985-04-01,41.6118388287946
1985-05-01,46.4351288932491
1985-06-01,53.8893044474062
1985-07-01,56.0963250526567
1985-08-01,56.7394303945839
1985-09-01,58.2887296274087
1985-10-01,55.102434978769
1985-11-01,53.2461991054789
1985-12-01,48.2036685835491
1986-01-01,46.6543693507243
1986-02-01,47.8528838515888
1986-03-01,44.2865724099921
1986-04-01,46.5666731677343
1986-05-01,50.0160563653442
1986-06-01,54.6931861248153
1986-07-01,57.2217594010294
1986-08-01,57.0463670350492
1986-09-01,57.4263838280062
1986-10-01,54.7954983383038
1986-11-01,52.237693001093
1986-12-01,46.0843441612888
1987-01-01,42.4888006586954
1987-02-01,44.0965640135136
1987-03-01,42.2403281402235
1987-04-01,47.1513143876681
1987-05-01,52.0623006351128
1987-06-01,58.6102822983724
1987-07-01,61.6065685505336
1987-08-01,62.9220112953848
1987-09-01,63.9159013692724
1987-10-01,61.1388555745864
1987-11-01,58.8295227558476
1987-12-01,51.5799716286674
1988-01-01,46.8736098081995
1988-02-01,46.8736098081995
1988-03-01,44.5642769894607
1988-04-01,49.1683265964401
1988-05-01,53.5969838374393
1988-06-01,58.6979784813624
1988-07-01,61.8696570995038
1988-08-01,62.9950914478765
1988-09-01,65.0851838091402
1988-10-01,62.8781632038898
1988-11-01,59.2972357317947
1988-12-01,53.333895288469
1989-01-01,49.2121746879351
1989-02-01,50.9076342257434
1989-03-01,46.9613059911896
1989-04-01,51.1561067442153
1989-05-01,55.8624685646831
1989-06-01,60.6857586291377
1989-07-01,64.6759349551865
1989-08-01,66.5029387674799
1989-09-01,68.4907189152551
1989-10-01,67.014499834922
1989-11-01,63.3897242713319
1989-12-01,55.6870761987029
1990-01-01,51.1999548357103
1990-02-01,51.7992120861426
1990-03-01,48.5690693460078
1990-04-01,53.4946716239508
1990-05-01,57.9671769564451
1990-06-01,64.7490151076782
1990-07-01,67.0437318959187
1990-08-01,67.7014532683443
1990-09-01,67.5552929633609
1990-10-01,63.8720532777774
1990-11-01,59.2826197012964
1990-12-01,50.6006975852781
1991-01-01,46.1866563747772
1991-02-01,46.0258800392954
1991-03-01,42.1818640182301
1991-04-01,46.6689853812227
1991-05-01,52.3838533060765
1991-06-01,58.9464509998344
1991-07-01,61.7673448860154
1991-08-01,62.1035135874774
1991-09-01,63.3312601493385
1991-10-01,61.4311761845534
1991-11-01,57.9525609259468
1991-12-01,49.2414067489318
1992-01-01,45.4412388193615
1992-02-01,44.2134922575004
1992-03-01,42.6057289026822
1992-04-01,46.0258800392954
1992-05-01,49.4752632369054
1992-06-01,54.8539624602971
1992-07-01,57.0609830655476
1992-08-01,55.8040044426897
1992-09-01,55.9355487171748
1992-10-01,52.661557885545
1992-11-01,50.0745204873376
1992-12-01,46.1720403442789
1993-01-01,41.5387586763028
1993-02-01,41.9187754692598
1993-03-01,39.8432991384945
1993-04-01,43.9942518000251
1993-05-01,47.9551960650772
1993-06-01,52.9392624650137
1993-07-01,55.058586887274
1993-08-01,53.5823678069409
1993-09-01,53.8454563559112
1993-10-01,51.6530517811591
1993-11-01,50.6445456767731
1993-12-01,46.1281922527838
1994-01-01,42.0210876827483
1994-02-01,42.2695602012202
1994-03-01,39.7994510469995
1994-04-01,44.4473487454739
1994-05-01,49.1537105659417
1994-06-01,55.0147387957789
1994-07-01,57.2217594010294
1994-08-01,56.4324937541186
1994-09-01,56.2571013881385
1994-10-01,54.4300975758451
1994-11-01,52.0038365131194
1994-12-01,47.7505716381004
1995-01-01,42.3750608085371
1995-02-01,43.4476708290031
1995-03-01,40.118400765479
1995-04-01,44.1302408420268
1995-05-01,47.6127409084747
1995-06-01,52.1678509953884
1995-07-01,53.7001510246255
1995-08-01,53.5608510219676
1995-09-01,53.7698010259544
1995-10-01,51.9031809903384
1995-11-01,50.4962509634935
1995-12-01,45.9690008771113
1996-01-01,41.386030789666
1996-02-01,41.5114007920581
1996-03-01,39.7562207585684
1996-04-01,44.6456508518611
1996-05-01,48.8664409323959
1996-06-01,54.8981310474835
1996-07-01,57.6144810993128
1996-08-01,57.1965810913391
1996-09-01,57.0433510884154
1996-10-01,54.5080910400414
1996-11-01,53.2961810169175
1996-12-01,49.2007609387749
1997-01-01,46.3492104902722
1997-02-01,48.3058640908409
1997-03-01,45.7152547236879
1997-04-01,49.4094167215617
