"Date","M10008M144NNBR"
1945-10-01,213.6
1945-11-01,60.3
1945-12-01,164.3
1946-01-01,131.2
1946-02-01,47.1
1946-03-01,128.2
1946-04-01,289.6
1946-05-01,199.8
1946-06-01,307.4
1946-07-01,366.5
1946-08-01,354.3
1946-09-01,169.8
1946-10-01,256.5
1946-11-01,589.9
