"Date","CANCP120000GYM"
2015-12-01,2.6964695
2016-01-01,1.94337537555393
2016-02-01,1.31391532731299
2016-03-01,1.68778486804019
2016-04-01,1.60980089295585
2016-05-01,2.32811158242668
2016-06-01,1.84655046744265
2016-07-01,1.78681327315341
2016-08-01,1.82230453771164
2016-09-01,1.35530336586296
2016-10-01,1.77508371468547
2016-11-01,1.39480805122461
2016-12-01,1.26930410202661
2017-01-01,2.18164060710521
2017-02-01,2.31696653218975
2017-03-01,2.25459104662027
2017-04-01,2.26717775027037
2017-05-01,1.56633276879865
2017-06-01,1.67748049602235
2017-07-01,1.4110600752459
2017-08-01,1.64868511543668
2017-09-01,1.64020848810219
2017-10-01,1.4128067803189
2017-11-01,1.07984655994818
2017-12-01,1.24999999999999
2018-01-01,1.14832535885168
2018-02-01,1.33971291866031
2018-03-01,1.91204588910134
2018-04-01,1.7175572519084
2018-05-01,1.80952380952382
2018-06-01,2.19047619047618
2018-07-01,2.38322211630123
2018-08-01,2.36966824644551
2018-09-01,1.51946818613488
2018-10-01,2.36742424242423
2018-11-01,2.94396961063629
2018-12-01,3.03893637226971
2019-01-01,2.93282876064334
2019-02-01,3.30500472143531
2019-03-01,2.81425891181987
2019-04-01,3.18949343339588
2019-05-01,3.83536014967258
2019-06-01,4.10065237651445
2019-07-01,4.1899441340782
2019-08-01,3.79629629629629
2019-09-01,3.83536014967258
2019-10-01,3.88529139685477
2019-11-01,3.87453874538744
2019-12-01,3.77880184331797
2020-01-01,4.1360294117647
2020-02-01,3.93053016453381
2020-03-01,4.10583941605841
2020-04-01,3.81818181818182
2020-05-01,3.51351351351351
2020-06-01,3.04386750223814
2020-07-01,2.86476093721716
2020-08-01,3.56824264049956
2020-09-01,4.50450450450449
2020-10-01,3.739982190561
2020-11-01,3.73001776198935
2020-12-01,3.55239786856128
2021-01-01,3.0008826125331
2021-02-01,2.90237467018469
2021-03-01,2.62927256792288
2021-04-01,2.71453590192644
2021-05-01,1.56657963446475
2021-06-01,2.34578627280625
2021-07-01,2.68825382690783
2021-08-01,2.15331610680447
2021-09-01,2.75862068965518
2021-10-01,2.48927038626611
2021-11-01,2.39726027397261
2021-12-01,3.00171526586622
2022-01-01,3.42759211653814
2022-02-01,3.33333333333335
2022-03-01,4.35525192143467
2022-04-01,5.54134697357203
2022-05-01,6.85518423307627
2022-06-01,5.68760611205434
2022-07-01,5.66835871404399
2022-08-01,5.39629005059022
2022-09-01,5.03355704697987
2022-10-01,4.857621440536
2022-11-01,4.76588628762541
2022-12-01,4.66278101582015
2023-01-01,4.14250207125104
2023-02-01,4.21836228287841
2023-03-01,3.35515548281505
2023-04-01,2.58481421647819
2023-05-01,2.40577385725742
2023-06-01,3.13253012048192
2023-07-01,3.04243394715771
2023-08-01,3.68
2023-09-01,3.83386581469649
2023-10-01,3.83386581469649
