"Date","CANSLRTTO01GPSAM"
1970-02-01,-1.82369509476208
1970-03-01,-0.642303433001118
1970-04-01,0.900579580918429
1970-05-01,0.706963591375036
1970-06-01,0.726577718609604
1970-07-01,1.99619876181969
1970-08-01,-1.118339100346
1970-09-01,1.7318294557332
1970-10-01,-0.517936743791116
1970-11-01,0.20184520589242
1970-12-01,3.47278859772264
1971-01-01,-2.50854270746521
1971-02-01,2.70811366656782
1971-03-01,0.120432203431949
1971-04-01,2.57415977024304
1971-05-01,-0.493118605379
1971-06-01,0.444454753510241
1971-07-01,-0.149128841942664
1971-08-01,-0.680535412203194
1971-09-01,3.51290312682194
1971-10-01,0.213317080603356
1971-11-01,0.991366100615789
1971-12-01,-1.2997203861757
1972-01-01,0.482198519511926
1972-02-01,-2.31626865370514
1972-03-01,3.70074442290146
1972-04-01,2.20853412069605
1972-05-01,0.744129910340471
1972-06-01,-0.485202550107957
1972-07-01,-1.51444892647459
1972-08-01,0.179736984111722
1972-09-01,2.83670354218769
1972-10-01,1.25792506626263
1972-11-01,-0.803127904368156
1972-12-01,1.1487683798852
1973-01-01,-1.19964957017392
1973-02-01,-0.117821089908914
1973-03-01,3.87135538465407
1973-04-01,0.165418675817821
1973-05-01,-4.49449462075525
1973-06-01,0.654389829223895
1973-07-01,1.03999649013079
1973-08-01,-2.57190250652625
1973-09-01,2.12479964450188
1973-10-01,1.33126435872157
1973-11-01,1.40711712041858
1973-12-01,-1.23596356333047
1974-01-01,2.93980333298846
1974-02-01,1.69035267838006
1974-03-01,-1.17469557091194
1974-04-01,-0.138450272109052
1974-05-01,0.7010555213456
1974-06-01,-1.15452585870482
1974-07-01,0.433369827983144
1974-08-01,2.63626348105621
1974-09-01,-2.36012833198019
1974-10-01,-1.34590744638261
1974-11-01,-1.46699792245009
1974-12-01,-0.146559584440824
1975-01-01,2.92679932912567
1975-02-01,1.38382809049665
1975-03-01,-0.709208247319241
1975-04-01,-0.99710583219562
1975-05-01,3.11024980222692
1975-06-01,-0.903259654948686
1975-07-01,1.02850835334564
1975-08-01,0.477506561991487
1975-09-01,-1.44480729281073
1975-10-01,1.52009552291742
1975-11-01,3.21747571608959
1975-12-01,4.88437409299023
1976-01-01,-6.72216996867658
1976-02-01,-0.271013465500805
1976-03-01,2.31929802439692
1976-04-01,3.55149017271458
1976-05-01,-2.83827492706825
