"Date","CANODCNPI03GYSAM"
1960-01-01,-49.449592636358
1960-02-01,-35.6892407236711
1960-03-01,-36.7419976713558
1960-04-01,-38.6421256823206
1960-05-01,-27.5201798501894
1960-06-01,-23.823154287272
1960-07-01,-17.9857265657797
1960-08-01,-29.973274025343
1960-09-01,-20.3654713801663
1960-10-01,-21.1479675388478
1960-11-01,3.56404494382024
1960-12-01,24.5306937792916
1961-01-01,35.5960875984252
1961-02-01,27.17065973442
1961-03-01,51.6361661361133
1961-04-01,52.8820986383554
1961-05-01,34.0080484511411
1961-06-01,20.097901382889
1961-07-01,26.3625505776825
1961-08-01,37.0831498458705
1961-09-01,12.6304053515967
1961-10-01,13.6747008803406
1961-11-01,7.32543505619928
1961-12-01,-1.50949604631315
1962-01-01,6.76080299421572
1962-02-01,16.1589374703042
1962-03-01,8.4360604522978
1962-04-01,-7.49454164222027
1962-05-01,8.23173773370313
1962-06-01,23.759404897464
1962-07-01,3.32455658111743
1962-08-01,0.315402137725592
1962-09-01,-4.16763467035687
1962-10-01,-12.832536565066
1962-11-01,-11.3137357971776
1962-12-01,5.77659918774731
1963-01-01,26.9868587394163
1963-02-01,14.3648038049941
1963-03-01,15.033765185158
1963-04-01,35.167451677636
1963-05-01,4.93708807669263
1963-06-01,3.70099662060486
1963-07-01,15.1908895734155
1963-08-01,11.9456574478409
1963-09-01,25.9246376811594
1963-10-01,21.7373078714485
1963-11-01,58.2535448867004
1963-12-01,29.2717833313593
1964-01-01,11.276289591246
1964-02-01,12.3758587992614
1964-03-01,2.2652405222815
1964-04-01,-0.566923076923072
1964-05-01,1.18849974965082
1964-06-01,5.19830509880013
1964-07-01,3.45288645424784
1964-08-01,30.0112690707351
1964-09-01,16.9748307120557
1964-10-01,44.3863105941769
1964-11-01,11.869143396308
1964-12-01,-5.70422911592465
1965-01-01,9.13219008668325
1965-02-01,-0.547722142037677
1965-03-01,15.740213550888
1965-04-01,1.02581558527962
1965-05-01,26.2669930725559
1965-06-01,36.1136947645547
1965-07-01,15.617436258959
1965-08-01,-8.85512164874217
1965-09-01,3.00176742921339
1965-10-01,3.75083635303702
1965-11-01,-9.96858058950026
1965-12-01,25.8505935126557
1966-01-01,26.2255442270598
1966-02-01,-12.5508875079076
