"Date","TWEXBPA"
1973-01-01,107.6163
1973-02-01,103.0463
1973-03-01,100
1973-04-01,100.3761
1973-05-01,99.2634
1973-06-01,97.4829
1973-07-01,94.9952
1973-08-01,96.6325
1973-09-01,95.8492
1973-10-01,96.1223
1973-11-01,97.9841
1973-12-01,98.2924
1974-01-01,99.687
1974-02-01,97.2387
1974-03-01,95.7774
1974-04-01,94.1536
1974-05-01,93.6586
1974-06-01,94.4227
1974-07-01,94.5619
1974-08-01,95.9384
1974-09-01,96.4919
1974-10-01,95.8457
1974-11-01,95.1472
1974-12-01,94.6965
1975-01-01,93.9752
1975-02-01,92.8476
1975-03-01,92.2892
1975-04-01,92.8
1975-05-01,92.3935
1975-06-01,92.6645
1975-07-01,95.0622
1975-08-01,96.0261
1975-09-01,96.5565
1975-10-01,96.302
1975-11-01,96.1547
1975-12-01,96.3521
1976-01-01,95.4197
1976-02-01,94.6133
1976-03-01,94.5054
1976-04-01,94.4755
1976-05-01,94.5473
1976-06-01,94.5594
1976-07-01,94.1052
1976-08-01,93.8708
1976-09-01,94.378
1976-10-01,94.4192
1976-11-01,94.7897
1976-12-01,94.4463
1977-01-01,93.7188
1977-02-01,94.2675
1977-03-01,94.278
1977-04-01,94.0199
1977-05-01,93.8034
1977-06-01,93.6601
1977-07-01,92.7421
1977-08-01,92.8678
1977-09-01,92.7084
1977-10-01,91.7215
1977-11-01,91.1091
1977-12-01,89.7054
1978-01-01,89.0686
1978-02-01,88.9787
1978-03-01,88.5559
1978-04-01,88.6382
1978-05-01,89.6243
1978-06-01,88.7903
1978-07-01,86.9083
1978-08-01,85.1635
1978-09-01,85.6189
1978-10-01,84.1326
1978-11-01,85.9247
1978-12-01,86.2295
1979-01-01,86.239
1979-02-01,87.0815
1979-03-01,87.2796
1979-04-01,88.2278
1979-05-01,89.2699
1979-06-01,89.4566
1979-07-01,87.8111
1979-08-01,88.2614
1979-09-01,88.291
1979-10-01,89.1811
1979-11-01,90.2901
1979-12-01,89.5884
1980-01-01,88.8743
1980-02-01,89.6736
1980-03-01,92.4828
1980-04-01,93.2061
1980-05-01,90.2641
1980-06-01,88.9231
1980-07-01,88.0422
1980-08-01,88.7576
1980-09-01,88.1359
1980-10-01,88.3085
1980-11-01,89.7528
1980-12-01,90.6212
1981-01-01,89.747
1981-02-01,92.1396
1981-03-01,92.3016
1981-04-01,93.8862
1981-05-01,96.3834
1981-06-01,98.347
1981-07-01,100.4525
1981-08-01,101.942
1981-09-01,99.9466
1981-10-01,99.181
1981-11-01,97.4602
1981-12-01,97.1972
1982-01-01,98.1908
1982-02-01,100.9646
1982-03-01,103.2159
1982-04-01,103.7003
1982-05-01,102.5216
1982-06-01,106.9162
1982-07-01,108.4782
1982-08-01,110.309
1982-09-01,110.8393
1982-10-01,110.9736
1982-11-01,110.0411
1982-12-01,107.0473
1983-01-01,106.2554
1983-02-01,107.1576
1983-03-01,107.7236
1983-04-01,109.0662
1983-05-01,109.2919
1983-06-01,110.775
1983-07-01,111.4945
1983-08-01,113.0205
1983-09-01,113.2374
1983-10-01,112.0131
1983-11-01,112.923
1983-12-01,113.8445
1984-01-01,114.6055
1984-02-01,113.5316
1984-03-01,112.4484
1984-04-01,113.3805
1984-05-01,115.3995
1984-06-01,116.2001
1984-07-01,119.2506
1984-08-01,119.5493
1984-09-01,122.1877
1984-10-01,123.2639
1984-11-01,121.7181
1984-12-01,123.4008
1985-01-01,124.7606
1985-02-01,128.0333
1985-03-01,128.437
1985-04-01,125.0959
1985-05-01,125.8475
1985-06-01,124.9419
1985-07-01,121.8663
1985-08-01,121.365
1985-09-01,122.3699
1985-10-01,117.8131
1985-11-01,116.4606
1985-12-01,115.7897
1986-01-01,114.8161
1986-02-01,111.4143
1986-03-01,109.3646
1986-04-01,108.3821
1986-05-01,106.6678
1986-06-01,107.6583
1986-07-01,105.7827
1986-08-01,104.4536
1986-09-01,104.6759
1986-10-01,104.7689
1986-11-01,105.711
1986-12-01,105.0487
1987-01-01,102.187
1987-02-01,101.257
1987-03-01,100.7107
1987-04-01,98.6663
1987-05-01,98.0653
1987-06-01,99.141
1987-07-01,100.2709
1987-08-01,99.8631
1987-09-01,98.4347
1987-10-01,98.1098
1987-11-01,94.8064
1987-12-01,92.3699
1988-01-01,92.135
1988-02-01,92.5151
1988-03-01,91.2507
1988-04-01,90.4927
1988-05-01,90.7033
1988-06-01,91.8033
1988-07-01,93.7842
1988-08-01,94.5859
1988-09-01,94.7308
1988-10-01,92.6475
1988-11-01,90.376
1988-12-01,89.8466
1989-01-01,91.2723
1989-02-01,91.4245
1989-03-01,92.7306
1989-04-01,93.0908
1989-05-01,94.7944
1989-06-01,96.2252
1989-07-01,94.531
1989-08-01,94.7462
1989-09-01,95.4083
1989-10-01,94.0646
1989-11-01,94.0829
1989-12-01,93.1746
1990-01-01,92.8474
1990-02-01,92.9667
1990-03-01,94.1018
1990-04-01,94.0068
1990-05-01,93.0099
1990-06-01,93.3073
1990-07-01,91.6567
1990-08-01,90.2483
1990-09-01,89.349
1990-10-01,87.5899
1990-11-01,87.3577
1990-12-01,88.2319
1991-01-01,87.9792
1991-02-01,86.8807
1991-03-01,89.7781
1991-04-01,90.7463
1991-05-01,91.0742
1991-06-01,92.212
1991-07-01,91.9833
1991-08-01,91.0048
1991-09-01,90.0004
1991-10-01,89.3164
1991-11-01,87.9962
1991-12-01,87.1758
1992-01-01,86.9198
1992-02-01,87.994
1992-03-01,89.7065
1992-04-01,89.179
1992-05-01,88.2981
1992-06-01,87.141
1992-07-01,85.9016
1992-08-01,85.4079
1992-09-01,85.6559
1992-10-01,87.3199
1992-11-01,89.9165
1992-12-01,89.9827
1993-01-01,90.6281
1993-02-01,90.7122
1993-03-01,90.0705
1993-04-01,88.2803
1993-05-01,88.1495
1993-06-01,88.3936
1993-07-01,89.0691
1993-08-01,88.6623
1993-09-01,88.0956
1993-10-01,88.7666
1993-11-01,89.3983
1993-12-01,89.3136
1994-01-01,91.3648
1994-02-01,90.8174
1994-03-01,90.8181
1994-04-01,90.6812
1994-05-01,89.9185
1994-06-01,89.6065
1994-07-01,88.2908
1994-08-01,88.032
1994-09-01,87.0245
1994-10-01,86.3095
1994-11-01,86.493
1994-12-01,88.1249
1995-01-01,89.5825
1995-02-01,88.9077
1995-03-01,87.7824
1995-04-01,84.7564
1995-05-01,84.2998
1995-06-01,84.2344
1995-07-01,84.0489
1995-08-01,85.9281
1995-09-01,86.8023
1995-10-01,86.6839
1995-11-01,87.4431
1995-12-01,87.6727
1996-01-01,88.2784
1996-02-01,88.1865
1996-03-01,88.2509
1996-04-01,88.2701
1996-05-01,88.5091
1996-06-01,88.7867
1996-07-01,88.6989
1996-08-01,88.0994
1996-09-01,88.5077
1996-10-01,88.9773
1996-11-01,88.5368
1996-12-01,89.0855
1997-01-01,89.846
1997-02-01,91.3934
1997-03-01,92.3092
1997-04-01,92.6654
1997-05-01,91.5753
1997-06-01,91.1354
1997-07-01,92.1604
1997-08-01,93.7113
1997-09-01,93.9532
1997-10-01,94.6141
1997-11-01,95.9972
1997-12-01,99.3624
1998-01-01,102.1075
1998-02-01,100.3897
1998-03-01,100.0598
1998-04-01,99.7845
1998-05-01,100.562
1998-06-01,102.727
1998-07-01,103.0308
1998-08-01,104.6407
1998-09-01,102.8371
1998-10-01,99.946
1998-11-01,99.6076
1998-12-01,98.7106
1999-01-01,98.7733
1999-02-01,99.9907
1999-03-01,101.0852
1999-04-01,100.998
1999-05-01,100.7253
1999-06-01,101.1534
1999-07-01,101.4274
1999-08-01,100.4354
1999-09-01,100.0213
1999-10-01,99.5535
1999-11-01,99.8412
1999-12-01,99.9463
2000-01-01,99.8799
2000-02-01,101.2479
2000-03-01,101.7325
2000-04-01,102.299
2000-05-01,104.5402
2000-06-01,103.6564
2000-07-01,103.9295
2000-08-01,104.4002
2000-09-01,105.8875
2000-10-01,107.3917
2000-11-01,108.0006
2000-12-01,107.1324
2001-01-01,107.4905
2001-02-01,108.2975
2001-03-01,109.891
2001-04-01,110.5281
2001-05-01,110.5766
2001-06-01,111.4064
2001-07-01,111.5364
2001-08-01,109.554
2001-09-01,110.1595
2001-10-01,110.54
2001-11-01,111.0101
2001-12-01,110.9411
2002-01-01,112.1863
2002-02-01,112.8094
2002-03-01,112.2398
2002-04-01,112.0559
2002-05-01,110.5853
2002-06-01,109.1517
2002-07-01,107.5697
2002-08-01,108.8697
2002-09-01,109.7111
2002-10-01,110.5092
2002-11-01,109.2711
2002-12-01,108.679
2003-01-01,107.366
2003-02-01,107.5059
2003-03-01,107.0154
2003-04-01,105.837
2003-05-01,102.2899
2003-06-01,101.7892
2003-07-01,103.0553
2003-08-01,104.4244
2003-09-01,103.3567
2003-10-01,101.047
2003-11-01,100.6482
2003-12-01,99.2942
2004-01-01,97.8175
2004-02-01,98.4235
2004-03-01,99.3359
2004-04-01,99.9257
2004-05-01,101.6737
2004-06-01,100.8244
2004-07-01,100.05
2004-08-01,100.0206
2004-09-01,99.7427
2004-10-01,98.5743
2004-11-01,96.3623
2004-12-01,95.2261
2005-01-01,95.612
2005-02-01,95.8581
2005-03-01,95.4702
2005-04-01,96.4072
2005-05-01,96.6458
2005-06-01,97.5106
2005-07-01,98.178
2005-08-01,97.3399
2005-09-01,98.2219
2005-10-01,99.1157
2005-11-01,99.2465
2005-12-01,98.4504
2006-01-01,97.3054
2006-02-01,97.4982
2006-03-01,97.6888
2006-04-01,97.2008
2006-05-01,95.2746
2006-06-01,96.521
2006-07-01,96.6865
2006-08-01,96.2415
2006-09-01,95.9166
2006-10-01,95.6514
2006-11-01,94.6661
2006-12-01,94.0612
2007-01-01,94.9926
2007-02-01,94.8199
2007-03-01,94.5743
2007-04-01,93.4545
2007-05-01,92.7996
2007-06-01,92.5428
2007-07-01,91.1791
2007-08-01,91.3879
2007-09-01,90.3068
2007-10-01,88.3764
2007-11-01,87.3326
2007-12-01,87.9654
2008-01-01,87.3029
2008-02-01,86.2413
2008-03-01,84.5722
2008-04-01,84.1423
2008-05-01,84.5052
2008-06-01,84.9997
2008-07-01,84.6115
2008-08-01,86.681
2008-09-01,88.7885
2008-10-01,93.8688
2008-11-01,94.705
2008-12-01,93.1988
2009-01-01,93.9809
2009-02-01,96.6073
2009-03-01,96.8163
2009-04-01,94.4326
2009-05-01,91.6955
2009-06-01,91.0825
2009-07-01,90.6763
2009-08-01,89.618
2009-09-01,88.9744
2009-10-01,87.8368
2009-11-01,87.3979
2009-12-01,87.6292
2010-01-01,87.655
2010-02-01,88.6481
2010-03-01,87.7638
2010-04-01,87.1576
2010-05-01,89.3522
2010-06-01,89.7047
2010-07-01,88.2443
2010-08-01,87.4789
2010-09-01,86.5285
2010-10-01,84.1785
2010-11-01,84.2268
2010-12-01,84.8632
2011-01-01,83.8443
2011-02-01,83.2495
2011-03-01,82.555
2011-04-01,81.274
2011-05-01,81.294
2011-06-01,81.0863
2011-07-01,80.5208
2011-08-01,81.0682
2011-09-01,83.46
2011-10-01,84.0356
2011-11-01,84.5622
2011-12-01,85.2467
2012-01-01,84.5898
2012-02-01,83.3299
2012-03-01,83.6939
2012-04-01,83.8977
2012-05-01,85.1276
2012-06-01,86.2289
2012-07-01,85.7197
2012-08-01,85.1596
2012-09-01,84.0119
2012-10-01,83.8167
2012-11-01,84.0993
2012-12-01,83.3883
2013-01-01,83.266
2013-02-01,84.1226
2013-03-01,84.5212
2013-04-01,83.9251
2013-05-01,84.2258
2013-06-01,84.8774
2013-07-01,85.3251
2013-08-01,85.2633
2013-09-01,84.8615
2013-10-01,83.9076
2013-11-01,84.5661
2013-12-01,84.7464
2014-01-01,85.5269
2014-02-01,85.6968
2014-03-01,85.6206
2014-04-01,85.1966
2014-05-01,84.8808
2014-06-01,84.9584
2014-07-01,84.7193
2014-08-01,85.3542
2014-09-01,86.4823
2014-10-01,87.4385
2014-11-01,88.6746
2014-12-01,90.4614
2015-01-01,91.964
2015-02-01,93.1384
2015-03-01,94.8318
2015-04-01,93.8084
2015-05-01,93.1702
2015-06-01,93.959
2015-07-01,95.5444
2015-08-01,97.1718
2015-09-01,97.6601
2015-10-01,96.7364
2015-11-01,98.2176
2015-12-01,98.9911
2016-01-01,101.1672
2016-02-01,99.8781
2016-03-01,97.8761
2016-04-01,96.433
2016-05-01,97.495
2016-06-01,97.9256
2016-07-01,98.4625
2016-08-01,97.6919
2016-09-01,98.3665
2016-10-01,99.2993
2016-11-01,101.6476
2016-12-01,103.3297
2017-01-01,103.0893
2017-02-01,101.779
2017-03-01,101.0801
2017-04-01,100.0849
2017-05-01,99.5332
2017-06-01,98.2288
2017-07-01,96.7998
2017-08-01,95.8465
2017-09-01,95.1008
2017-10-01,96.6601
2017-11-01,96.8122
2017-12-01,96.4675
2018-01-01,94.3155
2018-02-01,94.7214
2018-03-01,95.0048
2018-04-01,94.999
2018-05-01,97.5243
2018-06-01,99.0216
2018-07-01,99.3349
2018-08-01,100.2812
2018-09-01,100.2619
2018-10-01,100.9126
2018-11-01,101.9838
2018-12-01,102.0031
2019-01-01,100.4012
2019-02-01,100.403
2019-03-01,100.7722
2019-04-01,100.7457
2019-05-01,101.6032
2019-06-01,101.1344
2019-07-01,100.9148
2019-08-01,102.8088
2019-09-01,102.7664
2019-10-01,102.2026
2019-11-01,101.9538
2019-12-01,101.4637
