"Date","CCRETT01CAM661N"
1970-01-01,129.598200940403
1970-02-01,128.996141631279
1970-03-01,128.24178020572
1970-04-01,127.839192021248
1970-05-01,127.511564405567
1970-06-01,131.286352593961
1970-07-01,132.699583960696
1970-08-01,134.103989438045
1970-09-01,133.395227188461
1970-10-01,131.926567937363
1970-11-01,131.423096256997
1970-12-01,130.487575982151
1971-01-01,131.398139043276
1971-02-01,132.193361598238
1971-03-01,131.980315508355
1971-04-01,132.459670534756
1971-05-01,131.535987991182
1971-06-01,129.715148656093
1971-07-01,130.538690344539
1971-08-01,132.283132832743
1971-09-01,130.98592393947
1971-10-01,131.92792044269
1971-11-01,131.805148037529
1971-12-01,131.91375212045
1972-01-01,130.714236662317
1972-02-01,130.563435073088
1972-03-01,131.567045961669
1972-04-01,132.043086674291
1972-05-01,132.56032459335
1972-06-01,133.591276255077
1972-07-01,134.583244647305
1972-08-01,135.616651731294
1972-09-01,135.690497652948
1972-10-01,135.205845687695
1972-11-01,134.522722123865
1972-12-01,133.32635082647
1973-01-01,133.519970368007
1973-02-01,132.503621298393
1973-03-01,129.572311680906
1973-04-01,129.871946909491
1973-05-01,129.118305030432
1973-06-01,128.857460252439
1973-07-01,129.204653339929
1973-08-01,128.928052117787
1973-09-01,128.48177253373
1973-10-01,128.512751859715
1973-11-01,130.124081260642
1973-12-01,130.178258271796
1974-01-01,132.057877077775
1974-02-01,132.559696185498
1974-03-01,132.382176477041
1974-04-01,132.595328823209
1974-05-01,134.087205647494
1974-06-01,133.87529201236
1974-07-01,132.608645163717
1974-08-01,132.662648501767
1974-09-01,131.368072780916
1974-10-01,131.618755073832
1974-11-01,130.675755762126
1974-12-01,130.785398386221
1975-01-01,128.702570353796
1975-02-01,127.83024299166
1975-03-01,127.47143456167
1975-04-01,126.600198262084
1975-05-01,124.781850882552
1975-06-01,125.585833810859
1975-07-01,126.475153397146
1975-08-01,127.734979564789
1975-09-01,128.769798365269
1975-10-01,129.035176939806
1975-11-01,130.95108061978
1975-12-01,131.227470395928
1976-01-01,131.952374262207
1976-02-01,134.053467682862
1976-03-01,135.635258481192
1976-04-01,136.024161932661
1976-05-01,136.594851501151
1976-06-01,137.907308537203
1976-07-01,138.187469966622
1976-08-01,135.435927642703
1976-09-01,137.186684206643
1976-10-01,137.840339928788
1976-11-01,136.226002144171
1976-12-01,131.388256071678
1977-01-01,132.67878570193
1977-02-01,129.740507917439
1977-03-01,127.594552414592
1977-04-01,127.054945703276
1977-05-01,128.272059919775
1977-06-01,126.60196972669
1977-07-01,126.709396666537
1977-08-01,124.766267759463
1977-09-01,125.672797048792
1977-10-01,122.848182484484
1977-11-01,121.557694577219
1977-12-01,122.657128813834
1978-01-01,121.685780629578
1978-02-01,120.500576996571
1978-03-01,118.970690200486
1978-04-01,116.622602602546
1978-05-01,120.148988324319
1978-06-01,119.181912112421
1978-07-01,118.795391398146
1978-08-01,115.786534026929
1978-09-01,112.348802949833
1978-10-01,110.737801972544
1978-11-01,112.485759500604
1978-12-01,111.643618457685
1979-01-01,110.227735387625
1979-02-01,110.277187265146
1979-03-01,112.386169008415
1979-04-01,115.079963293805
1979-05-01,114.147979178696
1979-06-01,111.765775944246
1979-07-01,111.386796332154
1979-08-01,110.303814211814
1979-09-01,110.674805546249
1979-10-01,109.951710576639
1979-11-01,110.144090150189
1979-12-01,110.174167924022
1980-01-01,109.43228669652
1980-02-01,110.233399297949
1980-03-01,108.630137925823
1980-04-01,107.153608527191
1980-05-01,107.416783475985
1980-06-01,109.180825108753
1980-07-01,109.493837621636
1980-08-01,109.709719348447
1980-09-01,108.713178781539
1980-10-01,108.311577728208
1980-11-01,107.859776785812
1980-12-01,106.827783691331
1981-01-01,107.874218574626
1981-02-01,108.30563950046
1981-03-01,109.73903329354
1981-04-01,110.149275377659
1981-05-01,110.325854501569
1981-06-01,111.661800492721
1981-07-01,111.43736569618
1981-08-01,111.123827548298
1981-09-01,112.361474182435
1981-10-01,112.668491836475
1981-11-01,114.043635797443
1981-12-01,114.404977743743
1982-01-01,114.534601737595
1982-02-01,114.28495836263
1982-03-01,115.792197368626
1982-04-01,115.740929323623
1982-05-01,114.785070916566
1982-06-01,112.256665380194
1982-07-01,113.378615438234
1982-08-01,115.911443355328
1982-09-01,117.609179403494
1982-10-01,119.109404075757
