"Date","CCRETT01CAM661N"
1982-11-01,120.415199821903
1982-12-01,118.353346291898
1983-01-01,118.641854182499
1983-02-01,119.68309304176
1983-03-01,121.35495047369
1983-04-01,120.013347597171
1983-05-01,119.765450347547
1983-06-01,121.015383387906
1983-07-01,121.367516315642
1983-08-01,122.118365888425
1983-09-01,121.61296099421
1983-10-01,121.561568504554
1983-11-01,121.269525408442
1983-12-01,120.728946152223
1984-01-01,120.926648924758
1984-02-01,120.54714056894
1984-03-01,117.69008225791
1984-04-01,116.805337857663
1984-05-01,116.054860204598
1984-06-01,115.555284424243
1984-07-01,114.679699925942
1984-08-01,116.25937858613
1984-09-01,115.434347640324
1984-10-01,115.350709549038
1984-11-01,115.784592317618
1984-12-01,116.13222127664
1985-01-01,116.605467095662
1985-02-01,114.953089348323
1985-03-01,112.194372275187
1985-04-01,112.623680320426
1985-05-01,111.865926472794
1985-06-01,112.606718244222
1985-07-01,113.561172890464
1985-08-01,112.291245412865
1985-09-01,111.501627050803
1985-10-01,110.337364122063
1985-11-01,109.235710438603
1985-12-01,107.609209894217
1986-01-01,106.479282656486
1986-02-01,106.732174940866
1986-03-01,106.70010020746
1986-04-01,107.721838700817
1986-05-01,108.417056952687
1986-06-01,107.283561462532
1986-07-01,108.137953463832
1986-08-01,107.003281800297
1986-09-01,106.559165348946
1986-10-01,107.025147292662
1986-11-01,108.008380611426
1986-12-01,108.349953620191
1987-01-01,108.369973607891
1987-02-01,110.322751902855
1987-03-01,111.238751053663
1987-04-01,110.356946316062
1987-05-01,108.525176330293
1987-06-01,109.174506361963
1987-07-01,111.159659290435
1987-08-01,110.766379546945
1987-09-01,110.309454019346
1987-10-01,110.773472340767
1987-11-01,109.2691098562
1987-12-01,109.174680249612
1988-01-01,110.951035069971
1988-02-01,113.269539971849
1988-03-01,114.466294119058
1988-04-01,115.241467564689
1988-05-01,115.35616643907
1988-06-01,117.926102113305
1988-07-01,120.177189777717
1988-08-01,118.559476848724
1988-09-01,117.771353862555
1988-10-01,118.820993700276
1988-11-01,117.085917782803
1988-12-01,119.036891854461
1989-01-01,120.276804555457
1989-02-01,121.048610224112
1989-03-01,120.753707862275
1989-04-01,121.048199123884
1989-05-01,122.063710210077
1989-06-01,122.432781659478
1989-07-01,123.096222455735
1989-08-01,124.680469243809
1989-09-01,124.042531917547
1989-10-01,123.989299766218
1989-11-01,124.590449204479
1989-12-01,124.928967587676
1990-01-01,123.216780242837
1990-02-01,120.742353179081
1990-03-01,122.84601591563
1990-04-01,124.451478415472
1990-05-01,123.045520457837
1990-06-01,123.291449349717
1990-07-01,124.275625467687
1990-08-01,123.872890089196
1990-09-01,121.243475544997
1990-10-01,120.415039369755
1990-11-01,120.341661482197
1990-12-01,121.091362987212
1991-01-01,124.031991099348
1991-02-01,123.426294543496
1991-03-01,125.002120487144
1991-04-01,125.794665403559
1991-05-01,126.696689517583
1991-06-01,128.407117779064
1991-07-01,127.613065942709
1991-08-01,127.436903145197
1991-09-01,126.947153386562
1991-10-01,127.184567305846
1991-11-01,126.261748214646
1991-12-01,123.286054070967
1992-01-01,122.337762923897
1992-02-01,119.755516223757
1992-03-01,119.381449003257
1992-04-01,119.530504574478
1992-05-01,117.770651160246
1992-06-01,117.430432719693
1992-07-01,117.350992659721
1992-08-01,116.731657530974
1992-09-01,113.299247280021
1992-10-01,111.646630563976
1992-11-01,111.132245070925
1992-12-01,110.999150865445
1993-01-01,110.687249369296
1993-02-01,112.357928037389
1993-03-01,112.847304261581
1993-04-01,110.414374871987
1993-05-01,109.745100684338
1993-06-01,108.84434359148
1993-07-01,109.240172061524
1993-08-01,106.684857034692
1993-09-01,105.101856089366
1993-10-01,104.816249560388
1993-11-01,106.290278427999
1993-12-01,104.884480049431
1994-01-01,106.208395617438
1994-02-01,102.715098036866
1994-03-01,100.451986139325
1994-04-01,98.9361301091978
1994-05-01,98.4646897140826
1994-06-01,98.0753084610854
1994-07-01,97.8034249091292
1994-08-01,97.7609659170924
1994-09-01,99.1029933823092
1994-10-01,98.8099102078024
1994-11-01,98.2547260182431
1994-12-01,97.0202994059662
1995-01-01,95.475449215285
1995-02-01,96.3014494580988
1995-03-01,95.1785565920526
1995-04-01,96.5562416590094
1995-05-01,97.6978216497908
1995-06-01,96.221328241217
1995-07-01,97.6688249256718
1995-08-01,98.2234378529404
1995-09-01,98.8238830051658
1995-10-01,98.612545922773
1995-11-01,98.6476005727728
1995-12-01,97.3616181784871
1996-01-01,97.4608412204242
1996-02-01,96.5966900435609
1996-03-01,97.2970178289553
1996-04-01,97.6086541746079
1996-05-01,97.1005905902101
1996-06-01,97.401932243397
1996-07-01,96.9313425386376
1996-08-01,96.3395828032478
1996-09-01,96.4652005652786
1996-10-01,97.9503835582174
1996-11-01,98.9813428399874
1996-12-01,97.3516580315871
1997-01-01,98.5977143337219
1997-02-01,98.4832180016363
1997-03-01,97.3403625909979
1997-04-01,95.727348188685
1997-05-01,96.6812027386961
1997-06-01,96.489696277521
1997-07-01,97.2116532567761
1997-08-01,96.622491037422
1997-09-01,96.5570005453986
1997-10-01,96.2967749785296
1997-11-01,94.7078142857382
1997-12-01,94.6261212453826
1998-01-01,94.501035716511
1998-02-01,94.6164832310968
1998-03-01,95.7337301313901
1998-04-01,94.4580309707136
1998-05-01,93.6634506374581
1998-06-01,92.7157149460094
1998-07-01,91.3302382419361
1998-08-01,88.674361961031
1998-09-01,88.5429052402166
1998-10-01,86.7101286229226
1998-11-01,86.9507407696096
1998-12-01,86.4460115434601
1999-01-01,87.8139894721686
1999-02-01,89.4473602211122
1999-03-01,88.7540785941926
1999-04-01,90.5049331815818
1999-05-01,92.2828269554344
1999-06-01,92.2234823794963
1999-07-01,91.0056026526696
1999-08-01,90.5415663641886
1999-09-01,91.1946029744606
1999-10-01,90.9188826164599
1999-11-01,91.5894057406982
1999-12-01,91.3762714067196
2000-01-01,92.4392603101638
2000-02-01,92.7720265339316
2000-03-01,92.3124407204482
2000-04-01,91.5732772966316
2000-05-01,90.7774546965659
2000-06-01,91.7366746544512
2000-07-01,91.9017685806756
2000-08-01,91.7867290772889
2000-09-01,91.8512855161245
2000-10-01,90.547201505048
2000-11-01,89.033538770528
2000-12-01,90.0683577299323
2001-01-01,90.2871439293695
2001-02-01,89.3910013787002
2001-03-01,87.775411688984
2001-04-01,88.3144316170186
2001-05-01,89.7359611865083
2001-06-01,90.951600297498
2001-07-01,90.6784363308386
2001-08-01,89.602148750074
2001-09-01,87.714568236223
2001-10-01,87.3946068736095
2001-11-01,85.778980540159
2001-12-01,86.999713625453
2002-01-01,86.0397129915366
2002-02-01,86.537223976157
2002-03-01,87.190640112274
2002-04-01,87.437174633516
2002-05-01,88.9187839129672
2002-06-01,89.7532429945789
2002-07-01,88.905187432707
2002-08-01,87.8911257678834
2002-09-01,87.4450224128106
2002-10-01,87.5122182218404
2002-11-01,87.8216216753336
2002-12-01,88.152666069547
2003-01-01,89.1432276167582
2003-02-01,90.9249437024622
2003-03-01,93.0539684088136
2003-04-01,93.5607142909068
2003-05-01,97.9703706365836
2003-06-01,100.145197208379
2003-07-01,98.4341714896431
2003-08-01,97.6049134600226
2003-09-01,99.440480806092
2003-10-01,101.577825282977
2003-11-01,102.864099118514
2003-12-01,102.369504704046
2004-01-01,102.838852276891
2004-02-01,100.033028605905
2004-03-01,100.319047320075
2004-04-01,99.3867700618363
2004-05-01,97.4482236645552
2004-06-01,98.4608983667556
2004-07-01,101.006439837753
2004-08-01,101.567596090562
2004-09-01,103.478273657361
2004-10-01,106.132891787378
2004-11-01,110.256481711126
2004-12-01,107.721650480881
2005-01-01,107.129233430827
2005-02-01,105.843336492791
2005-03-01,107.564717781651
2005-04-01,105.738032318113
2005-05-01,104.606185782964
2005-06-01,106.497953297561
2005-07-01,107.755005141996
2005-08-01,109.226445861932
2005-09-01,111.620493830818
2005-10-01,111.304951143015
2005-11-01,111.845906828857
2005-12-01,113.721941585947
2006-01-01,113.614070484901
2006-02-01,114.159745680311
2006-03-01,113.457364440686
2006-04-01,114.24279651448
2006-05-01,117.093701136657
2006-06-01,116.66562987523
2006-07-01,114.88922275419
2006-08-01,115.720756571301
2006-09-01,115.857644981717
2006-10-01,114.960165655942
2006-11-01,113.9589723195
2006-12-01,111.82483834851
2007-01-01,109.727326211299
2007-02-01,110.315445552445
2007-03-01,110.416488503143
2007-04-01,113.220556578398
2007-05-01,117.292805530078
2007-06-01,120.063284143271
2007-07-01,121.241579230019
2007-08-01,120.258042243996
2007-09-01,123.399445247175
2007-10-01,128.464709813493
2007-11-01,128.483144255309
2007-12-01,124.293251745014
2008-01-01,121.959857407469
2008-02-01,122.953678660229
2008-03-01,121.125850008765
2008-04-01,119.623519956481
2008-05-01,122.23717144646
2008-06-01,120.091100061369
2008-07-01,119.776617107056
2008-08-01,116.434183567051
2008-09-01,117.015051236117
2008-10-01,106.279369394293
2008-11-01,104.921708912501
2008-12-01,102.981852727946
2009-01-01,103.383696662061
2009-02-01,103.02570647475
2009-03-01,101.398498196832
2009-04-01,103.765612288412
2009-05-01,110.041798017485
2009-06-01,111.773063331586
2009-07-01,111.640131112689
2009-08-01,114.671963907215
2009-09-01,114.823280646336
2009-10-01,117.074623837709
2009-11-01,116.82107609613
2009-12-01,117.211367065472
2010-01-01,118.610693930821
2010-02-01,118.001964754264
2010-03-01,121.409706544661
2010-04-01,123.698157495585
2010-05-01,120.944861630172
2010-06-01,121.573422376611
2010-07-01,120.643218343792
2010-08-01,120.243433083097
2010-09-01,120.772136707901
2010-10-01,121.470793820804
2010-11-01,122.349123198577
2010-12-01,123.068188258913
2011-01-01,124.068318925816
2011-02-01,124.141289518572
2011-03-01,125.604696280222
2011-04-01,127.155448332019
2011-05-01,126.096997446893
2011-06-01,124.084112430248
2011-07-01,126.803928393944
2011-08-01,123.482036455425
2011-09-01,122.191702617448
2011-10-01,120.50259675182
2011-11-01,120.361032829982
2011-12-01,120.39837138608
2012-01-01,121.507210417547
2012-02-01,122.888055663008
2012-03-01,123.204315962957
2012-04-01,123.579208079915
2012-05-01,122.150143811929
2012-06-01,120.192478604483
2012-07-01,121.819347887686
2012-08-01,123.822333325768
2012-09-01,124.661969532904
2012-10-01,123.583680604775
2012-11-01,122.597409339138
2012-12-01,122.58943904975
2013-01-01,122.023395907882
2013-02-01,120.559359941495
2013-03-01,119.267329312437
2013-04-01,119.661171464492
2013-05-01,119.830600117599
2013-06-01,118.480392771897
2013-07-01,117.687659687891
2013-08-01,117.33494583856
2013-09-01,117.826266951311
2013-10-01,117.05989102684
2013-11-01,116.130928294168
2013-12-01,114.141821666213
2014-01-01,111.21138923208
2014-02-01,110.503484764675
2014-03-01,110.026530514635
2014-04-01,111.143391903559
2014-05-01,112.406057069573
2014-06-01,113.071809043188
2014-07-01,113.77338146347
2014-08-01,112.212210148539
2014-09-01,111.853289240074
2014-10-01,110.409639990641
2014-11-01,109.784634061971
2014-12-01,108.040946879505
2015-01-01,103.898352538691
2015-02-01,101.336628530352
2015-03-01,101.312923311272
2015-04-01,103.093089932528
2015-05-01,104.339959549672
2015-06-01,102.93353631034
2015-07-01,99.39044001791
2015-08-01,97.6207945738743
2015-09-01,96.7546026050779
2015-10-01,98.1696247802592
2015-11-01,97.2015706086789
2015-12-01,93.948477241345
2016-01-01,91.2961983465322
2016-02-01,93.8283469469591
2016-03-01,97.8058989265926
2016-04-01,100.31040274621
2016-05-01,99.6165054788394
2016-06-01,100.204011984455
2016-07-01,99.1874219935876
2016-08-01,98.9791055818902
2016-09-01,98.1811599516038
2016-10-01,97.4126802738198
2016-11-01,96.4268108073682
2016-12-01,97.3712783856194
2017-01-01,98.6934271850588
2017-02-01,98.9060178798444
2017-03-01,96.8051914059254
2017-04-01,96.3111301056382
2017-05-01,94.8791515482392
2017-06-01,96.6002493906761
2017-07-01,100.8395431539
2017-08-01,100.960415668326
2017-09-01,103.100459787649
2017-10-01,101.058062398271
2017-11-01,100.062828531622
2017-12-01,99.4630626206466
2018-01-01,101.643108342289
2018-02-01,100.183849153136
2018-03-01,97.6916694472449
2018-04-01,99.2706746645832
2018-05-01,98.885035264329
2018-06-01,97.4149603976666
2018-07-01,98.0603981121791
2018-08-01,98.9124406882312
2018-09-01,98.4537600660636
2018-10-01,99.0084095796599
2018-11-01,97.6214336167499
2018-12-01,95.8817498432123
2019-01-01,96.4336664193669
2019-02-01,97.4264707571951
2019-03-01,96.5827672140806
2019-04-01,96.5662228492974
2019-05-01,96.6119789008764
2019-06-01,97.4910120833886
2019-07-01,99.1640832608018
2019-08-01,98.2499247309709
2019-09-01,98.0749253294711
2019-10-01,98.3212505992308
2019-11-01,97.6984059672171
2019-12-01,98.0177871116056
2020-01-01,98.4044105183888
2020-02-01,97.4971599241956
2020-03-01,93.2555171994039
2020-04-01,93.0635025658844
2020-05-01,93.8298271694438
2020-06-01,96.4357713792984
2020-07-01,96.1057600135474
2020-08-01,97.1146736717739
2020-09-01,96.8143181108621
2020-10-01,97.1132122711976
2020-11-01,97.9405541902614
2020-12-01,98.8650117241196
2021-01-01,99.4727942295046
2021-02-01,99.7782265121506
2021-03-01,101.339055640836
2021-04-01,101.747384815667
2021-05-01,104.364135573279
2021-06-01,103.299636605164
2021-07-01,101.448758619734
2021-08-01,100.943536555354
2021-09-01,100.324607739653
2021-10-01,102.380686897584
2021-11-01,101.305025533199
2021-12-01,99.2682614501913
2022-01-01,100.622509651183
2022-02-01,99.9550193876098
2022-03-01,101.14672185437
2022-04-01,101.821255862551
2022-05-01,101.604105634492
2022-06-01,101.674405955341
2022-07-01,101.472229440392
2022-08-01,101.232167985897
2022-09-01,98.8595020698079
2022-10-01,96.9589512735948
2022-11-01,98.2177921806632
2022-12-01,95.7278543929864
2023-01-01,96.014786221294
2023-02-01,95.962486973021
2023-03-01,94.6899933848058
2023-04-01,95.9875899298672
2023-05-01,96.1751829041709
2023-06-01,97.9589719182691
2023-07-01,98.5405905692268
2023-08-01,97.047972111699
2023-09-01,96.801593081264
2023-10-01,96.0385470436969
2023-11-01,95.3212203863479
