"Date","LRINTTFECAM156S"
2000-10-01,40.2442514042606
2000-11-01,40.2783494186134
2000-12-01,40.3009761225426
2001-01-01,40.2768770924461
2001-02-01,40.4644004114104
2001-03-01,40.3204529670246
2001-04-01,40.1931355355235
2001-05-01,40.2320947359906
2001-06-01,40.40968285438
2001-07-01,40.2949476653453
2001-08-01,40.291435028006
2001-09-01,40.2251544469209
2001-10-01,40.2642867230453
2001-11-01,40.0470845450866
2001-12-01,39.9474957942903
2002-01-01,39.7138798371473
2002-02-01,39.8761204132944
2002-03-01,39.634113732319
2002-04-01,39.4776710452384
2002-05-01,39.3609142753101
2002-06-01,39.2335727764946
2002-07-01,39.0137935132971
2002-08-01,38.7167569754991
2002-09-01,38.6608098652522
2002-10-01,38.5945556490458
2002-11-01,38.4853900883083
2002-12-01,38.3631660888623
2003-01-01,38.4496892077075
2003-02-01,38.328072373668
2003-03-01,38.3064418014029
2003-04-01,38.3391577910416
2003-05-01,38.2278196748896
2003-06-01,38.1515456257328
2003-07-01,38.124056598437
2003-08-01,37.9397438407657
2003-09-01,37.9052211065616
2003-10-01,37.9540575131458
2003-11-01,37.8861245530356
2003-12-01,37.6944250458705
2004-01-01,37.9885003986619
2004-02-01,38.0204725859328
2004-03-01,38.1176399341646
2004-04-01,38.0582182262501
2004-05-01,37.9196418950349
2004-06-01,37.7528979916507
2004-07-01,37.9161806585839
2004-08-01,38.1079772109857
2004-09-01,38.1573822651844
2004-10-01,38.1358553076106
2004-11-01,37.9012724161178
2004-12-01,38.0593140875886
2005-01-01,38.2799406754139
2005-02-01,38.1528872780288
2005-03-01,38.4165188320635
2005-04-01,38.3919322890741
2005-05-01,38.3242443782464
2005-06-01,38.3644890545017
2005-07-01,38.4959893513244
2005-08-01,38.3500449106742
2005-09-01,38.3753614031932
2005-10-01,38.2075585186403
2005-11-01,38.4041483559896
2005-12-01,38.3031443662474
2006-01-01,38.0554590512771
2006-02-01,38.280898069023
2006-03-01,38.2221538694506
2006-04-01,38.0744085934641
2006-05-01,37.9971293210472
2006-06-01,38.0868709651813
2006-07-01,37.8485834969623
2006-08-01,38.246385068233
2006-09-01,38.2626691675673
2006-10-01,38.167908726053
2006-11-01,38.1199081827031
2006-12-01,38.0057492476348
2007-01-01,37.829814873218
2007-02-01,37.8486342030205
2007-03-01,37.6067159519283
2007-04-01,37.8437796704085
2007-05-01,37.8725093223612
2007-06-01,37.8231665737717
2007-07-01,37.5658861046009
2007-08-01,37.540337730922
2007-09-01,37.4159576729469
2007-10-01,37.3911629021704
2007-11-01,37.4033995046549
2007-12-01,37.509556475767
2008-01-01,37.5986558314845
2008-02-01,37.3842873475716
2008-03-01,37.563694596878
2008-04-01,37.652456740369
2008-05-01,37.3815997455404
2008-06-01,37.5635085287042
2008-07-01,37.7034734513333
2008-08-01,37.658232866859
2008-09-01,37.6589636185752
2008-10-01,37.3893557390058
2008-11-01,37.6004350064424
2008-12-01,37.3408535338519
2009-01-01,37.7656859079659
2009-02-01,37.5936944224203
2009-03-01,37.4640617079807
2009-04-01,37.5032263049109
2009-05-01,37.3534922570439
2009-06-01,37.4847931845794
2009-07-01,37.6320526923429
2009-08-01,37.4307540861241
2009-09-01,37.5868610143321
2009-10-01,37.8265427884188
2009-11-01,37.4488704583257
2009-12-01,37.7067260994431
2010-01-01,37.6078206946183
2010-02-01,37.7234470096753
2010-03-01,37.6983341767288
2010-04-01,37.6289946928876
2010-05-01,37.6361222373958
2010-06-01,37.4405811079666
2010-07-01,37.4504163444267
2010-08-01,37.3164915916399
2010-09-01,37.5177047028719
2010-10-01,37.5728071990905
2010-11-01,37.8149764915391
2010-12-01,37.8537990997843
2011-01-01,37.4995635976929
2011-02-01,37.5819958598531
2011-03-01,37.8407018769914
2011-04-01,37.6538470667643
2011-05-01,37.8091625236871
2011-06-01,37.8006530380438
2011-07-01,37.8159560012226
2011-08-01,37.8187767758802
2011-09-01,38.0482822636745
2011-10-01,38.11528111718
2011-11-01,38.0052543446339
2011-12-01,38.1333473142288
2012-01-01,37.8832431738047
2012-02-01,38.0421353670552
2012-03-01,37.9617607450949
2012-04-01,37.6132230238931
2012-05-01,37.8019969837657
2012-06-01,37.9526817230354
2012-07-01,38.0203422247781
2012-08-01,37.6935234343746
2012-09-01,37.6986131823876
2012-10-01,37.6646674069943
2012-11-01,37.5339424919464
2012-12-01,37.5100591884963
2013-01-01,37.4949522154712
2013-02-01,37.3298984526333
2013-03-01,37.5463892770991
2013-04-01,37.6715340748085
2013-05-01,37.7526424270399
2013-06-01,37.712789697882
2013-07-01,37.7521305990725
2013-08-01,37.580423640287
2013-09-01,37.7646237651219
2013-10-01,37.811371615717
2013-11-01,37.9506135289919
2013-12-01,37.9863159152224
2014-01-01,38.1040104727494
2014-02-01,38.1573446855643
2014-03-01,38.2740402668379
2014-04-01,38.2472041664224
2014-05-01,38.0576330893658
2014-06-01,38.0920719945977
2014-07-01,38.1260965926782
2014-08-01,38.4706088381136
2014-09-01,38.4120623553986
2014-10-01,38.5210804763601
2014-11-01,38.4522063672568
2014-12-01,38.7063298984112
2015-01-01,38.5806760747574
2015-02-01,38.5516571484194
2015-03-01,38.3076482697545
2015-04-01,38.4747965966927
2015-05-01,38.5459504535692
2015-06-01,38.7246952547167
2015-07-01,38.695926868269
2015-08-01,38.5394686995928
2015-09-01,38.4723593757076
2015-10-01,38.5109483335274
2015-11-01,38.5214170509649
2015-12-01,38.5013111893999
2016-01-01,38.5704605013807
2016-02-01,38.6813307577107
2016-03-01,38.5404279229724
2016-04-01,38.4763876678657
2016-05-01,38.5681858326005
2016-06-01,38.6253111458359
2016-07-01,38.7018647380067
2016-08-01,38.8412847851206
2016-09-01,38.6756591182336
2016-10-01,38.5952188235376
2016-11-01,38.779767341647
2016-12-01,38.5638635029599
2017-01-01,38.3309101490534
2017-02-01,38.5679682472708
2017-03-01,38.5592606919715
2017-04-01,38.7005748160433
2017-05-01,38.4345945137204
2017-06-01,38.2359341362008
2017-07-01,38.2273136638315
2017-08-01,38.5140807701884
2017-09-01,38.6136377317502
2017-10-01,38.507928700326
2017-11-01,38.5023512806186
2017-12-01,38.3716309444235
2018-01-01,38.6504895867314
2018-02-01,38.7503157017741
2018-03-01,38.7995488651074
2018-04-01,38.8098956494262
2018-05-01,38.6566934298437
2018-06-01,38.6398786643699
2018-07-01,38.4893478998667
2018-08-01,38.3435448605566
2018-09-01,38.4706689226054
2018-10-01,38.4893690822006
2018-11-01,38.4970531195288
2018-12-01,38.3492534169134
2019-01-01,38.379366917585
2019-02-01,38.2718359955409
2019-03-01,38.4499513101647
2019-04-01,38.1708670853107
2019-05-01,38.2643192007451
2019-06-01,38.2761116810837
2019-07-01,38.4755110460682
2019-08-01,38.3844378193745
2019-09-01,38.1654476392281
2019-10-01,38.2238542143982
2019-11-01,38.2396305103035
2019-12-01,38.3207413371253
2020-01-01,38.3056799074325
2020-02-01,38.5244999468426
2020-03-01,40.9900953725843
2020-04-01,44.4045365332543
2020-05-01,43.2676028391577
2020-06-01,40.6753529177105
2020-07-01,40.0606200467423
2020-08-01,39.5801217977392
2020-09-01,39.228848691224
2020-10-01,39.0649887816836
2020-11-01,39.0420015992003
2020-12-01,39.2848926681404
2021-01-01,39.5839359438335
2021-02-01,39.3601027721329
2021-03-01,39.1461883200795
2021-04-01,39.3878226958256
2021-05-01,39.4269146020086
2021-06-01,38.938536255069
2021-07-01,38.884075447202
2021-08-01,38.6748505828038
2021-09-01,38.4230366441046
2021-10-01,38.628626324756
2021-11-01,38.4944008535403
2021-12-01,38.4133670603518
2022-01-01,38.6654880763024
2022-02-01,38.4135340607204
2022-03-01,38.334089301061
2022-04-01,38.342013909793
2022-05-01,38.1038420386792
2022-06-01,38.4844339350938
2022-07-01,38.7322645443719
2022-08-01,38.8071336301576
2022-09-01,38.8241533227239
2022-10-01,38.4759201345863
2022-11-01,38.5617017222888
2022-12-01,38.5216133014636
2023-01-01,38.0966949446803
2023-02-01,38.0972232042305
2023-03-01,38.186366127099
2023-04-01,38.2838984176051
2023-05-01,38.210744552761
2023-06-01,38.340586008014
2023-07-01,38.25131753808
2023-08-01,38.4743687296193
2023-09-01,38.5253593499998
2023-10-01,38.6301320741122
2023-11-01,38.6128222687274
