"Date","LRINTTFECAM156S"
1995-01-01,42.1056719546271
1995-02-01,42.3006677838389
1995-03-01,42.1976842612502
1995-04-01,42.6286006857372
1995-05-01,42.5999846138668
1995-06-01,42.5675816509236
1995-07-01,42.4493492985299
1995-08-01,42.5837564480014
1995-09-01,42.6026715320048
1995-10-01,42.6028689947431
1995-11-01,42.8508159999545
1995-12-01,42.7460932823014
1996-01-01,42.6275151447398
1996-02-01,42.4803088620937
1996-03-01,42.6283398763737
1996-04-01,42.7300928807464
1996-05-01,42.7223433791735
1996-06-01,42.4977728395136
1996-07-01,42.4149863772092
1996-08-01,42.5359445700907
1996-09-01,42.3107055449588
1996-10-01,42.4255845424845
1996-11-01,42.4948550742484
1996-12-01,42.5494347998643
1997-01-01,42.4243909546586
1997-02-01,42.425614010507
1997-03-01,42.4257077806495
1997-04-01,42.2659055645717
1997-05-01,42.2621429054744
1997-06-01,41.9162042692175
1997-07-01,42.1840886260956
1997-08-01,42.0431472952545
1997-09-01,42.1434150049234
1997-10-01,42.0839828312025
1997-11-01,42.0268277584701
1997-12-01,42.3062536960521
1998-01-01,42.0914993306885
1998-02-01,41.9312509462784
1998-03-01,41.9361268950898
1998-04-01,41.8108851482553
1998-05-01,41.8183224678591
1998-06-01,41.7720220593984
1998-07-01,41.6775546429705
1998-08-01,41.5841820548678
1998-09-01,41.2269441160653
1998-10-01,41.3090343638833
1998-11-01,41.2141668487105
1998-12-01,41.0898600154723
1999-01-01,41.1228487306199
1999-02-01,41.167136852105
1999-03-01,41.2938749998947
1999-04-01,40.8897920642789
1999-05-01,40.8828125674662
1999-06-01,41.0731210547814
1999-07-01,40.870514288029
1999-08-01,41.0093087129422
1999-09-01,41.0766926744066
1999-10-01,41.18354249653
1999-11-01,41.2819139198864
1999-12-01,41.181651434168
2000-01-01,41.150490046206
2000-02-01,40.7737053361815
2000-03-01,40.7574141423658
2000-04-01,40.7986086141516
2000-05-01,40.7637898306715
2000-06-01,40.6839948320417
2000-07-01,40.6109943705795
2000-08-01,40.4817614946864
2000-09-01,40.3890160539949
