"Date","CANCPIFODMINMEI"
1961-01-01,12.554347826087
1961-02-01,12.554347826087
1961-03-01,12.554347826087
1961-04-01,12.554347826087
1961-05-01,12.3913043478261
1961-06-01,12.4728260869565
1961-07-01,12.6358695652174
1961-08-01,12.6358695652174
1961-09-01,12.3913043478261
1961-10-01,12.4728260869565
1961-11-01,12.4728260869565
1961-12-01,12.554347826087
1962-01-01,12.6358695652174
1962-02-01,12.6358695652174
1962-03-01,12.554347826087
1962-04-01,12.7173913043478
1962-05-01,12.554347826087
1962-06-01,12.7173913043478
1962-07-01,12.8804347826087
1962-08-01,12.9619565217391
1962-09-01,12.7989130434783
1962-10-01,12.8804347826087
1962-11-01,12.8804347826087
1962-12-01,12.8804347826087
1963-01-01,13.0434782608696
1963-02-01,13.125
1963-03-01,13.0434782608696
1963-04-01,13.0434782608696
1963-05-01,12.9619565217391
1963-06-01,13.125
1963-07-01,13.3695652173913
1963-08-01,13.4510869565217
1963-09-01,13.2880434782609
1963-10-01,13.125
1963-11-01,13.2065217391304
1963-12-01,13.2065217391304
1964-01-01,13.2065217391304
1964-02-01,13.2065217391304
1964-03-01,13.2065217391304
1964-04-01,13.2065217391304
1964-05-01,13.2065217391304
1964-06-01,13.3695652173913
1964-07-01,13.695652173913
1964-08-01,13.6141304347826
1964-09-01,13.3695652173913
1964-10-01,13.125
1964-11-01,13.2065217391304
1964-12-01,13.3695652173913
1965-01-01,13.2880434782609
1965-02-01,13.3695652173913
1965-03-01,13.3695652173913
1965-04-01,13.3695652173913
1965-05-01,13.5326086956522
1965-06-01,13.8586956521739
1965-07-01,14.1032608695652
1965-08-01,13.8586956521739
1965-09-01,13.695652173913
1965-10-01,13.6141304347826
1965-11-01,13.8586956521739
1965-12-01,14.1032608695652
1966-01-01,14.1032608695652
1966-02-01,14.2663043478261
1966-03-01,14.5108695652174
1966-04-01,14.5108695652174
1966-05-01,14.5108695652174
1966-06-01,14.5923913043478
1966-07-01,14.5923913043478
1966-08-01,15
1966-09-01,14.7554347826087
1966-10-01,14.5923913043478
1966-11-01,14.5108695652174
1966-12-01,14.5108695652174
1967-01-01,14.5108695652174
1967-02-01,14.3478260869565
1967-03-01,14.2663043478261
1967-04-01,14.2663043478261
1967-05-01,14.2663043478261
1967-06-01,14.429347826087
1967-07-01,14.8369565217391
1967-08-01,15.0815217391304
1967-09-01,14.7554347826087
1967-10-01,14.5923913043478
1967-11-01,14.6739130434783
1967-12-01,14.7554347826087
1968-01-01,15
1968-02-01,14.9184782608696
1968-03-01,14.7554347826087
1968-04-01,14.9184782608696
1968-05-01,14.7554347826087
1968-06-01,14.8369565217391
1968-07-01,15.0815217391304
1968-08-01,15.3260869565217
1968-09-01,15.2445652173913
1968-10-01,15.0815217391304
1968-11-01,15.2445652173913
1968-12-01,15.4076086956522
1969-01-01,15.4076086956522
1969-02-01,15.2445652173913
1969-03-01,15.2445652173913
1969-04-01,15.4076086956522
1969-05-01,15.4076086956522
1969-06-01,15.8152173913043
1969-07-01,15.8152173913043
1969-08-01,16.1413043478261
1969-09-01,15.8152173913043
1969-10-01,15.6521739130435
1969-11-01,15.8152173913043
1969-12-01,15.8967391304348
1970-01-01,15.8967391304348
1970-02-01,16.1413043478261
1970-03-01,15.9782608695652
1970-04-01,16.2228260869565
1970-05-01,15.8967391304348
1970-06-01,16.0597826086957
1970-07-01,16.1413043478261
1970-08-01,16.2228260869565
1970-09-01,15.8152173913043
1970-10-01,15.6521739130435
1970-11-01,15.4076086956522
1970-12-01,15.2445652173913
1971-01-01,15.3260869565217
1971-02-01,15.4076086956522
1971-03-01,15.4891304347826
1971-04-01,15.7336956521739
1971-05-01,15.8152173913043
1971-06-01,15.8152173913043
1971-07-01,16.2228260869565
1971-08-01,16.6304347826087
1971-09-01,16.304347826087
1971-10-01,16.2228260869565
1971-11-01,16.2228260869565
1971-12-01,16.4673913043478
1972-01-01,16.6304347826087
1972-02-01,16.7934782608696
1972-03-01,16.6304347826087
1972-04-01,16.7934782608696
1972-05-01,16.6304347826087
1972-06-01,16.6304347826087
1972-07-01,17.3641304347826
1972-08-01,17.8532608695652
1972-09-01,17.8532608695652
1972-10-01,17.6902173913043
1972-11-01,17.6902173913043
1972-12-01,17.8532608695652
1973-01-01,18.2608695652174
1973-02-01,18.5869565217391
1973-03-01,18.5869565217391
1973-04-01,19.0760869565217
1973-05-01,19.2391304347826
1973-06-01,19.6467391304348
1973-07-01,20.054347826087
1973-08-01,20.7065217391304
1973-09-01,20.7880434782609
1973-10-01,20.7065217391304
1973-11-01,20.8695652173913
1973-12-01,20.8695652173913
1974-01-01,21.195652173913
1974-02-01,21.6847826086957
1974-03-01,22.0108695652174
1974-04-01,22.0108695652174
1974-05-01,22.6630434782609
1974-06-01,22.9076086956522
1974-07-01,23.1521739130435
1974-08-01,23.4782608695652
1974-09-01,23.4782608695652
1974-10-01,23.804347826087
1974-11-01,24.0489130434783
1974-12-01,24.4565217391304
1975-01-01,24.4565217391304
1975-02-01,24.7010869565217
1975-03-01,24.6195652173913
1975-04-01,24.7010869565217
1975-05-01,24.945652173913
