"Date","LRUN55FECAM156N"
2017-07-01,6.3856789793601
2017-08-01,7.41971207087486
2017-09-01,4.921875
2017-10-01,4.90322580645161
2017-11-01,4.30747567844342
2017-12-01,4.16112483374501
2018-01-01,4.87146529562982
2018-02-01,4.74905211747317
2018-03-01,5.31859894015768
2018-04-01,4.51074294589697
2018-05-01,4.14698841948632
2018-06-01,4.45002575991757
2018-07-01,5.57219112094779
2018-08-01,7.3862191711162
2018-09-01,4.90613266583229
2018-10-01,4.67534084542115
2018-11-01,4.84863554422826
2018-12-01,4.44739672297084
2019-01-01,4.89795918367347
2019-02-01,5.31522793404462
2019-03-01,5.82902381408415
2019-04-01,4.5486309637253
2019-05-01,4.35642301313943
2019-06-01,4.13192049658286
2019-07-01,4.80645988208152
2019-08-01,6.09418282548476
2019-09-01,4.98711814501288
2019-10-01,4.40155850480945
2019-11-01,4.51884376143432
2019-12-01,4.29954968848313
2020-01-01,4.53978548266401
2020-02-01,5.32045762086358
2020-03-01,7.75267993874426
2020-04-01,12.0069644411706
2020-05-01,10.5524936147332
2020-06-01,9.04238005338194
2020-07-01,9.11161731207289
2020-08-01,10.092668473807
2020-09-01,6.528582221103
2020-10-01,6.81636419563211
2020-11-01,6.36547787121724
2020-12-01,7.45447879750703
2021-01-01,8.58091898874331
2021-02-01,8.43109841347031
2021-03-01,7.11689884918231
2021-04-01,8.14072777744252
2021-05-01,7.99002008154324
2021-06-01,7.13852498786997
2021-07-01,8.37365091179754
2021-08-01,9.46282245827011
2021-09-01,7.09420770297149
2021-10-01,7.3901464713715
2021-11-01,6.72238372093023
2021-12-01,5.98295837675474
2022-01-01,6.64806201550388
2022-02-01,5.31645569620253
2022-03-01,5.26088298857672
2022-04-01,4.83600967201934
2022-05-01,4.10498818260978
2022-06-01,3.51075877689694
2022-07-01,4.92286025222457
2022-08-01,6.90959525910982
2022-09-01,4.25688976377953
2022-10-01,4.45163654127992
2022-11-01,4.00543109300747
2022-12-01,3.76280658180689
2023-01-01,4.85977836934316
2023-02-01,4.01066278928874
2023-03-01,4.4098888416449
2023-04-01,3.65069739235901
2023-05-01,3.43065693430657
2023-06-01,4.11515151515152
2023-07-01,4.80781114818935
2023-08-01,6.94505219728699
2023-09-01,4.67122696740001
2023-10-01,4.64243989423846
2023-11-01,4.44704145651372
