"Date","CANCPGRSE01IXOBM"
1961-01-01,9.67919340054995
1961-02-01,9.67919340054995
1961-03-01,9.67919340054995
1961-04-01,9.67919340054995
1961-05-01,9.75252062328139
1961-06-01,9.75252062328139
1961-07-01,9.75252062328139
1961-08-01,9.75252062328139
1961-09-01,9.82584784601283
1961-10-01,9.82584784601283
1961-11-01,9.82584784601283
1961-12-01,9.82584784601283
1962-01-01,9.82584784601283
1962-02-01,9.82584784601283
1962-03-01,9.82584784601283
1962-04-01,9.82584784601283
1962-05-01,9.82584784601283
1962-06-01,9.89917506874427
1962-07-01,9.97250229147571
1962-08-01,9.97250229147571
1962-09-01,9.97250229147571
1962-10-01,9.97250229147571
1962-11-01,9.97250229147571
1962-12-01,9.97250229147571
1963-01-01,10.0458295142071
1963-02-01,10.0458295142071
1963-03-01,10.0458295142071
1963-04-01,10.0458295142071
1963-05-01,10.1191567369386
1963-06-01,10.1191567369386
1963-07-01,10.1191567369386
1963-08-01,10.1191567369386
1963-09-01,10.1191567369386
1963-10-01,10.1191567369386
1963-11-01,10.19248395967
1963-12-01,10.19248395967
1964-01-01,10.19248395967
1964-02-01,10.2658111824015
1964-03-01,10.2658111824015
1964-04-01,10.3391384051329
1964-05-01,10.4124656278643
1964-06-01,10.4124656278643
1964-07-01,10.4124656278643
1964-08-01,10.4124656278643
1964-09-01,10.4124656278643
1964-10-01,10.4124656278643
1964-11-01,10.4124656278643
1964-12-01,10.4857928505958
1965-01-01,10.6324472960587
1965-02-01,10.6324472960587
1965-03-01,10.6324472960587
1965-04-01,10.7057745187901
1965-05-01,10.7791017415215
1965-06-01,10.7791017415215
1965-07-01,10.7791017415215
1965-08-01,10.7791017415215
1965-09-01,10.7791017415215
1965-10-01,10.852428964253
1965-11-01,10.9257561869844
1965-12-01,10.9257561869844
1966-01-01,10.9257561869844
1966-02-01,10.9990834097159
1966-03-01,11.0724106324473
1966-04-01,11.0724106324473
1966-05-01,11.0724106324473
1966-06-01,11.0724106324473
1966-07-01,11.1457378551787
1966-08-01,11.1457378551787
1966-09-01,11.1457378551787
1966-10-01,11.2190650779102
1966-11-01,11.2923923006416
1966-12-01,11.2923923006416
1967-01-01,11.365719523373
1967-02-01,11.4390467461045
1967-03-01,11.4390467461045
1967-04-01,11.6590284142988
1967-05-01,11.6590284142988
1967-06-01,11.7323556370302
1967-07-01,11.8056828597617
1967-08-01,11.8056828597617
1967-09-01,11.8056828597617
1967-10-01,11.9523373052246
1967-11-01,11.9523373052246
1967-12-01,11.9523373052246
1968-01-01,12.025664527956
1968-02-01,12.025664527956
1968-03-01,12.0989917506874
1968-04-01,12.1723189734189
1968-05-01,12.3189734188818
1968-06-01,12.3923006416132
