"Date","CANCPIALLMINMEI"
1960-01-01,12.2465104029497
1960-02-01,12.2465104029497
1960-03-01,12.1675006584145
1960-04-01,12.2465104029497
1960-05-01,12.2465104029497
1960-06-01,12.2465104029497
1960-07-01,12.2465104029497
1960-08-01,12.2465104029497
1960-09-01,12.2465104029497
1960-10-01,12.40452989202
1960-11-01,12.40452989202
1960-12-01,12.40452989202
1961-01-01,12.40452989202
1961-02-01,12.40452989202
1961-03-01,12.40452989202
1961-04-01,12.40452989202
1961-05-01,12.40452989202
1961-06-01,12.40452989202
1961-07-01,12.40452989202
1961-08-01,12.40452989202
1961-09-01,12.40452989202
1961-10-01,12.40452989202
1961-11-01,12.40452989202
1961-12-01,12.40452989202
1962-01-01,12.40452989202
1962-02-01,12.40452989202
1962-03-01,12.40452989202
1962-04-01,12.4835396365552
1962-05-01,12.4835396365552
1962-06-01,12.5625493810903
1962-07-01,12.5625493810903
1962-08-01,12.6415591256255
1962-09-01,12.5625493810903
1962-10-01,12.6415591256255
1962-11-01,12.6415591256255
1962-12-01,12.6415591256255
1963-01-01,12.6415591256255
1963-02-01,12.6415591256255
1963-03-01,12.6415591256255
1963-04-01,12.6415591256255
1963-05-01,12.6415591256255
1963-06-01,12.6415591256255
1963-07-01,12.7995786146958
1963-08-01,12.878588359231
1963-09-01,12.7995786146958
1963-10-01,12.7995786146958
1963-11-01,12.878588359231
1963-12-01,12.878588359231
1964-01-01,12.878588359231
1964-02-01,12.878588359231
1964-03-01,12.878588359231
1964-04-01,12.9575981037661
1964-05-01,12.9575981037661
1964-06-01,12.9575981037661
1964-07-01,13.0366078483013
1964-08-01,13.0366078483013
1964-09-01,13.0366078483013
1964-10-01,13.0366078483013
1964-11-01,13.0366078483013
1964-12-01,13.1156175928364
1965-01-01,13.1156175928364
1965-02-01,13.1156175928364
1965-03-01,13.1156175928364
1965-04-01,13.1946273373716
1965-05-01,13.1946273373716
1965-06-01,13.3526468264419
1965-07-01,13.3526468264419
1965-08-01,13.3526468264419
1965-09-01,13.3526468264419
1965-10-01,13.3526468264419
1965-11-01,13.4316565709771
1965-12-01,13.5106663155122
1966-01-01,13.5106663155122
1966-02-01,13.5896760600474
1966-03-01,13.6686858045826
1966-04-01,13.7476955491177
1966-05-01,13.7476955491177
1966-06-01,13.8267052936529
1966-07-01,13.8267052936529
1966-08-01,13.905715038188
1966-09-01,13.905715038188
1966-10-01,13.905715038188
1966-11-01,13.905715038188
1966-12-01,13.9847247827232
1967-01-01,13.9847247827232
