"Date","LRIN25FECAM156S"
1995-01-01,24.0121665377619
1995-02-01,23.9250278166359
1995-03-01,23.7270386830747
1995-04-01,24.4318600545101
1995-05-01,24.3573719995159
1995-06-01,24.3936543361445
1995-07-01,24.320695307274
1995-08-01,24.3159410509046
1995-09-01,24.3274725486548
1995-10-01,24.433130646126
1995-11-01,24.6468785007962
1995-12-01,24.4461739714898
1996-01-01,24.2558945214334
1996-02-01,24.1456445898135
1996-03-01,24.146643734255
1996-04-01,24.4228908218082
1996-05-01,24.4215179378913
1996-06-01,24.0913223016849
1996-07-01,23.8041246251604
1996-08-01,23.9587053443261
1996-09-01,23.5159707430828
1996-10-01,23.6263091800671
1996-11-01,23.7729712713072
1996-12-01,23.5722178713334
1997-01-01,23.4727201580891
1997-02-01,23.6626480537583
1997-03-01,23.6071964606122
1997-04-01,23.2650213527865
1997-05-01,23.1484553378615
1997-06-01,23.0845313796412
1997-07-01,23.0525712457943
1997-08-01,22.9872309866994
1997-09-01,22.9180151334189
1997-10-01,22.5916796022217
1997-11-01,22.6249794468411
1997-12-01,22.8969183021066
1998-01-01,22.6074053005354
1998-02-01,22.5323613568582
1998-03-01,22.5814380623379
1998-04-01,22.4543756339898
1998-05-01,22.4465306666485
1998-06-01,22.5701141055951
1998-07-01,22.4703948854123
1998-08-01,22.5264916999136
1998-09-01,22.3180197878081
1998-10-01,22.4744488769181
1998-11-01,22.2988768092356
1998-12-01,22.0577550995662
1999-01-01,22.0118371942242
1999-02-01,21.9677584658478
1999-03-01,22.1134738270435
1999-04-01,21.7588535572676
1999-05-01,21.6732402604448
1999-06-01,21.6983959761996
1999-07-01,21.5259127630059
1999-08-01,21.3695305243773
1999-09-01,21.8139353599801
1999-10-01,21.7949315583593
1999-11-01,21.8770840424095
1999-12-01,22.0185455927364
2000-01-01,22.0717051501322
2000-02-01,21.7135210646413
2000-03-01,21.5480829381042
2000-04-01,21.5626219047995
2000-05-01,21.6112560723342
2000-06-01,21.4790568574898
2000-07-01,21.5599534622734
2000-08-01,21.5694724001943
2000-09-01,21.5069923419535
2000-10-01,21.2598703752442
2000-11-01,21.2019549783647
2000-12-01,21.1478503299732
2001-01-01,21.1337926734051
2001-02-01,21.1457499532684
2001-03-01,21.0428013889183
2001-04-01,20.7822497932293
2001-05-01,20.5811070106055
2001-06-01,20.8804322475557
2001-07-01,20.9298837198872
2001-08-01,20.7987742422786
2001-09-01,21.0555647392358
2001-10-01,21.0426804914507
2001-11-01,20.9182026934837
2001-12-01,20.8501194462714
2002-01-01,20.4638264796736
2002-02-01,20.4250445788076
2002-03-01,20.1195821019005
2002-04-01,19.8453404589292
2002-05-01,19.7597137090255
2002-06-01,19.4999063108353
2002-07-01,19.3910014607361
2002-08-01,19.4928258505742
2002-09-01,18.9454014215741
2002-10-01,19.2845188926118
2002-11-01,19.2792490784563
2002-12-01,19.1011136383354
2003-01-01,19.4044079702169
2003-02-01,19.3554836684937
2003-03-01,19.3358545593519
2003-04-01,19.2757490162189
2003-05-01,19.0089361991635
2003-06-01,18.9609555442761
2003-07-01,18.7855379293432
2003-08-01,18.6762848853803
2003-09-01,18.4980109564064
2003-10-01,18.3670477241956
2003-11-01,18.4609929174746
2003-12-01,18.2999570222381
2004-01-01,18.6312288063869
2004-02-01,18.4314766299815
2004-03-01,18.4077748933076
2004-04-01,18.3174318745273
2004-05-01,18.2935559472696
2004-06-01,18.0837556196521
2004-07-01,18.5551780529141
2004-08-01,18.5452732231891
2004-09-01,18.7586442910191
2004-10-01,18.8041667205185
2004-11-01,18.4445647913743
2004-12-01,18.4842763725449
2005-01-01,18.5554000794848
2005-02-01,18.4386115210651
2005-03-01,18.6896270564137
2005-04-01,18.9206802490066
2005-05-01,19.1080210117103
2005-06-01,18.8557168258092
2005-07-01,19.179824345505
2005-08-01,19.0010556731289
2005-09-01,19.0503397037214
2005-10-01,18.8678026055478
2005-11-01,19.0932732231731
