"Date","COCANZ322"
2019-12-01,100
2020-01-01,99.8
2020-02-01,99.8
2020-03-01,99.9
2020-04-01,99.7
2020-05-01,99.7
2020-06-01,99.6
2020-07-01,97.8
2020-08-01,97.3
2020-09-01,97
2020-10-01,97.1
2020-11-01,97.2
2020-12-01,97.4
2021-01-01,97.6
2021-02-01,98.2
2021-03-01,99.5
2021-04-01,99.7
2021-05-01,103.4
2021-06-01,105.9
2021-07-01,110.9
2021-08-01,110.9
2021-09-01,109.9
2021-10-01,109.6
2021-11-01,108.8
2021-12-01,108.3
2022-01-01,113.7
2022-02-01,113.7
2022-03-01,114.8
2022-04-01,117.4
2022-05-01,117.6
2022-06-01,118.1
2022-07-01,127.8
2022-08-01,127.1
2022-09-01,127.2
2022-10-01,128.2
2022-11-01,127.8
2022-12-01,128.7
2023-01-01,127.7
2023-02-01,126.7
2023-03-01,126.1
2023-04-01,124.7
2023-05-01,124
2023-06-01,122.5
2023-07-01,120.3
2023-08-01,118.4
2023-09-01,114
2023-10-01,117.5
2023-11-01,116.9
