"Date","LCULMN01CAM661S"
1961-01-01,25.2687896381473
1961-02-01,25.3778820628013
1961-03-01,25.2765828618924
1961-04-01,24.9096537090109
1961-05-01,25.1040555506587
1961-06-01,24.9721159558724
1961-07-01,24.9594693366579
1961-08-01,25.3066771824956
1961-09-01,24.681780186598
1961-10-01,24.6629317482084
1961-11-01,24.5687932319529
1961-12-01,24.4721704656522
1962-01-01,24.4269694878595
1962-02-01,24.226520563202
1962-03-01,24.0150293934765
1962-04-01,24.1453694683764
1962-05-01,23.9099050876217
1962-06-01,23.6141176736589
1962-07-01,23.6293721282154
1962-08-01,24.3868125652496
1962-09-01,23.6940033165388
1962-10-01,23.8187876654475
1962-11-01,23.952493009935
1962-12-01,23.980785690963
1963-01-01,24.0985411601415
1963-02-01,24.1596934640984
1963-03-01,23.9544355674773
1963-04-01,24.221078438526
1963-05-01,24.1418966635676
1963-06-01,23.6489229128025
1963-07-01,24.0628643980382
1963-08-01,24.6218396215212
1963-09-01,23.7182109879722
1963-10-01,23.9307800418372
1963-11-01,23.9264573212274
1963-12-01,24.0069997076452
1964-01-01,23.9169890631096
1964-02-01,23.5517166008895
1964-03-01,23.8192386362252
1964-04-01,23.7863678427174
1964-05-01,23.7943280224038
1964-06-01,23.9764862388388
1964-07-01,24.2850247907467
1964-08-01,24.5710886875478
1964-09-01,24.0198715287539
1964-10-01,24.0037485851841
1964-11-01,23.7840358683078
1964-12-01,23.8952644637045
1965-01-01,24.015985434425
1965-02-01,24.0589116263835
1965-03-01,24.0271259055559
1965-04-01,24.2008396080978
1965-05-01,24.0147371733707
1965-06-01,24.2280729470457
1965-07-01,23.5330934907678
1965-08-01,24.6704021879332
1965-09-01,24.2758464845697
1965-10-01,24.1754015450043
1965-11-01,24.4960477564393
1965-12-01,24.3665159691359
1966-01-01,24.3184230666494
1966-02-01,24.5447594071386
1966-03-01,24.8365623152111
1966-04-01,24.9358341636821
1966-05-01,25.1635281550463
1966-06-01,25.4308020061703
1966-07-01,25.5644766104618
1966-08-01,26.2852483975255
1966-09-01,25.6501149894382
1966-10-01,25.5120136094886
1966-11-01,25.7214451919657
1966-12-01,25.4859722816673
1967-01-01,26.1911377081475
1967-02-01,26.4662789416357
1967-03-01,26.5267690641026
1967-04-01,26.2810570885002
1967-05-01,26.4521432221531
1967-06-01,26.2980638464157
1967-07-01,26.4645201323039
1967-08-01,26.3004110286653
1967-09-01,26.2342036694417
1967-10-01,26.6891602561833
1967-11-01,26.3762044547755
1967-12-01,26.2263401771494
1968-01-01,26.471394393932
1968-02-01,26.6874032963672
1968-03-01,26.5180441453772
1968-04-01,26.8362075069045
1968-05-01,26.2795128877449
1968-06-01,26.0557057806145
1968-07-01,26.3728521230122
1968-08-01,26.4742698516027
1968-09-01,26.49870578818
1968-10-01,26.457905785587
1968-11-01,26.4269402432804
1968-12-01,26.5129199141288
1969-01-01,26.6967026799152
1969-02-01,26.5449060644948
1969-03-01,26.3415555313255
1969-04-01,27.0487546025741
1969-05-01,27.0084396442353
1969-06-01,27.01395096143
1969-07-01,26.7134399471389
1969-08-01,27.0370999606764
1969-09-01,27.3038458535268
1969-10-01,27.6736366536085
1969-11-01,27.9347124024817
1969-12-01,28.4071670883767
1970-01-01,28.7496401013919
1970-02-01,28.5243883066278
1970-03-01,29.0125273435267
1970-04-01,29.4970594664664
1970-05-01,29.5173852889544
1970-06-01,29.9884173930622
1970-07-01,29.9738597577043
1970-08-01,29.9265822968842
1970-09-01,30.2900796918666
1970-10-01,30.2342434732766
1970-11-01,30.0387032058504
1970-12-01,30.196212829471
1971-01-01,30.2051128921616
1971-02-01,30.2065889548158
1971-03-01,29.8586166921818
1971-04-01,30.0064788083591
1971-05-01,29.7803174876098
1971-06-01,29.8241460373419
1971-07-01,29.9825570459269
1971-08-01,29.4600780336409
1971-09-01,29.3622799402657
1971-10-01,29.0170931900912
1971-11-01,29.5841872117085
1971-12-01,29.6692454492578
1972-01-01,29.8481113285911
1972-02-01,30.4981900342232
1972-03-01,30.4341441800533
1972-04-01,30.4025655005759
1972-05-01,30.543925598619
1972-06-01,30.165149391171
1972-07-01,30.2488500775006
1972-08-01,30.6985573480797
1972-09-01,30.4260749886104
1972-10-01,30.4469000960185
1972-11-01,30.3918402059003
1972-12-01,30.2639300545641
1973-01-01,30.5309018038866
1973-02-01,30.1249844110704
1973-03-01,30.1731802856474
1973-04-01,30.8259670734591
1973-05-01,30.8808167505443
1973-06-01,31.0799553334041
1973-07-01,30.3720952069267
1973-08-01,31.373477507993
1973-09-01,31.6096346519675
1973-10-01,31.7427070505731
1973-11-01,31.9518087429443
1973-12-01,32.3541737260844
1974-01-01,32.2780992393367
1974-02-01,32.3971386653839
1974-03-01,32.9658834848692
1974-04-01,34.2401673605143
1974-05-01,33.9688578327542
