"Date","CANPROCONMISMEI"
1961-01-01,26.8004865335854
1961-02-01,26.5108247094345
1961-03-01,26.5527850671386
1961-04-01,26.5108247094345
1961-05-01,26.6353522226208
1961-06-01,26.763940415585
1961-07-01,26.9696815243277
1961-08-01,27.1023303970697
1961-09-01,27.0563093595878
1961-10-01,26.8234970523263
1961-11-01,26.8938821684751
1961-12-01,26.9534388052164
1962-01-01,26.9060642078086
1962-02-01,26.8803465692157
1962-03-01,27.1253409158106
1962-04-01,27.3662745826277
1962-05-01,27.2796467473676
1962-06-01,28.0768935437455
1962-07-01,27.9740229893742
1962-08-01,28.0051548676708
1962-09-01,27.9171734724847
1962-10-01,27.735796442409
1962-11-01,27.4908020958141
1962-12-01,27.0021669625502
1963-01-01,26.5839169454352
1963-02-01,26.6773125803249
1963-03-01,26.8654574100304
1963-04-01,27.0102883221058
1963-05-01,27.3243142249236
1963-06-01,27.4745593767028
1963-07-01,27.53546957337
1963-08-01,27.5869048505557
1963-09-01,27.9875585886336
1963-10-01,28.2907560120438
1963-11-01,28.2704526131547
1963-12-01,28.1364501804868
1964-01-01,28.6129032744172
1964-02-01,29.2923903572384
1964-03-01,28.7482592670111
1964-04-01,28.6129032744172
1964-05-01,28.4369404840452
1964-06-01,28.3137665307848
1964-07-01,28.3462519690073
1964-08-01,28.4369404840452
1964-09-01,28.572296476639
1964-10-01,29.1935804826449
1964-11-01,29.852764166577
1964-12-01,31.045250461329
1965-01-01,31.4797431975553
1965-02-01,30.8692876709569
1965-03-01,31.0479575811808
1965-04-01,30.9017731091795
1965-05-01,30.7894276353266
1965-06-01,30.8774090305126
1965-07-01,31.0682609800699
1965-08-01,31.3443872049614
1965-09-01,31.4377828398512
1965-10-01,31.7355660235577
1965-11-01,31.9534891716338
1965-12-01,32.4976202618611
1966-01-01,32.5761267375656
1966-02-01,32.5192772206762
1966-03-01,32.8996275598649
1966-04-01,32.4543063442311
1966-05-01,32.1280984020799
1966-06-01,31.7842941808915
1966-07-01,31.6502917482235
1966-08-01,31.4594397986662
1966-09-01,31.1521816954781
1966-10-01,31.4810967574812
1966-11-01,31.6963127857055
1966-12-01,32.014399368301
1967-01-01,32.4231744659345
1967-02-01,31.7761728213358
1967-03-01,31.3484478847392
1967-04-01,31.2536986899235
1967-05-01,31.8221938588178
1967-06-01,32.3406073104523
1967-07-01,32.457013464083
1967-08-01,32.5517626588987
1967-09-01,32.6654616926775
1967-10-01,32.634329814381
1967-11-01,32.7466752882338
1967-12-01,32.8008176852714
1968-01-01,32.8860919606055
1968-02-01,33.2962206181649
1968-03-01,34.2897336038039
1968-04-01,34.8230362146237
1968-05-01,35.2236899527016
1968-06-01,35.0775054807002
1968-07-01,35.4158954621849
1968-08-01,35.0355451229961
1968-09-01,34.5766883081029
1968-10-01,34.5103638717319
1968-11-01,34.1097101336541
1968-12-01,32.346021550156
1969-01-01,33.2122999027568
1969-02-01,33.669803157724
1969-03-01,34.1489633715063
1969-04-01,33.8796049462445
1969-05-01,33.2122999027568
1969-06-01,31.816779619114
1969-07-01,32.6844115316407
1969-08-01,33.0566405112738
1969-09-01,33.1365005469042
1969-10-01,33.2691494196462
1969-11-01,33.3625450545359
1969-12-01,33.5533970040933
1970-01-01,33.5330936052042
1970-02-01,34.0582748564684
1970-03-01,33.802452030466
1970-04-01,33.4112732118697
1970-05-01,33.6670960378721
1970-06-01,33.273210099424
1970-07-01,33.3801413335732
1970-08-01,33.4261623710551
1970-09-01,33.979768380764
1970-10-01,33.8768978263926
1970-11-01,34.2802586843224
1970-12-01,33.8850191859483
1971-01-01,32.3297788310448
1971-02-01,32.6370369342328
1971-03-01,32.7723929268267
1971-04-01,33.7212384349097
1971-05-01,33.6603282382424
1971-06-01,34.0961745343947
1971-07-01,34.3926041581753
1971-08-01,34.6687303830667
1971-09-01,34.3479366806193
1971-10-01,34.266723085063
1971-11-01,34.044739257209
1971-12-01,33.7334204742431
1972-01-01,33.6657424779462
1972-02-01,33.4153338916476
1972-03-01,33.3584843747581
1972-04-01,34.8433396135128
1972-05-01,33.9540507421711
1972-06-01,33.6873994367612
1972-07-01,33.847119508022
1972-08-01,34.0339107778015
1972-09-01,33.5858824423158
1972-10-01,33.009265913866
1972-11-01,33.2610280600905
1972-12-01,33.0999544289038
1973-01-01,33.8972012252817
1973-02-01,33.6643889180203
1973-03-01,33.9283331035783
1973-04-01,34.3195119221746
1973-05-01,34.5766883081029
1973-06-01,34.2586017255073
1973-07-01,34.6010523867698
1973-08-01,34.4616357143981
1973-09-01,34.7756616172159
1973-10-01,35.2074472335903
1973-11-01,35.3103177879617
1973-12-01,35.4808663386299
1974-01-01,36.2158493784146
1974-02-01,36.076432706043
1974-03-01,36.1292215431546
1974-04-01,35.6866074473726
1974-05-01,34.8731179318835
1974-06-01,34.3506438004712
1974-07-01,35.0030596847736
1974-08-01,35.1939116343309
1974-09-01,35.5485443349269
1974-10-01,36.0669577865614
1974-11-01,36.1657676611549
1974-12-01,36.4418938860464
1975-01-01,37.2540298416096
1975-02-01,37.5815913436867
1975-03-01,36.3092450133044
1975-04-01,37.77379685317
1975-05-01,38.4817086944359
1975-06-01,38.3517669415458
1975-07-01,39.5225962774828
1975-08-01,40.7408002108275
1975-09-01,41.3972767749078
1975-10-01,42.451699957214
1975-11-01,42.7643723001058
1975-12-01,43.7213391677445
1976-01-01,43.4993553398905
1976-02-01,44.0082938720434
1976-03-01,44.8718651047923
1976-04-01,45.7151329386521
1976-05-01,45.7773966952453
1976-06-01,46.4054485008808
1976-07-01,45.011281777164
1976-08-01,44.4251903292326
1976-09-01,43.0459127647011
1976-10-01,43.5061231395202
1976-11-01,44.2370454995271
1976-12-01,44.7595196309394
1977-01-01,44.8515617059032
1977-02-01,45.7882251746528
1977-03-01,46.3946200214733
1977-04-01,46.9292761922191
1977-05-01,47.2378878553331
1977-06-01,47.6331273537072
1977-07-01,47.725169428671
1977-08-01,47.746826387486
1977-09-01,46.9712365499232
1977-10-01,47.4707001625945
1977-11-01,46.600361130216
1977-12-01,45.7719824555415
1978-01-01,44.0461935499697
1978-02-01,45.2589832436108
1978-03-01,45.363207357908
1978-04-01,45.7327292176893
1978-05-01,44.747337591606
1978-06-01,44.6525883967902
1978-07-01,43.8878270386349
1978-08-01,44.2072671811564
1978-09-01,44.1084573065629
1978-10-01,43.6414791321141
1978-11-01,43.8729378794496
1978-12-01,43.4208488641861
1979-01-01,44.0231830312288
1979-02-01,43.8485738007827
1979-03-01,43.6103472538175
1979-04-01,42.9850025680338
1979-05-01,43.4709305814458
1979-06-01,44.8001264287176
1979-07-01,44.9693214194599
1979-08-01,45.1994266068695
1979-09-01,45.6569298618367
1979-10-01,46.247081989546
1979-11-01,46.7303028831061
1979-12-01,48.2693005188983
1980-01-01,48.6686006970502
1980-02-01,47.7143409492635
1980-03-01,47.1133603421467
1980-04-01,47.769836906227
1980-05-01,47.6317737937812
