"Date","CANCPALTT01CTGYM"
2015-12-01,1.60041918825176
2016-01-01,1.98878635782579
2016-02-01,1.37651485269539
2016-03-01,1.29685688386987
2016-04-01,1.6908037313352
2016-05-01,1.53746625051132
2016-06-01,1.47863549450062
2016-07-01,1.22020965825448
2016-08-01,1.14595754841972
2016-09-01,1.36587829881849
2016-10-01,1.4841703034398
2016-11-01,1.21042465420107
2016-12-01,1.50435832526501
2017-01-01,2.16174659869193
2017-02-01,2.07912411544251
2017-03-01,1.64349934289352
2017-04-01,1.71275226258893
2017-05-01,1.29097002438836
2017-06-01,1.02024879551728
2017-07-01,1.21466555857264
2017-08-01,1.40937892065106
2017-09-01,1.54216093616876
2017-10-01,1.40863993405663
2017-11-01,2.14491336602317
2017-12-01,1.86708101358472
2018-01-01,1.70460567325857
2018-02-01,2.15200098927666
2018-03-01,2.27044301805032
2018-04-01,2.17532133221816
2018-05-01,2.26855277554411
2018-06-01,2.4335948197661
2018-07-01,2.99151209469949
2018-08-01,2.84284916311381
2018-09-01,2.02753193246885
2018-10-01,2.43628607262838
2018-11-01,1.6578959603816
2018-12-01,2.0228043276161
2019-01-01,1.43932186363159
2019-02-01,1.56686155558008
2019-03-01,1.96208060626633
2019-04-01,2.02193236942715
2019-05-01,2.42856135715491
2019-06-01,2.03142518927203
2019-07-01,2.01873828252855
2019-08-01,1.89302743535815
2019-09-01,2.4307875008198
2019-10-01,1.88839418017059
2019-11-01,2.20577747170397
2019-12-01,2.23961730110043
2020-01-01,2.39401219625024
2020-02-01,2.17946735370121
2020-03-01,0.823578650510929
2020-04-01,-0.155031033204119
2020-05-01,-0.385118055271714
2020-06-01,0.61779575280644
2020-07-01,0.14643950865201
2020-08-01,0.169980435536019
2020-09-01,0.17839474770162
2020-10-01,0.632423120239556
2020-11-01,0.92802073139747
2020-12-01,0.739830257168187
2021-01-01,1.09079331955599
2021-02-01,1.13047491351049
2021-03-01,2.22563024274534
2021-04-01,3.34674407876382
2021-05-01,3.62604570352563
2021-06-01,3.12953608870076
2021-07-01,3.6606775349861
2021-08-01,4.02012697889327
2021-09-01,4.34020186371209
2021-10-01,4.59786969777381
2021-11-01,4.5839430313881
2021-12-01,4.71044449044116
2022-01-01,5.09423995212761
2022-02-01,5.56306652510169
2022-03-01,6.61695147183166
2022-04-01,6.80163447120592
2022-05-01,7.67940428126539
2022-06-01,8.02789181802928
2022-07-01,7.5677774907841
2022-08-01,6.92541516513467
2022-09-01,6.74801157225106
2022-10-01,6.79937008386269
2022-11-01,6.81361284488094
2022-12-01,6.18156577561508
2023-01-01,5.78628465015855
2023-02-01,5.26959608537942
2023-03-01,4.345001088894
2023-04-01,4.41770166886726
2023-05-01,3.32421719844454
2023-06-01,2.79239423521485
2023-07-01,3.25603100523098
2023-08-01,4.00835889287453
2023-09-01,3.84958530008507
2023-10-01,3.15969503418127
