"Date","CANLOCOBSNOSTSAM"
1960-01-01,99.8244213501399
1960-02-01,99.4896947336137
1960-03-01,99.0668810662934
1960-04-01,98.6504877065226
1960-05-01,98.3139445234599
1960-06-01,98.093902790253
1960-07-01,97.9706108145441
1960-08-01,97.914079461573
1960-09-01,97.8749196562633
1960-10-01,97.856803795647
1960-11-01,97.8815040571132
1960-12-01,97.9930386370801
1961-01-01,98.2325809219706
1961-02-01,98.6267142541925
1961-03-01,99.1622847877755
1961-04-01,99.7521864902483
1961-05-01,100.287115616046
1961-06-01,100.721744075734
1961-07-01,101.063118737843
1961-08-01,101.323921593675
1961-09-01,101.492340553044
1961-10-01,101.558588695986
1961-11-01,101.534163560644
1961-12-01,101.433371003916
1962-01-01,101.223914668709
1962-02-01,100.911027591788
1962-03-01,100.503908703758
1962-04-01,100.03696916535
1962-05-01,99.5888422646717
1962-06-01,99.2243268867093
1962-07-01,98.9821555701651
1962-08-01,98.8727059090493
1962-09-01,98.897921133201
1962-10-01,99.0365175892322
1962-11-01,99.2412473429371
1962-12-01,99.4541778591502
1963-01-01,99.6315581583088
1963-02-01,99.7764296265694
1963-03-01,99.8984700815132
1963-04-01,99.9976818300769
1963-05-01,100.043967999009
1963-06-01,100.021042065423
1963-07-01,99.9582174192054
1963-08-01,99.8973828461525
1963-09-01,99.8599062919072
1963-10-01,99.8400126470775
1963-11-01,99.8344526109685
1963-12-01,99.859878408924
1964-01-01,99.94473519423
1964-02-01,100.070687446072
1964-03-01,100.218962164711
1964-04-01,100.368262858414
1964-05-01,100.522377789381
1964-06-01,100.684861331925
1964-07-01,100.833675943858
1964-08-01,100.9371831469
1964-09-01,100.989234967256
1964-10-01,101.00137241095
1964-11-01,101.004386983472
1964-12-01,101.00290799711
1965-01-01,100.992012099098
1965-02-01,100.971265496745
1965-03-01,100.916536869826
1965-04-01,100.803267302667
1965-05-01,100.658871070532
1965-06-01,100.523507405867
1965-07-01,100.44416242469
1965-08-01,100.448555019486
1965-09-01,100.539614020684
1965-10-01,100.696066854341
1965-11-01,100.91614460284
1965-12-01,101.163051371735
1966-01-01,101.368851140196
1966-02-01,101.473957840813
1966-03-01,101.455779503179
1966-04-01,101.321459699282
1966-05-01,101.116710080536
1966-06-01,100.908595576511
1966-07-01,100.697623025847
1966-08-01,100.457730708668
1966-09-01,100.168656176703
1966-10-01,99.8122932498324
1966-11-01,99.3975620873744
1966-12-01,98.95798930643
1967-01-01,98.5322375728999
