"Date","CPGDFD02CAM659N"
1962-01-01,0.649350649350635
1962-02-01,0.649350649350635
1962-03-01,0
1962-04-01,1.29870129870129
1962-05-01,1.31578947368423
1962-06-01,1.96078431372549
1962-07-01,1.93548387096774
1962-08-01,2.58064516129033
1962-09-01,3.28947368421054
1962-10-01,3.26797385620914
1962-11-01,3.26797385620914
1962-12-01,2.59740259740258
1963-01-01,3.22580645161292
1963-02-01,3.87096774193548
1963-03-01,3.8961038961039
1963-04-01,2.56410256410257
1963-05-01,3.24675324675324
1963-06-01,3.2051282051282
1963-07-01,3.79746835443038
1963-08-01,3.77358490566038
1963-09-01,3.82165605095541
1963-10-01,1.89873417721519
1963-11-01,2.53164556962026
1963-12-01,2.53164556962026
1964-01-01,1.24999999999999
1964-02-01,0.621118012422367
1964-03-01,1.24999999999999
1964-04-01,1.24999999999999
1964-05-01,1.88679245283019
1964-06-01,1.86335403726708
1964-07-01,2.43902439024391
1964-08-01,1.21212121212123
1964-09-01,0.613496932515324
1964-10-01,0
1964-11-01,0
1964-12-01,1.23456790123456
1965-01-01,0.617283950617291
1965-02-01,1.23456790123456
1965-03-01,1.23456790123456
1965-04-01,1.23456790123456
1965-05-01,2.46913580246914
1965-06-01,3.65853658536587
1965-07-01,2.97619047619049
1965-08-01,1.79640718562874
1965-09-01,2.43902439024391
1965-10-01,3.72670807453418
1965-11-01,4.93827160493829
1965-12-01,5.4878048780488
1966-01-01,6.13496932515338
1966-02-01,6.70731707317075
1966-03-01,8.53658536585367
1966-04-01,8.53658536585367
1966-05-01,7.2289156626506
1966-06-01,5.2941176470588
1966-07-01,3.46820809248553
1966-08-01,8.23529411764705
1966-09-01,7.73809523809524
1966-10-01,7.18562874251495
1966-11-01,4.70588235294117
1966-12-01,2.89017341040462
1967-01-01,2.89017341040462
1967-02-01,0.571428571428578
1967-03-01,-1.68539325842697
1967-04-01,-1.68539325842697
1967-05-01,-1.68539325842697
1967-06-01,-1.11731843575418
1967-07-01,1.67597765363128
1967-08-01,0.543478260869553
1967-09-01,0
1967-10-01,0
1967-11-01,1.12359550561797
1967-12-01,1.68539325842697
1968-01-01,3.37078651685393
1968-02-01,3.97727272727273
1968-03-01,3.42857142857143
1968-04-01,4.57142857142858
1968-05-01,3.42857142857143
1968-06-01,2.82485875706214
1968-07-01,1.64835164835165
1968-08-01,1.62162162162162
1968-09-01,3.31491712707182
1968-10-01,3.35195530726257
1968-11-01,3.8888888888889
1968-12-01,4.41988950276242
1969-01-01,2.71739130434782
1969-02-01,2.18579234972676
1969-03-01,3.31491712707182
1969-04-01,3.27868852459014
1969-05-01,4.41988950276242
1969-06-01,6.59340659340659
1969-07-01,4.86486486486486
1969-08-01,5.31914893617022
1969-09-01,3.74331550802138
1969-10-01,3.78378378378379
1969-11-01,3.74331550802138
1969-12-01,3.17460317460317
1970-01-01,3.17460317460317
1970-02-01,5.88235294117646
1970-03-01,4.81283422459893
1970-04-01,5.29100529100528
1970-05-01,3.17460317460317
1970-06-01,1.54639175257734
1970-07-01,2.0618556701031
1970-08-01,0.505050505050494
1970-09-01,0
1970-10-01,0
1970-11-01,-2.57731958762886
1970-12-01,-4.1025641025641
1971-01-01,-3.5897435897436
1971-02-01,-4.54545454545455
1971-03-01,-3.06122448979592
1971-04-01,-3.01507537688441
1971-05-01,-0.512820512820519
1971-06-01,-1.52284263959393
1971-07-01,0.505050505050494
1971-08-01,2.51256281407036
1971-09-01,3.09278350515466
1971-10-01,3.64583333333332
1971-11-01,5.29100529100528
1971-12-01,8.02139037433153
1972-01-01,8.51063829787235
1972-02-01,8.99470899470901
1972-03-01,7.36842105263157
1972-04-01,6.73575129533679
1972-05-01,5.15463917525774
1972-06-01,5.15463917525774
1972-07-01,7.03517587939701
1972-08-01,7.35294117647059
1972-09-01,9.49999999999999
1972-10-01,9.04522613065328
1972-11-01,9.04522613065328
1972-12-01,8.41584158415843
1973-01-01,9.80392156862744
1973-02-01,10.6796116504854
1973-03-01,11.7647058823529
1973-04-01,13.5922330097087
1973-05-01,15.6862745098039
1973-06-01,18.1372549019608
1973-07-01,15.4929577464789
1973-08-01,15.9817351598173
1973-09-01,16.4383561643836
1973-10-01,17.0506912442396
1973-11-01,17.9723502304147
1973-12-01,16.8949771689498
1974-01-01,16.0714285714286
1974-02-01,16.6666666666667
1974-03-01,18.421052631579
1974-04-01,15.3846153846154
1974-05-01,17.7966101694915
1974-06-01,16.597510373444
1974-07-01,15.4471544715447
1974-08-01,13.3858267716536
1974-09-01,12.9411764705882
1974-10-01,14.9606299212598
1974-11-01,15.234375
1974-12-01,17.1875
1975-01-01,15.3846153846154
1975-02-01,13.9097744360902
1975-03-01,11.8518518518518
1975-04-01,12.2222222222222
1975-05-01,10.0719424460432
1975-06-01,13.1672597864769
1975-07-01,14.7887323943662
1975-08-01,14.2361111111111
1975-09-01,13.1944444444444
1975-10-01,11.986301369863
1975-11-01,11.5254237288136
1975-12-01,8.66666666666668
1976-01-01,8.33333333333334
1976-02-01,6.60066006600658
1976-03-01,5.96026490066226
1976-04-01,4.95049504950495
1976-05-01,5.55555555555553
1976-06-01,1.88679245283019
1976-07-01,-0.306748466257672
1976-08-01,-2.12765957446809
1976-09-01,-1.84049079754601
1976-10-01,-2.14067278287462
1976-11-01,-3.64741641337386
1976-12-01,-2.45398773006136
1977-01-01,-0.615384615384643
1977-02-01,2.16718266253872
1977-03-01,4.06249999999998
1977-04-01,6.28930817610061
1977-05-01,6.19195046439629
1977-06-01,7.40740740740741
1977-07-01,9.23076923076923
1977-08-01,11.1801242236025
1977-09-01,12.1875
1977-10-01,14.0625
1977-11-01,16.0883280757098
1977-12-01,17.9245283018868
1978-01-01,17.0278637770898
1978-02-01,15.4545454545455
1978-03-01,16.2162162162162
1978-04-01,16.8639053254438
1978-05-01,19.533527696793
