"Date","CANCP100000IXNBM"
2014-12-01,100
2015-01-01,99.98936781
2015-02-01,99.98936781
2015-03-01,99.98936781
2015-04-01,99.98936781
2015-05-01,99.98936781
2015-06-01,99.98936781
2015-07-01,99.98936781
2015-08-01,99.98936781
2015-09-01,102.9483354
2015-10-01,102.9483354
2015-11-01,102.9483354
2015-12-01,102.9483354
2016-01-01,102.9844071
2016-02-01,102.9844071
2016-03-01,102.9844071
2016-04-01,102.9844071
2016-05-01,102.9844074
2016-06-01,102.9844074
2016-07-01,102.9844074
2016-08-01,102.9844074
2016-09-01,105.6138076
2016-10-01,105.6138076
2016-11-01,105.6138076
2016-12-01,105.6
2017-01-01,105.4
2017-02-01,105.4
2017-03-01,105.4
2017-04-01,105.4
2017-05-01,105.4
2017-06-01,105.4
2017-07-01,105.4
2017-08-01,105.4
2017-09-01,108.5
2017-10-01,108.5
2017-11-01,108.5
2017-12-01,108.5
2018-01-01,108.6
2018-02-01,108.6
2018-03-01,108.6
2018-04-01,108.6
2018-05-01,108.6
2018-06-01,108.6
2018-07-01,108.6
2018-08-01,108.6
2018-09-01,108.6
2018-10-01,111.7
2018-11-01,111.7
2018-12-01,111.7
2019-01-01,111.8
2019-02-01,111.8
2019-03-01,111.8
2019-04-01,111.8
2019-05-01,111.8
2019-06-01,111.8
2019-07-01,111.8
2019-08-01,111.8
2019-09-01,111.8
2019-10-01,108.2
2019-11-01,108.2
2019-12-01,108.2
2020-01-01,108.4
2020-02-01,108.4
2020-03-01,108.4
2020-04-01,108.4
2020-05-01,108.4
2020-06-01,108.4
2020-07-01,108.420698714077
2020-08-01,108.4
2020-09-01,110.3
2020-10-01,110.3
2020-11-01,110.3
2020-12-01,110.3
2021-01-01,110.6
2021-02-01,110.6
2021-03-01,110.6
2021-04-01,110.6
2021-05-01,110.6
2021-06-01,110.6
2021-07-01,110.6
2021-08-01,110.6
2021-09-01,112.8
2021-10-01,112.8
2021-11-01,112.8
2021-12-01,112.8
2022-01-01,112.8
2022-02-01,112.8
2022-03-01,112.8
2022-04-01,112.8
2022-05-01,112.8
2022-06-01,112.8
2022-07-01,112.8
2022-08-01,112.8
2022-09-01,115.6
2022-10-01,115.6
2022-11-01,115.6
2022-12-01,115.6
2023-01-01,115.9
2023-02-01,115.9
2023-03-01,115.9
2023-04-01,115.9
2023-05-01,115.9
2023-06-01,115.9
2023-07-01,115.9
2023-08-01,115.9
2023-09-01,118.9
2023-10-01,118.9
